result/tencentBlock.ns20365.oracleGeneral.zst clock2 cache size      583, 5213913 req, miss ratio 0.6884, byte miss ratio 0.6884
result/tencentBlock.ns20365.oracleGeneral.zst clock2 cache size     1751, 5213913 req, miss ratio 0.6061, byte miss ratio 0.6061
result/tencentBlock.ns20365.oracleGeneral.zst clock2 cache size     5839, 5213913 req, miss ratio 0.5245, byte miss ratio 0.5245
result/tencentBlock.ns20365.oracleGeneral.zst clock2 cache size    17519, 5213913 req, miss ratio 0.4994, byte miss ratio 0.4994
result/tencentBlock.ns20365.oracleGeneral.zst clock2 cache size    58397, 5213913 req, miss ratio 0.4473, byte miss ratio 0.4473
result/tencentBlock.ns20365.oracleGeneral.zst clock2 cache size   116795, 5213913 req, miss ratio 0.4138, byte miss ratio 0.4138
result/tencentBlock.ns20365.oracleGeneral.zst clock2 cache size   233591, 5213913 req, miss ratio 0.3511, byte miss ratio 0.3511
result/tencentBlock.ns20365.oracleGeneral.zst clock2 cache size   467183, 5213913 req, miss ratio 0.1132, byte miss ratio 0.1132
result/tencentBlock.ns20365.oracleGeneral.zst ARC cache size      583, 5213913 req, miss ratio 0.6704, byte miss ratio 0.6704
result/tencentBlock.ns20365.oracleGeneral.zst ARC cache size     1751, 5213913 req, miss ratio 0.5420, byte miss ratio 0.5420
result/tencentBlock.ns20365.oracleGeneral.zst ARC cache size     5839, 5213913 req, miss ratio 0.5135, byte miss ratio 0.5135
result/tencentBlock.ns20365.oracleGeneral.zst ARC cache size    17519, 5213913 req, miss ratio 0.4811, byte miss ratio 0.4811
result/tencentBlock.ns20365.oracleGeneral.zst ARC cache size    58397, 5213913 req, miss ratio 0.4287, byte miss ratio 0.4287
result/tencentBlock.ns20365.oracleGeneral.zst ARC cache size   116795, 5213913 req, miss ratio 0.3801, byte miss ratio 0.3801
result/tencentBlock.ns20365.oracleGeneral.zst ARC cache size   233591, 5213913 req, miss ratio 0.2732, byte miss ratio 0.2732
result/tencentBlock.ns20365.oracleGeneral.zst ARC cache size   467183, 5213913 req, miss ratio 0.1132, byte miss ratio 0.1132
result/tencentBlock.ns20365.oracleGeneral.zst LeCaR cache size      583, 5213913 req, miss ratio 0.6905, byte miss ratio 0.6905
result/tencentBlock.ns20365.oracleGeneral.zst LeCaR cache size     1751, 5213913 req, miss ratio 0.6098, byte miss ratio 0.6098
result/tencentBlock.ns20365.oracleGeneral.zst LeCaR cache size     5839, 5213913 req, miss ratio 0.5246, byte miss ratio 0.5246
result/tencentBlock.ns20365.oracleGeneral.zst LeCaR cache size    17519, 5213913 req, miss ratio 0.4994, byte miss ratio 0.4994
result/tencentBlock.ns20365.oracleGeneral.zst LeCaR cache size    58397, 5213913 req, miss ratio 0.4508, byte miss ratio 0.4508
result/tencentBlock.ns20365.oracleGeneral.zst LeCaR cache size   116795, 5213913 req, miss ratio 0.4133, byte miss ratio 0.4133
result/tencentBlock.ns20365.oracleGeneral.zst LeCaR cache size   233591, 5213913 req, miss ratio 0.2188, byte miss ratio 0.2188
result/tencentBlock.ns20365.oracleGeneral.zst LeCaR cache size   467183, 5213913 req, miss ratio 0.1130, byte miss ratio 0.1130
result/tencentBlock.ns20365.oracleGeneral.zst LRU cache size      583, 5213913 req, miss ratio 0.6955, byte miss ratio 0.6955
result/tencentBlock.ns20365.oracleGeneral.zst LRU cache size     1751, 5213913 req, miss ratio 0.6192, byte miss ratio 0.6192
result/tencentBlock.ns20365.oracleGeneral.zst LRU cache size     5839, 5213913 req, miss ratio 0.5379, byte miss ratio 0.5379
result/tencentBlock.ns20365.oracleGeneral.zst LRU cache size    17519, 5213913 req, miss ratio 0.5020, byte miss ratio 0.5020
result/tencentBlock.ns20365.oracleGeneral.zst LRU cache size    58397, 5213913 req, miss ratio 0.4525, byte miss ratio 0.4525
result/tencentBlock.ns20365.oracleGeneral.zst LRU cache size   116795, 5213913 req, miss ratio 0.4157, byte miss ratio 0.4157
result/tencentBlock.ns20365.oracleGeneral.zst LRU cache size   233591, 5213913 req, miss ratio 0.2926, byte miss ratio 0.2926
result/tencentBlock.ns20365.oracleGeneral.zst LRU cache size   467183, 5213913 req, miss ratio 0.1129, byte miss ratio 0.1129
result/tencentBlock.ns20365.oracleGeneral.zst Cacheus cache size      583, 5213913 req, miss ratio 0.6717, byte miss ratio 0.6717
result/tencentBlock.ns20365.oracleGeneral.zst Cacheus cache size     1751, 5213913 req, miss ratio 0.5689, byte miss ratio 0.5689
result/tencentBlock.ns20365.oracleGeneral.zst Cacheus cache size     5839, 5213913 req, miss ratio 0.5147, byte miss ratio 0.5147
result/tencentBlock.ns20365.oracleGeneral.zst Cacheus cache size    17519, 5213913 req, miss ratio 0.4817, byte miss ratio 0.4817
result/tencentBlock.ns20365.oracleGeneral.zst Cacheus cache size    58397, 5213913 req, miss ratio 0.4305, byte miss ratio 0.4305
result/tencentBlock.ns20365.oracleGeneral.zst Cacheus cache size   116795, 5213913 req, miss ratio 0.4016, byte miss ratio 0.4016
result/tencentBlock.ns20365.oracleGeneral.zst Cacheus cache size   233591, 5213913 req, miss ratio 0.3010, byte miss ratio 0.3010
result/tencentBlock.ns20365.oracleGeneral.zst Cacheus cache size   467183, 5213913 req, miss ratio 0.1129, byte miss ratio 0.1129
result/tencentBlock.ns20365.oracleGeneral.zst Clock cache size      583, 5213913 req, miss ratio 0.6907, byte miss ratio 0.6907
result/tencentBlock.ns20365.oracleGeneral.zst Clock cache size     1751, 5213913 req, miss ratio 0.6126, byte miss ratio 0.6126
result/tencentBlock.ns20365.oracleGeneral.zst Clock cache size     5839, 5213913 req, miss ratio 0.5321, byte miss ratio 0.5321
result/tencentBlock.ns20365.oracleGeneral.zst Clock cache size    17519, 5213913 req, miss ratio 0.5010, byte miss ratio 0.5010
result/tencentBlock.ns20365.oracleGeneral.zst Clock cache size    58397, 5213913 req, miss ratio 0.4489, byte miss ratio 0.4489
result/tencentBlock.ns20365.oracleGeneral.zst Clock cache size   116795, 5213913 req, miss ratio 0.4133, byte miss ratio 0.4133
result/tencentBlock.ns20365.oracleGeneral.zst Clock cache size   233591, 5213913 req, miss ratio 0.2973, byte miss ratio 0.2973
result/tencentBlock.ns20365.oracleGeneral.zst Clock cache size   467183, 5213913 req, miss ratio 0.1134, byte miss ratio 0.1134
result/tencentBlock.ns20365.oracleGeneral.zst LHD cache size      583, 5213913 req, miss ratio 0.6915, byte miss ratio 0.6915
result/tencentBlock.ns20365.oracleGeneral.zst LHD cache size     1751, 5213913 req, miss ratio 0.5779, byte miss ratio 0.5779
result/tencentBlock.ns20365.oracleGeneral.zst LHD cache size     5839, 5213913 req, miss ratio 0.5226, byte miss ratio 0.5226
result/tencentBlock.ns20365.oracleGeneral.zst LHD cache size    17519, 5213913 req, miss ratio 0.4939, byte miss ratio 0.4939
result/tencentBlock.ns20365.oracleGeneral.zst LHD cache size    58397, 5213913 req, miss ratio 0.4273, byte miss ratio 0.4273
result/tencentBlock.ns20365.oracleGeneral.zst LHD cache size   116795, 5213913 req, miss ratio 0.3473, byte miss ratio 0.3473
result/tencentBlock.ns20365.oracleGeneral.zst LHD cache size   233591, 5213913 req, miss ratio 0.2108, byte miss ratio 0.2108
result/tencentBlock.ns20365.oracleGeneral.zst LHD cache size   467183, 5213913 req, miss ratio 0.1138, byte miss ratio 0.1138
result/tencentBlock.ns20365.oracleGeneral.zst FIFO cache size      583, 5213913 req, miss ratio 0.7610, byte miss ratio 0.7610
result/tencentBlock.ns20365.oracleGeneral.zst FIFO cache size     1751, 5213913 req, miss ratio 0.6569, byte miss ratio 0.6569
result/tencentBlock.ns20365.oracleGeneral.zst FIFO cache size     5839, 5213913 req, miss ratio 0.5740, byte miss ratio 0.5740
result/tencentBlock.ns20365.oracleGeneral.zst FIFO cache size    17519, 5213913 req, miss ratio 0.5211, byte miss ratio 0.5211
result/tencentBlock.ns20365.oracleGeneral.zst FIFO cache size    58397, 5213913 req, miss ratio 0.4669, byte miss ratio 0.4669
