result/tencentBlock.ns9969.oracleGeneral.zst clock2 cache size      692, 17200627 req, miss ratio 0.9462, byte miss ratio 0.9462
result/tencentBlock.ns9969.oracleGeneral.zst clock2 cache size     2078, 17200627 req, miss ratio 0.8672, byte miss ratio 0.8672
result/tencentBlock.ns9969.oracleGeneral.zst clock2 cache size     6927, 17200627 req, miss ratio 0.6422, byte miss ratio 0.6422
result/tencentBlock.ns9969.oracleGeneral.zst clock2 cache size    20782, 17200627 req, miss ratio 0.4389, byte miss ratio 0.4389
result/tencentBlock.ns9969.oracleGeneral.zst clock2 cache size    69275, 17200627 req, miss ratio 0.1066, byte miss ratio 0.1066
result/tencentBlock.ns9969.oracleGeneral.zst clock2 cache size   138550, 17200627 req, miss ratio 0.0611, byte miss ratio 0.0611
result/tencentBlock.ns9969.oracleGeneral.zst clock2 cache size   277100, 17200627 req, miss ratio 0.0435, byte miss ratio 0.0435
result/tencentBlock.ns9969.oracleGeneral.zst clock2 cache size   554200, 17200627 req, miss ratio 0.0403, byte miss ratio 0.0403
result/tencentBlock.ns9969.oracleGeneral.zst LIRS cache size      692, 17200627 req, miss ratio 0.8520, byte miss ratio 0.8520
result/tencentBlock.ns9969.oracleGeneral.zst LIRS cache size     2078, 17200627 req, miss ratio 0.6347, byte miss ratio 0.6347
result/tencentBlock.ns9969.oracleGeneral.zst LIRS cache size     6927, 17200627 req, miss ratio 0.5492, byte miss ratio 0.5492
result/tencentBlock.ns9969.oracleGeneral.zst LIRS cache size    20782, 17200627 req, miss ratio 0.3902, byte miss ratio 0.3902
result/tencentBlock.ns9969.oracleGeneral.zst LIRS cache size    69275, 17200627 req, miss ratio 0.1035, byte miss ratio 0.1035
result/tencentBlock.ns9969.oracleGeneral.zst LIRS cache size   138550, 17200627 req, miss ratio 0.0711, byte miss ratio 0.0711
result/tencentBlock.ns9969.oracleGeneral.zst LIRS cache size   277100, 17200627 req, miss ratio 0.0490, byte miss ratio 0.0490
result/tencentBlock.ns9969.oracleGeneral.zst LIRS cache size   554200, 17200627 req, miss ratio 0.0416, byte miss ratio 0.0416
result/tencentBlock.ns9969.oracleGeneral.zst LeCaR cache size      692, 17200627 req, miss ratio 0.9401, byte miss ratio 0.9401
result/tencentBlock.ns9969.oracleGeneral.zst LeCaR cache size     2078, 17200627 req, miss ratio 0.8691, byte miss ratio 0.8691
result/tencentBlock.ns9969.oracleGeneral.zst LeCaR cache size     6927, 17200627 req, miss ratio 0.6528, byte miss ratio 0.6528
result/tencentBlock.ns9969.oracleGeneral.zst LeCaR cache size    20782, 17200627 req, miss ratio 0.4427, byte miss ratio 0.4427
result/tencentBlock.ns9969.oracleGeneral.zst LeCaR cache size    69275, 17200627 req, miss ratio 0.1051, byte miss ratio 0.1051
result/tencentBlock.ns9969.oracleGeneral.zst LeCaR cache size   138550, 17200627 req, miss ratio 0.0615, byte miss ratio 0.0615
result/tencentBlock.ns9969.oracleGeneral.zst LeCaR cache size   277100, 17200627 req, miss ratio 0.0430, byte miss ratio 0.0430
result/tencentBlock.ns9969.oracleGeneral.zst LeCaR cache size   554200, 17200627 req, miss ratio 0.0403, byte miss ratio 0.0403
result/tencentBlock.ns9969.oracleGeneral.zst LRU cache size      692, 17200627 req, miss ratio 0.9590, byte miss ratio 0.9590
result/tencentBlock.ns9969.oracleGeneral.zst LRU cache size     2078, 17200627 req, miss ratio 0.8714, byte miss ratio 0.8714
result/tencentBlock.ns9969.oracleGeneral.zst LRU cache size     6927, 17200627 req, miss ratio 0.6601, byte miss ratio 0.6601
result/tencentBlock.ns9969.oracleGeneral.zst LRU cache size    20782, 17200627 req, miss ratio 0.4432, byte miss ratio 0.4432
result/tencentBlock.ns9969.oracleGeneral.zst LRU cache size    69275, 17200627 req, miss ratio 0.1194, byte miss ratio 0.1194
result/tencentBlock.ns9969.oracleGeneral.zst LRU cache size   138550, 17200627 req, miss ratio 0.0615, byte miss ratio 0.0615
result/tencentBlock.ns9969.oracleGeneral.zst LRU cache size   277100, 17200627 req, miss ratio 0.0441, byte miss ratio 0.0441
result/tencentBlock.ns9969.oracleGeneral.zst LRU cache size   554200, 17200627 req, miss ratio 0.0403, byte miss ratio 0.0403
result/tencentBlock.ns9969.oracleGeneral.zst Cacheus cache size      692, 17200627 req, miss ratio 0.7990, byte miss ratio 0.7990
result/tencentBlock.ns9969.oracleGeneral.zst Cacheus cache size     2078, 17200627 req, miss ratio 0.6863, byte miss ratio 0.6863
result/tencentBlock.ns9969.oracleGeneral.zst Cacheus cache size     6927, 17200627 req, miss ratio 0.5324, byte miss ratio 0.5324
result/tencentBlock.ns9969.oracleGeneral.zst Cacheus cache size    20782, 17200627 req, miss ratio 0.3955, byte miss ratio 0.3955
result/tencentBlock.ns9969.oracleGeneral.zst Cacheus cache size    69275, 17200627 req, miss ratio 0.1114, byte miss ratio 0.1114
result/tencentBlock.ns9969.oracleGeneral.zst Cacheus cache size   138550, 17200627 req, miss ratio 0.0615, byte miss ratio 0.0615
result/tencentBlock.ns9969.oracleGeneral.zst Cacheus cache size   277100, 17200627 req, miss ratio 0.0465, byte miss ratio 0.0465
result/tencentBlock.ns9969.oracleGeneral.zst Cacheus cache size   554200, 17200627 req, miss ratio 0.0403, byte miss ratio 0.0403
result/tencentBlock.ns9969.oracleGeneral.zst FIFO cache size      692, 17200627 req, miss ratio 0.9672, byte miss ratio 0.9672
result/tencentBlock.ns9969.oracleGeneral.zst FIFO cache size     2078, 17200627 req, miss ratio 0.8947, byte miss ratio 0.8947
result/tencentBlock.ns9969.oracleGeneral.zst FIFO cache size     6927, 17200627 req, miss ratio 0.7325, byte miss ratio 0.7325
result/tencentBlock.ns9969.oracleGeneral.zst FIFO cache size    20782, 17200627 req, miss ratio 0.5070, byte miss ratio 0.5070
result/tencentBlock.ns9969.oracleGeneral.zst FIFO cache size    69275, 17200627 req, miss ratio 0.1758, byte miss ratio 0.1758
result/tencentBlock.ns9969.oracleGeneral.zst FIFO cache size   138550, 17200627 req, miss ratio 0.0810, byte miss ratio 0.0810
