result/tencentBlock.ns21640.oracleGeneral.zst Cacheus cache size      175, 1679619 req, miss ratio 0.4564, byte miss ratio 0.4564
result/tencentBlock.ns21640.oracleGeneral.zst Cacheus cache size      527, 1679619 req, miss ratio 0.4350, byte miss ratio 0.4350
result/tencentBlock.ns21640.oracleGeneral.zst Cacheus cache size     1759, 1679619 req, miss ratio 0.4270, byte miss ratio 0.4270
result/tencentBlock.ns21640.oracleGeneral.zst Cacheus cache size     5278, 1679619 req, miss ratio 0.4254, byte miss ratio 0.4254
result/tencentBlock.ns21640.oracleGeneral.zst Cacheus cache size    17596, 1679619 req, miss ratio 0.3921, byte miss ratio 0.3921
result/tencentBlock.ns21640.oracleGeneral.zst Cacheus cache size    35192, 1679619 req, miss ratio 0.3543, byte miss ratio 0.3543
result/tencentBlock.ns21640.oracleGeneral.zst Cacheus cache size    70384, 1679619 req, miss ratio 0.2511, byte miss ratio 0.2511
result/tencentBlock.ns21640.oracleGeneral.zst Cacheus cache size   140769, 1679619 req, miss ratio 0.1084, byte miss ratio 0.1084
result/tencentBlock.ns21640.oracleGeneral.zst ARC cache size      175, 1679619 req, miss ratio 0.4550, byte miss ratio 0.4550
result/tencentBlock.ns21640.oracleGeneral.zst ARC cache size      527, 1679619 req, miss ratio 0.4343, byte miss ratio 0.4343
result/tencentBlock.ns21640.oracleGeneral.zst ARC cache size     1759, 1679619 req, miss ratio 0.4271, byte miss ratio 0.4271
result/tencentBlock.ns21640.oracleGeneral.zst ARC cache size     5278, 1679619 req, miss ratio 0.4254, byte miss ratio 0.4254
result/tencentBlock.ns21640.oracleGeneral.zst ARC cache size    17596, 1679619 req, miss ratio 0.3897, byte miss ratio 0.3897
result/tencentBlock.ns21640.oracleGeneral.zst ARC cache size    35192, 1679619 req, miss ratio 0.3183, byte miss ratio 0.3183
result/tencentBlock.ns21640.oracleGeneral.zst ARC cache size    70384, 1679619 req, miss ratio 0.2320, byte miss ratio 0.2320
result/tencentBlock.ns21640.oracleGeneral.zst ARC cache size   140769, 1679619 req, miss ratio 0.1092, byte miss ratio 0.1092
result/tencentBlock.ns21640.oracleGeneral.zst Clock cache size      175, 1679619 req, miss ratio 0.4771, byte miss ratio 0.4771
result/tencentBlock.ns21640.oracleGeneral.zst Clock cache size      527, 1679619 req, miss ratio 0.4422, byte miss ratio 0.4422
result/tencentBlock.ns21640.oracleGeneral.zst Clock cache size     1759, 1679619 req, miss ratio 0.4301, byte miss ratio 0.4301
result/tencentBlock.ns21640.oracleGeneral.zst Clock cache size     5278, 1679619 req, miss ratio 0.4257, byte miss ratio 0.4257
result/tencentBlock.ns21640.oracleGeneral.zst Clock cache size    17596, 1679619 req, miss ratio 0.4218, byte miss ratio 0.4218
result/tencentBlock.ns21640.oracleGeneral.zst Clock cache size    35192, 1679619 req, miss ratio 0.3576, byte miss ratio 0.3576
result/tencentBlock.ns21640.oracleGeneral.zst Clock cache size    70384, 1679619 req, miss ratio 0.2587, byte miss ratio 0.2587
result/tencentBlock.ns21640.oracleGeneral.zst Clock cache size   140769, 1679619 req, miss ratio 0.1197, byte miss ratio 0.1197
result/tencentBlock.ns21640.oracleGeneral.zst LeCaR cache size      175, 1679619 req, miss ratio 0.4722, byte miss ratio 0.4722
result/tencentBlock.ns21640.oracleGeneral.zst LeCaR cache size      527, 1679619 req, miss ratio 0.4406, byte miss ratio 0.4406
result/tencentBlock.ns21640.oracleGeneral.zst LeCaR cache size     1759, 1679619 req, miss ratio 0.4294, byte miss ratio 0.4294
result/tencentBlock.ns21640.oracleGeneral.zst LeCaR cache size     5278, 1679619 req, miss ratio 0.4256, byte miss ratio 0.4256
result/tencentBlock.ns21640.oracleGeneral.zst LeCaR cache size    17596, 1679619 req, miss ratio 0.3900, byte miss ratio 0.3900
result/tencentBlock.ns21640.oracleGeneral.zst LeCaR cache size    35192, 1679619 req, miss ratio 0.3431, byte miss ratio 0.3431
result/tencentBlock.ns21640.oracleGeneral.zst LeCaR cache size    70384, 1679619 req, miss ratio 0.2322, byte miss ratio 0.2322
result/tencentBlock.ns21640.oracleGeneral.zst LeCaR cache size   140769, 1679619 req, miss ratio 0.1079, byte miss ratio 0.1079
result/tencentBlock.ns21640.oracleGeneral.zst FIFO cache size      175, 1679619 req, miss ratio 0.5438, byte miss ratio 0.5438
result/tencentBlock.ns21640.oracleGeneral.zst FIFO cache size      527, 1679619 req, miss ratio 0.4775, byte miss ratio 0.4775
