result/tencentBlock.ns21940.oracleGeneral.zst LeCaR cache size      179, 1493884 req, miss ratio 0.5188, byte miss ratio 0.5188
result/tencentBlock.ns21940.oracleGeneral.zst LeCaR cache size      539, 1493884 req, miss ratio 0.4857, byte miss ratio 0.4857
result/tencentBlock.ns21940.oracleGeneral.zst LeCaR cache size     1799, 1493884 req, miss ratio 0.4724, byte miss ratio 0.4724
result/tencentBlock.ns21940.oracleGeneral.zst LeCaR cache size     5397, 1493884 req, miss ratio 0.4690, byte miss ratio 0.4690
result/tencentBlock.ns21940.oracleGeneral.zst LeCaR cache size    17990, 1493884 req, miss ratio 0.4110, byte miss ratio 0.4110
result/tencentBlock.ns21940.oracleGeneral.zst LeCaR cache size    35980, 1493884 req, miss ratio 0.3659, byte miss ratio 0.3659
result/tencentBlock.ns21940.oracleGeneral.zst LeCaR cache size    71961, 1493884 req, miss ratio 0.2433, byte miss ratio 0.2433
result/tencentBlock.ns21940.oracleGeneral.zst LeCaR cache size   143923, 1493884 req, miss ratio 0.1264, byte miss ratio 0.1264
result/tencentBlock.ns21940.oracleGeneral.zst Cacheus cache size      179, 1493884 req, miss ratio 0.4959, byte miss ratio 0.4959
result/tencentBlock.ns21940.oracleGeneral.zst Cacheus cache size      539, 1493884 req, miss ratio 0.4797, byte miss ratio 0.4797
result/tencentBlock.ns21940.oracleGeneral.zst Cacheus cache size     1799, 1493884 req, miss ratio 0.4706, byte miss ratio 0.4706
result/tencentBlock.ns21940.oracleGeneral.zst Cacheus cache size     5397, 1493884 req, miss ratio 0.4683, byte miss ratio 0.4683
result/tencentBlock.ns21940.oracleGeneral.zst Cacheus cache size    17990, 1493884 req, miss ratio 0.4201, byte miss ratio 0.4201
result/tencentBlock.ns21940.oracleGeneral.zst Cacheus cache size    35980, 1493884 req, miss ratio 0.3796, byte miss ratio 0.3796
result/tencentBlock.ns21940.oracleGeneral.zst Cacheus cache size    71961, 1493884 req, miss ratio 0.2342, byte miss ratio 0.2342
result/tencentBlock.ns21940.oracleGeneral.zst Cacheus cache size   143923, 1493884 req, miss ratio 0.1327, byte miss ratio 0.1327
result/tencentBlock.ns21940.oracleGeneral.zst LRU cache size      179, 1493884 req, miss ratio 0.5229, byte miss ratio 0.5229
result/tencentBlock.ns21940.oracleGeneral.zst LRU cache size      539, 1493884 req, miss ratio 0.4877, byte miss ratio 0.4877
result/tencentBlock.ns21940.oracleGeneral.zst LRU cache size     1799, 1493884 req, miss ratio 0.4759, byte miss ratio 0.4759
result/tencentBlock.ns21940.oracleGeneral.zst LRU cache size     5397, 1493884 req, miss ratio 0.4695, byte miss ratio 0.4695
result/tencentBlock.ns21940.oracleGeneral.zst LRU cache size    17990, 1493884 req, miss ratio 0.4135, byte miss ratio 0.4135
result/tencentBlock.ns21940.oracleGeneral.zst LRU cache size    35980, 1493884 req, miss ratio 0.3715, byte miss ratio 0.3715
result/tencentBlock.ns21940.oracleGeneral.zst LRU cache size    71961, 1493884 req, miss ratio 0.2375, byte miss ratio 0.2375
result/tencentBlock.ns21940.oracleGeneral.zst LRU cache size   143923, 1493884 req, miss ratio 0.1261, byte miss ratio 0.1261
result/tencentBlock.ns21940.oracleGeneral.zst FIFO cache size      179, 1493884 req, miss ratio 0.6104, byte miss ratio 0.6104
result/tencentBlock.ns21940.oracleGeneral.zst FIFO cache size      539, 1493884 req, miss ratio 0.5262, byte miss ratio 0.5262
result/tencentBlock.ns21940.oracleGeneral.zst FIFO cache size     1799, 1493884 req, miss ratio 0.4908, byte miss ratio 0.4908
result/tencentBlock.ns21940.oracleGeneral.zst FIFO cache size     5397, 1493884 req, miss ratio 0.4769, byte miss ratio 0.4769
result/tencentBlock.ns21940.oracleGeneral.zst FIFO cache size    17990, 1493884 req, miss ratio 0.4258, byte miss ratio 0.4258
result/tencentBlock.ns21940.oracleGeneral.zst FIFO cache size    35980, 1493884 req, miss ratio 0.3951, byte miss ratio 0.3951
result/tencentBlock.ns21940.oracleGeneral.zst FIFO cache size    71961, 1493884 req, miss ratio 0.2808, byte miss ratio 0.2808
result/tencentBlock.ns21940.oracleGeneral.zst FIFO cache size   143923, 1493884 req, miss ratio 0.1521, byte miss ratio 0.1521
result/tencentBlock.ns21940.oracleGeneral.zst S3FIFO-1 cache size      179, 1493884 req, miss ratio 0.4999, byte miss ratio 0.4999
result/tencentBlock.ns21940.oracleGeneral.zst S3FIFO-1 cache size      539, 1493884 req, miss ratio 0.4767, byte miss ratio 0.4767
result/tencentBlock.ns21940.oracleGeneral.zst S3FIFO-1 cache size     1799, 1493884 req, miss ratio 0.4704, byte miss ratio 0.4704
result/tencentBlock.ns21940.oracleGeneral.zst S3FIFO-1 cache size     5397, 1493884 req, miss ratio 0.4685, byte miss ratio 0.4685
result/tencentBlock.ns21940.oracleGeneral.zst S3FIFO-1 cache size    17990, 1493884 req, miss ratio 0.4052, byte miss ratio 0.4052
result/tencentBlock.ns21940.oracleGeneral.zst S3FIFO-1 cache size    35980, 1493884 req, miss ratio 0.3567, byte miss ratio 0.3567
result/tencentBlock.ns21940.oracleGeneral.zst S3FIFO-1 cache size    71961, 1493884 req, miss ratio 0.2366, byte miss ratio 0.2366
result/tencentBlock.ns21940.oracleGeneral.zst S3FIFO-1 cache size   143923, 1493884 req, miss ratio 0.1313, byte miss ratio 0.1313
result/tencentBlock.ns21940.oracleGeneral.zst ARC cache size      179, 1493884 req, miss ratio 0.4963, byte miss ratio 0.4963
result/tencentBlock.ns21940.oracleGeneral.zst ARC cache size      539, 1493884 req, miss ratio 0.4814, byte miss ratio 0.4814
result/tencentBlock.ns21940.oracleGeneral.zst ARC cache size     1799, 1493884 req, miss ratio 0.4708, byte miss ratio 0.4708
result/tencentBlock.ns21940.oracleGeneral.zst ARC cache size     5397, 1493884 req, miss ratio 0.4688, byte miss ratio 0.4688
result/tencentBlock.ns21940.oracleGeneral.zst ARC cache size    17990, 1493884 req, miss ratio 0.4237, byte miss ratio 0.4237
result/tencentBlock.ns21940.oracleGeneral.zst ARC cache size    35980, 1493884 req, miss ratio 0.3738, byte miss ratio 0.3738
result/tencentBlock.ns21940.oracleGeneral.zst ARC cache size    71961, 1493884 req, miss ratio 0.2589, byte miss ratio 0.2589
result/tencentBlock.ns21940.oracleGeneral.zst ARC cache size   143923, 1493884 req, miss ratio 0.1313, byte miss ratio 0.1313
result/tencentBlock.ns21940.oracleGeneral.zst Clock cache size      179, 1493884 req, miss ratio 0.5209, byte miss ratio 0.5209
result/tencentBlock.ns21940.oracleGeneral.zst Clock cache size      539, 1493884 req, miss ratio 0.4866, byte miss ratio 0.4866
result/tencentBlock.ns21940.oracleGeneral.zst Clock cache size     1799, 1493884 req, miss ratio 0.4751, byte miss ratio 0.4751
result/tencentBlock.ns21940.oracleGeneral.zst Clock cache size     5397, 1493884 req, miss ratio 0.4693, byte miss ratio 0.4693
result/tencentBlock.ns21940.oracleGeneral.zst Clock cache size    17990, 1493884 req, miss ratio 0.4630, byte miss ratio 0.4630
result/tencentBlock.ns21940.oracleGeneral.zst Clock cache size    35980, 1493884 req, miss ratio 0.3828, byte miss ratio 0.3828
result/tencentBlock.ns21940.oracleGeneral.zst Clock cache size    71961, 1493884 req, miss ratio 0.2706, byte miss ratio 0.2706
result/tencentBlock.ns21940.oracleGeneral.zst Clock cache size   143923, 1493884 req, miss ratio 0.1319, byte miss ratio 0.1319
result/tencentBlock.ns21940.oracleGeneral.zst LIRS cache size      179, 1493884 req, miss ratio 0.5501, byte miss ratio 0.5501
result/tencentBlock.ns21940.oracleGeneral.zst LIRS cache size      539, 1493884 req, miss ratio 0.5118, byte miss ratio 0.5118
result/tencentBlock.ns21940.oracleGeneral.zst LIRS cache size     1799, 1493884 req, miss ratio 0.4785, byte miss ratio 0.4785
result/tencentBlock.ns21940.oracleGeneral.zst LIRS cache size     5397, 1493884 req, miss ratio 0.4671, byte miss ratio 0.4671
result/tencentBlock.ns21940.oracleGeneral.zst LIRS cache size    17990, 1493884 req, miss ratio 0.4069, byte miss ratio 0.4069
result/tencentBlock.ns21940.oracleGeneral.zst LIRS cache size    35980, 1493884 req, miss ratio 0.3379, byte miss ratio 0.3379
