result/tencentBlock.ns17326.oracleGeneral.zst clock2 cache size      324, 3173069 req, miss ratio 0.5303, byte miss ratio 0.5303
result/tencentBlock.ns17326.oracleGeneral.zst clock2 cache size      973, 3173069 req, miss ratio 0.4703, byte miss ratio 0.4703
result/tencentBlock.ns17326.oracleGeneral.zst clock2 cache size     3245, 3173069 req, miss ratio 0.3729, byte miss ratio 0.3729
result/tencentBlock.ns17326.oracleGeneral.zst clock2 cache size     9737, 3173069 req, miss ratio 0.3369, byte miss ratio 0.3369
result/tencentBlock.ns17326.oracleGeneral.zst clock2 cache size    32459, 3173069 req, miss ratio 0.2911, byte miss ratio 0.2911
result/tencentBlock.ns17326.oracleGeneral.zst clock2 cache size    64918, 3173069 req, miss ratio 0.2485, byte miss ratio 0.2485
result/tencentBlock.ns17326.oracleGeneral.zst clock2 cache size   129836, 3173069 req, miss ratio 0.1702, byte miss ratio 0.1702
result/tencentBlock.ns17326.oracleGeneral.zst clock2 cache size   259672, 3173069 req, miss ratio 0.1036, byte miss ratio 0.1036
result/tencentBlock.ns17326.oracleGeneral.zst LIRS cache size      324, 3173069 req, miss ratio 0.5527, byte miss ratio 0.5527
result/tencentBlock.ns17326.oracleGeneral.zst LIRS cache size      973, 3173069 req, miss ratio 0.4551, byte miss ratio 0.4551
result/tencentBlock.ns17326.oracleGeneral.zst LIRS cache size     3245, 3173069 req, miss ratio 0.3580, byte miss ratio 0.3580
result/tencentBlock.ns17326.oracleGeneral.zst LIRS cache size     9737, 3173069 req, miss ratio 0.3307, byte miss ratio 0.3307
result/tencentBlock.ns17326.oracleGeneral.zst LIRS cache size    32459, 3173069 req, miss ratio 0.2768, byte miss ratio 0.2768
result/tencentBlock.ns17326.oracleGeneral.zst LIRS cache size    64918, 3173069 req, miss ratio 0.2209, byte miss ratio 0.2209
result/tencentBlock.ns17326.oracleGeneral.zst LIRS cache size   129836, 3173069 req, miss ratio 0.1434, byte miss ratio 0.1434
