result/tencentBlock.ns16540.oracleGeneral.zst ARC cache size      374, 3152337 req, miss ratio 0.4974, byte miss ratio 0.4974
result/tencentBlock.ns16540.oracleGeneral.zst ARC cache size     1122, 3152337 req, miss ratio 0.3940, byte miss ratio 0.3940
result/tencentBlock.ns16540.oracleGeneral.zst ARC cache size     3740, 3152337 req, miss ratio 0.2946, byte miss ratio 0.2946
result/tencentBlock.ns16540.oracleGeneral.zst ARC cache size    11222, 3152337 req, miss ratio 0.2616, byte miss ratio 0.2616
result/tencentBlock.ns16540.oracleGeneral.zst ARC cache size    37407, 3152337 req, miss ratio 0.1954, byte miss ratio 0.1954
result/tencentBlock.ns16540.oracleGeneral.zst ARC cache size    74814, 3152337 req, miss ratio 0.1535, byte miss ratio 0.1535
result/tencentBlock.ns16540.oracleGeneral.zst ARC cache size   149628, 3152337 req, miss ratio 0.1260, byte miss ratio 0.1260
result/tencentBlock.ns16540.oracleGeneral.zst ARC cache size   299256, 3152337 req, miss ratio 0.1192, byte miss ratio 0.1192
result/tencentBlock.ns16540.oracleGeneral.zst LIRS cache size      374, 3152337 req, miss ratio 0.5499, byte miss ratio 0.5499
result/tencentBlock.ns16540.oracleGeneral.zst LIRS cache size     1122, 3152337 req, miss ratio 0.4009, byte miss ratio 0.4009
result/tencentBlock.ns16540.oracleGeneral.zst LIRS cache size     3740, 3152337 req, miss ratio 0.3056, byte miss ratio 0.3056
result/tencentBlock.ns16540.oracleGeneral.zst LIRS cache size    11222, 3152337 req, miss ratio 0.2593, byte miss ratio 0.2593
result/tencentBlock.ns16540.oracleGeneral.zst LIRS cache size    37407, 3152337 req, miss ratio 0.2087, byte miss ratio 0.2087
result/tencentBlock.ns16540.oracleGeneral.zst LIRS cache size    74814, 3152337 req, miss ratio 0.1670, byte miss ratio 0.1670
result/tencentBlock.ns16540.oracleGeneral.zst LIRS cache size   149628, 3152337 req, miss ratio 0.1346, byte miss ratio 0.1346
result/tencentBlock.ns16540.oracleGeneral.zst LIRS cache size   299256, 3152337 req, miss ratio 0.1213, byte miss ratio 0.1213
result/tencentBlock.ns16540.oracleGeneral.zst Clock cache size      374, 3152337 req, miss ratio 0.5074, byte miss ratio 0.5074
result/tencentBlock.ns16540.oracleGeneral.zst Clock cache size     1122, 3152337 req, miss ratio 0.4252, byte miss ratio 0.4252
result/tencentBlock.ns16540.oracleGeneral.zst Clock cache size     3740, 3152337 req, miss ratio 0.3092, byte miss ratio 0.3092
result/tencentBlock.ns16540.oracleGeneral.zst Clock cache size    11222, 3152337 req, miss ratio 0.2783, byte miss ratio 0.2783
result/tencentBlock.ns16540.oracleGeneral.zst Clock cache size    37407, 3152337 req, miss ratio 0.2005, byte miss ratio 0.2005
result/tencentBlock.ns16540.oracleGeneral.zst Clock cache size    74814, 3152337 req, miss ratio 0.1577, byte miss ratio 0.1577
result/tencentBlock.ns16540.oracleGeneral.zst Clock cache size   149628, 3152337 req, miss ratio 0.1280, byte miss ratio 0.1280
result/tencentBlock.ns16540.oracleGeneral.zst Clock cache size   299256, 3152337 req, miss ratio 0.1192, byte miss ratio 0.1192
result/tencentBlock.ns16540.oracleGeneral.zst LHD cache size      374, 3152337 req, miss ratio 0.5103, byte miss ratio 0.5103
result/tencentBlock.ns16540.oracleGeneral.zst LHD cache size     1122, 3152337 req, miss ratio 0.4169, byte miss ratio 0.4169
result/tencentBlock.ns16540.oracleGeneral.zst LHD cache size     3740, 3152337 req, miss ratio 0.2992, byte miss ratio 0.2992
result/tencentBlock.ns16540.oracleGeneral.zst LHD cache size    11222, 3152337 req, miss ratio 0.2571, byte miss ratio 0.2571
result/tencentBlock.ns16540.oracleGeneral.zst LHD cache size    37407, 3152337 req, miss ratio 0.1874, byte miss ratio 0.1874
result/tencentBlock.ns16540.oracleGeneral.zst LHD cache size    74814, 3152337 req, miss ratio 0.1428, byte miss ratio 0.1428
result/tencentBlock.ns16540.oracleGeneral.zst LHD cache size   149628, 3152337 req, miss ratio 0.1257, byte miss ratio 0.1257
result/tencentBlock.ns16540.oracleGeneral.zst LHD cache size   299256, 3152337 req, miss ratio 0.1192, byte miss ratio 0.1192
result/tencentBlock.ns16540.oracleGeneral.zst LRU cache size      374, 3152337 req, miss ratio 0.5085, byte miss ratio 0.5085
result/tencentBlock.ns16540.oracleGeneral.zst LRU cache size     1122, 3152337 req, miss ratio 0.4241, byte miss ratio 0.4241
result/tencentBlock.ns16540.oracleGeneral.zst LRU cache size     3740, 3152337 req, miss ratio 0.3119, byte miss ratio 0.3119
result/tencentBlock.ns16540.oracleGeneral.zst LRU cache size    11222, 3152337 req, miss ratio 0.2767, byte miss ratio 0.2767
result/tencentBlock.ns16540.oracleGeneral.zst LRU cache size    37407, 3152337 req, miss ratio 0.1917, byte miss ratio 0.1917
result/tencentBlock.ns16540.oracleGeneral.zst LRU cache size    74814, 3152337 req, miss ratio 0.1491, byte miss ratio 0.1491
result/tencentBlock.ns16540.oracleGeneral.zst LRU cache size   149628, 3152337 req, miss ratio 0.1241, byte miss ratio 0.1241
result/tencentBlock.ns16540.oracleGeneral.zst LRU cache size   299256, 3152337 req, miss ratio 0.1189, byte miss ratio 0.1189
result/tencentBlock.ns16540.oracleGeneral.zst LeCaR cache size      374, 3152337 req, miss ratio 0.5049, byte miss ratio 0.5049
result/tencentBlock.ns16540.oracleGeneral.zst LeCaR cache size     1122, 3152337 req, miss ratio 0.4225, byte miss ratio 0.4225
result/tencentBlock.ns16540.oracleGeneral.zst LeCaR cache size     3740, 3152337 req, miss ratio 0.2992, byte miss ratio 0.2992
result/tencentBlock.ns16540.oracleGeneral.zst LeCaR cache size    11222, 3152337 req, miss ratio 0.2760, byte miss ratio 0.2760
result/tencentBlock.ns16540.oracleGeneral.zst LeCaR cache size    37407, 3152337 req, miss ratio 0.1913, byte miss ratio 0.1913
result/tencentBlock.ns16540.oracleGeneral.zst LeCaR cache size    74814, 3152337 req, miss ratio 0.1495, byte miss ratio 0.1495
result/tencentBlock.ns16540.oracleGeneral.zst LeCaR cache size   149628, 3152337 req, miss ratio 0.1245, byte miss ratio 0.1245
result/tencentBlock.ns16540.oracleGeneral.zst LeCaR cache size   299256, 3152337 req, miss ratio 0.1189, byte miss ratio 0.1189
result/tencentBlock.ns16540.oracleGeneral.zst FIFO cache size      374, 3152337 req, miss ratio 0.5709, byte miss ratio 0.5709
result/tencentBlock.ns16540.oracleGeneral.zst FIFO cache size     1122, 3152337 req, miss ratio 0.4568, byte miss ratio 0.4568
result/tencentBlock.ns16540.oracleGeneral.zst FIFO cache size     3740, 3152337 req, miss ratio 0.3555, byte miss ratio 0.3555
result/tencentBlock.ns16540.oracleGeneral.zst FIFO cache size    11222, 3152337 req, miss ratio 0.2982, byte miss ratio 0.2982
result/tencentBlock.ns16540.oracleGeneral.zst FIFO cache size    37407, 3152337 req, miss ratio 0.2090, byte miss ratio 0.2090
result/tencentBlock.ns16540.oracleGeneral.zst FIFO cache size    74814, 3152337 req, miss ratio 0.1651, byte miss ratio 0.1651
result/tencentBlock.ns16540.oracleGeneral.zst FIFO cache size   149628, 3152337 req, miss ratio 0.1391, byte miss ratio 0.1391
result/tencentBlock.ns16540.oracleGeneral.zst FIFO cache size   299256, 3152337 req, miss ratio 0.1246, byte miss ratio 0.1246
result/tencentBlock.ns16540.oracleGeneral.zst S3FIFO-1 cache size      374, 3152337 req, miss ratio 0.5166, byte miss ratio 0.5166
result/tencentBlock.ns16540.oracleGeneral.zst S3FIFO-1 cache size     1122, 3152337 req, miss ratio 0.3753, byte miss ratio 0.3753
result/tencentBlock.ns16540.oracleGeneral.zst S3FIFO-1 cache size     3740, 3152337 req, miss ratio 0.2944, byte miss ratio 0.2944
result/tencentBlock.ns16540.oracleGeneral.zst S3FIFO-1 cache size    11222, 3152337 req, miss ratio 0.2576, byte miss ratio 0.2576
result/tencentBlock.ns16540.oracleGeneral.zst S3FIFO-1 cache size    37407, 3152337 req, miss ratio 0.2036, byte miss ratio 0.2036
result/tencentBlock.ns16540.oracleGeneral.zst S3FIFO-1 cache size    74814, 3152337 req, miss ratio 0.1567, byte miss ratio 0.1567
result/tencentBlock.ns16540.oracleGeneral.zst S3FIFO-1 cache size   149628, 3152337 req, miss ratio 0.1290, byte miss ratio 0.1290
result/tencentBlock.ns16540.oracleGeneral.zst S3FIFO-1 cache size   299256, 3152337 req, miss ratio 0.1192, byte miss ratio 0.1192
result/tencentBlock.ns16540.oracleGeneral.zst Cacheus cache size      374, 3152337 req, miss ratio 0.5007, byte miss ratio 0.5007
result/tencentBlock.ns16540.oracleGeneral.zst Cacheus cache size     1122, 3152337 req, miss ratio 0.4132, byte miss ratio 0.4132
result/tencentBlock.ns16540.oracleGeneral.zst Cacheus cache size     3740, 3152337 req, miss ratio 0.2971, byte miss ratio 0.2971
result/tencentBlock.ns16540.oracleGeneral.zst Cacheus cache size    11222, 3152337 req, miss ratio 0.2666, byte miss ratio 0.2666
result/tencentBlock.ns16540.oracleGeneral.zst Cacheus cache size    37407, 3152337 req, miss ratio 0.1945, byte miss ratio 0.1945
result/tencentBlock.ns16540.oracleGeneral.zst Cacheus cache size    74814, 3152337 req, miss ratio 0.1604, byte miss ratio 0.1604
result/tencentBlock.ns16540.oracleGeneral.zst Cacheus cache size   149628, 3152337 req, miss ratio 0.1294, byte miss ratio 0.1294
result/tencentBlock.ns16540.oracleGeneral.zst Cacheus cache size   299256, 3152337 req, miss ratio 0.1195, byte miss ratio 0.1195
result/tencentBlock.ns16540.oracleGeneral.zst clock2 cache size      374, 3152337 req, miss ratio 0.5121, byte miss ratio 0.5121
result/tencentBlock.ns16540.oracleGeneral.zst clock2 cache size     1122, 3152337 req, miss ratio 0.4332, byte miss ratio 0.4332
result/tencentBlock.ns16540.oracleGeneral.zst clock2 cache size     3740, 3152337 req, miss ratio 0.3018, byte miss ratio 0.3018
result/tencentBlock.ns16540.oracleGeneral.zst clock2 cache size    11222, 3152337 req, miss ratio 0.2804, byte miss ratio 0.2804
result/tencentBlock.ns16540.oracleGeneral.zst clock2 cache size    37407, 3152337 req, miss ratio 0.2120, byte miss ratio 0.2120
result/tencentBlock.ns16540.oracleGeneral.zst clock2 cache size    74814, 3152337 req, miss ratio 0.1702, byte miss ratio 0.1702
result/tencentBlock.ns16540.oracleGeneral.zst clock2 cache size   149628, 3152337 req, miss ratio 0.1307, byte miss ratio 0.1307
result/tencentBlock.ns16540.oracleGeneral.zst clock2 cache size   299256, 3152337 req, miss ratio 0.1192, byte miss ratio 0.1192
result/tencentBlock.ns16540.oracleGeneral.zst S3FIFO-d-1 cache size      374, 3152337 req, miss ratio 0.5002, byte miss ratio 0.5002
result/tencentBlock.ns16540.oracleGeneral.zst S3FIFO-d-1 cache size     1122, 3152337 req, miss ratio 0.3754, byte miss ratio 0.3754
result/tencentBlock.ns16540.oracleGeneral.zst S3FIFO-d-1 cache size     3740, 3152337 req, miss ratio 0.2939, byte miss ratio 0.2939
result/tencentBlock.ns16540.oracleGeneral.zst S3FIFO-d-1 cache size    11222, 3152337 req, miss ratio 0.2576, byte miss ratio 0.2576
result/tencentBlock.ns16540.oracleGeneral.zst S3FIFO-d-1 cache size    37407, 3152337 req, miss ratio 0.2035, byte miss ratio 0.2035
result/tencentBlock.ns16540.oracleGeneral.zst S3FIFO-d-1 cache size    74814, 3152337 req, miss ratio 0.1558, byte miss ratio 0.1558
result/tencentBlock.ns16540.oracleGeneral.zst S3FIFO-d-1 cache size   149628, 3152337 req, miss ratio 0.1282, byte miss ratio 0.1282
result/tencentBlock.ns16540.oracleGeneral.zst S3FIFO-d-1 cache size   299256, 3152337 req, miss ratio 0.1192, byte miss ratio 0.1192
result/tencentBlock.ns16540.oracleGeneral.zst LRB cache size      374, 3152337 req, miss ratio 0.5355, byte miss ratio 0.5355
result/tencentBlock.ns16540.oracleGeneral.zst LRB cache size     1122, 3152337 req, miss ratio 0.3520, byte miss ratio 0.3520
result/tencentBlock.ns16540.oracleGeneral.zst LRB cache size     3740, 3152337 req, miss ratio 0.2869, byte miss ratio 0.2869
result/tencentBlock.ns16540.oracleGeneral.zst LRB cache size    11222, 3152337 req, miss ratio 0.2624, byte miss ratio 0.2624
result/tencentBlock.ns16540.oracleGeneral.zst LRB cache size    37407, 3152337 req, miss ratio 0.1983, byte miss ratio 0.1983
result/tencentBlock.ns16540.oracleGeneral.zst LRB cache size    74814, 3152337 req, miss ratio 0.1474, byte miss ratio 0.1474
result/tencentBlock.ns16540.oracleGeneral.zst LRB cache size   149628, 3152337 req, miss ratio 0.1243, byte miss ratio 0.1243
result/tencentBlock.ns16540.oracleGeneral.zst LRB cache size   299256, 3152337 req, miss ratio 0.1189, byte miss ratio 0.1189
result/tencentBlock.ns16540.oracleGeneral.zst B-LRU cache size      374, 3152337 req, miss ratio 0.5583, byte miss ratio 0.5583
result/tencentBlock.ns16540.oracleGeneral.zst B-LRU cache size     1122, 3152337 req, miss ratio 0.4711, byte miss ratio 0.4711
result/tencentBlock.ns16540.oracleGeneral.zst B-LRU cache size     3740, 3152337 req, miss ratio 0.3670, byte miss ratio 0.3670
result/tencentBlock.ns16540.oracleGeneral.zst B-LRU cache size    11222, 3152337 req, miss ratio 0.3382, byte miss ratio 0.3382
result/tencentBlock.ns16540.oracleGeneral.zst B-LRU cache size    37407, 3152337 req, miss ratio 0.2622, byte miss ratio 0.2622
result/tencentBlock.ns16540.oracleGeneral.zst B-LRU cache size    74814, 3152337 req, miss ratio 0.2284, byte miss ratio 0.2284
result/tencentBlock.ns16540.oracleGeneral.zst B-LRU cache size   149628, 3152337 req, miss ratio 0.2134, byte miss ratio 0.2134
result/tencentBlock.ns16540.oracleGeneral.zst B-LRU cache size   299256, 3152337 req, miss ratio 0.2122, byte miss ratio 0.2122
result/tencentBlock.ns16540.oracleGeneral.zst TwoQ cache size      374, 3152337 req, miss ratio 0.4968, byte miss ratio 0.4968
result/tencentBlock.ns16540.oracleGeneral.zst TwoQ cache size     1122, 3152337 req, miss ratio 0.3587, byte miss ratio 0.3587
result/tencentBlock.ns16540.oracleGeneral.zst TwoQ cache size     3740, 3152337 req, miss ratio 0.2913, byte miss ratio 0.2913
result/tencentBlock.ns16540.oracleGeneral.zst TwoQ cache size    11222, 3152337 req, miss ratio 0.2762, byte miss ratio 0.2762
result/tencentBlock.ns16540.oracleGeneral.zst TwoQ cache size    37407, 3152337 req, miss ratio 0.1894, byte miss ratio 0.1894
result/tencentBlock.ns16540.oracleGeneral.zst TwoQ cache size    74814, 3152337 req, miss ratio 0.1500, byte miss ratio 0.1500
result/tencentBlock.ns16540.oracleGeneral.zst TwoQ cache size   149628, 3152337 req, miss ratio 0.1327, byte miss ratio 0.1327
result/tencentBlock.ns16540.oracleGeneral.zst TwoQ cache size   299256, 3152337 req, miss ratio 0.1246, byte miss ratio 0.1246
result/tencentBlock.ns16540.oracleGeneral.zst S4LRU(25:25:25:25) cache size      374, 3152337 req, miss ratio 0.5602, byte miss ratio 0.5602
result/tencentBlock.ns16540.oracleGeneral.zst S4LRU(25:25:25:25) cache size     1122, 3152337 req, miss ratio 0.4268, byte miss ratio 0.4268
result/tencentBlock.ns16540.oracleGeneral.zst S4LRU(25:25:25:25) cache size     3740, 3152337 req, miss ratio 0.2971, byte miss ratio 0.2971
result/tencentBlock.ns16540.oracleGeneral.zst S4LRU(25:25:25:25) cache size    11222, 3152337 req, miss ratio 0.2828, byte miss ratio 0.2828
result/tencentBlock.ns16540.oracleGeneral.zst S4LRU(25:25:25:25) cache size    37407, 3152337 req, miss ratio 0.2347, byte miss ratio 0.2347
result/tencentBlock.ns16540.oracleGeneral.zst S4LRU(25:25:25:25) cache size    74814, 3152337 req, miss ratio 0.1767, byte miss ratio 0.1767
result/tencentBlock.ns16540.oracleGeneral.zst S4LRU(25:25:25:25) cache size   149628, 3152337 req, miss ratio 0.1296, byte miss ratio 0.1296
result/tencentBlock.ns16540.oracleGeneral.zst S4LRU(25:25:25:25) cache size   299256, 3152337 req, miss ratio 0.1192, byte miss ratio 0.1192
result/tencentBlock.ns16540.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      374, 3152337 req, miss ratio 0.5422, byte miss ratio 0.5422
result/tencentBlock.ns16540.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     1122, 3152337 req, miss ratio 0.4523, byte miss ratio 0.4523
result/tencentBlock.ns16540.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     3740, 3152337 req, miss ratio 0.3287, byte miss ratio 0.3287
result/tencentBlock.ns16540.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    11222, 3152337 req, miss ratio 0.2890, byte miss ratio 0.2890
