result/tencentBlock.ns19434.oracleGeneral.zst LIRS cache size      130, 1264939 req, miss ratio 0.5512, byte miss ratio 0.5512
result/tencentBlock.ns19434.oracleGeneral.zst LIRS cache size      391, 1264939 req, miss ratio 0.5329, byte miss ratio 0.5329
result/tencentBlock.ns19434.oracleGeneral.zst LIRS cache size     1304, 1264939 req, miss ratio 0.4744, byte miss ratio 0.4744
result/tencentBlock.ns19434.oracleGeneral.zst LIRS cache size     3913, 1264939 req, miss ratio 0.4701, byte miss ratio 0.4701
result/tencentBlock.ns19434.oracleGeneral.zst LIRS cache size    13045, 1264939 req, miss ratio 0.4486, byte miss ratio 0.4486
result/tencentBlock.ns19434.oracleGeneral.zst LIRS cache size    26090, 1264939 req, miss ratio 0.3843, byte miss ratio 0.3843
result/tencentBlock.ns19434.oracleGeneral.zst LIRS cache size    52180, 1264939 req, miss ratio 0.3273, byte miss ratio 0.3273
result/tencentBlock.ns19434.oracleGeneral.zst LIRS cache size   104361, 1264939 req, miss ratio 0.1198, byte miss ratio 0.1198
result/tencentBlock.ns19434.oracleGeneral.zst FIFO cache size      130, 1264939 req, miss ratio 0.6041, byte miss ratio 0.6041
result/tencentBlock.ns19434.oracleGeneral.zst FIFO cache size      391, 1264939 req, miss ratio 0.5257, byte miss ratio 0.5257
result/tencentBlock.ns19434.oracleGeneral.zst FIFO cache size     1304, 1264939 req, miss ratio 0.4894, byte miss ratio 0.4894
result/tencentBlock.ns19434.oracleGeneral.zst FIFO cache size     3913, 1264939 req, miss ratio 0.4770, byte miss ratio 0.4770
result/tencentBlock.ns19434.oracleGeneral.zst FIFO cache size    13045, 1264939 req, miss ratio 0.4713, byte miss ratio 0.4713
result/tencentBlock.ns19434.oracleGeneral.zst FIFO cache size    26090, 1264939 req, miss ratio 0.4256, byte miss ratio 0.4256
result/tencentBlock.ns19434.oracleGeneral.zst FIFO cache size    52180, 1264939 req, miss ratio 0.2887, byte miss ratio 0.2887
result/tencentBlock.ns19434.oracleGeneral.zst FIFO cache size   104361, 1264939 req, miss ratio 0.1584, byte miss ratio 0.1584
result/tencentBlock.ns19434.oracleGeneral.zst LHD cache size      130, 1264939 req, miss ratio 0.5253, byte miss ratio 0.5253
result/tencentBlock.ns19434.oracleGeneral.zst LHD cache size      391, 1264939 req, miss ratio 0.4815, byte miss ratio 0.4815
result/tencentBlock.ns19434.oracleGeneral.zst LHD cache size     1304, 1264939 req, miss ratio 0.4723, byte miss ratio 0.4723
result/tencentBlock.ns19434.oracleGeneral.zst LHD cache size     3913, 1264939 req, miss ratio 0.4702, byte miss ratio 0.4702
result/tencentBlock.ns19434.oracleGeneral.zst LHD cache size    13045, 1264939 req, miss ratio 0.4586, byte miss ratio 0.4586
result/tencentBlock.ns19434.oracleGeneral.zst LHD cache size    26090, 1264939 req, miss ratio 0.4003, byte miss ratio 0.4003
result/tencentBlock.ns19434.oracleGeneral.zst LHD cache size    52180, 1264939 req, miss ratio 0.3144, byte miss ratio 0.3144
result/tencentBlock.ns19434.oracleGeneral.zst LHD cache size   104361, 1264939 req, miss ratio 0.1264, byte miss ratio 0.1264
result/tencentBlock.ns19434.oracleGeneral.zst ARC cache size      130, 1264939 req, miss ratio 0.4917, byte miss ratio 0.4917
result/tencentBlock.ns19434.oracleGeneral.zst ARC cache size      391, 1264939 req, miss ratio 0.4747, byte miss ratio 0.4747
result/tencentBlock.ns19434.oracleGeneral.zst ARC cache size     1304, 1264939 req, miss ratio 0.4711, byte miss ratio 0.4711
result/tencentBlock.ns19434.oracleGeneral.zst ARC cache size     3913, 1264939 req, miss ratio 0.4699, byte miss ratio 0.4699
result/tencentBlock.ns19434.oracleGeneral.zst ARC cache size    13045, 1264939 req, miss ratio 0.4646, byte miss ratio 0.4646
