result/tencentBlock.ns21541.oracleGeneral.zst Clock cache size      214, 3276191 req, miss ratio 0.7847, byte miss ratio 0.7847
result/tencentBlock.ns21541.oracleGeneral.zst Clock cache size      643, 3276191 req, miss ratio 0.4358, byte miss ratio 0.4358
result/tencentBlock.ns21541.oracleGeneral.zst Clock cache size     2144, 3276191 req, miss ratio 0.1987, byte miss ratio 0.1987
result/tencentBlock.ns21541.oracleGeneral.zst Clock cache size     6433, 3276191 req, miss ratio 0.1559, byte miss ratio 0.1559
result/tencentBlock.ns21541.oracleGeneral.zst Clock cache size    21445, 3276191 req, miss ratio 0.1257, byte miss ratio 0.1257
result/tencentBlock.ns21541.oracleGeneral.zst Clock cache size    42891, 3276191 req, miss ratio 0.1005, byte miss ratio 0.1005
result/tencentBlock.ns21541.oracleGeneral.zst Clock cache size    85783, 3276191 req, miss ratio 0.0731, byte miss ratio 0.0731
result/tencentBlock.ns21541.oracleGeneral.zst Clock cache size   171567, 3276191 req, miss ratio 0.0656, byte miss ratio 0.0656
result/tencentBlock.ns21541.oracleGeneral.zst Cacheus cache size      214, 3276191 req, miss ratio 0.6456, byte miss ratio 0.6456
result/tencentBlock.ns21541.oracleGeneral.zst Cacheus cache size      643, 3276191 req, miss ratio 0.4039, byte miss ratio 0.4039
result/tencentBlock.ns21541.oracleGeneral.zst Cacheus cache size     2144, 3276191 req, miss ratio 0.1933, byte miss ratio 0.1933
result/tencentBlock.ns21541.oracleGeneral.zst Cacheus cache size     6433, 3276191 req, miss ratio 0.1492, byte miss ratio 0.1492
result/tencentBlock.ns21541.oracleGeneral.zst Cacheus cache size    21445, 3276191 req, miss ratio 0.1217, byte miss ratio 0.1217
result/tencentBlock.ns21541.oracleGeneral.zst Cacheus cache size    42891, 3276191 req, miss ratio 0.0933, byte miss ratio 0.0933
result/tencentBlock.ns21541.oracleGeneral.zst Cacheus cache size    85783, 3276191 req, miss ratio 0.0697, byte miss ratio 0.0697
result/tencentBlock.ns21541.oracleGeneral.zst Cacheus cache size   171567, 3276191 req, miss ratio 0.0656, byte miss ratio 0.0656
result/tencentBlock.ns21541.oracleGeneral.zst clock2 cache size      214, 3276191 req, miss ratio 0.7731, byte miss ratio 0.7731
result/tencentBlock.ns21541.oracleGeneral.zst clock2 cache size      643, 3276191 req, miss ratio 0.4392, byte miss ratio 0.4392
result/tencentBlock.ns21541.oracleGeneral.zst clock2 cache size     2144, 3276191 req, miss ratio 0.1950, byte miss ratio 0.1950
result/tencentBlock.ns21541.oracleGeneral.zst clock2 cache size     6433, 3276191 req, miss ratio 0.1501, byte miss ratio 0.1501
result/tencentBlock.ns21541.oracleGeneral.zst clock2 cache size    21445, 3276191 req, miss ratio 0.1275, byte miss ratio 0.1275
result/tencentBlock.ns21541.oracleGeneral.zst clock2 cache size    42891, 3276191 req, miss ratio 0.1064, byte miss ratio 0.1064
result/tencentBlock.ns21541.oracleGeneral.zst clock2 cache size    85783, 3276191 req, miss ratio 0.0742, byte miss ratio 0.0742
result/tencentBlock.ns21541.oracleGeneral.zst clock2 cache size   171567, 3276191 req, miss ratio 0.0656, byte miss ratio 0.0656
result/tencentBlock.ns21541.oracleGeneral.zst LHD cache size      214, 3276191 req, miss ratio 0.6820, byte miss ratio 0.6820
result/tencentBlock.ns21541.oracleGeneral.zst LHD cache size      643, 3276191 req, miss ratio 0.3807, byte miss ratio 0.3807
result/tencentBlock.ns21541.oracleGeneral.zst LHD cache size     2144, 3276191 req, miss ratio 0.1949, byte miss ratio 0.1949
result/tencentBlock.ns21541.oracleGeneral.zst LHD cache size     6433, 3276191 req, miss ratio 0.1508, byte miss ratio 0.1508
result/tencentBlock.ns21541.oracleGeneral.zst LHD cache size    21445, 3276191 req, miss ratio 0.1220, byte miss ratio 0.1220
result/tencentBlock.ns21541.oracleGeneral.zst LHD cache size    42891, 3276191 req, miss ratio 0.0907, byte miss ratio 0.0907
