result/tencentBlock.ns5501.oracleGeneral.zst Clock cache size      349, 8252002 req, miss ratio 0.3963, byte miss ratio 0.3963
result/tencentBlock.ns5501.oracleGeneral.zst Clock cache size     1047, 8252002 req, miss ratio 0.2273, byte miss ratio 0.2273
result/tencentBlock.ns5501.oracleGeneral.zst Clock cache size     3490, 8252002 req, miss ratio 0.1907, byte miss ratio 0.1907
result/tencentBlock.ns5501.oracleGeneral.zst Clock cache size    10471, 8252002 req, miss ratio 0.1586, byte miss ratio 0.1586
result/tencentBlock.ns5501.oracleGeneral.zst Clock cache size    34906, 8252002 req, miss ratio 0.1106, byte miss ratio 0.1106
result/tencentBlock.ns5501.oracleGeneral.zst Clock cache size    69812, 8252002 req, miss ratio 0.0862, byte miss ratio 0.0862
result/tencentBlock.ns5501.oracleGeneral.zst Clock cache size   139624, 8252002 req, miss ratio 0.0518, byte miss ratio 0.0518
result/tencentBlock.ns5501.oracleGeneral.zst Clock cache size   279248, 8252002 req, miss ratio 0.0424, byte miss ratio 0.0424
result/tencentBlock.ns5501.oracleGeneral.zst clock2 cache size      349, 8252002 req, miss ratio 0.3837, byte miss ratio 0.3837
result/tencentBlock.ns5501.oracleGeneral.zst clock2 cache size     1047, 8252002 req, miss ratio 0.2246, byte miss ratio 0.2246
result/tencentBlock.ns5501.oracleGeneral.zst clock2 cache size     3490, 8252002 req, miss ratio 0.1890, byte miss ratio 0.1890
result/tencentBlock.ns5501.oracleGeneral.zst clock2 cache size    10471, 8252002 req, miss ratio 0.1594, byte miss ratio 0.1594
result/tencentBlock.ns5501.oracleGeneral.zst clock2 cache size    34906, 8252002 req, miss ratio 0.1142, byte miss ratio 0.1142
result/tencentBlock.ns5501.oracleGeneral.zst clock2 cache size    69812, 8252002 req, miss ratio 0.0897, byte miss ratio 0.0897
result/tencentBlock.ns5501.oracleGeneral.zst clock2 cache size   139624, 8252002 req, miss ratio 0.0527, byte miss ratio 0.0527
result/tencentBlock.ns5501.oracleGeneral.zst clock2 cache size   279248, 8252002 req, miss ratio 0.0424, byte miss ratio 0.0424
result/tencentBlock.ns5501.oracleGeneral.zst LeCaR cache size      349, 8252002 req, miss ratio 0.3618, byte miss ratio 0.3618
result/tencentBlock.ns5501.oracleGeneral.zst LeCaR cache size     1047, 8252002 req, miss ratio 0.2231, byte miss ratio 0.2231
result/tencentBlock.ns5501.oracleGeneral.zst LeCaR cache size     3490, 8252002 req, miss ratio 0.1871, byte miss ratio 0.1871
result/tencentBlock.ns5501.oracleGeneral.zst LeCaR cache size    10471, 8252002 req, miss ratio 0.1449, byte miss ratio 0.1449
result/tencentBlock.ns5501.oracleGeneral.zst LeCaR cache size    34906, 8252002 req, miss ratio 0.1094, byte miss ratio 0.1094
result/tencentBlock.ns5501.oracleGeneral.zst LeCaR cache size    69812, 8252002 req, miss ratio 0.0811, byte miss ratio 0.0811
result/tencentBlock.ns5501.oracleGeneral.zst LeCaR cache size   139624, 8252002 req, miss ratio 0.0493, byte miss ratio 0.0493
result/tencentBlock.ns5501.oracleGeneral.zst LeCaR cache size   279248, 8252002 req, miss ratio 0.0424, byte miss ratio 0.0424
result/tencentBlock.ns5501.oracleGeneral.zst FIFO cache size      349, 8252002 req, miss ratio 0.4825, byte miss ratio 0.4825
result/tencentBlock.ns5501.oracleGeneral.zst FIFO cache size     1047, 8252002 req, miss ratio 0.2738, byte miss ratio 0.2738
result/tencentBlock.ns5501.oracleGeneral.zst FIFO cache size     3490, 8252002 req, miss ratio 0.2062, byte miss ratio 0.2062
result/tencentBlock.ns5501.oracleGeneral.zst FIFO cache size    10471, 8252002 req, miss ratio 0.1748, byte miss ratio 0.1748
result/tencentBlock.ns5501.oracleGeneral.zst FIFO cache size    34906, 8252002 req, miss ratio 0.1226, byte miss ratio 0.1226
result/tencentBlock.ns5501.oracleGeneral.zst FIFO cache size    69812, 8252002 req, miss ratio 0.0942, byte miss ratio 0.0942
result/tencentBlock.ns5501.oracleGeneral.zst FIFO cache size   139624, 8252002 req, miss ratio 0.0618, byte miss ratio 0.0618
result/tencentBlock.ns5501.oracleGeneral.zst FIFO cache size   279248, 8252002 req, miss ratio 0.0452, byte miss ratio 0.0452
result/tencentBlock.ns5501.oracleGeneral.zst LIRS cache size      349, 8252002 req, miss ratio 0.3089, byte miss ratio 0.3089
result/tencentBlock.ns5501.oracleGeneral.zst LIRS cache size     1047, 8252002 req, miss ratio 0.2212, byte miss ratio 0.2212
result/tencentBlock.ns5501.oracleGeneral.zst LIRS cache size     3490, 8252002 req, miss ratio 0.1817, byte miss ratio 0.1817
result/tencentBlock.ns5501.oracleGeneral.zst LIRS cache size    10471, 8252002 req, miss ratio 0.1393, byte miss ratio 0.1393
result/tencentBlock.ns5501.oracleGeneral.zst LIRS cache size    34906, 8252002 req, miss ratio 0.1066, byte miss ratio 0.1066
result/tencentBlock.ns5501.oracleGeneral.zst LIRS cache size    69812, 8252002 req, miss ratio 0.0789, byte miss ratio 0.0789
result/tencentBlock.ns5501.oracleGeneral.zst LIRS cache size   139624, 8252002 req, miss ratio 0.0524, byte miss ratio 0.0524
result/tencentBlock.ns5501.oracleGeneral.zst LIRS cache size   279248, 8252002 req, miss ratio 0.0463, byte miss ratio 0.0463
result/tencentBlock.ns5501.oracleGeneral.zst Cacheus cache size      349, 8252002 req, miss ratio 0.3789, byte miss ratio 0.3789
result/tencentBlock.ns5501.oracleGeneral.zst Cacheus cache size     1047, 8252002 req, miss ratio 0.2178, byte miss ratio 0.2178
result/tencentBlock.ns5501.oracleGeneral.zst Cacheus cache size     3490, 8252002 req, miss ratio 0.1890, byte miss ratio 0.1890
result/tencentBlock.ns5501.oracleGeneral.zst Cacheus cache size    10471, 8252002 req, miss ratio 0.1426, byte miss ratio 0.1426
result/tencentBlock.ns5501.oracleGeneral.zst Cacheus cache size    34906, 8252002 req, miss ratio 0.1099, byte miss ratio 0.1099
result/tencentBlock.ns5501.oracleGeneral.zst Cacheus cache size    69812, 8252002 req, miss ratio 0.0801, byte miss ratio 0.0801
result/tencentBlock.ns5501.oracleGeneral.zst Cacheus cache size   139624, 8252002 req, miss ratio 0.0492, byte miss ratio 0.0492
result/tencentBlock.ns5501.oracleGeneral.zst Cacheus cache size   279248, 8252002 req, miss ratio 0.0448, byte miss ratio 0.0448
result/tencentBlock.ns5501.oracleGeneral.zst LHD cache size      349, 8252002 req, miss ratio 0.3575, byte miss ratio 0.3575
result/tencentBlock.ns5501.oracleGeneral.zst LHD cache size     1047, 8252002 req, miss ratio 0.2482, byte miss ratio 0.2482
result/tencentBlock.ns5501.oracleGeneral.zst LHD cache size     3490, 8252002 req, miss ratio 0.1885, byte miss ratio 0.1885
result/tencentBlock.ns5501.oracleGeneral.zst LHD cache size    10471, 8252002 req, miss ratio 0.1474, byte miss ratio 0.1474
result/tencentBlock.ns5501.oracleGeneral.zst LHD cache size    34906, 8252002 req, miss ratio 0.1101, byte miss ratio 0.1101
result/tencentBlock.ns5501.oracleGeneral.zst LHD cache size    69812, 8252002 req, miss ratio 0.0809, byte miss ratio 0.0809
result/tencentBlock.ns5501.oracleGeneral.zst LHD cache size   139624, 8252002 req, miss ratio 0.0516, byte miss ratio 0.0516
result/tencentBlock.ns5501.oracleGeneral.zst LHD cache size   279248, 8252002 req, miss ratio 0.0430, byte miss ratio 0.0430
result/tencentBlock.ns5501.oracleGeneral.zst S3FIFO-1 cache size      349, 8252002 req, miss ratio 0.3256, byte miss ratio 0.3256
result/tencentBlock.ns5501.oracleGeneral.zst S3FIFO-1 cache size     1047, 8252002 req, miss ratio 0.2131, byte miss ratio 0.2131
result/tencentBlock.ns5501.oracleGeneral.zst S3FIFO-1 cache size     3490, 8252002 req, miss ratio 0.1778, byte miss ratio 0.1778
result/tencentBlock.ns5501.oracleGeneral.zst S3FIFO-1 cache size    10471, 8252002 req, miss ratio 0.1375, byte miss ratio 0.1375
result/tencentBlock.ns5501.oracleGeneral.zst S3FIFO-1 cache size    34906, 8252002 req, miss ratio 0.1062, byte miss ratio 0.1062
result/tencentBlock.ns5501.oracleGeneral.zst S3FIFO-1 cache size    69812, 8252002 req, miss ratio 0.0840, byte miss ratio 0.0840
result/tencentBlock.ns5501.oracleGeneral.zst S3FIFO-1 cache size   139624, 8252002 req, miss ratio 0.0504, byte miss ratio 0.0504
result/tencentBlock.ns5501.oracleGeneral.zst S3FIFO-1 cache size   279248, 8252002 req, miss ratio 0.0424, byte miss ratio 0.0424
result/tencentBlock.ns5501.oracleGeneral.zst ARC cache size      349, 8252002 req, miss ratio 0.3325, byte miss ratio 0.3325
result/tencentBlock.ns5501.oracleGeneral.zst ARC cache size     1047, 8252002 req, miss ratio 0.2140, byte miss ratio 0.2140
result/tencentBlock.ns5501.oracleGeneral.zst ARC cache size     3490, 8252002 req, miss ratio 0.1781, byte miss ratio 0.1781
result/tencentBlock.ns5501.oracleGeneral.zst ARC cache size    10471, 8252002 req, miss ratio 0.1372, byte miss ratio 0.1372
result/tencentBlock.ns5501.oracleGeneral.zst ARC cache size    34906, 8252002 req, miss ratio 0.1065, byte miss ratio 0.1065
