result/tencentBlock.ns6995.oracleGeneral.zst LRU cache size      309, 7267252 req, miss ratio 0.7285, byte miss ratio 0.7285
result/tencentBlock.ns6995.oracleGeneral.zst LRU cache size      927, 7267252 req, miss ratio 0.7020, byte miss ratio 0.7020
result/tencentBlock.ns6995.oracleGeneral.zst LRU cache size     3091, 7267252 req, miss ratio 0.6775, byte miss ratio 0.6775
result/tencentBlock.ns6995.oracleGeneral.zst LRU cache size     9274, 7267252 req, miss ratio 0.5780, byte miss ratio 0.5780
result/tencentBlock.ns6995.oracleGeneral.zst LRU cache size    30914, 7267252 req, miss ratio 0.2099, byte miss ratio 0.2099
result/tencentBlock.ns6995.oracleGeneral.zst LRU cache size    61829, 7267252 req, miss ratio 0.1217, byte miss ratio 0.1217
result/tencentBlock.ns6995.oracleGeneral.zst LRU cache size   123659, 7267252 req, miss ratio 0.0743, byte miss ratio 0.0743
result/tencentBlock.ns6995.oracleGeneral.zst LRU cache size   247319, 7267252 req, miss ratio 0.0439, byte miss ratio 0.0439
result/tencentBlock.ns6995.oracleGeneral.zst FIFO cache size      309, 7267252 req, miss ratio 0.7493, byte miss ratio 0.7493
result/tencentBlock.ns6995.oracleGeneral.zst FIFO cache size      927, 7267252 req, miss ratio 0.7141, byte miss ratio 0.7141
result/tencentBlock.ns6995.oracleGeneral.zst FIFO cache size     3091, 7267252 req, miss ratio 0.6844, byte miss ratio 0.6844
result/tencentBlock.ns6995.oracleGeneral.zst FIFO cache size     9274, 7267252 req, miss ratio 0.5810, byte miss ratio 0.5810
result/tencentBlock.ns6995.oracleGeneral.zst FIFO cache size    30914, 7267252 req, miss ratio 0.2882, byte miss ratio 0.2882
result/tencentBlock.ns6995.oracleGeneral.zst FIFO cache size    61829, 7267252 req, miss ratio 0.1699, byte miss ratio 0.1699
result/tencentBlock.ns6995.oracleGeneral.zst FIFO cache size   123659, 7267252 req, miss ratio 0.0926, byte miss ratio 0.0926
result/tencentBlock.ns6995.oracleGeneral.zst FIFO cache size   247319, 7267252 req, miss ratio 0.0519, byte miss ratio 0.0519
result/tencentBlock.ns6995.oracleGeneral.zst Clock cache size      309, 7267252 req, miss ratio 0.7257, byte miss ratio 0.7257
result/tencentBlock.ns6995.oracleGeneral.zst Clock cache size      927, 7267252 req, miss ratio 0.6995, byte miss ratio 0.6995
result/tencentBlock.ns6995.oracleGeneral.zst Clock cache size     3091, 7267252 req, miss ratio 0.6758, byte miss ratio 0.6758
result/tencentBlock.ns6995.oracleGeneral.zst Clock cache size     9274, 7267252 req, miss ratio 0.5987, byte miss ratio 0.5987
result/tencentBlock.ns6995.oracleGeneral.zst Clock cache size    30914, 7267252 req, miss ratio 0.1953, byte miss ratio 0.1953
result/tencentBlock.ns6995.oracleGeneral.zst Clock cache size    61829, 7267252 req, miss ratio 0.1199, byte miss ratio 0.1199
result/tencentBlock.ns6995.oracleGeneral.zst Clock cache size   123659, 7267252 req, miss ratio 0.0760, byte miss ratio 0.0760
result/tencentBlock.ns6995.oracleGeneral.zst Clock cache size   247319, 7267252 req, miss ratio 0.0446, byte miss ratio 0.0446
result/tencentBlock.ns6995.oracleGeneral.zst LeCaR cache size      309, 7267252 req, miss ratio 0.7226, byte miss ratio 0.7226
result/tencentBlock.ns6995.oracleGeneral.zst LeCaR cache size      927, 7267252 req, miss ratio 0.6948, byte miss ratio 0.6948
result/tencentBlock.ns6995.oracleGeneral.zst LeCaR cache size     3091, 7267252 req, miss ratio 0.6696, byte miss ratio 0.6696
result/tencentBlock.ns6995.oracleGeneral.zst LeCaR cache size     9274, 7267252 req, miss ratio 0.5652, byte miss ratio 0.5652
result/tencentBlock.ns6995.oracleGeneral.zst LeCaR cache size    30914, 7267252 req, miss ratio 0.1861, byte miss ratio 0.1861
result/tencentBlock.ns6995.oracleGeneral.zst LeCaR cache size    61829, 7267252 req, miss ratio 0.1182, byte miss ratio 0.1182
result/tencentBlock.ns6995.oracleGeneral.zst LeCaR cache size   123659, 7267252 req, miss ratio 0.0737, byte miss ratio 0.0737
result/tencentBlock.ns6995.oracleGeneral.zst LeCaR cache size   247319, 7267252 req, miss ratio 0.0440, byte miss ratio 0.0440
result/tencentBlock.ns6995.oracleGeneral.zst LIRS cache size      309, 7267252 req, miss ratio 0.7154, byte miss ratio 0.7154
result/tencentBlock.ns6995.oracleGeneral.zst LIRS cache size      927, 7267252 req, miss ratio 0.6866, byte miss ratio 0.6866
result/tencentBlock.ns6995.oracleGeneral.zst LIRS cache size     3091, 7267252 req, miss ratio 0.6416, byte miss ratio 0.6416
result/tencentBlock.ns6995.oracleGeneral.zst LIRS cache size     9274, 7267252 req, miss ratio 0.4630, byte miss ratio 0.4630
result/tencentBlock.ns6995.oracleGeneral.zst LIRS cache size    30914, 7267252 req, miss ratio 0.1585, byte miss ratio 0.1585
result/tencentBlock.ns6995.oracleGeneral.zst LIRS cache size    61829, 7267252 req, miss ratio 0.1160, byte miss ratio 0.1160
result/tencentBlock.ns6995.oracleGeneral.zst LIRS cache size   123659, 7267252 req, miss ratio 0.0734, byte miss ratio 0.0734
result/tencentBlock.ns6995.oracleGeneral.zst LIRS cache size   247319, 7267252 req, miss ratio 0.0455, byte miss ratio 0.0455
result/tencentBlock.ns6995.oracleGeneral.zst S3FIFO-1 cache size      309, 7267252 req, miss ratio 0.7075, byte miss ratio 0.7075
result/tencentBlock.ns6995.oracleGeneral.zst S3FIFO-1 cache size      927, 7267252 req, miss ratio 0.6778, byte miss ratio 0.6778
result/tencentBlock.ns6995.oracleGeneral.zst S3FIFO-1 cache size     3091, 7267252 req, miss ratio 0.6359, byte miss ratio 0.6359
result/tencentBlock.ns6995.oracleGeneral.zst S3FIFO-1 cache size     9274, 7267252 req, miss ratio 0.4806, byte miss ratio 0.4806
result/tencentBlock.ns6995.oracleGeneral.zst S3FIFO-1 cache size    30914, 7267252 req, miss ratio 0.1622, byte miss ratio 0.1622
result/tencentBlock.ns6995.oracleGeneral.zst S3FIFO-1 cache size    61829, 7267252 req, miss ratio 0.1155, byte miss ratio 0.1155
result/tencentBlock.ns6995.oracleGeneral.zst S3FIFO-1 cache size   123659, 7267252 req, miss ratio 0.0762, byte miss ratio 0.0762
result/tencentBlock.ns6995.oracleGeneral.zst S3FIFO-1 cache size   247319, 7267252 req, miss ratio 0.0444, byte miss ratio 0.0444
