result/tencentBlock.ns5398.oracleGeneral.zst Clock cache size      560, 25918522 req, miss ratio 0.7888, byte miss ratio 0.7888
result/tencentBlock.ns5398.oracleGeneral.zst Clock cache size     1682, 25918522 req, miss ratio 0.2328, byte miss ratio 0.2328
result/tencentBlock.ns5398.oracleGeneral.zst Clock cache size     5607, 25918522 req, miss ratio 0.0830, byte miss ratio 0.0830
result/tencentBlock.ns5398.oracleGeneral.zst Clock cache size    16822, 25918522 req, miss ratio 0.0677, byte miss ratio 0.0677
result/tencentBlock.ns5398.oracleGeneral.zst Clock cache size    56074, 25918522 req, miss ratio 0.0593, byte miss ratio 0.0593
result/tencentBlock.ns5398.oracleGeneral.zst Clock cache size   112148, 25918522 req, miss ratio 0.0473, byte miss ratio 0.0473
result/tencentBlock.ns5398.oracleGeneral.zst Clock cache size   224297, 25918522 req, miss ratio 0.0277, byte miss ratio 0.0277
result/tencentBlock.ns5398.oracleGeneral.zst Clock cache size   448594, 25918522 req, miss ratio 0.0218, byte miss ratio 0.0218
result/tencentBlock.ns5398.oracleGeneral.zst LIRS cache size      560, 25918522 req, miss ratio 0.4482, byte miss ratio 0.4482
result/tencentBlock.ns5398.oracleGeneral.zst LIRS cache size     1682, 25918522 req, miss ratio 0.1714, byte miss ratio 0.1714
result/tencentBlock.ns5398.oracleGeneral.zst LIRS cache size     5607, 25918522 req, miss ratio 0.0963, byte miss ratio 0.0963
result/tencentBlock.ns5398.oracleGeneral.zst LIRS cache size    16822, 25918522 req, miss ratio 0.0814, byte miss ratio 0.0814
result/tencentBlock.ns5398.oracleGeneral.zst LIRS cache size    56074, 25918522 req, miss ratio 0.0575, byte miss ratio 0.0575
result/tencentBlock.ns5398.oracleGeneral.zst LIRS cache size   112148, 25918522 req, miss ratio 0.0428, byte miss ratio 0.0428
result/tencentBlock.ns5398.oracleGeneral.zst LIRS cache size   224297, 25918522 req, miss ratio 0.0274, byte miss ratio 0.0274
result/tencentBlock.ns5398.oracleGeneral.zst LIRS cache size   448594, 25918522 req, miss ratio 0.0224, byte miss ratio 0.0224
result/tencentBlock.ns5398.oracleGeneral.zst clock2 cache size      560, 25918522 req, miss ratio 0.7443, byte miss ratio 0.7443
result/tencentBlock.ns5398.oracleGeneral.zst clock2 cache size     1682, 25918522 req, miss ratio 0.2168, byte miss ratio 0.2168
result/tencentBlock.ns5398.oracleGeneral.zst clock2 cache size     5607, 25918522 req, miss ratio 0.0823, byte miss ratio 0.0823
result/tencentBlock.ns5398.oracleGeneral.zst clock2 cache size    16822, 25918522 req, miss ratio 0.0667, byte miss ratio 0.0667
result/tencentBlock.ns5398.oracleGeneral.zst clock2 cache size    56074, 25918522 req, miss ratio 0.0579, byte miss ratio 0.0579
result/tencentBlock.ns5398.oracleGeneral.zst clock2 cache size   112148, 25918522 req, miss ratio 0.0461, byte miss ratio 0.0461
result/tencentBlock.ns5398.oracleGeneral.zst clock2 cache size   224297, 25918522 req, miss ratio 0.0296, byte miss ratio 0.0296
result/tencentBlock.ns5398.oracleGeneral.zst clock2 cache size   448594, 25918522 req, miss ratio 0.0218, byte miss ratio 0.0218
result/tencentBlock.ns5398.oracleGeneral.zst ARC cache size      560, 25918522 req, miss ratio 0.5668, byte miss ratio 0.5668
