result/tencentBlock.ns15686.oracleGeneral.zst LeCaR cache size      137, 4286306 req, miss ratio 0.2774, byte miss ratio 0.2774
result/tencentBlock.ns15686.oracleGeneral.zst LeCaR cache size      411, 4286306 req, miss ratio 0.2162, byte miss ratio 0.2162
result/tencentBlock.ns15686.oracleGeneral.zst LeCaR cache size     1371, 4286306 req, miss ratio 0.1919, byte miss ratio 0.1919
result/tencentBlock.ns15686.oracleGeneral.zst LeCaR cache size     4115, 4286306 req, miss ratio 0.1819, byte miss ratio 0.1819
result/tencentBlock.ns15686.oracleGeneral.zst LeCaR cache size    13718, 4286306 req, miss ratio 0.1634, byte miss ratio 0.1634
result/tencentBlock.ns15686.oracleGeneral.zst LeCaR cache size    27436, 4286306 req, miss ratio 0.1180, byte miss ratio 0.1180
result/tencentBlock.ns15686.oracleGeneral.zst LeCaR cache size    54872, 4286306 req, miss ratio 0.0692, byte miss ratio 0.0692
result/tencentBlock.ns15686.oracleGeneral.zst LeCaR cache size   109744, 4286306 req, miss ratio 0.0323, byte miss ratio 0.0323
result/tencentBlock.ns15686.oracleGeneral.zst LHD cache size      137, 4286306 req, miss ratio 0.2654, byte miss ratio 0.2654
result/tencentBlock.ns15686.oracleGeneral.zst LHD cache size      411, 4286306 req, miss ratio 0.2118, byte miss ratio 0.2118
result/tencentBlock.ns15686.oracleGeneral.zst LHD cache size     1371, 4286306 req, miss ratio 0.1924, byte miss ratio 0.1924
result/tencentBlock.ns15686.oracleGeneral.zst LHD cache size     4115, 4286306 req, miss ratio 0.1813, byte miss ratio 0.1813
result/tencentBlock.ns15686.oracleGeneral.zst LHD cache size    13718, 4286306 req, miss ratio 0.1492, byte miss ratio 0.1492
result/tencentBlock.ns15686.oracleGeneral.zst LHD cache size    27436, 4286306 req, miss ratio 0.1120, byte miss ratio 0.1120
result/tencentBlock.ns15686.oracleGeneral.zst LHD cache size    54872, 4286306 req, miss ratio 0.0637, byte miss ratio 0.0637
result/tencentBlock.ns15686.oracleGeneral.zst LHD cache size   109744, 4286306 req, miss ratio 0.0328, byte miss ratio 0.0328
result/tencentBlock.ns15686.oracleGeneral.zst ARC cache size      137, 4286306 req, miss ratio 0.2479, byte miss ratio 0.2479
result/tencentBlock.ns15686.oracleGeneral.zst ARC cache size      411, 4286306 req, miss ratio 0.2011, byte miss ratio 0.2011
result/tencentBlock.ns15686.oracleGeneral.zst ARC cache size     1371, 4286306 req, miss ratio 0.1878, byte miss ratio 0.1878
result/tencentBlock.ns15686.oracleGeneral.zst ARC cache size     4115, 4286306 req, miss ratio 0.1758, byte miss ratio 0.1758
result/tencentBlock.ns15686.oracleGeneral.zst ARC cache size    13718, 4286306 req, miss ratio 0.1346, byte miss ratio 0.1346
result/tencentBlock.ns15686.oracleGeneral.zst ARC cache size    27436, 4286306 req, miss ratio 0.1187, byte miss ratio 0.1187
result/tencentBlock.ns15686.oracleGeneral.zst ARC cache size    54872, 4286306 req, miss ratio 0.0671, byte miss ratio 0.0671
result/tencentBlock.ns15686.oracleGeneral.zst ARC cache size   109744, 4286306 req, miss ratio 0.0323, byte miss ratio 0.0323
result/tencentBlock.ns15686.oracleGeneral.zst clock2 cache size      137, 4286306 req, miss ratio 0.2908, byte miss ratio 0.2908
result/tencentBlock.ns15686.oracleGeneral.zst clock2 cache size      411, 4286306 req, miss ratio 0.2257, byte miss ratio 0.2257
result/tencentBlock.ns15686.oracleGeneral.zst clock2 cache size     1371, 4286306 req, miss ratio 0.1930, byte miss ratio 0.1930
result/tencentBlock.ns15686.oracleGeneral.zst clock2 cache size     4115, 4286306 req, miss ratio 0.1849, byte miss ratio 0.1849
result/tencentBlock.ns15686.oracleGeneral.zst clock2 cache size    13718, 4286306 req, miss ratio 0.1719, byte miss ratio 0.1719
result/tencentBlock.ns15686.oracleGeneral.zst clock2 cache size    27436, 4286306 req, miss ratio 0.1246, byte miss ratio 0.1246
result/tencentBlock.ns15686.oracleGeneral.zst clock2 cache size    54872, 4286306 req, miss ratio 0.0833, byte miss ratio 0.0833
result/tencentBlock.ns15686.oracleGeneral.zst clock2 cache size   109744, 4286306 req, miss ratio 0.0323, byte miss ratio 0.0323
result/tencentBlock.ns15686.oracleGeneral.zst Clock cache size      137, 4286306 req, miss ratio 0.2970, byte miss ratio 0.2970
result/tencentBlock.ns15686.oracleGeneral.zst Clock cache size      411, 4286306 req, miss ratio 0.2234, byte miss ratio 0.2234
result/tencentBlock.ns15686.oracleGeneral.zst Clock cache size     1371, 4286306 req, miss ratio 0.1940, byte miss ratio 0.1940
result/tencentBlock.ns15686.oracleGeneral.zst Clock cache size     4115, 4286306 req, miss ratio 0.1856, byte miss ratio 0.1856
result/tencentBlock.ns15686.oracleGeneral.zst Clock cache size    13718, 4286306 req, miss ratio 0.1731, byte miss ratio 0.1731
result/tencentBlock.ns15686.oracleGeneral.zst Clock cache size    27436, 4286306 req, miss ratio 0.1235, byte miss ratio 0.1235
result/tencentBlock.ns15686.oracleGeneral.zst Clock cache size    54872, 4286306 req, miss ratio 0.0728, byte miss ratio 0.0728
result/tencentBlock.ns15686.oracleGeneral.zst Clock cache size   109744, 4286306 req, miss ratio 0.0323, byte miss ratio 0.0323
result/tencentBlock.ns15686.oracleGeneral.zst Cacheus cache size      137, 4286306 req, miss ratio 0.2648, byte miss ratio 0.2648
result/tencentBlock.ns15686.oracleGeneral.zst Cacheus cache size      411, 4286306 req, miss ratio 0.2032, byte miss ratio 0.2032
result/tencentBlock.ns15686.oracleGeneral.zst Cacheus cache size     1371, 4286306 req, miss ratio 0.1885, byte miss ratio 0.1885
result/tencentBlock.ns15686.oracleGeneral.zst Cacheus cache size     4115, 4286306 req, miss ratio 0.1769, byte miss ratio 0.1769
result/tencentBlock.ns15686.oracleGeneral.zst Cacheus cache size    13718, 4286306 req, miss ratio 0.1450, byte miss ratio 0.1450
result/tencentBlock.ns15686.oracleGeneral.zst Cacheus cache size    27436, 4286306 req, miss ratio 0.1085, byte miss ratio 0.1085
