result/tencentBlock.ns20600.oracleGeneral.zst LIRS cache size      410, 3752363 req, miss ratio 0.5136, byte miss ratio 0.5136
result/tencentBlock.ns20600.oracleGeneral.zst LIRS cache size     1230, 3752363 req, miss ratio 0.3804, byte miss ratio 0.3804
result/tencentBlock.ns20600.oracleGeneral.zst LIRS cache size     4101, 3752363 req, miss ratio 0.3042, byte miss ratio 0.3042
result/tencentBlock.ns20600.oracleGeneral.zst LIRS cache size    12304, 3752363 req, miss ratio 0.2734, byte miss ratio 0.2734
result/tencentBlock.ns20600.oracleGeneral.zst LIRS cache size    41015, 3752363 req, miss ratio 0.2325, byte miss ratio 0.2325
result/tencentBlock.ns20600.oracleGeneral.zst LIRS cache size    82030, 3752363 req, miss ratio 0.1873, byte miss ratio 0.1873
result/tencentBlock.ns20600.oracleGeneral.zst LIRS cache size   164061, 3752363 req, miss ratio 0.1336, byte miss ratio 0.1336
result/tencentBlock.ns20600.oracleGeneral.zst LIRS cache size   328122, 3752363 req, miss ratio 0.1130, byte miss ratio 0.1130
result/tencentBlock.ns20600.oracleGeneral.zst Cacheus cache size      410, 3752363 req, miss ratio 0.4784, byte miss ratio 0.4784
result/tencentBlock.ns20600.oracleGeneral.zst Cacheus cache size     1230, 3752363 req, miss ratio 0.3956, byte miss ratio 0.3956
result/tencentBlock.ns20600.oracleGeneral.zst Cacheus cache size     4101, 3752363 req, miss ratio 0.2955, byte miss ratio 0.2955
result/tencentBlock.ns20600.oracleGeneral.zst Cacheus cache size    12304, 3752363 req, miss ratio 0.2756, byte miss ratio 0.2756
result/tencentBlock.ns20600.oracleGeneral.zst Cacheus cache size    41015, 3752363 req, miss ratio 0.2244, byte miss ratio 0.2244
result/tencentBlock.ns20600.oracleGeneral.zst Cacheus cache size    82030, 3752363 req, miss ratio 0.1883, byte miss ratio 0.1883
result/tencentBlock.ns20600.oracleGeneral.zst Cacheus cache size   164061, 3752363 req, miss ratio 0.1225, byte miss ratio 0.1225
result/tencentBlock.ns20600.oracleGeneral.zst Cacheus cache size   328122, 3752363 req, miss ratio 0.1110, byte miss ratio 0.1110
result/tencentBlock.ns20600.oracleGeneral.zst LHD cache size      410, 3752363 req, miss ratio 0.4869, byte miss ratio 0.4869
result/tencentBlock.ns20600.oracleGeneral.zst LHD cache size     1230, 3752363 req, miss ratio 0.3988, byte miss ratio 0.3988
result/tencentBlock.ns20600.oracleGeneral.zst LHD cache size     4101, 3752363 req, miss ratio 0.2987, byte miss ratio 0.2987
result/tencentBlock.ns20600.oracleGeneral.zst LHD cache size    12304, 3752363 req, miss ratio 0.2730, byte miss ratio 0.2730
result/tencentBlock.ns20600.oracleGeneral.zst LHD cache size    41015, 3752363 req, miss ratio 0.2180, byte miss ratio 0.2180
result/tencentBlock.ns20600.oracleGeneral.zst LHD cache size    82030, 3752363 req, miss ratio 0.1636, byte miss ratio 0.1636
result/tencentBlock.ns20600.oracleGeneral.zst LHD cache size   164061, 3752363 req, miss ratio 0.1207, byte miss ratio 0.1207
result/tencentBlock.ns20600.oracleGeneral.zst LHD cache size   328122, 3752363 req, miss ratio 0.1103, byte miss ratio 0.1103
result/tencentBlock.ns20600.oracleGeneral.zst ARC cache size      410, 3752363 req, miss ratio 0.4755, byte miss ratio 0.4755
result/tencentBlock.ns20600.oracleGeneral.zst ARC cache size     1230, 3752363 req, miss ratio 0.3741, byte miss ratio 0.3741
result/tencentBlock.ns20600.oracleGeneral.zst ARC cache size     4101, 3752363 req, miss ratio 0.2946, byte miss ratio 0.2946
result/tencentBlock.ns20600.oracleGeneral.zst ARC cache size    12304, 3752363 req, miss ratio 0.2742, byte miss ratio 0.2742
result/tencentBlock.ns20600.oracleGeneral.zst ARC cache size    41015, 3752363 req, miss ratio 0.2297, byte miss ratio 0.2297
result/tencentBlock.ns20600.oracleGeneral.zst ARC cache size    82030, 3752363 req, miss ratio 0.1766, byte miss ratio 0.1766
result/tencentBlock.ns20600.oracleGeneral.zst ARC cache size   164061, 3752363 req, miss ratio 0.1231, byte miss ratio 0.1231
result/tencentBlock.ns20600.oracleGeneral.zst ARC cache size   328122, 3752363 req, miss ratio 0.1108, byte miss ratio 0.1108
result/tencentBlock.ns20600.oracleGeneral.zst LeCaR cache size      410, 3752363 req, miss ratio 0.4853, byte miss ratio 0.4853
result/tencentBlock.ns20600.oracleGeneral.zst LeCaR cache size     1230, 3752363 req, miss ratio 0.4090, byte miss ratio 0.4090
result/tencentBlock.ns20600.oracleGeneral.zst LeCaR cache size     4101, 3752363 req, miss ratio 0.2993, byte miss ratio 0.2993
result/tencentBlock.ns20600.oracleGeneral.zst LeCaR cache size    12304, 3752363 req, miss ratio 0.2795, byte miss ratio 0.2795
result/tencentBlock.ns20600.oracleGeneral.zst LeCaR cache size    41015, 3752363 req, miss ratio 0.2230, byte miss ratio 0.2230
