result/tencentBlock.ns8546.oracleGeneral.zst LIRS cache size      731, 5992806 req, miss ratio 0.4748, byte miss ratio 0.4748
result/tencentBlock.ns8546.oracleGeneral.zst LIRS cache size     2193, 5992806 req, miss ratio 0.4522, byte miss ratio 0.4522
result/tencentBlock.ns8546.oracleGeneral.zst LIRS cache size     7313, 5992806 req, miss ratio 0.4325, byte miss ratio 0.4325
result/tencentBlock.ns8546.oracleGeneral.zst LIRS cache size    21939, 5992806 req, miss ratio 0.4089, byte miss ratio 0.4089
result/tencentBlock.ns8546.oracleGeneral.zst LIRS cache size    73132, 5992806 req, miss ratio 0.3369, byte miss ratio 0.3369
result/tencentBlock.ns8546.oracleGeneral.zst LIRS cache size   146264, 5992806 req, miss ratio 0.2984, byte miss ratio 0.2984
result/tencentBlock.ns8546.oracleGeneral.zst LIRS cache size   292528, 5992806 req, miss ratio 0.2463, byte miss ratio 0.2463
result/tencentBlock.ns8546.oracleGeneral.zst LIRS cache size   585056, 5992806 req, miss ratio 0.1470, byte miss ratio 0.1470
result/tencentBlock.ns8546.oracleGeneral.zst FIFO cache size      731, 5992806 req, miss ratio 0.5776, byte miss ratio 0.5776
result/tencentBlock.ns8546.oracleGeneral.zst FIFO cache size     2193, 5992806 req, miss ratio 0.4953, byte miss ratio 0.4953
result/tencentBlock.ns8546.oracleGeneral.zst FIFO cache size     7313, 5992806 req, miss ratio 0.4581, byte miss ratio 0.4581
result/tencentBlock.ns8546.oracleGeneral.zst FIFO cache size    21939, 5992806 req, miss ratio 0.4330, byte miss ratio 0.4330
result/tencentBlock.ns8546.oracleGeneral.zst FIFO cache size    73132, 5992806 req, miss ratio 0.3947, byte miss ratio 0.3947
result/tencentBlock.ns8546.oracleGeneral.zst FIFO cache size   146264, 5992806 req, miss ratio 0.3711, byte miss ratio 0.3711
result/tencentBlock.ns8546.oracleGeneral.zst FIFO cache size   292528, 5992806 req, miss ratio 0.3416, byte miss ratio 0.3416
