result/tencentBlock.ns21597.oracleGeneral.zst LHD cache size      353, 2796533 req, miss ratio 0.5873, byte miss ratio 0.5873
result/tencentBlock.ns21597.oracleGeneral.zst LHD cache size     1059, 2796533 req, miss ratio 0.4682, byte miss ratio 0.4682
result/tencentBlock.ns21597.oracleGeneral.zst LHD cache size     3531, 2796533 req, miss ratio 0.3190, byte miss ratio 0.3190
result/tencentBlock.ns21597.oracleGeneral.zst LHD cache size    10594, 2796533 req, miss ratio 0.2907, byte miss ratio 0.2907
result/tencentBlock.ns21597.oracleGeneral.zst LHD cache size    35314, 2796533 req, miss ratio 0.2354, byte miss ratio 0.2354
result/tencentBlock.ns21597.oracleGeneral.zst LHD cache size    70628, 2796533 req, miss ratio 0.1949, byte miss ratio 0.1949
result/tencentBlock.ns21597.oracleGeneral.zst LHD cache size   141256, 2796533 req, miss ratio 0.1472, byte miss ratio 0.1472
result/tencentBlock.ns21597.oracleGeneral.zst LHD cache size   282512, 2796533 req, miss ratio 0.1276, byte miss ratio 0.1276
result/tencentBlock.ns21597.oracleGeneral.zst LIRS cache size      353, 2796533 req, miss ratio 0.5942, byte miss ratio 0.5942
result/tencentBlock.ns21597.oracleGeneral.zst LIRS cache size     1059, 2796533 req, miss ratio 0.4168, byte miss ratio 0.4168
result/tencentBlock.ns21597.oracleGeneral.zst LIRS cache size     3531, 2796533 req, miss ratio 0.3256, byte miss ratio 0.3256
result/tencentBlock.ns21597.oracleGeneral.zst LIRS cache size    10594, 2796533 req, miss ratio 0.2904, byte miss ratio 0.2904
result/tencentBlock.ns21597.oracleGeneral.zst LIRS cache size    35314, 2796533 req, miss ratio 0.2480, byte miss ratio 0.2480
result/tencentBlock.ns21597.oracleGeneral.zst LIRS cache size    70628, 2796533 req, miss ratio 0.2106, byte miss ratio 0.2106
result/tencentBlock.ns21597.oracleGeneral.zst LIRS cache size   141256, 2796533 req, miss ratio 0.1623, byte miss ratio 0.1623
result/tencentBlock.ns21597.oracleGeneral.zst LIRS cache size   282512, 2796533 req, miss ratio 0.1321, byte miss ratio 0.1321
result/tencentBlock.ns21597.oracleGeneral.zst ARC cache size      353, 2796533 req, miss ratio 0.5745, byte miss ratio 0.5745
result/tencentBlock.ns21597.oracleGeneral.zst ARC cache size     1059, 2796533 req, miss ratio 0.4123, byte miss ratio 0.4123
result/tencentBlock.ns21597.oracleGeneral.zst ARC cache size     3531, 2796533 req, miss ratio 0.3136, byte miss ratio 0.3136
