result/tencentBlock.ns12956.oracleGeneral.zst clock2 cache size      532, 4437984 req, miss ratio 0.5429, byte miss ratio 0.5429
result/tencentBlock.ns12956.oracleGeneral.zst clock2 cache size     1598, 4437984 req, miss ratio 0.4312, byte miss ratio 0.4312
result/tencentBlock.ns12956.oracleGeneral.zst clock2 cache size     5329, 4437984 req, miss ratio 0.3273, byte miss ratio 0.3273
result/tencentBlock.ns12956.oracleGeneral.zst clock2 cache size    15987, 4437984 req, miss ratio 0.3020, byte miss ratio 0.3020
result/tencentBlock.ns12956.oracleGeneral.zst clock2 cache size    53292, 4437984 req, miss ratio 0.2368, byte miss ratio 0.2368
result/tencentBlock.ns12956.oracleGeneral.zst clock2 cache size   106585, 4437984 req, miss ratio 0.1967, byte miss ratio 0.1967
result/tencentBlock.ns12956.oracleGeneral.zst clock2 cache size   213170, 4437984 req, miss ratio 0.1412, byte miss ratio 0.1412
result/tencentBlock.ns12956.oracleGeneral.zst clock2 cache size   426340, 4437984 req, miss ratio 0.1207, byte miss ratio 0.1207
result/tencentBlock.ns12956.oracleGeneral.zst Clock cache size      532, 4437984 req, miss ratio 0.5403, byte miss ratio 0.5403
result/tencentBlock.ns12956.oracleGeneral.zst Clock cache size     1598, 4437984 req, miss ratio 0.4306, byte miss ratio 0.4306
result/tencentBlock.ns12956.oracleGeneral.zst Clock cache size     5329, 4437984 req, miss ratio 0.3301, byte miss ratio 0.3301
result/tencentBlock.ns12956.oracleGeneral.zst Clock cache size    15987, 4437984 req, miss ratio 0.2979, byte miss ratio 0.2979
result/tencentBlock.ns12956.oracleGeneral.zst Clock cache size    53292, 4437984 req, miss ratio 0.2307, byte miss ratio 0.2307
result/tencentBlock.ns12956.oracleGeneral.zst Clock cache size   106585, 4437984 req, miss ratio 0.1893, byte miss ratio 0.1893
result/tencentBlock.ns12956.oracleGeneral.zst Clock cache size   213170, 4437984 req, miss ratio 0.1378, byte miss ratio 0.1378
result/tencentBlock.ns12956.oracleGeneral.zst Clock cache size   426340, 4437984 req, miss ratio 0.1207, byte miss ratio 0.1207
result/tencentBlock.ns12956.oracleGeneral.zst LRU cache size      532, 4437984 req, miss ratio 0.5424, byte miss ratio 0.5424
result/tencentBlock.ns12956.oracleGeneral.zst LRU cache size     1598, 4437984 req, miss ratio 0.4366, byte miss ratio 0.4366
result/tencentBlock.ns12956.oracleGeneral.zst LRU cache size     5329, 4437984 req, miss ratio 0.3324, byte miss ratio 0.3324
result/tencentBlock.ns12956.oracleGeneral.zst LRU cache size    15987, 4437984 req, miss ratio 0.2934, byte miss ratio 0.2934
