result/tencentBlock.ns4521.oracleGeneral.zst Clock cache size      137, 1512995 req, miss ratio 0.5744, byte miss ratio 0.5744
result/tencentBlock.ns4521.oracleGeneral.zst Clock cache size      413, 1512995 req, miss ratio 0.5426, byte miss ratio 0.5426
result/tencentBlock.ns4521.oracleGeneral.zst Clock cache size     1377, 1512995 req, miss ratio 0.4459, byte miss ratio 0.4459
result/tencentBlock.ns4521.oracleGeneral.zst Clock cache size     4132, 1512995 req, miss ratio 0.4309, byte miss ratio 0.4309
result/tencentBlock.ns4521.oracleGeneral.zst Clock cache size    13773, 1512995 req, miss ratio 0.4259, byte miss ratio 0.4259
result/tencentBlock.ns4521.oracleGeneral.zst Clock cache size    27547, 1512995 req, miss ratio 0.3771, byte miss ratio 0.3771
result/tencentBlock.ns4521.oracleGeneral.zst Clock cache size    55094, 1512995 req, miss ratio 0.3234, byte miss ratio 0.3234
result/tencentBlock.ns4521.oracleGeneral.zst Clock cache size   110188, 1512995 req, miss ratio 0.1185, byte miss ratio 0.1185
result/tencentBlock.ns4521.oracleGeneral.zst FIFO cache size      137, 1512995 req, miss ratio 0.6639, byte miss ratio 0.6639
result/tencentBlock.ns4521.oracleGeneral.zst FIFO cache size      413, 1512995 req, miss ratio 0.5846, byte miss ratio 0.5846
result/tencentBlock.ns4521.oracleGeneral.zst FIFO cache size     1377, 1512995 req, miss ratio 0.4996, byte miss ratio 0.4996
result/tencentBlock.ns4521.oracleGeneral.zst FIFO cache size     4132, 1512995 req, miss ratio 0.4548, byte miss ratio 0.4548
result/tencentBlock.ns4521.oracleGeneral.zst FIFO cache size    13773, 1512995 req, miss ratio 0.4347, byte miss ratio 0.4347
result/tencentBlock.ns4521.oracleGeneral.zst FIFO cache size    27547, 1512995 req, miss ratio 0.3897, byte miss ratio 0.3897
result/tencentBlock.ns4521.oracleGeneral.zst FIFO cache size    55094, 1512995 req, miss ratio 0.2644, byte miss ratio 0.2644
result/tencentBlock.ns4521.oracleGeneral.zst FIFO cache size   110188, 1512995 req, miss ratio 0.1435, byte miss ratio 0.1435
result/tencentBlock.ns4521.oracleGeneral.zst S3FIFO-1 cache size      137, 1512995 req, miss ratio 0.5519, byte miss ratio 0.5519
