result/tencentBlock.ns11368.oracleGeneral.zst clock2 cache size      360, 3003454 req, miss ratio 0.4716, byte miss ratio 0.4716
result/tencentBlock.ns11368.oracleGeneral.zst clock2 cache size     1081, 3003454 req, miss ratio 0.3969, byte miss ratio 0.3969
result/tencentBlock.ns11368.oracleGeneral.zst clock2 cache size     3603, 3003454 req, miss ratio 0.2732, byte miss ratio 0.2732
result/tencentBlock.ns11368.oracleGeneral.zst clock2 cache size    10810, 3003454 req, miss ratio 0.2537, byte miss ratio 0.2537
result/tencentBlock.ns11368.oracleGeneral.zst clock2 cache size    36033, 3003454 req, miss ratio 0.1977, byte miss ratio 0.1977
result/tencentBlock.ns11368.oracleGeneral.zst clock2 cache size    72067, 3003454 req, miss ratio 0.1605, byte miss ratio 0.1605
result/tencentBlock.ns11368.oracleGeneral.zst clock2 cache size   144134, 3003454 req, miss ratio 0.1269, byte miss ratio 0.1269
result/tencentBlock.ns11368.oracleGeneral.zst clock2 cache size   288268, 3003454 req, miss ratio 0.1206, byte miss ratio 0.1206
result/tencentBlock.ns11368.oracleGeneral.zst LHD cache size      360, 3003454 req, miss ratio 0.4686, byte miss ratio 0.4686
result/tencentBlock.ns11368.oracleGeneral.zst LHD cache size     1081, 3003454 req, miss ratio 0.3818, byte miss ratio 0.3818
result/tencentBlock.ns11368.oracleGeneral.zst LHD cache size     3603, 3003454 req, miss ratio 0.2727, byte miss ratio 0.2727
result/tencentBlock.ns11368.oracleGeneral.zst LHD cache size    10810, 3003454 req, miss ratio 0.2400, byte miss ratio 0.2400
result/tencentBlock.ns11368.oracleGeneral.zst LHD cache size    36033, 3003454 req, miss ratio 0.1778, byte miss ratio 0.1778
result/tencentBlock.ns11368.oracleGeneral.zst LHD cache size    72067, 3003454 req, miss ratio 0.1377, byte miss ratio 0.1377
result/tencentBlock.ns11368.oracleGeneral.zst LHD cache size   144134, 3003454 req, miss ratio 0.1258, byte miss ratio 0.1258
result/tencentBlock.ns11368.oracleGeneral.zst LHD cache size   288268, 3003454 req, miss ratio 0.1205, byte miss ratio 0.1205
result/tencentBlock.ns11368.oracleGeneral.zst S3FIFO-1 cache size      360, 3003454 req, miss ratio 0.4739, byte miss ratio 0.4739
result/tencentBlock.ns11368.oracleGeneral.zst S3FIFO-1 cache size     1081, 3003454 req, miss ratio 0.3467, byte miss ratio 0.3467
result/tencentBlock.ns11368.oracleGeneral.zst S3FIFO-1 cache size     3603, 3003454 req, miss ratio 0.2688, byte miss ratio 0.2688
result/tencentBlock.ns11368.oracleGeneral.zst S3FIFO-1 cache size    10810, 3003454 req, miss ratio 0.2400, byte miss ratio 0.2400
result/tencentBlock.ns11368.oracleGeneral.zst S3FIFO-1 cache size    36033, 3003454 req, miss ratio 0.1924, byte miss ratio 0.1924
result/tencentBlock.ns11368.oracleGeneral.zst S3FIFO-1 cache size    72067, 3003454 req, miss ratio 0.1496, byte miss ratio 0.1496
result/tencentBlock.ns11368.oracleGeneral.zst S3FIFO-1 cache size   144134, 3003454 req, miss ratio 0.1279, byte miss ratio 0.1279
result/tencentBlock.ns11368.oracleGeneral.zst S3FIFO-1 cache size   288268, 3003454 req, miss ratio 0.1206, byte miss ratio 0.1206
result/tencentBlock.ns11368.oracleGeneral.zst FIFO cache size      360, 3003454 req, miss ratio 0.5491, byte miss ratio 0.5491
result/tencentBlock.ns11368.oracleGeneral.zst FIFO cache size     1081, 3003454 req, miss ratio 0.4257, byte miss ratio 0.4257
result/tencentBlock.ns11368.oracleGeneral.zst FIFO cache size     3603, 3003454 req, miss ratio 0.3250, byte miss ratio 0.3250
result/tencentBlock.ns11368.oracleGeneral.zst FIFO cache size    10810, 3003454 req, miss ratio 0.2707, byte miss ratio 0.2707
result/tencentBlock.ns11368.oracleGeneral.zst FIFO cache size    36033, 3003454 req, miss ratio 0.1933, byte miss ratio 0.1933
result/tencentBlock.ns11368.oracleGeneral.zst FIFO cache size    72067, 3003454 req, miss ratio 0.1568, byte miss ratio 0.1568
result/tencentBlock.ns11368.oracleGeneral.zst FIFO cache size   144134, 3003454 req, miss ratio 0.1362, byte miss ratio 0.1362
result/tencentBlock.ns11368.oracleGeneral.zst FIFO cache size   288268, 3003454 req, miss ratio 0.1237, byte miss ratio 0.1237
