result/tencentBlock.ns22008.oracleGeneral.zst S3FIFO-1 cache size      142, 1365602 req, miss ratio 0.5302, byte miss ratio 0.5302
result/tencentBlock.ns22008.oracleGeneral.zst S3FIFO-1 cache size      426, 1365602 req, miss ratio 0.5091, byte miss ratio 0.5091
result/tencentBlock.ns22008.oracleGeneral.zst S3FIFO-1 cache size     1421, 1365602 req, miss ratio 0.4599, byte miss ratio 0.4599
result/tencentBlock.ns22008.oracleGeneral.zst S3FIFO-1 cache size     4264, 1365602 req, miss ratio 0.4507, byte miss ratio 0.4507
result/tencentBlock.ns22008.oracleGeneral.zst S3FIFO-1 cache size    14213, 1365602 req, miss ratio 0.4272, byte miss ratio 0.4272
result/tencentBlock.ns22008.oracleGeneral.zst S3FIFO-1 cache size    28427, 1365602 req, miss ratio 0.3696, byte miss ratio 0.3696
result/tencentBlock.ns22008.oracleGeneral.zst S3FIFO-1 cache size    56854, 1365602 req, miss ratio 0.3152, byte miss ratio 0.3152
result/tencentBlock.ns22008.oracleGeneral.zst S3FIFO-1 cache size   113709, 1365602 req, miss ratio 0.1343, byte miss ratio 0.1343
result/tencentBlock.ns22008.oracleGeneral.zst LeCaR cache size      142, 1365602 req, miss ratio 0.5435, byte miss ratio 0.5435
result/tencentBlock.ns22008.oracleGeneral.zst LeCaR cache size      426, 1365602 req, miss ratio 0.5211, byte miss ratio 0.5211
result/tencentBlock.ns22008.oracleGeneral.zst LeCaR cache size     1421, 1365602 req, miss ratio 0.4894, byte miss ratio 0.4894
result/tencentBlock.ns22008.oracleGeneral.zst LeCaR cache size     4264, 1365602 req, miss ratio 0.4552, byte miss ratio 0.4552
result/tencentBlock.ns22008.oracleGeneral.zst LeCaR cache size    14213, 1365602 req, miss ratio 0.4503, byte miss ratio 0.4503
result/tencentBlock.ns22008.oracleGeneral.zst LeCaR cache size    28427, 1365602 req, miss ratio 0.3872, byte miss ratio 0.3872
result/tencentBlock.ns22008.oracleGeneral.zst LeCaR cache size    56854, 1365602 req, miss ratio 0.2838, byte miss ratio 0.2838
result/tencentBlock.ns22008.oracleGeneral.zst LeCaR cache size   113709, 1365602 req, miss ratio 0.1357, byte miss ratio 0.1357
result/tencentBlock.ns22008.oracleGeneral.zst LRU cache size      142, 1365602 req, miss ratio 0.5483, byte miss ratio 0.5483
result/tencentBlock.ns22008.oracleGeneral.zst LRU cache size      426, 1365602 req, miss ratio 0.5235, byte miss ratio 0.5235
result/tencentBlock.ns22008.oracleGeneral.zst LRU cache size     1421, 1365602 req, miss ratio 0.4997, byte miss ratio 0.4997
result/tencentBlock.ns22008.oracleGeneral.zst LRU cache size     4264, 1365602 req, miss ratio 0.4575, byte miss ratio 0.4575
result/tencentBlock.ns22008.oracleGeneral.zst LRU cache size    14213, 1365602 req, miss ratio 0.4508, byte miss ratio 0.4508
result/tencentBlock.ns22008.oracleGeneral.zst LRU cache size    28427, 1365602 req, miss ratio 0.3928, byte miss ratio 0.3928
result/tencentBlock.ns22008.oracleGeneral.zst LRU cache size    56854, 1365602 req, miss ratio 0.2831, byte miss ratio 0.2831
result/tencentBlock.ns22008.oracleGeneral.zst LRU cache size   113709, 1365602 req, miss ratio 0.1303, byte miss ratio 0.1303
result/tencentBlock.ns22008.oracleGeneral.zst Cacheus cache size      142, 1365602 req, miss ratio 0.5323, byte miss ratio 0.5323
result/tencentBlock.ns22008.oracleGeneral.zst Cacheus cache size      426, 1365602 req, miss ratio 0.5133, byte miss ratio 0.5133
result/tencentBlock.ns22008.oracleGeneral.zst Cacheus cache size     1421, 1365602 req, miss ratio 0.4643, byte miss ratio 0.4643
result/tencentBlock.ns22008.oracleGeneral.zst Cacheus cache size     4264, 1365602 req, miss ratio 0.4527, byte miss ratio 0.4527
result/tencentBlock.ns22008.oracleGeneral.zst Cacheus cache size    14213, 1365602 req, miss ratio 0.4247, byte miss ratio 0.4247
result/tencentBlock.ns22008.oracleGeneral.zst Cacheus cache size    28427, 1365602 req, miss ratio 0.3929, byte miss ratio 0.3929
result/tencentBlock.ns22008.oracleGeneral.zst Cacheus cache size    56854, 1365602 req, miss ratio 0.3208, byte miss ratio 0.3208
result/tencentBlock.ns22008.oracleGeneral.zst Cacheus cache size   113709, 1365602 req, miss ratio 0.1304, byte miss ratio 0.1304
result/tencentBlock.ns22008.oracleGeneral.zst LHD cache size      142, 1365602 req, miss ratio 0.5443, byte miss ratio 0.5443
result/tencentBlock.ns22008.oracleGeneral.zst LHD cache size      426, 1365602 req, miss ratio 0.5220, byte miss ratio 0.5220
result/tencentBlock.ns22008.oracleGeneral.zst LHD cache size     1421, 1365602 req, miss ratio 0.4893, byte miss ratio 0.4893
result/tencentBlock.ns22008.oracleGeneral.zst LHD cache size     4264, 1365602 req, miss ratio 0.4558, byte miss ratio 0.4558
result/tencentBlock.ns22008.oracleGeneral.zst LHD cache size    14213, 1365602 req, miss ratio 0.4387, byte miss ratio 0.4387
