result/tencentBlock.ns2224.oracleGeneral.zst S3FIFO-1 cache size      241, 3973292 req, miss ratio 0.7359, byte miss ratio 0.7359
result/tencentBlock.ns2224.oracleGeneral.zst S3FIFO-1 cache size      725, 3973292 req, miss ratio 0.6156, byte miss ratio 0.6156
result/tencentBlock.ns2224.oracleGeneral.zst S3FIFO-1 cache size     2418, 3973292 req, miss ratio 0.3162, byte miss ratio 0.3162
result/tencentBlock.ns2224.oracleGeneral.zst S3FIFO-1 cache size     7256, 3973292 req, miss ratio 0.2896, byte miss ratio 0.2896
result/tencentBlock.ns2224.oracleGeneral.zst S3FIFO-1 cache size    24189, 3973292 req, miss ratio 0.2073, byte miss ratio 0.2073
result/tencentBlock.ns2224.oracleGeneral.zst S3FIFO-1 cache size    48379, 3973292 req, miss ratio 0.1042, byte miss ratio 0.1042
result/tencentBlock.ns2224.oracleGeneral.zst S3FIFO-1 cache size    96759, 3973292 req, miss ratio 0.0694, byte miss ratio 0.0694
result/tencentBlock.ns2224.oracleGeneral.zst S3FIFO-1 cache size   193519, 3973292 req, miss ratio 0.0612, byte miss ratio 0.0612
result/tencentBlock.ns2224.oracleGeneral.zst LRU cache size      241, 3973292 req, miss ratio 0.8238, byte miss ratio 0.8238
result/tencentBlock.ns2224.oracleGeneral.zst LRU cache size      725, 3973292 req, miss ratio 0.7571, byte miss ratio 0.7571
result/tencentBlock.ns2224.oracleGeneral.zst LRU cache size     2418, 3973292 req, miss ratio 0.4775, byte miss ratio 0.4775
result/tencentBlock.ns2224.oracleGeneral.zst LRU cache size     7256, 3973292 req, miss ratio 0.3012, byte miss ratio 0.3012
result/tencentBlock.ns2224.oracleGeneral.zst LRU cache size    24189, 3973292 req, miss ratio 0.2077, byte miss ratio 0.2077
result/tencentBlock.ns2224.oracleGeneral.zst LRU cache size    48379, 3973292 req, miss ratio 0.1186, byte miss ratio 0.1186
result/tencentBlock.ns2224.oracleGeneral.zst LRU cache size    96759, 3973292 req, miss ratio 0.0706, byte miss ratio 0.0706
result/tencentBlock.ns2224.oracleGeneral.zst LRU cache size   193519, 3973292 req, miss ratio 0.0616, byte miss ratio 0.0616
result/tencentBlock.ns2224.oracleGeneral.zst LHD cache size      241, 3973292 req, miss ratio 0.7823, byte miss ratio 0.7823
result/tencentBlock.ns2224.oracleGeneral.zst LHD cache size      725, 3973292 req, miss ratio 0.7152, byte miss ratio 0.7152
result/tencentBlock.ns2224.oracleGeneral.zst LHD cache size     2418, 3973292 req, miss ratio 0.3593, byte miss ratio 0.3593
result/tencentBlock.ns2224.oracleGeneral.zst LHD cache size     7256, 3973292 req, miss ratio 0.2925, byte miss ratio 0.2925
result/tencentBlock.ns2224.oracleGeneral.zst LHD cache size    24189, 3973292 req, miss ratio 0.2013, byte miss ratio 0.2013
result/tencentBlock.ns2224.oracleGeneral.zst LHD cache size    48379, 3973292 req, miss ratio 0.1037, byte miss ratio 0.1037
result/tencentBlock.ns2224.oracleGeneral.zst LHD cache size    96759, 3973292 req, miss ratio 0.0694, byte miss ratio 0.0694
result/tencentBlock.ns2224.oracleGeneral.zst LHD cache size   193519, 3973292 req, miss ratio 0.0612, byte miss ratio 0.0612
result/tencentBlock.ns2224.oracleGeneral.zst ARC cache size      241, 3973292 req, miss ratio 0.7349, byte miss ratio 0.7349
result/tencentBlock.ns2224.oracleGeneral.zst ARC cache size      725, 3973292 req, miss ratio 0.6113, byte miss ratio 0.6113
result/tencentBlock.ns2224.oracleGeneral.zst ARC cache size     2418, 3973292 req, miss ratio 0.3188, byte miss ratio 0.3188
result/tencentBlock.ns2224.oracleGeneral.zst ARC cache size     7256, 3973292 req, miss ratio 0.3088, byte miss ratio 0.3088
