result/tencentBlock.ns10364.oracleGeneral.zst Cacheus cache size      213, 16602828 req, miss ratio 0.1901, byte miss ratio 0.1901
result/tencentBlock.ns10364.oracleGeneral.zst Cacheus cache size      641, 16602828 req, miss ratio 0.0942, byte miss ratio 0.0942
result/tencentBlock.ns10364.oracleGeneral.zst Cacheus cache size     2138, 16602828 req, miss ratio 0.0685, byte miss ratio 0.0685
result/tencentBlock.ns10364.oracleGeneral.zst Cacheus cache size     6416, 16602828 req, miss ratio 0.0553, byte miss ratio 0.0553
result/tencentBlock.ns10364.oracleGeneral.zst Cacheus cache size    21388, 16602828 req, miss ratio 0.0485, byte miss ratio 0.0485
result/tencentBlock.ns10364.oracleGeneral.zst Cacheus cache size    42777, 16602828 req, miss ratio 0.0427, byte miss ratio 0.0427
result/tencentBlock.ns10364.oracleGeneral.zst Cacheus cache size    85554, 16602828 req, miss ratio 0.0306, byte miss ratio 0.0306
result/tencentBlock.ns10364.oracleGeneral.zst Cacheus cache size   171108, 16602828 req, miss ratio 0.0140, byte miss ratio 0.0140
result/tencentBlock.ns10364.oracleGeneral.zst ARC cache size      213, 16602828 req, miss ratio 0.1890, byte miss ratio 0.1890
result/tencentBlock.ns10364.oracleGeneral.zst ARC cache size      641, 16602828 req, miss ratio 0.0866, byte miss ratio 0.0866
result/tencentBlock.ns10364.oracleGeneral.zst ARC cache size     2138, 16602828 req, miss ratio 0.0683, byte miss ratio 0.0683
result/tencentBlock.ns10364.oracleGeneral.zst ARC cache size     6416, 16602828 req, miss ratio 0.0536, byte miss ratio 0.0536
result/tencentBlock.ns10364.oracleGeneral.zst ARC cache size    21388, 16602828 req, miss ratio 0.0475, byte miss ratio 0.0475
result/tencentBlock.ns10364.oracleGeneral.zst ARC cache size    42777, 16602828 req, miss ratio 0.0424, byte miss ratio 0.0424
result/tencentBlock.ns10364.oracleGeneral.zst ARC cache size    85554, 16602828 req, miss ratio 0.0302, byte miss ratio 0.0302
result/tencentBlock.ns10364.oracleGeneral.zst ARC cache size   171108, 16602828 req, miss ratio 0.0140, byte miss ratio 0.0140
result/tencentBlock.ns10364.oracleGeneral.zst S3FIFO-1 cache size      213, 16602828 req, miss ratio 0.1900, byte miss ratio 0.1900
