result/tencentBlock.ns13710.oracleGeneral.zst Cacheus cache size      138, 1955655 req, miss ratio 0.3881, byte miss ratio 0.3881
result/tencentBlock.ns13710.oracleGeneral.zst Cacheus cache size      415, 1955655 req, miss ratio 0.3563, byte miss ratio 0.3563
result/tencentBlock.ns13710.oracleGeneral.zst Cacheus cache size     1385, 1955655 req, miss ratio 0.3521, byte miss ratio 0.3521
result/tencentBlock.ns13710.oracleGeneral.zst Cacheus cache size     4156, 1955655 req, miss ratio 0.3516, byte miss ratio 0.3516
result/tencentBlock.ns13710.oracleGeneral.zst Cacheus cache size    13853, 1955655 req, miss ratio 0.3190, byte miss ratio 0.3190
result/tencentBlock.ns13710.oracleGeneral.zst Cacheus cache size    27707, 1955655 req, miss ratio 0.2666, byte miss ratio 0.2666
result/tencentBlock.ns13710.oracleGeneral.zst Cacheus cache size    55415, 1955655 req, miss ratio 0.1910, byte miss ratio 0.1910
result/tencentBlock.ns13710.oracleGeneral.zst Cacheus cache size   110831, 1955655 req, miss ratio 0.0840, byte miss ratio 0.0840
result/tencentBlock.ns13710.oracleGeneral.zst ARC cache size      138, 1955655 req, miss ratio 0.3706, byte miss ratio 0.3706
result/tencentBlock.ns13710.oracleGeneral.zst ARC cache size      415, 1955655 req, miss ratio 0.3556, byte miss ratio 0.3556
result/tencentBlock.ns13710.oracleGeneral.zst ARC cache size     1385, 1955655 req, miss ratio 0.3522, byte miss ratio 0.3522
result/tencentBlock.ns13710.oracleGeneral.zst ARC cache size     4156, 1955655 req, miss ratio 0.3517, byte miss ratio 0.3517
result/tencentBlock.ns13710.oracleGeneral.zst ARC cache size    13853, 1955655 req, miss ratio 0.3362, byte miss ratio 0.3362
result/tencentBlock.ns13710.oracleGeneral.zst ARC cache size    27707, 1955655 req, miss ratio 0.2687, byte miss ratio 0.2687
result/tencentBlock.ns13710.oracleGeneral.zst ARC cache size    55415, 1955655 req, miss ratio 0.2024, byte miss ratio 0.2024
result/tencentBlock.ns13710.oracleGeneral.zst ARC cache size   110831, 1955655 req, miss ratio 0.0850, byte miss ratio 0.0850
result/tencentBlock.ns13710.oracleGeneral.zst Clock cache size      138, 1955655 req, miss ratio 0.4108, byte miss ratio 0.4108
result/tencentBlock.ns13710.oracleGeneral.zst Clock cache size      415, 1955655 req, miss ratio 0.3615, byte miss ratio 0.3615
result/tencentBlock.ns13710.oracleGeneral.zst Clock cache size     1385, 1955655 req, miss ratio 0.3543, byte miss ratio 0.3543
result/tencentBlock.ns13710.oracleGeneral.zst Clock cache size     4156, 1955655 req, miss ratio 0.3519, byte miss ratio 0.3519
result/tencentBlock.ns13710.oracleGeneral.zst Clock cache size    13853, 1955655 req, miss ratio 0.3499, byte miss ratio 0.3499
result/tencentBlock.ns13710.oracleGeneral.zst Clock cache size    27707, 1955655 req, miss ratio 0.2922, byte miss ratio 0.2922
result/tencentBlock.ns13710.oracleGeneral.zst Clock cache size    55415, 1955655 req, miss ratio 0.2293, byte miss ratio 0.2293
result/tencentBlock.ns13710.oracleGeneral.zst Clock cache size   110831, 1955655 req, miss ratio 0.0899, byte miss ratio 0.0899
result/tencentBlock.ns13710.oracleGeneral.zst LIRS cache size      138, 1955655 req, miss ratio 0.4056, byte miss ratio 0.4056
result/tencentBlock.ns13710.oracleGeneral.zst LIRS cache size      415, 1955655 req, miss ratio 0.3874, byte miss ratio 0.3874
result/tencentBlock.ns13710.oracleGeneral.zst LIRS cache size     1385, 1955655 req, miss ratio 0.3565, byte miss ratio 0.3565
result/tencentBlock.ns13710.oracleGeneral.zst LIRS cache size     4156, 1955655 req, miss ratio 0.3491, byte miss ratio 0.3491
result/tencentBlock.ns13710.oracleGeneral.zst LIRS cache size    13853, 1955655 req, miss ratio 0.3100, byte miss ratio 0.3100
result/tencentBlock.ns13710.oracleGeneral.zst LIRS cache size    27707, 1955655 req, miss ratio 0.2602, byte miss ratio 0.2602
result/tencentBlock.ns13710.oracleGeneral.zst LIRS cache size    55415, 1955655 req, miss ratio 0.2182, byte miss ratio 0.2182
result/tencentBlock.ns13710.oracleGeneral.zst LIRS cache size   110831, 1955655 req, miss ratio 0.0840, byte miss ratio 0.0840
result/tencentBlock.ns13710.oracleGeneral.zst LeCaR cache size      138, 1955655 req, miss ratio 0.3987, byte miss ratio 0.3987
result/tencentBlock.ns13710.oracleGeneral.zst LeCaR cache size      415, 1955655 req, miss ratio 0.3599, byte miss ratio 0.3599
result/tencentBlock.ns13710.oracleGeneral.zst LeCaR cache size     1385, 1955655 req, miss ratio 0.3532, byte miss ratio 0.3532
result/tencentBlock.ns13710.oracleGeneral.zst LeCaR cache size     4156, 1955655 req, miss ratio 0.3518, byte miss ratio 0.3518
result/tencentBlock.ns13710.oracleGeneral.zst LeCaR cache size    13853, 1955655 req, miss ratio 0.3465, byte miss ratio 0.3465
result/tencentBlock.ns13710.oracleGeneral.zst LeCaR cache size    27707, 1955655 req, miss ratio 0.2726, byte miss ratio 0.2726
result/tencentBlock.ns13710.oracleGeneral.zst LeCaR cache size    55415, 1955655 req, miss ratio 0.1926, byte miss ratio 0.1926
result/tencentBlock.ns13710.oracleGeneral.zst LeCaR cache size   110831, 1955655 req, miss ratio 0.0843, byte miss ratio 0.0843
result/tencentBlock.ns13710.oracleGeneral.zst LHD cache size      138, 1955655 req, miss ratio 0.4051, byte miss ratio 0.4051
result/tencentBlock.ns13710.oracleGeneral.zst LHD cache size      415, 1955655 req, miss ratio 0.3609, byte miss ratio 0.3609
result/tencentBlock.ns13710.oracleGeneral.zst LHD cache size     1385, 1955655 req, miss ratio 0.3533, byte miss ratio 0.3533
result/tencentBlock.ns13710.oracleGeneral.zst LHD cache size     4156, 1955655 req, miss ratio 0.3518, byte miss ratio 0.3518
result/tencentBlock.ns13710.oracleGeneral.zst LHD cache size    13853, 1955655 req, miss ratio 0.3184, byte miss ratio 0.3184
result/tencentBlock.ns13710.oracleGeneral.zst LHD cache size    27707, 1955655 req, miss ratio 0.2675, byte miss ratio 0.2675
result/tencentBlock.ns13710.oracleGeneral.zst LHD cache size    55415, 1955655 req, miss ratio 0.1851, byte miss ratio 0.1851
result/tencentBlock.ns13710.oracleGeneral.zst LHD cache size   110831, 1955655 req, miss ratio 0.0796, byte miss ratio 0.0796
result/tencentBlock.ns13710.oracleGeneral.zst clock2 cache size      138, 1955655 req, miss ratio 0.4251, byte miss ratio 0.4251
result/tencentBlock.ns13710.oracleGeneral.zst clock2 cache size      415, 1955655 req, miss ratio 0.3611, byte miss ratio 0.3611
result/tencentBlock.ns13710.oracleGeneral.zst clock2 cache size     1385, 1955655 req, miss ratio 0.3530, byte miss ratio 0.3530
result/tencentBlock.ns13710.oracleGeneral.zst clock2 cache size     4156, 1955655 req, miss ratio 0.3518, byte miss ratio 0.3518
result/tencentBlock.ns13710.oracleGeneral.zst clock2 cache size    13853, 1955655 req, miss ratio 0.3514, byte miss ratio 0.3514
result/tencentBlock.ns13710.oracleGeneral.zst clock2 cache size    27707, 1955655 req, miss ratio 0.2961, byte miss ratio 0.2961
result/tencentBlock.ns13710.oracleGeneral.zst clock2 cache size    55415, 1955655 req, miss ratio 0.2310, byte miss ratio 0.2310
result/tencentBlock.ns13710.oracleGeneral.zst clock2 cache size   110831, 1955655 req, miss ratio 0.0841, byte miss ratio 0.0841
result/tencentBlock.ns13710.oracleGeneral.zst S3FIFO-1 cache size      138, 1955655 req, miss ratio 0.3720, byte miss ratio 0.3720
result/tencentBlock.ns13710.oracleGeneral.zst S3FIFO-1 cache size      415, 1955655 req, miss ratio 0.3553, byte miss ratio 0.3553
result/tencentBlock.ns13710.oracleGeneral.zst S3FIFO-1 cache size     1385, 1955655 req, miss ratio 0.3520, byte miss ratio 0.3520
result/tencentBlock.ns13710.oracleGeneral.zst S3FIFO-1 cache size     4156, 1955655 req, miss ratio 0.3515, byte miss ratio 0.3515
result/tencentBlock.ns13710.oracleGeneral.zst S3FIFO-1 cache size    13853, 1955655 req, miss ratio 0.3105, byte miss ratio 0.3105
result/tencentBlock.ns13710.oracleGeneral.zst S3FIFO-1 cache size    27707, 1955655 req, miss ratio 0.2598, byte miss ratio 0.2598
result/tencentBlock.ns13710.oracleGeneral.zst S3FIFO-1 cache size    55415, 1955655 req, miss ratio 0.2039, byte miss ratio 0.2039
result/tencentBlock.ns13710.oracleGeneral.zst S3FIFO-1 cache size   110831, 1955655 req, miss ratio 0.0917, byte miss ratio 0.0917
result/tencentBlock.ns13710.oracleGeneral.zst LRU cache size      138, 1955655 req, miss ratio 0.4411, byte miss ratio 0.4411
result/tencentBlock.ns13710.oracleGeneral.zst LRU cache size      415, 1955655 req, miss ratio 0.3617, byte miss ratio 0.3617
result/tencentBlock.ns13710.oracleGeneral.zst LRU cache size     1385, 1955655 req, miss ratio 0.3546, byte miss ratio 0.3546
result/tencentBlock.ns13710.oracleGeneral.zst LRU cache size     4156, 1955655 req, miss ratio 0.3520, byte miss ratio 0.3520
result/tencentBlock.ns13710.oracleGeneral.zst LRU cache size    13853, 1955655 req, miss ratio 0.3469, byte miss ratio 0.3469
result/tencentBlock.ns13710.oracleGeneral.zst LRU cache size    27707, 1955655 req, miss ratio 0.2725, byte miss ratio 0.2725
result/tencentBlock.ns13710.oracleGeneral.zst LRU cache size    55415, 1955655 req, miss ratio 0.1904, byte miss ratio 0.1904
result/tencentBlock.ns13710.oracleGeneral.zst LRU cache size   110831, 1955655 req, miss ratio 0.0839, byte miss ratio 0.0839
result/tencentBlock.ns13710.oracleGeneral.zst FIFO cache size      138, 1955655 req, miss ratio 0.5582, byte miss ratio 0.5582
result/tencentBlock.ns13710.oracleGeneral.zst FIFO cache size      415, 1955655 req, miss ratio 0.4229, byte miss ratio 0.4229
result/tencentBlock.ns13710.oracleGeneral.zst FIFO cache size     1385, 1955655 req, miss ratio 0.3739, byte miss ratio 0.3739
result/tencentBlock.ns13710.oracleGeneral.zst FIFO cache size     4156, 1955655 req, miss ratio 0.3592, byte miss ratio 0.3592
result/tencentBlock.ns13710.oracleGeneral.zst FIFO cache size    13853, 1955655 req, miss ratio 0.3302, byte miss ratio 0.3302
result/tencentBlock.ns13710.oracleGeneral.zst FIFO cache size    27707, 1955655 req, miss ratio 0.2917, byte miss ratio 0.2917
result/tencentBlock.ns13710.oracleGeneral.zst FIFO cache size    55415, 1955655 req, miss ratio 0.1888, byte miss ratio 0.1888
result/tencentBlock.ns13710.oracleGeneral.zst FIFO cache size   110831, 1955655 req, miss ratio 0.1131, byte miss ratio 0.1131
result/tencentBlock.ns13710.oracleGeneral.zst S3FIFO-d-1 cache size      138, 1955655 req, miss ratio 0.3703, byte miss ratio 0.3703
result/tencentBlock.ns13710.oracleGeneral.zst S3FIFO-d-1 cache size      415, 1955655 req, miss ratio 0.3536, byte miss ratio 0.3536
result/tencentBlock.ns13710.oracleGeneral.zst S3FIFO-d-1 cache size     1385, 1955655 req, miss ratio 0.3520, byte miss ratio 0.3520
result/tencentBlock.ns13710.oracleGeneral.zst S3FIFO-d-1 cache size     4156, 1955655 req, miss ratio 0.3515, byte miss ratio 0.3515
result/tencentBlock.ns13710.oracleGeneral.zst S3FIFO-d-1 cache size    13853, 1955655 req, miss ratio 0.3102, byte miss ratio 0.3102
result/tencentBlock.ns13710.oracleGeneral.zst S3FIFO-d-1 cache size    27707, 1955655 req, miss ratio 0.2552, byte miss ratio 0.2552
result/tencentBlock.ns13710.oracleGeneral.zst S3FIFO-d-1 cache size    55415, 1955655 req, miss ratio 0.2048, byte miss ratio 0.2048
result/tencentBlock.ns13710.oracleGeneral.zst S3FIFO-d-1 cache size   110831, 1955655 req, miss ratio 0.0921, byte miss ratio 0.0921
result/tencentBlock.ns13710.oracleGeneral.zst LRB cache size      138, 1955655 req, miss ratio 0.4371, byte miss ratio 0.4371
result/tencentBlock.ns13710.oracleGeneral.zst LRB cache size      415, 1955655 req, miss ratio 0.3927, byte miss ratio 0.3927
result/tencentBlock.ns13710.oracleGeneral.zst LRB cache size     1385, 1955655 req, miss ratio 0.3598, byte miss ratio 0.3598
result/tencentBlock.ns13710.oracleGeneral.zst LRB cache size     4156, 1955655 req, miss ratio 0.3374, byte miss ratio 0.3374
result/tencentBlock.ns13710.oracleGeneral.zst LRB cache size    13853, 1955655 req, miss ratio 0.2980, byte miss ratio 0.2980
result/tencentBlock.ns13710.oracleGeneral.zst LRB cache size    27707, 1955655 req, miss ratio 0.2370, byte miss ratio 0.2370
result/tencentBlock.ns13710.oracleGeneral.zst LRB cache size    55415, 1955655 req, miss ratio 0.1427, byte miss ratio 0.1427
result/tencentBlock.ns13710.oracleGeneral.zst LRB cache size   110831, 1955655 req, miss ratio 0.0819, byte miss ratio 0.0819
result/tencentBlock.ns13710.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      138, 1955655 req, miss ratio 0.4651, byte miss ratio 0.4651
result/tencentBlock.ns13710.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      415, 1955655 req, miss ratio 0.3698, byte miss ratio 0.3698
result/tencentBlock.ns13710.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     1385, 1955655 req, miss ratio 0.3553, byte miss ratio 0.3553
result/tencentBlock.ns13710.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     4156, 1955655 req, miss ratio 0.3522, byte miss ratio 0.3522
result/tencentBlock.ns13710.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    13853, 1955655 req, miss ratio 0.3417, byte miss ratio 0.3417
result/tencentBlock.ns13710.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    27707, 1955655 req, miss ratio 0.3045, byte miss ratio 0.3045
result/tencentBlock.ns13710.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    55415, 1955655 req, miss ratio 0.2364, byte miss ratio 0.2364
result/tencentBlock.ns13710.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   110831, 1955655 req, miss ratio 0.1065, byte miss ratio 0.1065
result/tencentBlock.ns13710.oracleGeneral.zst S4LRU(25:25:25:25) cache size      138, 1955655 req, miss ratio 0.4235, byte miss ratio 0.4235
result/tencentBlock.ns13710.oracleGeneral.zst S4LRU(25:25:25:25) cache size      415, 1955655 req, miss ratio 0.3614, byte miss ratio 0.3614
