result/tencentBlock.ns13007.oracleGeneral.zst Cacheus cache size      825, 3460618 req, miss ratio 0.6621, byte miss ratio 0.6621
result/tencentBlock.ns13007.oracleGeneral.zst Cacheus cache size     2475, 3460618 req, miss ratio 0.6117, byte miss ratio 0.6117
result/tencentBlock.ns13007.oracleGeneral.zst Cacheus cache size     8250, 3460618 req, miss ratio 0.5703, byte miss ratio 0.5703
result/tencentBlock.ns13007.oracleGeneral.zst Cacheus cache size    24751, 3460618 req, miss ratio 0.5337, byte miss ratio 0.5337
result/tencentBlock.ns13007.oracleGeneral.zst Cacheus cache size    82504, 3460618 req, miss ratio 0.4508, byte miss ratio 0.4508
result/tencentBlock.ns13007.oracleGeneral.zst Cacheus cache size   165009, 3460618 req, miss ratio 0.3607, byte miss ratio 0.3607
result/tencentBlock.ns13007.oracleGeneral.zst Cacheus cache size   330018, 3460618 req, miss ratio 0.2861, byte miss ratio 0.2861
result/tencentBlock.ns13007.oracleGeneral.zst Cacheus cache size   660037, 3460618 req, miss ratio 0.2410, byte miss ratio 0.2410
result/tencentBlock.ns13007.oracleGeneral.zst LIRS cache size      825, 3460618 req, miss ratio 0.6712, byte miss ratio 0.6712
result/tencentBlock.ns13007.oracleGeneral.zst LIRS cache size     2475, 3460618 req, miss ratio 0.6153, byte miss ratio 0.6153
result/tencentBlock.ns13007.oracleGeneral.zst LIRS cache size     8250, 3460618 req, miss ratio 0.5952, byte miss ratio 0.5952
result/tencentBlock.ns13007.oracleGeneral.zst LIRS cache size    24751, 3460618 req, miss ratio 0.5584, byte miss ratio 0.5584
result/tencentBlock.ns13007.oracleGeneral.zst LIRS cache size    82504, 3460618 req, miss ratio 0.4584, byte miss ratio 0.4584
result/tencentBlock.ns13007.oracleGeneral.zst LIRS cache size   165009, 3460618 req, miss ratio 0.3595, byte miss ratio 0.3595
result/tencentBlock.ns13007.oracleGeneral.zst LIRS cache size   330018, 3460618 req, miss ratio 0.2880, byte miss ratio 0.2880
result/tencentBlock.ns13007.oracleGeneral.zst LIRS cache size   660037, 3460618 req, miss ratio 0.2482, byte miss ratio 0.2482
result/tencentBlock.ns13007.oracleGeneral.zst LHD cache size      825, 3460618 req, miss ratio 0.6667, byte miss ratio 0.6667
result/tencentBlock.ns13007.oracleGeneral.zst LHD cache size     2475, 3460618 req, miss ratio 0.6198, byte miss ratio 0.6198
result/tencentBlock.ns13007.oracleGeneral.zst LHD cache size     8250, 3460618 req, miss ratio 0.5722, byte miss ratio 0.5722
result/tencentBlock.ns13007.oracleGeneral.zst LHD cache size    24751, 3460618 req, miss ratio 0.5379, byte miss ratio 0.5379
result/tencentBlock.ns13007.oracleGeneral.zst LHD cache size    82504, 3460618 req, miss ratio 0.4563, byte miss ratio 0.4563
result/tencentBlock.ns13007.oracleGeneral.zst LHD cache size   165009, 3460618 req, miss ratio 0.3664, byte miss ratio 0.3664
result/tencentBlock.ns13007.oracleGeneral.zst LHD cache size   330018, 3460618 req, miss ratio 0.2854, byte miss ratio 0.2854
result/tencentBlock.ns13007.oracleGeneral.zst LHD cache size   660037, 3460618 req, miss ratio 0.2426, byte miss ratio 0.2426
result/tencentBlock.ns13007.oracleGeneral.zst Clock cache size      825, 3460618 req, miss ratio 0.6700, byte miss ratio 0.6700
result/tencentBlock.ns13007.oracleGeneral.zst Clock cache size     2475, 3460618 req, miss ratio 0.6535, byte miss ratio 0.6535
result/tencentBlock.ns13007.oracleGeneral.zst Clock cache size     8250, 3460618 req, miss ratio 0.5720, byte miss ratio 0.5720
result/tencentBlock.ns13007.oracleGeneral.zst Clock cache size    24751, 3460618 req, miss ratio 0.5551, byte miss ratio 0.5551
result/tencentBlock.ns13007.oracleGeneral.zst Clock cache size    82504, 3460618 req, miss ratio 0.4698, byte miss ratio 0.4698
result/tencentBlock.ns13007.oracleGeneral.zst Clock cache size   165009, 3460618 req, miss ratio 0.3962, byte miss ratio 0.3962
result/tencentBlock.ns13007.oracleGeneral.zst Clock cache size   330018, 3460618 req, miss ratio 0.2828, byte miss ratio 0.2828
result/tencentBlock.ns13007.oracleGeneral.zst Clock cache size   660037, 3460618 req, miss ratio 0.2410, byte miss ratio 0.2410
result/tencentBlock.ns13007.oracleGeneral.zst LRU cache size      825, 3460618 req, miss ratio 0.6728, byte miss ratio 0.6728
result/tencentBlock.ns13007.oracleGeneral.zst LRU cache size     2475, 3460618 req, miss ratio 0.6478, byte miss ratio 0.6478
result/tencentBlock.ns13007.oracleGeneral.zst LRU cache size     8250, 3460618 req, miss ratio 0.5721, byte miss ratio 0.5721
result/tencentBlock.ns13007.oracleGeneral.zst LRU cache size    24751, 3460618 req, miss ratio 0.5554, byte miss ratio 0.5554
result/tencentBlock.ns13007.oracleGeneral.zst LRU cache size    82504, 3460618 req, miss ratio 0.4709, byte miss ratio 0.4709
result/tencentBlock.ns13007.oracleGeneral.zst LRU cache size   165009, 3460618 req, miss ratio 0.3884, byte miss ratio 0.3884
