result/tencentBlock.ns18927.oracleGeneral.zst S3FIFO-1 cache size      396, 2161220 req, miss ratio 0.6041, byte miss ratio 0.6041
result/tencentBlock.ns18927.oracleGeneral.zst S3FIFO-1 cache size     1190, 2161220 req, miss ratio 0.5923, byte miss ratio 0.5923
result/tencentBlock.ns18927.oracleGeneral.zst S3FIFO-1 cache size     3968, 2161220 req, miss ratio 0.5766, byte miss ratio 0.5766
result/tencentBlock.ns18927.oracleGeneral.zst S3FIFO-1 cache size    11906, 2161220 req, miss ratio 0.5451, byte miss ratio 0.5451
result/tencentBlock.ns18927.oracleGeneral.zst S3FIFO-1 cache size    39686, 2161220 req, miss ratio 0.4750, byte miss ratio 0.4750
result/tencentBlock.ns18927.oracleGeneral.zst S3FIFO-1 cache size    79373, 2161220 req, miss ratio 0.4183, byte miss ratio 0.4183
result/tencentBlock.ns18927.oracleGeneral.zst S3FIFO-1 cache size   158747, 2161220 req, miss ratio 0.2829, byte miss ratio 0.2829
result/tencentBlock.ns18927.oracleGeneral.zst S3FIFO-1 cache size   317494, 2161220 req, miss ratio 0.1878, byte miss ratio 0.1878
result/tencentBlock.ns18927.oracleGeneral.zst ARC cache size      396, 2161220 req, miss ratio 0.6029, byte miss ratio 0.6029
result/tencentBlock.ns18927.oracleGeneral.zst ARC cache size     1190, 2161220 req, miss ratio 0.5917, byte miss ratio 0.5917
result/tencentBlock.ns18927.oracleGeneral.zst ARC cache size     3968, 2161220 req, miss ratio 0.5714, byte miss ratio 0.5714
result/tencentBlock.ns18927.oracleGeneral.zst ARC cache size    11906, 2161220 req, miss ratio 0.5348, byte miss ratio 0.5348
result/tencentBlock.ns18927.oracleGeneral.zst ARC cache size    39686, 2161220 req, miss ratio 0.4811, byte miss ratio 0.4811
result/tencentBlock.ns18927.oracleGeneral.zst ARC cache size    79373, 2161220 req, miss ratio 0.4201, byte miss ratio 0.4201
result/tencentBlock.ns18927.oracleGeneral.zst ARC cache size   158747, 2161220 req, miss ratio 0.2905, byte miss ratio 0.2905
result/tencentBlock.ns18927.oracleGeneral.zst ARC cache size   317494, 2161220 req, miss ratio 0.1878, byte miss ratio 0.1878
result/tencentBlock.ns18927.oracleGeneral.zst clock2 cache size      396, 2161220 req, miss ratio 0.6141, byte miss ratio 0.6141
result/tencentBlock.ns18927.oracleGeneral.zst clock2 cache size     1190, 2161220 req, miss ratio 0.5978, byte miss ratio 0.5978
result/tencentBlock.ns18927.oracleGeneral.zst clock2 cache size     3968, 2161220 req, miss ratio 0.5732, byte miss ratio 0.5732
result/tencentBlock.ns18927.oracleGeneral.zst clock2 cache size    11906, 2161220 req, miss ratio 0.5521, byte miss ratio 0.5521
result/tencentBlock.ns18927.oracleGeneral.zst clock2 cache size    39686, 2161220 req, miss ratio 0.4992, byte miss ratio 0.4992
result/tencentBlock.ns18927.oracleGeneral.zst clock2 cache size    79373, 2161220 req, miss ratio 0.4623, byte miss ratio 0.4623
result/tencentBlock.ns18927.oracleGeneral.zst clock2 cache size   158747, 2161220 req, miss ratio 0.3082, byte miss ratio 0.3082
result/tencentBlock.ns18927.oracleGeneral.zst clock2 cache size   317494, 2161220 req, miss ratio 0.1874, byte miss ratio 0.1874
result/tencentBlock.ns18927.oracleGeneral.zst LRU cache size      396, 2161220 req, miss ratio 0.6168, byte miss ratio 0.6168
result/tencentBlock.ns18927.oracleGeneral.zst LRU cache size     1190, 2161220 req, miss ratio 0.5951, byte miss ratio 0.5951
result/tencentBlock.ns18927.oracleGeneral.zst LRU cache size     3968, 2161220 req, miss ratio 0.5720, byte miss ratio 0.5720
result/tencentBlock.ns18927.oracleGeneral.zst LRU cache size    11906, 2161220 req, miss ratio 0.5383, byte miss ratio 0.5383
result/tencentBlock.ns18927.oracleGeneral.zst LRU cache size    39686, 2161220 req, miss ratio 0.4948, byte miss ratio 0.4948
result/tencentBlock.ns18927.oracleGeneral.zst LRU cache size    79373, 2161220 req, miss ratio 0.4622, byte miss ratio 0.4622
result/tencentBlock.ns18927.oracleGeneral.zst LRU cache size   158747, 2161220 req, miss ratio 0.2971, byte miss ratio 0.2971
result/tencentBlock.ns18927.oracleGeneral.zst LRU cache size   317494, 2161220 req, miss ratio 0.1892, byte miss ratio 0.1892
result/tencentBlock.ns18927.oracleGeneral.zst Cacheus cache size      396, 2161220 req, miss ratio 0.6036, byte miss ratio 0.6036
result/tencentBlock.ns18927.oracleGeneral.zst Cacheus cache size     1190, 2161220 req, miss ratio 0.5937, byte miss ratio 0.5937
