result/tencentBlock.ns21235.oracleGeneral.zst FIFO cache size      148, 3807512 req, miss ratio 0.6162, byte miss ratio 0.6162
result/tencentBlock.ns21235.oracleGeneral.zst FIFO cache size      446, 3807512 req, miss ratio 0.3784, byte miss ratio 0.3784
result/tencentBlock.ns21235.oracleGeneral.zst FIFO cache size     1487, 3807512 req, miss ratio 0.2037, byte miss ratio 0.2037
result/tencentBlock.ns21235.oracleGeneral.zst FIFO cache size     4463, 3807512 req, miss ratio 0.1686, byte miss ratio 0.1686
result/tencentBlock.ns21235.oracleGeneral.zst FIFO cache size    14878, 3807512 req, miss ratio 0.1485, byte miss ratio 0.1485
result/tencentBlock.ns21235.oracleGeneral.zst FIFO cache size    29756, 3807512 req, miss ratio 0.1172, byte miss ratio 0.1172
result/tencentBlock.ns21235.oracleGeneral.zst FIFO cache size    59513, 3807512 req, miss ratio 0.0817, byte miss ratio 0.0817
result/tencentBlock.ns21235.oracleGeneral.zst FIFO cache size   119027, 3807512 req, miss ratio 0.0481, byte miss ratio 0.0481
result/tencentBlock.ns21235.oracleGeneral.zst ARC cache size      148, 3807512 req, miss ratio 0.4493, byte miss ratio 0.4493
result/tencentBlock.ns21235.oracleGeneral.zst ARC cache size      446, 3807512 req, miss ratio 0.1746, byte miss ratio 0.1746
result/tencentBlock.ns21235.oracleGeneral.zst ARC cache size     1487, 3807512 req, miss ratio 0.1561, byte miss ratio 0.1561
result/tencentBlock.ns21235.oracleGeneral.zst ARC cache size     4463, 3807512 req, miss ratio 0.1533, byte miss ratio 0.1533
result/tencentBlock.ns21235.oracleGeneral.zst ARC cache size    14878, 3807512 req, miss ratio 0.1402, byte miss ratio 0.1402
result/tencentBlock.ns21235.oracleGeneral.zst ARC cache size    29756, 3807512 req, miss ratio 0.1110, byte miss ratio 0.1110
result/tencentBlock.ns21235.oracleGeneral.zst ARC cache size    59513, 3807512 req, miss ratio 0.0711, byte miss ratio 0.0711
result/tencentBlock.ns21235.oracleGeneral.zst ARC cache size   119027, 3807512 req, miss ratio 0.0447, byte miss ratio 0.0447
result/tencentBlock.ns21235.oracleGeneral.zst LeCaR cache size      148, 3807512 req, miss ratio 0.5062, byte miss ratio 0.5062
result/tencentBlock.ns21235.oracleGeneral.zst LeCaR cache size      446, 3807512 req, miss ratio 0.4332, byte miss ratio 0.4332
result/tencentBlock.ns21235.oracleGeneral.zst LeCaR cache size     1487, 3807512 req, miss ratio 0.1568, byte miss ratio 0.1568
result/tencentBlock.ns21235.oracleGeneral.zst LeCaR cache size     4463, 3807512 req, miss ratio 0.1534, byte miss ratio 0.1534
result/tencentBlock.ns21235.oracleGeneral.zst LeCaR cache size    14878, 3807512 req, miss ratio 0.1418, byte miss ratio 0.1418
result/tencentBlock.ns21235.oracleGeneral.zst LeCaR cache size    29756, 3807512 req, miss ratio 0.1121, byte miss ratio 0.1121
result/tencentBlock.ns21235.oracleGeneral.zst LeCaR cache size    59513, 3807512 req, miss ratio 0.0680, byte miss ratio 0.0680
result/tencentBlock.ns21235.oracleGeneral.zst LeCaR cache size   119027, 3807512 req, miss ratio 0.0438, byte miss ratio 0.0438
result/tencentBlock.ns21235.oracleGeneral.zst Clock cache size      148, 3807512 req, miss ratio 0.5518, byte miss ratio 0.5518
result/tencentBlock.ns21235.oracleGeneral.zst Clock cache size      446, 3807512 req, miss ratio 0.4501, byte miss ratio 0.4501
result/tencentBlock.ns21235.oracleGeneral.zst Clock cache size     1487, 3807512 req, miss ratio 0.1572, byte miss ratio 0.1572
result/tencentBlock.ns21235.oracleGeneral.zst Clock cache size     4463, 3807512 req, miss ratio 0.1534, byte miss ratio 0.1534
result/tencentBlock.ns21235.oracleGeneral.zst Clock cache size    14878, 3807512 req, miss ratio 0.1523, byte miss ratio 0.1523
result/tencentBlock.ns21235.oracleGeneral.zst Clock cache size    29756, 3807512 req, miss ratio 0.1176, byte miss ratio 0.1176
result/tencentBlock.ns21235.oracleGeneral.zst Clock cache size    59513, 3807512 req, miss ratio 0.0765, byte miss ratio 0.0765
result/tencentBlock.ns21235.oracleGeneral.zst Clock cache size   119027, 3807512 req, miss ratio 0.0433, byte miss ratio 0.0433
result/tencentBlock.ns21235.oracleGeneral.zst LIRS cache size      148, 3807512 req, miss ratio 0.4659, byte miss ratio 0.4659
result/tencentBlock.ns21235.oracleGeneral.zst LIRS cache size      446, 3807512 req, miss ratio 0.1891, byte miss ratio 0.1891
result/tencentBlock.ns21235.oracleGeneral.zst LIRS cache size     1487, 3807512 req, miss ratio 0.1614, byte miss ratio 0.1614
result/tencentBlock.ns21235.oracleGeneral.zst LIRS cache size     4463, 3807512 req, miss ratio 0.1542, byte miss ratio 0.1542
result/tencentBlock.ns21235.oracleGeneral.zst LIRS cache size    14878, 3807512 req, miss ratio 0.1372, byte miss ratio 0.1372
result/tencentBlock.ns21235.oracleGeneral.zst LIRS cache size    29756, 3807512 req, miss ratio 0.1105, byte miss ratio 0.1105
result/tencentBlock.ns21235.oracleGeneral.zst LIRS cache size    59513, 3807512 req, miss ratio 0.0723, byte miss ratio 0.0723
result/tencentBlock.ns21235.oracleGeneral.zst LIRS cache size   119027, 3807512 req, miss ratio 0.0439, byte miss ratio 0.0439
