result/tencentBlock.ns14913.oracleGeneral.zst Cacheus cache size      128, 1260741 req, miss ratio 0.3899, byte miss ratio 0.3899
result/tencentBlock.ns14913.oracleGeneral.zst Cacheus cache size      386, 1260741 req, miss ratio 0.3766, byte miss ratio 0.3766
result/tencentBlock.ns14913.oracleGeneral.zst Cacheus cache size     1288, 1260741 req, miss ratio 0.3714, byte miss ratio 0.3714
result/tencentBlock.ns14913.oracleGeneral.zst Cacheus cache size     3864, 1260741 req, miss ratio 0.3705, byte miss ratio 0.3705
result/tencentBlock.ns14913.oracleGeneral.zst Cacheus cache size    12880, 1260741 req, miss ratio 0.3436, byte miss ratio 0.3436
result/tencentBlock.ns14913.oracleGeneral.zst Cacheus cache size    25760, 1260741 req, miss ratio 0.2950, byte miss ratio 0.2950
result/tencentBlock.ns14913.oracleGeneral.zst Cacheus cache size    51520, 1260741 req, miss ratio 0.2173, byte miss ratio 0.2173
result/tencentBlock.ns14913.oracleGeneral.zst Cacheus cache size   103041, 1260741 req, miss ratio 0.1092, byte miss ratio 0.1092
result/tencentBlock.ns14913.oracleGeneral.zst ARC cache size      128, 1260741 req, miss ratio 0.3881, byte miss ratio 0.3881
result/tencentBlock.ns14913.oracleGeneral.zst ARC cache size      386, 1260741 req, miss ratio 0.3762, byte miss ratio 0.3762
result/tencentBlock.ns14913.oracleGeneral.zst ARC cache size     1288, 1260741 req, miss ratio 0.3716, byte miss ratio 0.3716
result/tencentBlock.ns14913.oracleGeneral.zst ARC cache size     3864, 1260741 req, miss ratio 0.3707, byte miss ratio 0.3707
result/tencentBlock.ns14913.oracleGeneral.zst ARC cache size    12880, 1260741 req, miss ratio 0.3161, byte miss ratio 0.3161
result/tencentBlock.ns14913.oracleGeneral.zst ARC cache size    25760, 1260741 req, miss ratio 0.2645, byte miss ratio 0.2645
result/tencentBlock.ns14913.oracleGeneral.zst ARC cache size    51520, 1260741 req, miss ratio 0.1912, byte miss ratio 0.1912
result/tencentBlock.ns14913.oracleGeneral.zst ARC cache size   103041, 1260741 req, miss ratio 0.1093, byte miss ratio 0.1093
result/tencentBlock.ns14913.oracleGeneral.zst clock2 cache size      128, 1260741 req, miss ratio 0.3980, byte miss ratio 0.3980
result/tencentBlock.ns14913.oracleGeneral.zst clock2 cache size      386, 1260741 req, miss ratio 0.3804, byte miss ratio 0.3804
result/tencentBlock.ns14913.oracleGeneral.zst clock2 cache size     1288, 1260741 req, miss ratio 0.3731, byte miss ratio 0.3731
result/tencentBlock.ns14913.oracleGeneral.zst clock2 cache size     3864, 1260741 req, miss ratio 0.3708, byte miss ratio 0.3708
result/tencentBlock.ns14913.oracleGeneral.zst clock2 cache size    12880, 1260741 req, miss ratio 0.3701, byte miss ratio 0.3701
result/tencentBlock.ns14913.oracleGeneral.zst clock2 cache size    25760, 1260741 req, miss ratio 0.3055, byte miss ratio 0.3055
result/tencentBlock.ns14913.oracleGeneral.zst clock2 cache size    51520, 1260741 req, miss ratio 0.2291, byte miss ratio 0.2291
result/tencentBlock.ns14913.oracleGeneral.zst clock2 cache size   103041, 1260741 req, miss ratio 0.1199, byte miss ratio 0.1199
result/tencentBlock.ns14913.oracleGeneral.zst S3FIFO-1 cache size      128, 1260741 req, miss ratio 0.3888, byte miss ratio 0.3888
result/tencentBlock.ns14913.oracleGeneral.zst S3FIFO-1 cache size      386, 1260741 req, miss ratio 0.3748, byte miss ratio 0.3748
result/tencentBlock.ns14913.oracleGeneral.zst S3FIFO-1 cache size     1288, 1260741 req, miss ratio 0.3716, byte miss ratio 0.3716
result/tencentBlock.ns14913.oracleGeneral.zst S3FIFO-1 cache size     3864, 1260741 req, miss ratio 0.3706, byte miss ratio 0.3706
result/tencentBlock.ns14913.oracleGeneral.zst S3FIFO-1 cache size    12880, 1260741 req, miss ratio 0.3339, byte miss ratio 0.3339
result/tencentBlock.ns14913.oracleGeneral.zst S3FIFO-1 cache size    25760, 1260741 req, miss ratio 0.2819, byte miss ratio 0.2819
result/tencentBlock.ns14913.oracleGeneral.zst S3FIFO-1 cache size    51520, 1260741 req, miss ratio 0.1884, byte miss ratio 0.1884
result/tencentBlock.ns14913.oracleGeneral.zst S3FIFO-1 cache size   103041, 1260741 req, miss ratio 0.1180, byte miss ratio 0.1180
result/tencentBlock.ns14913.oracleGeneral.zst Clock cache size      128, 1260741 req, miss ratio 0.3955, byte miss ratio 0.3955
result/tencentBlock.ns14913.oracleGeneral.zst Clock cache size      386, 1260741 req, miss ratio 0.3793, byte miss ratio 0.3793
result/tencentBlock.ns14913.oracleGeneral.zst Clock cache size     1288, 1260741 req, miss ratio 0.3729, byte miss ratio 0.3729
result/tencentBlock.ns14913.oracleGeneral.zst Clock cache size     3864, 1260741 req, miss ratio 0.3707, byte miss ratio 0.3707
result/tencentBlock.ns14913.oracleGeneral.zst Clock cache size    12880, 1260741 req, miss ratio 0.3679, byte miss ratio 0.3679
result/tencentBlock.ns14913.oracleGeneral.zst Clock cache size    25760, 1260741 req, miss ratio 0.2938, byte miss ratio 0.2938
result/tencentBlock.ns14913.oracleGeneral.zst Clock cache size    51520, 1260741 req, miss ratio 0.2072, byte miss ratio 0.2072
result/tencentBlock.ns14913.oracleGeneral.zst Clock cache size   103041, 1260741 req, miss ratio 0.1166, byte miss ratio 0.1166
result/tencentBlock.ns14913.oracleGeneral.zst FIFO cache size      128, 1260741 req, miss ratio 0.4477, byte miss ratio 0.4477
result/tencentBlock.ns14913.oracleGeneral.zst FIFO cache size      386, 1260741 req, miss ratio 0.4023, byte miss ratio 0.4023
result/tencentBlock.ns14913.oracleGeneral.zst FIFO cache size     1288, 1260741 req, miss ratio 0.3819, byte miss ratio 0.3819
result/tencentBlock.ns14913.oracleGeneral.zst FIFO cache size     3864, 1260741 req, miss ratio 0.3744, byte miss ratio 0.3744
result/tencentBlock.ns14913.oracleGeneral.zst FIFO cache size    12880, 1260741 req, miss ratio 0.3221, byte miss ratio 0.3221
result/tencentBlock.ns14913.oracleGeneral.zst FIFO cache size    25760, 1260741 req, miss ratio 0.2850, byte miss ratio 0.2850
result/tencentBlock.ns14913.oracleGeneral.zst FIFO cache size    51520, 1260741 req, miss ratio 0.2126, byte miss ratio 0.2126
result/tencentBlock.ns14913.oracleGeneral.zst FIFO cache size   103041, 1260741 req, miss ratio 0.1278, byte miss ratio 0.1278
result/tencentBlock.ns14913.oracleGeneral.zst LIRS cache size      128, 1260741 req, miss ratio 0.4829, byte miss ratio 0.4829
result/tencentBlock.ns14913.oracleGeneral.zst LIRS cache size      386, 1260741 req, miss ratio 0.4545, byte miss ratio 0.4545
result/tencentBlock.ns14913.oracleGeneral.zst LIRS cache size     1288, 1260741 req, miss ratio 0.3745, byte miss ratio 0.3745
result/tencentBlock.ns14913.oracleGeneral.zst LIRS cache size     3864, 1260741 req, miss ratio 0.3715, byte miss ratio 0.3715
result/tencentBlock.ns14913.oracleGeneral.zst LIRS cache size    12880, 1260741 req, miss ratio 0.3286, byte miss ratio 0.3286
result/tencentBlock.ns14913.oracleGeneral.zst LIRS cache size    25760, 1260741 req, miss ratio 0.2842, byte miss ratio 0.2842
result/tencentBlock.ns14913.oracleGeneral.zst LIRS cache size    51520, 1260741 req, miss ratio 0.1978, byte miss ratio 0.1978
result/tencentBlock.ns14913.oracleGeneral.zst LIRS cache size   103041, 1260741 req, miss ratio 0.1082, byte miss ratio 0.1082
result/tencentBlock.ns14913.oracleGeneral.zst LHD cache size      128, 1260741 req, miss ratio 0.4837, byte miss ratio 0.4837
result/tencentBlock.ns14913.oracleGeneral.zst LHD cache size      386, 1260741 req, miss ratio 0.3793, byte miss ratio 0.3793
result/tencentBlock.ns14913.oracleGeneral.zst LHD cache size     1288, 1260741 req, miss ratio 0.3724, byte miss ratio 0.3724
result/tencentBlock.ns14913.oracleGeneral.zst LHD cache size     3864, 1260741 req, miss ratio 0.3706, byte miss ratio 0.3706
