result/tencentBlock.ns16295.oracleGeneral.zst LIRS cache size      115, 2337346 req, miss ratio 0.3843, byte miss ratio 0.3843
result/tencentBlock.ns16295.oracleGeneral.zst LIRS cache size      347, 2337346 req, miss ratio 0.3334, byte miss ratio 0.3334
result/tencentBlock.ns16295.oracleGeneral.zst LIRS cache size     1159, 2337346 req, miss ratio 0.3039, byte miss ratio 0.3039
result/tencentBlock.ns16295.oracleGeneral.zst LIRS cache size     3479, 2337346 req, miss ratio 0.2630, byte miss ratio 0.2630
result/tencentBlock.ns16295.oracleGeneral.zst LIRS cache size    11599, 2337346 req, miss ratio 0.2078, byte miss ratio 0.2078
result/tencentBlock.ns16295.oracleGeneral.zst LIRS cache size    23199, 2337346 req, miss ratio 0.1677, byte miss ratio 0.1677
result/tencentBlock.ns16295.oracleGeneral.zst LIRS cache size    46398, 2337346 req, miss ratio 0.0923, byte miss ratio 0.0923
result/tencentBlock.ns16295.oracleGeneral.zst LIRS cache size    92796, 2337346 req, miss ratio 0.0503, byte miss ratio 0.0503
result/tencentBlock.ns16295.oracleGeneral.zst Clock cache size      115, 2337346 req, miss ratio 0.3999, byte miss ratio 0.3999
result/tencentBlock.ns16295.oracleGeneral.zst Clock cache size      347, 2337346 req, miss ratio 0.3621, byte miss ratio 0.3621
result/tencentBlock.ns16295.oracleGeneral.zst Clock cache size     1159, 2337346 req, miss ratio 0.2993, byte miss ratio 0.2993
result/tencentBlock.ns16295.oracleGeneral.zst Clock cache size     3479, 2337346 req, miss ratio 0.2943, byte miss ratio 0.2943
result/tencentBlock.ns16295.oracleGeneral.zst Clock cache size    11599, 2337346 req, miss ratio 0.2328, byte miss ratio 0.2328
result/tencentBlock.ns16295.oracleGeneral.zst Clock cache size    23199, 2337346 req, miss ratio 0.2025, byte miss ratio 0.2025
result/tencentBlock.ns16295.oracleGeneral.zst Clock cache size    46398, 2337346 req, miss ratio 0.1048, byte miss ratio 0.1048
result/tencentBlock.ns16295.oracleGeneral.zst Clock cache size    92796, 2337346 req, miss ratio 0.0497, byte miss ratio 0.0497
result/tencentBlock.ns16295.oracleGeneral.zst LHD cache size      115, 2337346 req, miss ratio 0.3861, byte miss ratio 0.3861
result/tencentBlock.ns16295.oracleGeneral.zst LHD cache size      347, 2337346 req, miss ratio 0.3275, byte miss ratio 0.3275
result/tencentBlock.ns16295.oracleGeneral.zst LHD cache size     1159, 2337346 req, miss ratio 0.2988, byte miss ratio 0.2988
result/tencentBlock.ns16295.oracleGeneral.zst LHD cache size     3479, 2337346 req, miss ratio 0.2832, byte miss ratio 0.2832
result/tencentBlock.ns16295.oracleGeneral.zst LHD cache size    11599, 2337346 req, miss ratio 0.2238, byte miss ratio 0.2238
result/tencentBlock.ns16295.oracleGeneral.zst LHD cache size    23199, 2337346 req, miss ratio 0.1917, byte miss ratio 0.1917
result/tencentBlock.ns16295.oracleGeneral.zst LHD cache size    46398, 2337346 req, miss ratio 0.1105, byte miss ratio 0.1105
result/tencentBlock.ns16295.oracleGeneral.zst LHD cache size    92796, 2337346 req, miss ratio 0.0516, byte miss ratio 0.0516
result/tencentBlock.ns16295.oracleGeneral.zst S3FIFO-1 cache size      115, 2337346 req, miss ratio 0.3783, byte miss ratio 0.3783
result/tencentBlock.ns16295.oracleGeneral.zst S3FIFO-1 cache size      347, 2337346 req, miss ratio 0.3162, byte miss ratio 0.3162
result/tencentBlock.ns16295.oracleGeneral.zst S3FIFO-1 cache size     1159, 2337346 req, miss ratio 0.2936, byte miss ratio 0.2936
result/tencentBlock.ns16295.oracleGeneral.zst S3FIFO-1 cache size     3479, 2337346 req, miss ratio 0.2560, byte miss ratio 0.2560
result/tencentBlock.ns16295.oracleGeneral.zst S3FIFO-1 cache size    11599, 2337346 req, miss ratio 0.2139, byte miss ratio 0.2139
result/tencentBlock.ns16295.oracleGeneral.zst S3FIFO-1 cache size    23199, 2337346 req, miss ratio 0.1922, byte miss ratio 0.1922
result/tencentBlock.ns16295.oracleGeneral.zst S3FIFO-1 cache size    46398, 2337346 req, miss ratio 0.1072, byte miss ratio 0.1072
result/tencentBlock.ns16295.oracleGeneral.zst S3FIFO-1 cache size    92796, 2337346 req, miss ratio 0.0497, byte miss ratio 0.0497
result/tencentBlock.ns16295.oracleGeneral.zst clock2 cache size      115, 2337346 req, miss ratio 0.3979, byte miss ratio 0.3979
result/tencentBlock.ns16295.oracleGeneral.zst clock2 cache size      347, 2337346 req, miss ratio 0.3618, byte miss ratio 0.3618
result/tencentBlock.ns16295.oracleGeneral.zst clock2 cache size     1159, 2337346 req, miss ratio 0.2985, byte miss ratio 0.2985
result/tencentBlock.ns16295.oracleGeneral.zst clock2 cache size     3479, 2337346 req, miss ratio 0.2946, byte miss ratio 0.2946
result/tencentBlock.ns16295.oracleGeneral.zst clock2 cache size    11599, 2337346 req, miss ratio 0.2296, byte miss ratio 0.2296
result/tencentBlock.ns16295.oracleGeneral.zst clock2 cache size    23199, 2337346 req, miss ratio 0.2007, byte miss ratio 0.2007
result/tencentBlock.ns16295.oracleGeneral.zst clock2 cache size    46398, 2337346 req, miss ratio 0.1437, byte miss ratio 0.1437
result/tencentBlock.ns16295.oracleGeneral.zst clock2 cache size    92796, 2337346 req, miss ratio 0.0497, byte miss ratio 0.0497
result/tencentBlock.ns16295.oracleGeneral.zst Cacheus cache size      115, 2337346 req, miss ratio 0.3789, byte miss ratio 0.3789
result/tencentBlock.ns16295.oracleGeneral.zst Cacheus cache size      347, 2337346 req, miss ratio 0.3081, byte miss ratio 0.3081
result/tencentBlock.ns16295.oracleGeneral.zst Cacheus cache size     1159, 2337346 req, miss ratio 0.2955, byte miss ratio 0.2955
result/tencentBlock.ns16295.oracleGeneral.zst Cacheus cache size     3479, 2337346 req, miss ratio 0.2848, byte miss ratio 0.2848
result/tencentBlock.ns16295.oracleGeneral.zst Cacheus cache size    11599, 2337346 req, miss ratio 0.2187, byte miss ratio 0.2187
result/tencentBlock.ns16295.oracleGeneral.zst Cacheus cache size    23199, 2337346 req, miss ratio 0.2050, byte miss ratio 0.2050
result/tencentBlock.ns16295.oracleGeneral.zst Cacheus cache size    46398, 2337346 req, miss ratio 0.1087, byte miss ratio 0.1087
result/tencentBlock.ns16295.oracleGeneral.zst Cacheus cache size    92796, 2337346 req, miss ratio 0.0498, byte miss ratio 0.0498
result/tencentBlock.ns16295.oracleGeneral.zst ARC cache size      115, 2337346 req, miss ratio 0.3685, byte miss ratio 0.3685
result/tencentBlock.ns16295.oracleGeneral.zst ARC cache size      347, 2337346 req, miss ratio 0.3153, byte miss ratio 0.3153
result/tencentBlock.ns16295.oracleGeneral.zst ARC cache size     1159, 2337346 req, miss ratio 0.2955, byte miss ratio 0.2955
result/tencentBlock.ns16295.oracleGeneral.zst ARC cache size     3479, 2337346 req, miss ratio 0.2750, byte miss ratio 0.2750
result/tencentBlock.ns16295.oracleGeneral.zst ARC cache size    11599, 2337346 req, miss ratio 0.2089, byte miss ratio 0.2089
result/tencentBlock.ns16295.oracleGeneral.zst ARC cache size    23199, 2337346 req, miss ratio 0.1718, byte miss ratio 0.1718
result/tencentBlock.ns16295.oracleGeneral.zst ARC cache size    46398, 2337346 req, miss ratio 0.1058, byte miss ratio 0.1058
result/tencentBlock.ns16295.oracleGeneral.zst ARC cache size    92796, 2337346 req, miss ratio 0.0497, byte miss ratio 0.0497
result/tencentBlock.ns16295.oracleGeneral.zst LeCaR cache size      115, 2337346 req, miss ratio 0.3947, byte miss ratio 0.3947
result/tencentBlock.ns16295.oracleGeneral.zst LeCaR cache size      347, 2337346 req, miss ratio 0.3497, byte miss ratio 0.3497
result/tencentBlock.ns16295.oracleGeneral.zst LeCaR cache size     1159, 2337346 req, miss ratio 0.2983, byte miss ratio 0.2983
result/tencentBlock.ns16295.oracleGeneral.zst LeCaR cache size     3479, 2337346 req, miss ratio 0.2848, byte miss ratio 0.2848
result/tencentBlock.ns16295.oracleGeneral.zst LeCaR cache size    11599, 2337346 req, miss ratio 0.2355, byte miss ratio 0.2355
result/tencentBlock.ns16295.oracleGeneral.zst LeCaR cache size    23199, 2337346 req, miss ratio 0.2011, byte miss ratio 0.2011
result/tencentBlock.ns16295.oracleGeneral.zst LeCaR cache size    46398, 2337346 req, miss ratio 0.1042, byte miss ratio 0.1042
result/tencentBlock.ns16295.oracleGeneral.zst LeCaR cache size    92796, 2337346 req, miss ratio 0.0497, byte miss ratio 0.0497
result/tencentBlock.ns16295.oracleGeneral.zst FIFO cache size      115, 2337346 req, miss ratio 0.5093, byte miss ratio 0.5093
result/tencentBlock.ns16295.oracleGeneral.zst FIFO cache size      347, 2337346 req, miss ratio 0.3994, byte miss ratio 0.3994
result/tencentBlock.ns16295.oracleGeneral.zst FIFO cache size     1159, 2337346 req, miss ratio 0.3285, byte miss ratio 0.3285
result/tencentBlock.ns16295.oracleGeneral.zst FIFO cache size     3479, 2337346 req, miss ratio 0.3057, byte miss ratio 0.3057
result/tencentBlock.ns16295.oracleGeneral.zst FIFO cache size    11599, 2337346 req, miss ratio 0.2562, byte miss ratio 0.2562
result/tencentBlock.ns16295.oracleGeneral.zst FIFO cache size    23199, 2337346 req, miss ratio 0.2238, byte miss ratio 0.2238
result/tencentBlock.ns16295.oracleGeneral.zst FIFO cache size    46398, 2337346 req, miss ratio 0.1389, byte miss ratio 0.1389
result/tencentBlock.ns16295.oracleGeneral.zst FIFO cache size    92796, 2337346 req, miss ratio 0.0634, byte miss ratio 0.0634
result/tencentBlock.ns16295.oracleGeneral.zst LRU cache size      115, 2337346 req, miss ratio 0.4104, byte miss ratio 0.4104
