result/tencentBlock.ns15705.oracleGeneral.zst FIFO cache size      155, 5906343 req, miss ratio 0.3569, byte miss ratio 0.3569
result/tencentBlock.ns15705.oracleGeneral.zst FIFO cache size      466, 5906343 req, miss ratio 0.1765, byte miss ratio 0.1765
result/tencentBlock.ns15705.oracleGeneral.zst FIFO cache size     1554, 5906343 req, miss ratio 0.1070, byte miss ratio 0.1070
result/tencentBlock.ns15705.oracleGeneral.zst FIFO cache size     4664, 5906343 req, miss ratio 0.0705, byte miss ratio 0.0705
result/tencentBlock.ns15705.oracleGeneral.zst FIFO cache size    15547, 5906343 req, miss ratio 0.0476, byte miss ratio 0.0476
result/tencentBlock.ns15705.oracleGeneral.zst FIFO cache size    31095, 5906343 req, miss ratio 0.0378, byte miss ratio 0.0378
result/tencentBlock.ns15705.oracleGeneral.zst FIFO cache size    62191, 5906343 req, miss ratio 0.0313, byte miss ratio 0.0313
result/tencentBlock.ns15705.oracleGeneral.zst FIFO cache size   124383, 5906343 req, miss ratio 0.0284, byte miss ratio 0.0284
result/tencentBlock.ns15705.oracleGeneral.zst clock2 cache size      155, 5906343 req, miss ratio 0.1905, byte miss ratio 0.1905
result/tencentBlock.ns15705.oracleGeneral.zst clock2 cache size      466, 5906343 req, miss ratio 0.1369, byte miss ratio 0.1369
result/tencentBlock.ns15705.oracleGeneral.zst clock2 cache size     1554, 5906343 req, miss ratio 0.0823, byte miss ratio 0.0823
result/tencentBlock.ns15705.oracleGeneral.zst clock2 cache size     4664, 5906343 req, miss ratio 0.0579, byte miss ratio 0.0579
result/tencentBlock.ns15705.oracleGeneral.zst clock2 cache size    15547, 5906343 req, miss ratio 0.0444, byte miss ratio 0.0444
result/tencentBlock.ns15705.oracleGeneral.zst clock2 cache size    31095, 5906343 req, miss ratio 0.0319, byte miss ratio 0.0319
result/tencentBlock.ns15705.oracleGeneral.zst clock2 cache size    62191, 5906343 req, miss ratio 0.0267, byte miss ratio 0.0267
result/tencentBlock.ns15705.oracleGeneral.zst clock2 cache size   124383, 5906343 req, miss ratio 0.0263, byte miss ratio 0.0263
result/tencentBlock.ns15705.oracleGeneral.zst Clock cache size      155, 5906343 req, miss ratio 0.2109, byte miss ratio 0.2109
result/tencentBlock.ns15705.oracleGeneral.zst Clock cache size      466, 5906343 req, miss ratio 0.1346, byte miss ratio 0.1346
