result/tencentBlock.ns18211.oracleGeneral.zst LHD cache size      172, 1080981 req, miss ratio 0.3939, byte miss ratio 0.3939
result/tencentBlock.ns18211.oracleGeneral.zst LHD cache size      518, 1080981 req, miss ratio 0.3779, byte miss ratio 0.3779
result/tencentBlock.ns18211.oracleGeneral.zst LHD cache size     1728, 1080981 req, miss ratio 0.3753, byte miss ratio 0.3753
result/tencentBlock.ns18211.oracleGeneral.zst LHD cache size     5186, 1080981 req, miss ratio 0.3737, byte miss ratio 0.3737
result/tencentBlock.ns18211.oracleGeneral.zst LHD cache size    17288, 1080981 req, miss ratio 0.3177, byte miss ratio 0.3177
result/tencentBlock.ns18211.oracleGeneral.zst LHD cache size    34577, 1080981 req, miss ratio 0.2576, byte miss ratio 0.2576
result/tencentBlock.ns18211.oracleGeneral.zst LHD cache size    69155, 1080981 req, miss ratio 0.1869, byte miss ratio 0.1869
result/tencentBlock.ns18211.oracleGeneral.zst LHD cache size   138310, 1080981 req, miss ratio 0.1609, byte miss ratio 0.1609
result/tencentBlock.ns18211.oracleGeneral.zst clock2 cache size      172, 1080981 req, miss ratio 0.3878, byte miss ratio 0.3878
result/tencentBlock.ns18211.oracleGeneral.zst clock2 cache size      518, 1080981 req, miss ratio 0.3776, byte miss ratio 0.3776
result/tencentBlock.ns18211.oracleGeneral.zst clock2 cache size     1728, 1080981 req, miss ratio 0.3759, byte miss ratio 0.3759
result/tencentBlock.ns18211.oracleGeneral.zst clock2 cache size     5186, 1080981 req, miss ratio 0.3742, byte miss ratio 0.3742
result/tencentBlock.ns18211.oracleGeneral.zst clock2 cache size    17288, 1080981 req, miss ratio 0.3591, byte miss ratio 0.3591
result/tencentBlock.ns18211.oracleGeneral.zst clock2 cache size    34577, 1080981 req, miss ratio 0.2870, byte miss ratio 0.2870
result/tencentBlock.ns18211.oracleGeneral.zst clock2 cache size    69155, 1080981 req, miss ratio 0.1990, byte miss ratio 0.1990
result/tencentBlock.ns18211.oracleGeneral.zst clock2 cache size   138310, 1080981 req, miss ratio 0.1609, byte miss ratio 0.1609
result/tencentBlock.ns18211.oracleGeneral.zst S3FIFO-1 cache size      172, 1080981 req, miss ratio 0.3815, byte miss ratio 0.3815
result/tencentBlock.ns18211.oracleGeneral.zst S3FIFO-1 cache size      518, 1080981 req, miss ratio 0.3771, byte miss ratio 0.3771
result/tencentBlock.ns18211.oracleGeneral.zst S3FIFO-1 cache size     1728, 1080981 req, miss ratio 0.3746, byte miss ratio 0.3746
result/tencentBlock.ns18211.oracleGeneral.zst S3FIFO-1 cache size     5186, 1080981 req, miss ratio 0.3735, byte miss ratio 0.3735
result/tencentBlock.ns18211.oracleGeneral.zst S3FIFO-1 cache size    17288, 1080981 req, miss ratio 0.3099, byte miss ratio 0.3099
result/tencentBlock.ns18211.oracleGeneral.zst S3FIFO-1 cache size    34577, 1080981 req, miss ratio 0.2458, byte miss ratio 0.2458
result/tencentBlock.ns18211.oracleGeneral.zst S3FIFO-1 cache size    69155, 1080981 req, miss ratio 0.1828, byte miss ratio 0.1828
result/tencentBlock.ns18211.oracleGeneral.zst S3FIFO-1 cache size   138310, 1080981 req, miss ratio 0.1609, byte miss ratio 0.1609
result/tencentBlock.ns18211.oracleGeneral.zst LRU cache size      172, 1080981 req, miss ratio 0.3878, byte miss ratio 0.3878
result/tencentBlock.ns18211.oracleGeneral.zst LRU cache size      518, 1080981 req, miss ratio 0.3779, byte miss ratio 0.3779
result/tencentBlock.ns18211.oracleGeneral.zst LRU cache size     1728, 1080981 req, miss ratio 0.3754, byte miss ratio 0.3754
result/tencentBlock.ns18211.oracleGeneral.zst LRU cache size     5186, 1080981 req, miss ratio 0.3742, byte miss ratio 0.3742
result/tencentBlock.ns18211.oracleGeneral.zst LRU cache size    17288, 1080981 req, miss ratio 0.3106, byte miss ratio 0.3106
result/tencentBlock.ns18211.oracleGeneral.zst LRU cache size    34577, 1080981 req, miss ratio 0.2470, byte miss ratio 0.2470
result/tencentBlock.ns18211.oracleGeneral.zst LRU cache size    69155, 1080981 req, miss ratio 0.1792, byte miss ratio 0.1792
result/tencentBlock.ns18211.oracleGeneral.zst LRU cache size   138310, 1080981 req, miss ratio 0.1609, byte miss ratio 0.1609
result/tencentBlock.ns18211.oracleGeneral.zst LeCaR cache size      172, 1080981 req, miss ratio 0.3858, byte miss ratio 0.3858
result/tencentBlock.ns18211.oracleGeneral.zst LeCaR cache size      518, 1080981 req, miss ratio 0.3778, byte miss ratio 0.3778
result/tencentBlock.ns18211.oracleGeneral.zst LeCaR cache size     1728, 1080981 req, miss ratio 0.3755, byte miss ratio 0.3755
result/tencentBlock.ns18211.oracleGeneral.zst LeCaR cache size     5186, 1080981 req, miss ratio 0.3742, byte miss ratio 0.3742
result/tencentBlock.ns18211.oracleGeneral.zst LeCaR cache size    17288, 1080981 req, miss ratio 0.3067, byte miss ratio 0.3067
result/tencentBlock.ns18211.oracleGeneral.zst LeCaR cache size    34577, 1080981 req, miss ratio 0.2464, byte miss ratio 0.2464
result/tencentBlock.ns18211.oracleGeneral.zst LeCaR cache size    69155, 1080981 req, miss ratio 0.1778, byte miss ratio 0.1778
result/tencentBlock.ns18211.oracleGeneral.zst LeCaR cache size   138310, 1080981 req, miss ratio 0.1608, byte miss ratio 0.1608
result/tencentBlock.ns18211.oracleGeneral.zst LIRS cache size      172, 1080981 req, miss ratio 0.4672, byte miss ratio 0.4672
result/tencentBlock.ns18211.oracleGeneral.zst LIRS cache size      518, 1080981 req, miss ratio 0.4038, byte miss ratio 0.4038
result/tencentBlock.ns18211.oracleGeneral.zst LIRS cache size     1728, 1080981 req, miss ratio 0.3785, byte miss ratio 0.3785
result/tencentBlock.ns18211.oracleGeneral.zst LIRS cache size     5186, 1080981 req, miss ratio 0.3712, byte miss ratio 0.3712
result/tencentBlock.ns18211.oracleGeneral.zst LIRS cache size    17288, 1080981 req, miss ratio 0.3119, byte miss ratio 0.3119
result/tencentBlock.ns18211.oracleGeneral.zst LIRS cache size    34577, 1080981 req, miss ratio 0.2511, byte miss ratio 0.2511
result/tencentBlock.ns18211.oracleGeneral.zst LIRS cache size    69155, 1080981 req, miss ratio 0.1797, byte miss ratio 0.1797
result/tencentBlock.ns18211.oracleGeneral.zst LIRS cache size   138310, 1080981 req, miss ratio 0.1604, byte miss ratio 0.1604
result/tencentBlock.ns18211.oracleGeneral.zst FIFO cache size      172, 1080981 req, miss ratio 0.4418, byte miss ratio 0.4418
result/tencentBlock.ns18211.oracleGeneral.zst FIFO cache size      518, 1080981 req, miss ratio 0.3981, byte miss ratio 0.3981
result/tencentBlock.ns18211.oracleGeneral.zst FIFO cache size     1728, 1080981 req, miss ratio 0.3820, byte miss ratio 0.3820
result/tencentBlock.ns18211.oracleGeneral.zst FIFO cache size     5186, 1080981 req, miss ratio 0.3768, byte miss ratio 0.3768
result/tencentBlock.ns18211.oracleGeneral.zst FIFO cache size    17288, 1080981 req, miss ratio 0.3258, byte miss ratio 0.3258
result/tencentBlock.ns18211.oracleGeneral.zst FIFO cache size    34577, 1080981 req, miss ratio 0.2660, byte miss ratio 0.2660
result/tencentBlock.ns18211.oracleGeneral.zst FIFO cache size    69155, 1080981 req, miss ratio 0.2125, byte miss ratio 0.2125
result/tencentBlock.ns18211.oracleGeneral.zst FIFO cache size   138310, 1080981 req, miss ratio 0.1750, byte miss ratio 0.1750
result/tencentBlock.ns18211.oracleGeneral.zst Clock cache size      172, 1080981 req, miss ratio 0.3880, byte miss ratio 0.3880
result/tencentBlock.ns18211.oracleGeneral.zst Clock cache size      518, 1080981 req, miss ratio 0.3778, byte miss ratio 0.3778
result/tencentBlock.ns18211.oracleGeneral.zst Clock cache size     1728, 1080981 req, miss ratio 0.3756, byte miss ratio 0.3756
result/tencentBlock.ns18211.oracleGeneral.zst Clock cache size     5186, 1080981 req, miss ratio 0.3742, byte miss ratio 0.3742
