result/tencentBlock.ns20394.oracleGeneral.zst Cacheus cache size      306, 1796143 req, miss ratio 0.7448, byte miss ratio 0.7448
result/tencentBlock.ns20394.oracleGeneral.zst Cacheus cache size      920, 1796143 req, miss ratio 0.7398, byte miss ratio 0.7398
result/tencentBlock.ns20394.oracleGeneral.zst Cacheus cache size     3069, 1796143 req, miss ratio 0.7351, byte miss ratio 0.7351
result/tencentBlock.ns20394.oracleGeneral.zst Cacheus cache size     9207, 1796143 req, miss ratio 0.7243, byte miss ratio 0.7243
result/tencentBlock.ns20394.oracleGeneral.zst Cacheus cache size    30691, 1796143 req, miss ratio 0.6708, byte miss ratio 0.6708
result/tencentBlock.ns20394.oracleGeneral.zst Cacheus cache size    61383, 1796143 req, miss ratio 0.5920, byte miss ratio 0.5920
result/tencentBlock.ns20394.oracleGeneral.zst Cacheus cache size   122767, 1796143 req, miss ratio 0.4343, byte miss ratio 0.4343
result/tencentBlock.ns20394.oracleGeneral.zst Cacheus cache size   245535, 1796143 req, miss ratio 0.1721, byte miss ratio 0.1721
result/tencentBlock.ns20394.oracleGeneral.zst ARC cache size      306, 1796143 req, miss ratio 0.7444, byte miss ratio 0.7444
result/tencentBlock.ns20394.oracleGeneral.zst ARC cache size      920, 1796143 req, miss ratio 0.7398, byte miss ratio 0.7398
result/tencentBlock.ns20394.oracleGeneral.zst ARC cache size     3069, 1796143 req, miss ratio 0.7353, byte miss ratio 0.7353
result/tencentBlock.ns20394.oracleGeneral.zst ARC cache size     9207, 1796143 req, miss ratio 0.7188, byte miss ratio 0.7188
result/tencentBlock.ns20394.oracleGeneral.zst ARC cache size    30691, 1796143 req, miss ratio 0.6619, byte miss ratio 0.6619
result/tencentBlock.ns20394.oracleGeneral.zst ARC cache size    61383, 1796143 req, miss ratio 0.5164, byte miss ratio 0.5164
result/tencentBlock.ns20394.oracleGeneral.zst ARC cache size   122767, 1796143 req, miss ratio 0.4404, byte miss ratio 0.4404
result/tencentBlock.ns20394.oracleGeneral.zst ARC cache size   245535, 1796143 req, miss ratio 0.1720, byte miss ratio 0.1720
result/tencentBlock.ns20394.oracleGeneral.zst FIFO cache size      306, 1796143 req, miss ratio 0.7944, byte miss ratio 0.7944
result/tencentBlock.ns20394.oracleGeneral.zst FIFO cache size      920, 1796143 req, miss ratio 0.7624, byte miss ratio 0.7624
result/tencentBlock.ns20394.oracleGeneral.zst FIFO cache size     3069, 1796143 req, miss ratio 0.7416, byte miss ratio 0.7416
result/tencentBlock.ns20394.oracleGeneral.zst FIFO cache size     9207, 1796143 req, miss ratio 0.7343, byte miss ratio 0.7343
result/tencentBlock.ns20394.oracleGeneral.zst FIFO cache size    30691, 1796143 req, miss ratio 0.7047, byte miss ratio 0.7047
result/tencentBlock.ns20394.oracleGeneral.zst FIFO cache size    61383, 1796143 req, miss ratio 0.6680, byte miss ratio 0.6680
result/tencentBlock.ns20394.oracleGeneral.zst FIFO cache size   122767, 1796143 req, miss ratio 0.4954, byte miss ratio 0.4954
result/tencentBlock.ns20394.oracleGeneral.zst FIFO cache size   245535, 1796143 req, miss ratio 0.2372, byte miss ratio 0.2372
result/tencentBlock.ns20394.oracleGeneral.zst LIRS cache size      306, 1796143 req, miss ratio 0.7687, byte miss ratio 0.7687
result/tencentBlock.ns20394.oracleGeneral.zst LIRS cache size      920, 1796143 req, miss ratio 0.7566, byte miss ratio 0.7566
result/tencentBlock.ns20394.oracleGeneral.zst LIRS cache size     3069, 1796143 req, miss ratio 0.7399, byte miss ratio 0.7399
result/tencentBlock.ns20394.oracleGeneral.zst LIRS cache size     9207, 1796143 req, miss ratio 0.7155, byte miss ratio 0.7155
result/tencentBlock.ns20394.oracleGeneral.zst LIRS cache size    30691, 1796143 req, miss ratio 0.6235, byte miss ratio 0.6235
result/tencentBlock.ns20394.oracleGeneral.zst LIRS cache size    61383, 1796143 req, miss ratio 0.4921, byte miss ratio 0.4921
result/tencentBlock.ns20394.oracleGeneral.zst LIRS cache size   122767, 1796143 req, miss ratio 0.3068, byte miss ratio 0.3068
result/tencentBlock.ns20394.oracleGeneral.zst LIRS cache size   245535, 1796143 req, miss ratio 0.1734, byte miss ratio 0.1734
result/tencentBlock.ns20394.oracleGeneral.zst LHD cache size      306, 1796143 req, miss ratio 0.7522, byte miss ratio 0.7522
result/tencentBlock.ns20394.oracleGeneral.zst LHD cache size      920, 1796143 req, miss ratio 0.7444, byte miss ratio 0.7444
result/tencentBlock.ns20394.oracleGeneral.zst LHD cache size     3069, 1796143 req, miss ratio 0.7356, byte miss ratio 0.7356
result/tencentBlock.ns20394.oracleGeneral.zst LHD cache size     9207, 1796143 req, miss ratio 0.7291, byte miss ratio 0.7291
result/tencentBlock.ns20394.oracleGeneral.zst LHD cache size    30691, 1796143 req, miss ratio 0.6764, byte miss ratio 0.6764
result/tencentBlock.ns20394.oracleGeneral.zst LHD cache size    61383, 1796143 req, miss ratio 0.5950, byte miss ratio 0.5950
result/tencentBlock.ns20394.oracleGeneral.zst LHD cache size   122767, 1796143 req, miss ratio 0.3780, byte miss ratio 0.3780
result/tencentBlock.ns20394.oracleGeneral.zst LHD cache size   245535, 1796143 req, miss ratio 0.1742, byte miss ratio 0.1742
result/tencentBlock.ns20394.oracleGeneral.zst LeCaR cache size      306, 1796143 req, miss ratio 0.7530, byte miss ratio 0.7530
result/tencentBlock.ns20394.oracleGeneral.zst LeCaR cache size      920, 1796143 req, miss ratio 0.7439, byte miss ratio 0.7439
result/tencentBlock.ns20394.oracleGeneral.zst LeCaR cache size     3069, 1796143 req, miss ratio 0.7349, byte miss ratio 0.7349
result/tencentBlock.ns20394.oracleGeneral.zst LeCaR cache size     9207, 1796143 req, miss ratio 0.7306, byte miss ratio 0.7306
result/tencentBlock.ns20394.oracleGeneral.zst LeCaR cache size    30691, 1796143 req, miss ratio 0.6993, byte miss ratio 0.6993
result/tencentBlock.ns20394.oracleGeneral.zst LeCaR cache size    61383, 1796143 req, miss ratio 0.6615, byte miss ratio 0.6615
result/tencentBlock.ns20394.oracleGeneral.zst LeCaR cache size   122767, 1796143 req, miss ratio 0.4175, byte miss ratio 0.4175
result/tencentBlock.ns20394.oracleGeneral.zst LeCaR cache size   245535, 1796143 req, miss ratio 0.1720, byte miss ratio 0.1720
result/tencentBlock.ns20394.oracleGeneral.zst clock2 cache size      306, 1796143 req, miss ratio 0.7540, byte miss ratio 0.7540
result/tencentBlock.ns20394.oracleGeneral.zst clock2 cache size      920, 1796143 req, miss ratio 0.7435, byte miss ratio 0.7435
result/tencentBlock.ns20394.oracleGeneral.zst clock2 cache size     3069, 1796143 req, miss ratio 0.7355, byte miss ratio 0.7355
result/tencentBlock.ns20394.oracleGeneral.zst clock2 cache size     9207, 1796143 req, miss ratio 0.7302, byte miss ratio 0.7302
result/tencentBlock.ns20394.oracleGeneral.zst clock2 cache size    30691, 1796143 req, miss ratio 0.6990, byte miss ratio 0.6990
result/tencentBlock.ns20394.oracleGeneral.zst clock2 cache size    61383, 1796143 req, miss ratio 0.6598, byte miss ratio 0.6598
result/tencentBlock.ns20394.oracleGeneral.zst clock2 cache size   122767, 1796143 req, miss ratio 0.4250, byte miss ratio 0.4250
result/tencentBlock.ns20394.oracleGeneral.zst clock2 cache size   245535, 1796143 req, miss ratio 0.1720, byte miss ratio 0.1720
result/tencentBlock.ns20394.oracleGeneral.zst Clock cache size      306, 1796143 req, miss ratio 0.7572, byte miss ratio 0.7572
result/tencentBlock.ns20394.oracleGeneral.zst Clock cache size      920, 1796143 req, miss ratio 0.7445, byte miss ratio 0.7445
result/tencentBlock.ns20394.oracleGeneral.zst Clock cache size     3069, 1796143 req, miss ratio 0.7360, byte miss ratio 0.7360
result/tencentBlock.ns20394.oracleGeneral.zst Clock cache size     9207, 1796143 req, miss ratio 0.7308, byte miss ratio 0.7308
result/tencentBlock.ns20394.oracleGeneral.zst Clock cache size    30691, 1796143 req, miss ratio 0.6999, byte miss ratio 0.6999
result/tencentBlock.ns20394.oracleGeneral.zst Clock cache size    61383, 1796143 req, miss ratio 0.6612, byte miss ratio 0.6612
result/tencentBlock.ns20394.oracleGeneral.zst Clock cache size   122767, 1796143 req, miss ratio 0.4293, byte miss ratio 0.4293
