result/tencentBlock.ns10883.oracleGeneral.zst clock2 cache size      427, 6714305 req, miss ratio 0.3432, byte miss ratio 0.3432
result/tencentBlock.ns10883.oracleGeneral.zst clock2 cache size     1283, 6714305 req, miss ratio 0.2771, byte miss ratio 0.2771
result/tencentBlock.ns10883.oracleGeneral.zst clock2 cache size     4277, 6714305 req, miss ratio 0.2123, byte miss ratio 0.2123
result/tencentBlock.ns10883.oracleGeneral.zst clock2 cache size    12831, 6714305 req, miss ratio 0.1898, byte miss ratio 0.1898
result/tencentBlock.ns10883.oracleGeneral.zst clock2 cache size    42771, 6714305 req, miss ratio 0.1608, byte miss ratio 0.1608
result/tencentBlock.ns10883.oracleGeneral.zst clock2 cache size    85542, 6714305 req, miss ratio 0.1378, byte miss ratio 0.1378
result/tencentBlock.ns10883.oracleGeneral.zst clock2 cache size   171084, 6714305 req, miss ratio 0.0830, byte miss ratio 0.0830
result/tencentBlock.ns10883.oracleGeneral.zst clock2 cache size   342169, 6714305 req, miss ratio 0.0639, byte miss ratio 0.0639
result/tencentBlock.ns10883.oracleGeneral.zst Clock cache size      427, 6714305 req, miss ratio 0.3405, byte miss ratio 0.3405
result/tencentBlock.ns10883.oracleGeneral.zst Clock cache size     1283, 6714305 req, miss ratio 0.2755, byte miss ratio 0.2755
result/tencentBlock.ns10883.oracleGeneral.zst Clock cache size     4277, 6714305 req, miss ratio 0.2158, byte miss ratio 0.2158
result/tencentBlock.ns10883.oracleGeneral.zst Clock cache size    12831, 6714305 req, miss ratio 0.1894, byte miss ratio 0.1894
result/tencentBlock.ns10883.oracleGeneral.zst Clock cache size    42771, 6714305 req, miss ratio 0.1597, byte miss ratio 0.1597
result/tencentBlock.ns10883.oracleGeneral.zst Clock cache size    85542, 6714305 req, miss ratio 0.1348, byte miss ratio 0.1348
result/tencentBlock.ns10883.oracleGeneral.zst Clock cache size   171084, 6714305 req, miss ratio 0.0772, byte miss ratio 0.0772
result/tencentBlock.ns10883.oracleGeneral.zst Clock cache size   342169, 6714305 req, miss ratio 0.0639, byte miss ratio 0.0639
result/tencentBlock.ns10883.oracleGeneral.zst Cacheus cache size      427, 6714305 req, miss ratio 0.3210, byte miss ratio 0.3210
result/tencentBlock.ns10883.oracleGeneral.zst Cacheus cache size     1283, 6714305 req, miss ratio 0.2626, byte miss ratio 0.2626
result/tencentBlock.ns10883.oracleGeneral.zst Cacheus cache size     4277, 6714305 req, miss ratio 0.2029, byte miss ratio 0.2029
result/tencentBlock.ns10883.oracleGeneral.zst Cacheus cache size    12831, 6714305 req, miss ratio 0.1816, byte miss ratio 0.1816
result/tencentBlock.ns10883.oracleGeneral.zst Cacheus cache size    42771, 6714305 req, miss ratio 0.1535, byte miss ratio 0.1535
result/tencentBlock.ns10883.oracleGeneral.zst Cacheus cache size    85542, 6714305 req, miss ratio 0.1294, byte miss ratio 0.1294
result/tencentBlock.ns10883.oracleGeneral.zst Cacheus cache size   171084, 6714305 req, miss ratio 0.0772, byte miss ratio 0.0772
result/tencentBlock.ns10883.oracleGeneral.zst Cacheus cache size   342169, 6714305 req, miss ratio 0.0640, byte miss ratio 0.0640
result/tencentBlock.ns10883.oracleGeneral.zst LHD cache size      427, 6714305 req, miss ratio 0.3417, byte miss ratio 0.3417
result/tencentBlock.ns10883.oracleGeneral.zst LHD cache size     1283, 6714305 req, miss ratio 0.2748, byte miss ratio 0.2748
result/tencentBlock.ns10883.oracleGeneral.zst LHD cache size     4277, 6714305 req, miss ratio 0.2081, byte miss ratio 0.2081
result/tencentBlock.ns10883.oracleGeneral.zst LHD cache size    12831, 6714305 req, miss ratio 0.1835, byte miss ratio 0.1835
result/tencentBlock.ns10883.oracleGeneral.zst LHD cache size    42771, 6714305 req, miss ratio 0.1492, byte miss ratio 0.1492
result/tencentBlock.ns10883.oracleGeneral.zst LHD cache size    85542, 6714305 req, miss ratio 0.1104, byte miss ratio 0.1104
result/tencentBlock.ns10883.oracleGeneral.zst LHD cache size   171084, 6714305 req, miss ratio 0.0733, byte miss ratio 0.0733
result/tencentBlock.ns10883.oracleGeneral.zst LHD cache size   342169, 6714305 req, miss ratio 0.0642, byte miss ratio 0.0642
result/tencentBlock.ns10883.oracleGeneral.zst ARC cache size      427, 6714305 req, miss ratio 0.3173, byte miss ratio 0.3173
result/tencentBlock.ns10883.oracleGeneral.zst ARC cache size     1283, 6714305 req, miss ratio 0.2600, byte miss ratio 0.2600
result/tencentBlock.ns10883.oracleGeneral.zst ARC cache size     4277, 6714305 req, miss ratio 0.1994, byte miss ratio 0.1994
result/tencentBlock.ns10883.oracleGeneral.zst ARC cache size    12831, 6714305 req, miss ratio 0.1806, byte miss ratio 0.1806
result/tencentBlock.ns10883.oracleGeneral.zst ARC cache size    42771, 6714305 req, miss ratio 0.1519, byte miss ratio 0.1519
result/tencentBlock.ns10883.oracleGeneral.zst ARC cache size    85542, 6714305 req, miss ratio 0.1220, byte miss ratio 0.1220
result/tencentBlock.ns10883.oracleGeneral.zst ARC cache size   171084, 6714305 req, miss ratio 0.0727, byte miss ratio 0.0727
result/tencentBlock.ns10883.oracleGeneral.zst ARC cache size   342169, 6714305 req, miss ratio 0.0639, byte miss ratio 0.0639
result/tencentBlock.ns10883.oracleGeneral.zst S3FIFO-1 cache size      427, 6714305 req, miss ratio 0.3226, byte miss ratio 0.3226
result/tencentBlock.ns10883.oracleGeneral.zst S3FIFO-1 cache size     1283, 6714305 req, miss ratio 0.2528, byte miss ratio 0.2528
result/tencentBlock.ns10883.oracleGeneral.zst S3FIFO-1 cache size     4277, 6714305 req, miss ratio 0.1971, byte miss ratio 0.1971
result/tencentBlock.ns10883.oracleGeneral.zst S3FIFO-1 cache size    12831, 6714305 req, miss ratio 0.1786, byte miss ratio 0.1786
result/tencentBlock.ns10883.oracleGeneral.zst S3FIFO-1 cache size    42771, 6714305 req, miss ratio 0.1523, byte miss ratio 0.1523
result/tencentBlock.ns10883.oracleGeneral.zst S3FIFO-1 cache size    85542, 6714305 req, miss ratio 0.1201, byte miss ratio 0.1201
result/tencentBlock.ns10883.oracleGeneral.zst S3FIFO-1 cache size   171084, 6714305 req, miss ratio 0.0747, byte miss ratio 0.0747
result/tencentBlock.ns10883.oracleGeneral.zst S3FIFO-1 cache size   342169, 6714305 req, miss ratio 0.0639, byte miss ratio 0.0639
