result/tencentBlock.ns22303.oracleGeneral.zst FIFO cache size      269, 1719979 req, miss ratio 0.5869, byte miss ratio 0.5869
result/tencentBlock.ns22303.oracleGeneral.zst FIFO cache size      809, 1719979 req, miss ratio 0.5153, byte miss ratio 0.5153
result/tencentBlock.ns22303.oracleGeneral.zst FIFO cache size     2698, 1719979 req, miss ratio 0.4546, byte miss ratio 0.4546
result/tencentBlock.ns22303.oracleGeneral.zst FIFO cache size     8096, 1719979 req, miss ratio 0.4281, byte miss ratio 0.4281
result/tencentBlock.ns22303.oracleGeneral.zst FIFO cache size    26989, 1719979 req, miss ratio 0.3798, byte miss ratio 0.3798
result/tencentBlock.ns22303.oracleGeneral.zst FIFO cache size    53978, 1719979 req, miss ratio 0.3407, byte miss ratio 0.3407
result/tencentBlock.ns22303.oracleGeneral.zst FIFO cache size   107956, 1719979 req, miss ratio 0.2283, byte miss ratio 0.2283
result/tencentBlock.ns22303.oracleGeneral.zst FIFO cache size   215912, 1719979 req, miss ratio 0.1759, byte miss ratio 0.1759
result/tencentBlock.ns22303.oracleGeneral.zst LeCaR cache size      269, 1719979 req, miss ratio 0.5126, byte miss ratio 0.5126
result/tencentBlock.ns22303.oracleGeneral.zst LeCaR cache size      809, 1719979 req, miss ratio 0.4893, byte miss ratio 0.4893
result/tencentBlock.ns22303.oracleGeneral.zst LeCaR cache size     2698, 1719979 req, miss ratio 0.4246, byte miss ratio 0.4246
result/tencentBlock.ns22303.oracleGeneral.zst LeCaR cache size     8096, 1719979 req, miss ratio 0.4169, byte miss ratio 0.4169
result/tencentBlock.ns22303.oracleGeneral.zst LeCaR cache size    26989, 1719979 req, miss ratio 0.3616, byte miss ratio 0.3616
result/tencentBlock.ns22303.oracleGeneral.zst LeCaR cache size    53978, 1719979 req, miss ratio 0.3190, byte miss ratio 0.3190
result/tencentBlock.ns22303.oracleGeneral.zst LeCaR cache size   107956, 1719979 req, miss ratio 0.1842, byte miss ratio 0.1842
result/tencentBlock.ns22303.oracleGeneral.zst LeCaR cache size   215912, 1719979 req, miss ratio 0.1574, byte miss ratio 0.1574
result/tencentBlock.ns22303.oracleGeneral.zst Clock cache size      269, 1719979 req, miss ratio 0.5178, byte miss ratio 0.5178
result/tencentBlock.ns22303.oracleGeneral.zst Clock cache size      809, 1719979 req, miss ratio 0.4949, byte miss ratio 0.4949
result/tencentBlock.ns22303.oracleGeneral.zst Clock cache size     2698, 1719979 req, miss ratio 0.4250, byte miss ratio 0.4250
result/tencentBlock.ns22303.oracleGeneral.zst Clock cache size     8096, 1719979 req, miss ratio 0.4169, byte miss ratio 0.4169
result/tencentBlock.ns22303.oracleGeneral.zst Clock cache size    26989, 1719979 req, miss ratio 0.3658, byte miss ratio 0.3658
result/tencentBlock.ns22303.oracleGeneral.zst Clock cache size    53978, 1719979 req, miss ratio 0.3287, byte miss ratio 0.3287
result/tencentBlock.ns22303.oracleGeneral.zst Clock cache size   107956, 1719979 req, miss ratio 0.1988, byte miss ratio 0.1988
