result/tencentBlock.ns19268.oracleGeneral.zst clock2 cache size      412, 3839059 req, miss ratio 0.5081, byte miss ratio 0.5081
result/tencentBlock.ns19268.oracleGeneral.zst clock2 cache size     1237, 3839059 req, miss ratio 0.4253, byte miss ratio 0.4253
result/tencentBlock.ns19268.oracleGeneral.zst clock2 cache size     4126, 3839059 req, miss ratio 0.3054, byte miss ratio 0.3054
result/tencentBlock.ns19268.oracleGeneral.zst clock2 cache size    12378, 3839059 req, miss ratio 0.2854, byte miss ratio 0.2854
result/tencentBlock.ns19268.oracleGeneral.zst clock2 cache size    41263, 3839059 req, miss ratio 0.2329, byte miss ratio 0.2329
result/tencentBlock.ns19268.oracleGeneral.zst clock2 cache size    82526, 3839059 req, miss ratio 0.1962, byte miss ratio 0.1962
result/tencentBlock.ns19268.oracleGeneral.zst clock2 cache size   165052, 3839059 req, miss ratio 0.1322, byte miss ratio 0.1322
result/tencentBlock.ns19268.oracleGeneral.zst clock2 cache size   330104, 3839059 req, miss ratio 0.1081, byte miss ratio 0.1081
result/tencentBlock.ns19268.oracleGeneral.zst Clock cache size      412, 3839059 req, miss ratio 0.5042, byte miss ratio 0.5042
result/tencentBlock.ns19268.oracleGeneral.zst Clock cache size     1237, 3839059 req, miss ratio 0.4189, byte miss ratio 0.4189
result/tencentBlock.ns19268.oracleGeneral.zst Clock cache size     4126, 3839059 req, miss ratio 0.3124, byte miss ratio 0.3124
result/tencentBlock.ns19268.oracleGeneral.zst Clock cache size    12378, 3839059 req, miss ratio 0.2833, byte miss ratio 0.2833
result/tencentBlock.ns19268.oracleGeneral.zst Clock cache size    41263, 3839059 req, miss ratio 0.2278, byte miss ratio 0.2278
result/tencentBlock.ns19268.oracleGeneral.zst Clock cache size    82526, 3839059 req, miss ratio 0.1824, byte miss ratio 0.1824
result/tencentBlock.ns19268.oracleGeneral.zst Clock cache size   165052, 3839059 req, miss ratio 0.1246, byte miss ratio 0.1246
result/tencentBlock.ns19268.oracleGeneral.zst Clock cache size   330104, 3839059 req, miss ratio 0.1083, byte miss ratio 0.1083
result/tencentBlock.ns19268.oracleGeneral.zst LeCaR cache size      412, 3839059 req, miss ratio 0.5013, byte miss ratio 0.5013
result/tencentBlock.ns19268.oracleGeneral.zst LeCaR cache size     1237, 3839059 req, miss ratio 0.4173, byte miss ratio 0.4173
result/tencentBlock.ns19268.oracleGeneral.zst LeCaR cache size     4126, 3839059 req, miss ratio 0.3037, byte miss ratio 0.3037
result/tencentBlock.ns19268.oracleGeneral.zst LeCaR cache size    12378, 3839059 req, miss ratio 0.2821, byte miss ratio 0.2821
result/tencentBlock.ns19268.oracleGeneral.zst LeCaR cache size    41263, 3839059 req, miss ratio 0.2206, byte miss ratio 0.2206
result/tencentBlock.ns19268.oracleGeneral.zst LeCaR cache size    82526, 3839059 req, miss ratio 0.1682, byte miss ratio 0.1682
result/tencentBlock.ns19268.oracleGeneral.zst LeCaR cache size   165052, 3839059 req, miss ratio 0.1202, byte miss ratio 0.1202
result/tencentBlock.ns19268.oracleGeneral.zst LeCaR cache size   330104, 3839059 req, miss ratio 0.1078, byte miss ratio 0.1078
result/tencentBlock.ns19268.oracleGeneral.zst Cacheus cache size      412, 3839059 req, miss ratio 0.4928, byte miss ratio 0.4928
result/tencentBlock.ns19268.oracleGeneral.zst Cacheus cache size     1237, 3839059 req, miss ratio 0.3941, byte miss ratio 0.3941
