result/tencentBlock.ns5361.oracleGeneral.zst LHD cache size      128, 1253698 req, miss ratio 0.5078, byte miss ratio 0.5078
result/tencentBlock.ns5361.oracleGeneral.zst LHD cache size      384, 1253698 req, miss ratio 0.4705, byte miss ratio 0.4705
result/tencentBlock.ns5361.oracleGeneral.zst LHD cache size     1281, 1253698 req, miss ratio 0.4523, byte miss ratio 0.4523
result/tencentBlock.ns5361.oracleGeneral.zst LHD cache size     3845, 1253698 req, miss ratio 0.4474, byte miss ratio 0.4474
result/tencentBlock.ns5361.oracleGeneral.zst LHD cache size    12816, 1253698 req, miss ratio 0.4374, byte miss ratio 0.4374
result/tencentBlock.ns5361.oracleGeneral.zst LHD cache size    25633, 1253698 req, miss ratio 0.3860, byte miss ratio 0.3860
result/tencentBlock.ns5361.oracleGeneral.zst LHD cache size    51267, 1253698 req, miss ratio 0.2894, byte miss ratio 0.2894
result/tencentBlock.ns5361.oracleGeneral.zst LHD cache size   102534, 1253698 req, miss ratio 0.1237, byte miss ratio 0.1237
result/tencentBlock.ns5361.oracleGeneral.zst LIRS cache size      128, 1253698 req, miss ratio 0.5388, byte miss ratio 0.5388
result/tencentBlock.ns5361.oracleGeneral.zst LIRS cache size      384, 1253698 req, miss ratio 0.5106, byte miss ratio 0.5106
result/tencentBlock.ns5361.oracleGeneral.zst LIRS cache size     1281, 1253698 req, miss ratio 0.4516, byte miss ratio 0.4516
result/tencentBlock.ns5361.oracleGeneral.zst LIRS cache size     3845, 1253698 req, miss ratio 0.4489, byte miss ratio 0.4489
result/tencentBlock.ns5361.oracleGeneral.zst LIRS cache size    12816, 1253698 req, miss ratio 0.4161, byte miss ratio 0.4161
result/tencentBlock.ns5361.oracleGeneral.zst LIRS cache size    25633, 1253698 req, miss ratio 0.3619, byte miss ratio 0.3619
result/tencentBlock.ns5361.oracleGeneral.zst LIRS cache size    51267, 1253698 req, miss ratio 0.2673, byte miss ratio 0.2673
result/tencentBlock.ns5361.oracleGeneral.zst LIRS cache size   102534, 1253698 req, miss ratio 0.1276, byte miss ratio 0.1276
result/tencentBlock.ns5361.oracleGeneral.zst clock2 cache size      128, 1253698 req, miss ratio 0.4910, byte miss ratio 0.4910
result/tencentBlock.ns5361.oracleGeneral.zst clock2 cache size      384, 1253698 req, miss ratio 0.4701, byte miss ratio 0.4701
result/tencentBlock.ns5361.oracleGeneral.zst clock2 cache size     1281, 1253698 req, miss ratio 0.4530, byte miss ratio 0.4530
result/tencentBlock.ns5361.oracleGeneral.zst clock2 cache size     3845, 1253698 req, miss ratio 0.4475, byte miss ratio 0.4475
result/tencentBlock.ns5361.oracleGeneral.zst clock2 cache size    12816, 1253698 req, miss ratio 0.4463, byte miss ratio 0.4463
result/tencentBlock.ns5361.oracleGeneral.zst clock2 cache size    25633, 1253698 req, miss ratio 0.3944, byte miss ratio 0.3944
result/tencentBlock.ns5361.oracleGeneral.zst clock2 cache size    51267, 1253698 req, miss ratio 0.3478, byte miss ratio 0.3478
result/tencentBlock.ns5361.oracleGeneral.zst clock2 cache size   102534, 1253698 req, miss ratio 0.1363, byte miss ratio 0.1363
result/tencentBlock.ns5361.oracleGeneral.zst FIFO cache size      128, 1253698 req, miss ratio 0.5997, byte miss ratio 0.5997
result/tencentBlock.ns5361.oracleGeneral.zst FIFO cache size      384, 1253698 req, miss ratio 0.5143, byte miss ratio 0.5143
result/tencentBlock.ns5361.oracleGeneral.zst FIFO cache size     1281, 1253698 req, miss ratio 0.4721, byte miss ratio 0.4721
result/tencentBlock.ns5361.oracleGeneral.zst FIFO cache size     3845, 1253698 req, miss ratio 0.4563, byte miss ratio 0.4563
result/tencentBlock.ns5361.oracleGeneral.zst FIFO cache size    12816, 1253698 req, miss ratio 0.4491, byte miss ratio 0.4491
result/tencentBlock.ns5361.oracleGeneral.zst FIFO cache size    25633, 1253698 req, miss ratio 0.4079, byte miss ratio 0.4079
result/tencentBlock.ns5361.oracleGeneral.zst FIFO cache size    51267, 1253698 req, miss ratio 0.2817, byte miss ratio 0.2817
result/tencentBlock.ns5361.oracleGeneral.zst FIFO cache size   102534, 1253698 req, miss ratio 0.1442, byte miss ratio 0.1442
result/tencentBlock.ns5361.oracleGeneral.zst Cacheus cache size      128, 1253698 req, miss ratio 0.4854, byte miss ratio 0.4854
result/tencentBlock.ns5361.oracleGeneral.zst Cacheus cache size      384, 1253698 req, miss ratio 0.4623, byte miss ratio 0.4623
result/tencentBlock.ns5361.oracleGeneral.zst Cacheus cache size     1281, 1253698 req, miss ratio 0.4486, byte miss ratio 0.4486
result/tencentBlock.ns5361.oracleGeneral.zst Cacheus cache size     3845, 1253698 req, miss ratio 0.4467, byte miss ratio 0.4467
result/tencentBlock.ns5361.oracleGeneral.zst Cacheus cache size    12816, 1253698 req, miss ratio 0.4262, byte miss ratio 0.4262
result/tencentBlock.ns5361.oracleGeneral.zst Cacheus cache size    25633, 1253698 req, miss ratio 0.3937, byte miss ratio 0.3937
result/tencentBlock.ns5361.oracleGeneral.zst Cacheus cache size    51267, 1253698 req, miss ratio 0.2590, byte miss ratio 0.2590
result/tencentBlock.ns5361.oracleGeneral.zst Cacheus cache size   102534, 1253698 req, miss ratio 0.1289, byte miss ratio 0.1289
result/tencentBlock.ns5361.oracleGeneral.zst ARC cache size      128, 1253698 req, miss ratio 0.4830, byte miss ratio 0.4830
result/tencentBlock.ns5361.oracleGeneral.zst ARC cache size      384, 1253698 req, miss ratio 0.4605, byte miss ratio 0.4605
result/tencentBlock.ns5361.oracleGeneral.zst ARC cache size     1281, 1253698 req, miss ratio 0.4494, byte miss ratio 0.4494
result/tencentBlock.ns5361.oracleGeneral.zst ARC cache size     3845, 1253698 req, miss ratio 0.4469, byte miss ratio 0.4469
result/tencentBlock.ns5361.oracleGeneral.zst ARC cache size    12816, 1253698 req, miss ratio 0.4432, byte miss ratio 0.4432
result/tencentBlock.ns5361.oracleGeneral.zst ARC cache size    25633, 1253698 req, miss ratio 0.3752, byte miss ratio 0.3752
result/tencentBlock.ns5361.oracleGeneral.zst ARC cache size    51267, 1253698 req, miss ratio 0.3065, byte miss ratio 0.3065
result/tencentBlock.ns5361.oracleGeneral.zst ARC cache size   102534, 1253698 req, miss ratio 0.1275, byte miss ratio 0.1275
result/tencentBlock.ns5361.oracleGeneral.zst LRU cache size      128, 1253698 req, miss ratio 0.4951, byte miss ratio 0.4951
result/tencentBlock.ns5361.oracleGeneral.zst LRU cache size      384, 1253698 req, miss ratio 0.4715, byte miss ratio 0.4715
