result/tencentBlock.ns17798.oracleGeneral.zst FIFO cache size      201, 1219300 req, miss ratio 0.4307, byte miss ratio 0.4307
result/tencentBlock.ns17798.oracleGeneral.zst FIFO cache size      603, 1219300 req, miss ratio 0.3937, byte miss ratio 0.3937
result/tencentBlock.ns17798.oracleGeneral.zst FIFO cache size     2010, 1219300 req, miss ratio 0.3787, byte miss ratio 0.3787
result/tencentBlock.ns17798.oracleGeneral.zst FIFO cache size     6030, 1219300 req, miss ratio 0.3739, byte miss ratio 0.3739
result/tencentBlock.ns17798.oracleGeneral.zst FIFO cache size    20103, 1219300 req, miss ratio 0.3210, byte miss ratio 0.3210
result/tencentBlock.ns17798.oracleGeneral.zst FIFO cache size    40206, 1219300 req, miss ratio 0.2622, byte miss ratio 0.2622
result/tencentBlock.ns17798.oracleGeneral.zst FIFO cache size    80413, 1219300 req, miss ratio 0.2092, byte miss ratio 0.2092
result/tencentBlock.ns17798.oracleGeneral.zst FIFO cache size   160826, 1219300 req, miss ratio 0.1769, byte miss ratio 0.1769
result/tencentBlock.ns17798.oracleGeneral.zst LRU cache size      201, 1219300 req, miss ratio 0.3839, byte miss ratio 0.3839
result/tencentBlock.ns17798.oracleGeneral.zst LRU cache size      603, 1219300 req, miss ratio 0.3755, byte miss ratio 0.3755
result/tencentBlock.ns17798.oracleGeneral.zst LRU cache size     2010, 1219300 req, miss ratio 0.3726, byte miss ratio 0.3726
result/tencentBlock.ns17798.oracleGeneral.zst LRU cache size     6030, 1219300 req, miss ratio 0.3716, byte miss ratio 0.3716
result/tencentBlock.ns17798.oracleGeneral.zst LRU cache size    20103, 1219300 req, miss ratio 0.3126, byte miss ratio 0.3126
result/tencentBlock.ns17798.oracleGeneral.zst LRU cache size    40206, 1219300 req, miss ratio 0.2357, byte miss ratio 0.2357
result/tencentBlock.ns17798.oracleGeneral.zst LRU cache size    80413, 1219300 req, miss ratio 0.1777, byte miss ratio 0.1777
result/tencentBlock.ns17798.oracleGeneral.zst LRU cache size   160826, 1219300 req, miss ratio 0.1651, byte miss ratio 0.1651
result/tencentBlock.ns17798.oracleGeneral.zst LeCaR cache size      201, 1219300 req, miss ratio 0.3825, byte miss ratio 0.3825
result/tencentBlock.ns17798.oracleGeneral.zst LeCaR cache size      603, 1219300 req, miss ratio 0.3753, byte miss ratio 0.3753
result/tencentBlock.ns17798.oracleGeneral.zst LeCaR cache size     2010, 1219300 req, miss ratio 0.3726, byte miss ratio 0.3726
result/tencentBlock.ns17798.oracleGeneral.zst LeCaR cache size     6030, 1219300 req, miss ratio 0.3716, byte miss ratio 0.3716
result/tencentBlock.ns17798.oracleGeneral.zst LeCaR cache size    20103, 1219300 req, miss ratio 0.3049, byte miss ratio 0.3049
result/tencentBlock.ns17798.oracleGeneral.zst LeCaR cache size    40206, 1219300 req, miss ratio 0.2360, byte miss ratio 0.2360
result/tencentBlock.ns17798.oracleGeneral.zst LeCaR cache size    80413, 1219300 req, miss ratio 0.1759, byte miss ratio 0.1759
result/tencentBlock.ns17798.oracleGeneral.zst LeCaR cache size   160826, 1219300 req, miss ratio 0.1651, byte miss ratio 0.1651
result/tencentBlock.ns17798.oracleGeneral.zst Cacheus cache size      201, 1219300 req, miss ratio 0.3779, byte miss ratio 0.3779
result/tencentBlock.ns17798.oracleGeneral.zst Cacheus cache size      603, 1219300 req, miss ratio 0.3740, byte miss ratio 0.3740
result/tencentBlock.ns17798.oracleGeneral.zst Cacheus cache size     2010, 1219300 req, miss ratio 0.3721, byte miss ratio 0.3721
