result/tencentBlock.ns14429.oracleGeneral.zst LeCaR cache size      194, 1415980 req, miss ratio 0.4773, byte miss ratio 0.4773
result/tencentBlock.ns14429.oracleGeneral.zst LeCaR cache size      584, 1415980 req, miss ratio 0.4548, byte miss ratio 0.4548
result/tencentBlock.ns14429.oracleGeneral.zst LeCaR cache size     1949, 1415980 req, miss ratio 0.4395, byte miss ratio 0.4395
result/tencentBlock.ns14429.oracleGeneral.zst LeCaR cache size     5849, 1415980 req, miss ratio 0.3720, byte miss ratio 0.3720
result/tencentBlock.ns14429.oracleGeneral.zst LeCaR cache size    19496, 1415980 req, miss ratio 0.2819, byte miss ratio 0.2819
result/tencentBlock.ns14429.oracleGeneral.zst LeCaR cache size    38993, 1415980 req, miss ratio 0.2125, byte miss ratio 0.2125
result/tencentBlock.ns14429.oracleGeneral.zst LeCaR cache size    77986, 1415980 req, miss ratio 0.1481, byte miss ratio 0.1481
result/tencentBlock.ns14429.oracleGeneral.zst LeCaR cache size   155973, 1415980 req, miss ratio 0.1377, byte miss ratio 0.1377
result/tencentBlock.ns14429.oracleGeneral.zst clock2 cache size      194, 1415980 req, miss ratio 0.4822, byte miss ratio 0.4822
result/tencentBlock.ns14429.oracleGeneral.zst clock2 cache size      584, 1415980 req, miss ratio 0.4562, byte miss ratio 0.4562
result/tencentBlock.ns14429.oracleGeneral.zst clock2 cache size     1949, 1415980 req, miss ratio 0.4390, byte miss ratio 0.4390
result/tencentBlock.ns14429.oracleGeneral.zst clock2 cache size     5849, 1415980 req, miss ratio 0.3886, byte miss ratio 0.3886
result/tencentBlock.ns14429.oracleGeneral.zst clock2 cache size    19496, 1415980 req, miss ratio 0.2951, byte miss ratio 0.2951
result/tencentBlock.ns14429.oracleGeneral.zst clock2 cache size    38993, 1415980 req, miss ratio 0.2423, byte miss ratio 0.2423
result/tencentBlock.ns14429.oracleGeneral.zst clock2 cache size    77986, 1415980 req, miss ratio 0.1614, byte miss ratio 0.1614
result/tencentBlock.ns14429.oracleGeneral.zst clock2 cache size   155973, 1415980 req, miss ratio 0.1380, byte miss ratio 0.1380
result/tencentBlock.ns14429.oracleGeneral.zst LHD cache size      194, 1415980 req, miss ratio 0.4941, byte miss ratio 0.4941
result/tencentBlock.ns14429.oracleGeneral.zst LHD cache size      584, 1415980 req, miss ratio 0.4549, byte miss ratio 0.4549
result/tencentBlock.ns14429.oracleGeneral.zst LHD cache size     1949, 1415980 req, miss ratio 0.4362, byte miss ratio 0.4362
result/tencentBlock.ns14429.oracleGeneral.zst LHD cache size     5849, 1415980 req, miss ratio 0.3745, byte miss ratio 0.3745
result/tencentBlock.ns14429.oracleGeneral.zst LHD cache size    19496, 1415980 req, miss ratio 0.2832, byte miss ratio 0.2832
result/tencentBlock.ns14429.oracleGeneral.zst LHD cache size    38993, 1415980 req, miss ratio 0.2148, byte miss ratio 0.2148
result/tencentBlock.ns14429.oracleGeneral.zst LHD cache size    77986, 1415980 req, miss ratio 0.1508, byte miss ratio 0.1508
result/tencentBlock.ns14429.oracleGeneral.zst LHD cache size   155973, 1415980 req, miss ratio 0.1381, byte miss ratio 0.1381
result/tencentBlock.ns14429.oracleGeneral.zst S3FIFO-1 cache size      194, 1415980 req, miss ratio 0.4899, byte miss ratio 0.4899
result/tencentBlock.ns14429.oracleGeneral.zst S3FIFO-1 cache size      584, 1415980 req, miss ratio 0.4557, byte miss ratio 0.4557
result/tencentBlock.ns14429.oracleGeneral.zst S3FIFO-1 cache size     1949, 1415980 req, miss ratio 0.4377, byte miss ratio 0.4377
result/tencentBlock.ns14429.oracleGeneral.zst S3FIFO-1 cache size     5849, 1415980 req, miss ratio 0.3759, byte miss ratio 0.3759
result/tencentBlock.ns14429.oracleGeneral.zst S3FIFO-1 cache size    19496, 1415980 req, miss ratio 0.3242, byte miss ratio 0.3242
result/tencentBlock.ns14429.oracleGeneral.zst S3FIFO-1 cache size    38993, 1415980 req, miss ratio 0.2371, byte miss ratio 0.2371
result/tencentBlock.ns14429.oracleGeneral.zst S3FIFO-1 cache size    77986, 1415980 req, miss ratio 0.1557, byte miss ratio 0.1557
result/tencentBlock.ns14429.oracleGeneral.zst S3FIFO-1 cache size   155973, 1415980 req, miss ratio 0.1380, byte miss ratio 0.1380
result/tencentBlock.ns14429.oracleGeneral.zst LIRS cache size      194, 1415980 req, miss ratio 0.4978, byte miss ratio 0.4978
result/tencentBlock.ns14429.oracleGeneral.zst LIRS cache size      584, 1415980 req, miss ratio 0.4780, byte miss ratio 0.4780
result/tencentBlock.ns14429.oracleGeneral.zst LIRS cache size     1949, 1415980 req, miss ratio 0.4604, byte miss ratio 0.4604
result/tencentBlock.ns14429.oracleGeneral.zst LIRS cache size     5849, 1415980 req, miss ratio 0.3835, byte miss ratio 0.3835
result/tencentBlock.ns14429.oracleGeneral.zst LIRS cache size    19496, 1415980 req, miss ratio 0.3219, byte miss ratio 0.3219
result/tencentBlock.ns14429.oracleGeneral.zst LIRS cache size    38993, 1415980 req, miss ratio 0.2556, byte miss ratio 0.2556
result/tencentBlock.ns14429.oracleGeneral.zst LIRS cache size    77986, 1415980 req, miss ratio 0.1898, byte miss ratio 0.1898
result/tencentBlock.ns14429.oracleGeneral.zst LIRS cache size   155973, 1415980 req, miss ratio 0.1498, byte miss ratio 0.1498
result/tencentBlock.ns14429.oracleGeneral.zst Clock cache size      194, 1415980 req, miss ratio 0.4789, byte miss ratio 0.4789
result/tencentBlock.ns14429.oracleGeneral.zst Clock cache size      584, 1415980 req, miss ratio 0.4569, byte miss ratio 0.4569
result/tencentBlock.ns14429.oracleGeneral.zst Clock cache size     1949, 1415980 req, miss ratio 0.4405, byte miss ratio 0.4405
