result/tencentBlock.ns4253.oracleGeneral.zst Clock cache size      664, 8232212 req, miss ratio 0.5481, byte miss ratio 0.5481
result/tencentBlock.ns4253.oracleGeneral.zst Clock cache size     1994, 8232212 req, miss ratio 0.5151, byte miss ratio 0.5151
result/tencentBlock.ns4253.oracleGeneral.zst Clock cache size     6649, 8232212 req, miss ratio 0.4733, byte miss ratio 0.4733
result/tencentBlock.ns4253.oracleGeneral.zst Clock cache size    19948, 8232212 req, miss ratio 0.3881, byte miss ratio 0.3881
result/tencentBlock.ns4253.oracleGeneral.zst Clock cache size    66494, 8232212 req, miss ratio 0.3190, byte miss ratio 0.3190
result/tencentBlock.ns4253.oracleGeneral.zst Clock cache size   132989, 8232212 req, miss ratio 0.2624, byte miss ratio 0.2624
result/tencentBlock.ns4253.oracleGeneral.zst Clock cache size   265978, 8232212 req, miss ratio 0.1276, byte miss ratio 0.1276
result/tencentBlock.ns4253.oracleGeneral.zst Clock cache size   531957, 8232212 req, miss ratio 0.0828, byte miss ratio 0.0828
result/tencentBlock.ns4253.oracleGeneral.zst ARC cache size      664, 8232212 req, miss ratio 0.5323, byte miss ratio 0.5323
result/tencentBlock.ns4253.oracleGeneral.zst ARC cache size     1994, 8232212 req, miss ratio 0.5010, byte miss ratio 0.5010
result/tencentBlock.ns4253.oracleGeneral.zst ARC cache size     6649, 8232212 req, miss ratio 0.4330, byte miss ratio 0.4330
result/tencentBlock.ns4253.oracleGeneral.zst ARC cache size    19948, 8232212 req, miss ratio 0.3827, byte miss ratio 0.3827
result/tencentBlock.ns4253.oracleGeneral.zst ARC cache size    66494, 8232212 req, miss ratio 0.3141, byte miss ratio 0.3141
result/tencentBlock.ns4253.oracleGeneral.zst ARC cache size   132989, 8232212 req, miss ratio 0.2566, byte miss ratio 0.2566
result/tencentBlock.ns4253.oracleGeneral.zst ARC cache size   265978, 8232212 req, miss ratio 0.1251, byte miss ratio 0.1251
result/tencentBlock.ns4253.oracleGeneral.zst ARC cache size   531957, 8232212 req, miss ratio 0.0829, byte miss ratio 0.0829
result/tencentBlock.ns4253.oracleGeneral.zst LeCaR cache size      664, 8232212 req, miss ratio 0.5462, byte miss ratio 0.5462
result/tencentBlock.ns4253.oracleGeneral.zst LeCaR cache size     1994, 8232212 req, miss ratio 0.5141, byte miss ratio 0.5141
result/tencentBlock.ns4253.oracleGeneral.zst LeCaR cache size     6649, 8232212 req, miss ratio 0.4588, byte miss ratio 0.4588
result/tencentBlock.ns4253.oracleGeneral.zst LeCaR cache size    19948, 8232212 req, miss ratio 0.3858, byte miss ratio 0.3858
result/tencentBlock.ns4253.oracleGeneral.zst LeCaR cache size    66494, 8232212 req, miss ratio 0.3148, byte miss ratio 0.3148
result/tencentBlock.ns4253.oracleGeneral.zst LeCaR cache size   132989, 8232212 req, miss ratio 0.2487, byte miss ratio 0.2487
result/tencentBlock.ns4253.oracleGeneral.zst LeCaR cache size   265978, 8232212 req, miss ratio 0.1230, byte miss ratio 0.1230
result/tencentBlock.ns4253.oracleGeneral.zst LeCaR cache size   531957, 8232212 req, miss ratio 0.0832, byte miss ratio 0.0832
result/tencentBlock.ns4253.oracleGeneral.zst FIFO cache size      664, 8232212 req, miss ratio 0.5860, byte miss ratio 0.5860
result/tencentBlock.ns4253.oracleGeneral.zst FIFO cache size     1994, 8232212 req, miss ratio 0.5374, byte miss ratio 0.5374
result/tencentBlock.ns4253.oracleGeneral.zst FIFO cache size     6649, 8232212 req, miss ratio 0.4763, byte miss ratio 0.4763
result/tencentBlock.ns4253.oracleGeneral.zst FIFO cache size    19948, 8232212 req, miss ratio 0.4124, byte miss ratio 0.4124
result/tencentBlock.ns4253.oracleGeneral.zst FIFO cache size    66494, 8232212 req, miss ratio 0.3311, byte miss ratio 0.3311
result/tencentBlock.ns4253.oracleGeneral.zst FIFO cache size   132989, 8232212 req, miss ratio 0.2853, byte miss ratio 0.2853
result/tencentBlock.ns4253.oracleGeneral.zst FIFO cache size   265978, 8232212 req, miss ratio 0.1577, byte miss ratio 0.1577
result/tencentBlock.ns4253.oracleGeneral.zst FIFO cache size   531957, 8232212 req, miss ratio 0.0969, byte miss ratio 0.0969
result/tencentBlock.ns4253.oracleGeneral.zst S3FIFO-1 cache size      664, 8232212 req, miss ratio 0.5335, byte miss ratio 0.5335
result/tencentBlock.ns4253.oracleGeneral.zst S3FIFO-1 cache size     1994, 8232212 req, miss ratio 0.5010, byte miss ratio 0.5010
result/tencentBlock.ns4253.oracleGeneral.zst S3FIFO-1 cache size     6649, 8232212 req, miss ratio 0.4301, byte miss ratio 0.4301
result/tencentBlock.ns4253.oracleGeneral.zst S3FIFO-1 cache size    19948, 8232212 req, miss ratio 0.3771, byte miss ratio 0.3771
result/tencentBlock.ns4253.oracleGeneral.zst S3FIFO-1 cache size    66494, 8232212 req, miss ratio 0.3048, byte miss ratio 0.3048
result/tencentBlock.ns4253.oracleGeneral.zst S3FIFO-1 cache size   132989, 8232212 req, miss ratio 0.2316, byte miss ratio 0.2316
result/tencentBlock.ns4253.oracleGeneral.zst S3FIFO-1 cache size   265978, 8232212 req, miss ratio 0.1268, byte miss ratio 0.1268
result/tencentBlock.ns4253.oracleGeneral.zst S3FIFO-1 cache size   531957, 8232212 req, miss ratio 0.0829, byte miss ratio 0.0829
result/tencentBlock.ns4253.oracleGeneral.zst LIRS cache size      664, 8232212 req, miss ratio 0.5547, byte miss ratio 0.5547
result/tencentBlock.ns4253.oracleGeneral.zst LIRS cache size     1994, 8232212 req, miss ratio 0.5115, byte miss ratio 0.5115
result/tencentBlock.ns4253.oracleGeneral.zst LIRS cache size     6649, 8232212 req, miss ratio 0.4382, byte miss ratio 0.4382
result/tencentBlock.ns4253.oracleGeneral.zst LIRS cache size    19948, 8232212 req, miss ratio 0.3922, byte miss ratio 0.3922
result/tencentBlock.ns4253.oracleGeneral.zst LIRS cache size    66494, 8232212 req, miss ratio 0.3183, byte miss ratio 0.3183
result/tencentBlock.ns4253.oracleGeneral.zst LIRS cache size   132989, 8232212 req, miss ratio 0.2287, byte miss ratio 0.2287
result/tencentBlock.ns4253.oracleGeneral.zst LIRS cache size   265978, 8232212 req, miss ratio 0.1260, byte miss ratio 0.1260
result/tencentBlock.ns4253.oracleGeneral.zst LIRS cache size   531957, 8232212 req, miss ratio 0.0879, byte miss ratio 0.0879
result/tencentBlock.ns4253.oracleGeneral.zst Cacheus cache size      664, 8232212 req, miss ratio 0.5318, byte miss ratio 0.5318
result/tencentBlock.ns4253.oracleGeneral.zst Cacheus cache size     1994, 8232212 req, miss ratio 0.5054, byte miss ratio 0.5054
result/tencentBlock.ns4253.oracleGeneral.zst Cacheus cache size     6649, 8232212 req, miss ratio 0.4322, byte miss ratio 0.4322
result/tencentBlock.ns4253.oracleGeneral.zst Cacheus cache size    19948, 8232212 req, miss ratio 0.3866, byte miss ratio 0.3866
result/tencentBlock.ns4253.oracleGeneral.zst Cacheus cache size    66494, 8232212 req, miss ratio 0.3110, byte miss ratio 0.3110
result/tencentBlock.ns4253.oracleGeneral.zst Cacheus cache size   132989, 8232212 req, miss ratio 0.2626, byte miss ratio 0.2626
result/tencentBlock.ns4253.oracleGeneral.zst Cacheus cache size   265978, 8232212 req, miss ratio 0.1292, byte miss ratio 0.1292
result/tencentBlock.ns4253.oracleGeneral.zst Cacheus cache size   531957, 8232212 req, miss ratio 0.0832, byte miss ratio 0.0832
result/tencentBlock.ns4253.oracleGeneral.zst LRU cache size      664, 8232212 req, miss ratio 0.5508, byte miss ratio 0.5508
result/tencentBlock.ns4253.oracleGeneral.zst LRU cache size     1994, 8232212 req, miss ratio 0.5170, byte miss ratio 0.5170
result/tencentBlock.ns4253.oracleGeneral.zst LRU cache size     6649, 8232212 req, miss ratio 0.4674, byte miss ratio 0.4674
result/tencentBlock.ns4253.oracleGeneral.zst LRU cache size    19948, 8232212 req, miss ratio 0.3884, byte miss ratio 0.3884
result/tencentBlock.ns4253.oracleGeneral.zst LRU cache size    66494, 8232212 req, miss ratio 0.3157, byte miss ratio 0.3157
result/tencentBlock.ns4253.oracleGeneral.zst LRU cache size   132989, 8232212 req, miss ratio 0.2679, byte miss ratio 0.2679
result/tencentBlock.ns4253.oracleGeneral.zst LRU cache size   265978, 8232212 req, miss ratio 0.1248, byte miss ratio 0.1248
result/tencentBlock.ns4253.oracleGeneral.zst LRU cache size   531957, 8232212 req, miss ratio 0.0833, byte miss ratio 0.0833
result/tencentBlock.ns4253.oracleGeneral.zst LHD cache size      664, 8232212 req, miss ratio 0.5592, byte miss ratio 0.5592
result/tencentBlock.ns4253.oracleGeneral.zst LHD cache size     1994, 8232212 req, miss ratio 0.5123, byte miss ratio 0.5123
result/tencentBlock.ns4253.oracleGeneral.zst LHD cache size     6649, 8232212 req, miss ratio 0.4440, byte miss ratio 0.4440
