result/tencentBlock.ns8433.oracleGeneral.zst ARC cache size      492, 3592683 req, miss ratio 0.5617, byte miss ratio 0.5617
result/tencentBlock.ns8433.oracleGeneral.zst ARC cache size     1477, 3592683 req, miss ratio 0.5487, byte miss ratio 0.5487
result/tencentBlock.ns8433.oracleGeneral.zst ARC cache size     4925, 3592683 req, miss ratio 0.5222, byte miss ratio 0.5222
result/tencentBlock.ns8433.oracleGeneral.zst ARC cache size    14776, 3592683 req, miss ratio 0.5031, byte miss ratio 0.5031
result/tencentBlock.ns8433.oracleGeneral.zst ARC cache size    49256, 3592683 req, miss ratio 0.4347, byte miss ratio 0.4347
result/tencentBlock.ns8433.oracleGeneral.zst ARC cache size    98513, 3592683 req, miss ratio 0.4048, byte miss ratio 0.4048
result/tencentBlock.ns8433.oracleGeneral.zst ARC cache size   197026, 3592683 req, miss ratio 0.1872, byte miss ratio 0.1872
result/tencentBlock.ns8433.oracleGeneral.zst ARC cache size   394052, 3592683 req, miss ratio 0.1374, byte miss ratio 0.1374
result/tencentBlock.ns8433.oracleGeneral.zst LIRS cache size      492, 3592683 req, miss ratio 0.6128, byte miss ratio 0.6128
result/tencentBlock.ns8433.oracleGeneral.zst LIRS cache size     1477, 3592683 req, miss ratio 0.5723, byte miss ratio 0.5723
result/tencentBlock.ns8433.oracleGeneral.zst LIRS cache size     4925, 3592683 req, miss ratio 0.5291, byte miss ratio 0.5291
result/tencentBlock.ns8433.oracleGeneral.zst LIRS cache size    14776, 3592683 req, miss ratio 0.5015, byte miss ratio 0.5015
result/tencentBlock.ns8433.oracleGeneral.zst LIRS cache size    49256, 3592683 req, miss ratio 0.4342, byte miss ratio 0.4342
result/tencentBlock.ns8433.oracleGeneral.zst LIRS cache size    98513, 3592683 req, miss ratio 0.3449, byte miss ratio 0.3449
result/tencentBlock.ns8433.oracleGeneral.zst LIRS cache size   197026, 3592683 req, miss ratio 0.1715, byte miss ratio 0.1715
result/tencentBlock.ns8433.oracleGeneral.zst LIRS cache size   394052, 3592683 req, miss ratio 0.1378, byte miss ratio 0.1378
result/tencentBlock.ns8433.oracleGeneral.zst LeCaR cache size      492, 3592683 req, miss ratio 0.5750, byte miss ratio 0.5750
result/tencentBlock.ns8433.oracleGeneral.zst LeCaR cache size     1477, 3592683 req, miss ratio 0.5536, byte miss ratio 0.5536
result/tencentBlock.ns8433.oracleGeneral.zst LeCaR cache size     4925, 3592683 req, miss ratio 0.5348, byte miss ratio 0.5348
result/tencentBlock.ns8433.oracleGeneral.zst LeCaR cache size    14776, 3592683 req, miss ratio 0.5147, byte miss ratio 0.5147
result/tencentBlock.ns8433.oracleGeneral.zst LeCaR cache size    49256, 3592683 req, miss ratio 0.4699, byte miss ratio 0.4699
result/tencentBlock.ns8433.oracleGeneral.zst LeCaR cache size    98513, 3592683 req, miss ratio 0.4403, byte miss ratio 0.4403
result/tencentBlock.ns8433.oracleGeneral.zst LeCaR cache size   197026, 3592683 req, miss ratio 0.1791, byte miss ratio 0.1791
result/tencentBlock.ns8433.oracleGeneral.zst LeCaR cache size   394052, 3592683 req, miss ratio 0.1373, byte miss ratio 0.1373
