result/tencentBlock.ns6764.oracleGeneral.zst LIRS cache size      159, 3638501 req, miss ratio 0.2343, byte miss ratio 0.2343
result/tencentBlock.ns6764.oracleGeneral.zst LIRS cache size      479, 3638501 req, miss ratio 0.2009, byte miss ratio 0.2009
result/tencentBlock.ns6764.oracleGeneral.zst LIRS cache size     1598, 3638501 req, miss ratio 0.1652, byte miss ratio 0.1652
result/tencentBlock.ns6764.oracleGeneral.zst LIRS cache size     4795, 3638501 req, miss ratio 0.1453, byte miss ratio 0.1453
result/tencentBlock.ns6764.oracleGeneral.zst LIRS cache size    15984, 3638501 req, miss ratio 0.0981, byte miss ratio 0.0981
result/tencentBlock.ns6764.oracleGeneral.zst LIRS cache size    31968, 3638501 req, miss ratio 0.0631, byte miss ratio 0.0631
result/tencentBlock.ns6764.oracleGeneral.zst LIRS cache size    63937, 3638501 req, miss ratio 0.0510, byte miss ratio 0.0510
result/tencentBlock.ns6764.oracleGeneral.zst LIRS cache size   127875, 3638501 req, miss ratio 0.0442, byte miss ratio 0.0442
result/tencentBlock.ns6764.oracleGeneral.zst Cacheus cache size      159, 3638501 req, miss ratio 0.2628, byte miss ratio 0.2628
result/tencentBlock.ns6764.oracleGeneral.zst Cacheus cache size      479, 3638501 req, miss ratio 0.1855, byte miss ratio 0.1855
result/tencentBlock.ns6764.oracleGeneral.zst Cacheus cache size     1598, 3638501 req, miss ratio 0.1664, byte miss ratio 0.1664
result/tencentBlock.ns6764.oracleGeneral.zst Cacheus cache size     4795, 3638501 req, miss ratio 0.1451, byte miss ratio 0.1451
result/tencentBlock.ns6764.oracleGeneral.zst Cacheus cache size    15984, 3638501 req, miss ratio 0.1018, byte miss ratio 0.1018
result/tencentBlock.ns6764.oracleGeneral.zst Cacheus cache size    31968, 3638501 req, miss ratio 0.0658, byte miss ratio 0.0658
result/tencentBlock.ns6764.oracleGeneral.zst Cacheus cache size    63937, 3638501 req, miss ratio 0.0508, byte miss ratio 0.0508
result/tencentBlock.ns6764.oracleGeneral.zst Cacheus cache size   127875, 3638501 req, miss ratio 0.0440, byte miss ratio 0.0440
result/tencentBlock.ns6764.oracleGeneral.zst FIFO cache size      159, 3638501 req, miss ratio 0.3557, byte miss ratio 0.3557
result/tencentBlock.ns6764.oracleGeneral.zst FIFO cache size      479, 3638501 req, miss ratio 0.2374, byte miss ratio 0.2374
result/tencentBlock.ns6764.oracleGeneral.zst FIFO cache size     1598, 3638501 req, miss ratio 0.1872, byte miss ratio 0.1872
result/tencentBlock.ns6764.oracleGeneral.zst FIFO cache size     4795, 3638501 req, miss ratio 0.1645, byte miss ratio 0.1645
result/tencentBlock.ns6764.oracleGeneral.zst FIFO cache size    15984, 3638501 req, miss ratio 0.1147, byte miss ratio 0.1147
result/tencentBlock.ns6764.oracleGeneral.zst FIFO cache size    31968, 3638501 req, miss ratio 0.0759, byte miss ratio 0.0759
result/tencentBlock.ns6764.oracleGeneral.zst FIFO cache size    63937, 3638501 req, miss ratio 0.0581, byte miss ratio 0.0581
result/tencentBlock.ns6764.oracleGeneral.zst FIFO cache size   127875, 3638501 req, miss ratio 0.0466, byte miss ratio 0.0466
