result/tencentBlock.ns17860.oracleGeneral.zst LHD cache size      167, 1192899 req, miss ratio 0.5778, byte miss ratio 0.5778
result/tencentBlock.ns17860.oracleGeneral.zst LHD cache size      502, 1192899 req, miss ratio 0.5590, byte miss ratio 0.5590
result/tencentBlock.ns17860.oracleGeneral.zst LHD cache size     1673, 1192899 req, miss ratio 0.5500, byte miss ratio 0.5500
result/tencentBlock.ns17860.oracleGeneral.zst LHD cache size     5020, 1192899 req, miss ratio 0.5461, byte miss ratio 0.5461
result/tencentBlock.ns17860.oracleGeneral.zst LHD cache size    16734, 1192899 req, miss ratio 0.5275, byte miss ratio 0.5275
result/tencentBlock.ns17860.oracleGeneral.zst LHD cache size    33468, 1192899 req, miss ratio 0.4540, byte miss ratio 0.4540
result/tencentBlock.ns17860.oracleGeneral.zst LHD cache size    66936, 1192899 req, miss ratio 0.3425, byte miss ratio 0.3425
result/tencentBlock.ns17860.oracleGeneral.zst LHD cache size   133872, 1192899 req, miss ratio 0.1574, byte miss ratio 0.1574
result/tencentBlock.ns17860.oracleGeneral.zst LIRS cache size      167, 1192899 req, miss ratio 0.6355, byte miss ratio 0.6355
result/tencentBlock.ns17860.oracleGeneral.zst LIRS cache size      502, 1192899 req, miss ratio 0.5952, byte miss ratio 0.5952
result/tencentBlock.ns17860.oracleGeneral.zst LIRS cache size     1673, 1192899 req, miss ratio 0.5521, byte miss ratio 0.5521
result/tencentBlock.ns17860.oracleGeneral.zst LIRS cache size     5020, 1192899 req, miss ratio 0.5454, byte miss ratio 0.5454
result/tencentBlock.ns17860.oracleGeneral.zst LIRS cache size    16734, 1192899 req, miss ratio 0.4874, byte miss ratio 0.4874
result/tencentBlock.ns17860.oracleGeneral.zst LIRS cache size    33468, 1192899 req, miss ratio 0.4457, byte miss ratio 0.4457
result/tencentBlock.ns17860.oracleGeneral.zst LIRS cache size    66936, 1192899 req, miss ratio 0.3553, byte miss ratio 0.3553
