result/tencentBlock.ns16352.oracleGeneral.zst Clock cache size      111, 1689238 req, miss ratio 0.4200, byte miss ratio 0.4200
result/tencentBlock.ns16352.oracleGeneral.zst Clock cache size      334, 1689238 req, miss ratio 0.3013, byte miss ratio 0.3013
result/tencentBlock.ns16352.oracleGeneral.zst Clock cache size     1115, 1689238 req, miss ratio 0.2542, byte miss ratio 0.2542
result/tencentBlock.ns16352.oracleGeneral.zst Clock cache size     3345, 1689238 req, miss ratio 0.1846, byte miss ratio 0.1846
result/tencentBlock.ns16352.oracleGeneral.zst Clock cache size    11150, 1689238 req, miss ratio 0.1699, byte miss ratio 0.1699
result/tencentBlock.ns16352.oracleGeneral.zst Clock cache size    22300, 1689238 req, miss ratio 0.1252, byte miss ratio 0.1252
result/tencentBlock.ns16352.oracleGeneral.zst Clock cache size    44600, 1689238 req, miss ratio 0.0813, byte miss ratio 0.0813
result/tencentBlock.ns16352.oracleGeneral.zst Clock cache size    89201, 1689238 req, miss ratio 0.0663, byte miss ratio 0.0663
result/tencentBlock.ns16352.oracleGeneral.zst clock2 cache size      111, 1689238 req, miss ratio 0.4035, byte miss ratio 0.4035
result/tencentBlock.ns16352.oracleGeneral.zst clock2 cache size      334, 1689238 req, miss ratio 0.2953, byte miss ratio 0.2953
result/tencentBlock.ns16352.oracleGeneral.zst clock2 cache size     1115, 1689238 req, miss ratio 0.2524, byte miss ratio 0.2524
result/tencentBlock.ns16352.oracleGeneral.zst clock2 cache size     3345, 1689238 req, miss ratio 0.1842, byte miss ratio 0.1842
result/tencentBlock.ns16352.oracleGeneral.zst clock2 cache size    11150, 1689238 req, miss ratio 0.1676, byte miss ratio 0.1676
result/tencentBlock.ns16352.oracleGeneral.zst clock2 cache size    22300, 1689238 req, miss ratio 0.1211, byte miss ratio 0.1211
result/tencentBlock.ns16352.oracleGeneral.zst clock2 cache size    44600, 1689238 req, miss ratio 0.0793, byte miss ratio 0.0793
result/tencentBlock.ns16352.oracleGeneral.zst clock2 cache size    89201, 1689238 req, miss ratio 0.0663, byte miss ratio 0.0663
result/tencentBlock.ns16352.oracleGeneral.zst LIRS cache size      111, 1689238 req, miss ratio 0.3816, byte miss ratio 0.3816
result/tencentBlock.ns16352.oracleGeneral.zst LIRS cache size      334, 1689238 req, miss ratio 0.2839, byte miss ratio 0.2839
result/tencentBlock.ns16352.oracleGeneral.zst LIRS cache size     1115, 1689238 req, miss ratio 0.2174, byte miss ratio 0.2174
result/tencentBlock.ns16352.oracleGeneral.zst LIRS cache size     3345, 1689238 req, miss ratio 0.1788, byte miss ratio 0.1788
result/tencentBlock.ns16352.oracleGeneral.zst LIRS cache size    11150, 1689238 req, miss ratio 0.1417, byte miss ratio 0.1417
result/tencentBlock.ns16352.oracleGeneral.zst LIRS cache size    22300, 1689238 req, miss ratio 0.0988, byte miss ratio 0.0988
result/tencentBlock.ns16352.oracleGeneral.zst LIRS cache size    44600, 1689238 req, miss ratio 0.0707, byte miss ratio 0.0707
result/tencentBlock.ns16352.oracleGeneral.zst LIRS cache size    89201, 1689238 req, miss ratio 0.0663, byte miss ratio 0.0663
result/tencentBlock.ns16352.oracleGeneral.zst S3FIFO-1 cache size      111, 1689238 req, miss ratio 0.3713, byte miss ratio 0.3713
result/tencentBlock.ns16352.oracleGeneral.zst S3FIFO-1 cache size      334, 1689238 req, miss ratio 0.2677, byte miss ratio 0.2677
result/tencentBlock.ns16352.oracleGeneral.zst S3FIFO-1 cache size     1115, 1689238 req, miss ratio 0.2179, byte miss ratio 0.2179
result/tencentBlock.ns16352.oracleGeneral.zst S3FIFO-1 cache size     3345, 1689238 req, miss ratio 0.1725, byte miss ratio 0.1725
result/tencentBlock.ns16352.oracleGeneral.zst S3FIFO-1 cache size    11150, 1689238 req, miss ratio 0.1415, byte miss ratio 0.1415
result/tencentBlock.ns16352.oracleGeneral.zst S3FIFO-1 cache size    22300, 1689238 req, miss ratio 0.1060, byte miss ratio 0.1060
result/tencentBlock.ns16352.oracleGeneral.zst S3FIFO-1 cache size    44600, 1689238 req, miss ratio 0.0718, byte miss ratio 0.0718
result/tencentBlock.ns16352.oracleGeneral.zst S3FIFO-1 cache size    89201, 1689238 req, miss ratio 0.0663, byte miss ratio 0.0663
