result/tencentBlock.ns11930.oracleGeneral.zst S3FIFO-1 cache size      112, 3306444 req, miss ratio 0.3226, byte miss ratio 0.3226
result/tencentBlock.ns11930.oracleGeneral.zst S3FIFO-1 cache size      337, 3306444 req, miss ratio 0.2050, byte miss ratio 0.2050
result/tencentBlock.ns11930.oracleGeneral.zst S3FIFO-1 cache size     1123, 3306444 req, miss ratio 0.1613, byte miss ratio 0.1613
result/tencentBlock.ns11930.oracleGeneral.zst S3FIFO-1 cache size     3370, 3306444 req, miss ratio 0.1446, byte miss ratio 0.1446
result/tencentBlock.ns11930.oracleGeneral.zst S3FIFO-1 cache size    11236, 3306444 req, miss ratio 0.1308, byte miss ratio 0.1308
result/tencentBlock.ns11930.oracleGeneral.zst S3FIFO-1 cache size    22473, 3306444 req, miss ratio 0.1180, byte miss ratio 0.1180
result/tencentBlock.ns11930.oracleGeneral.zst S3FIFO-1 cache size    44946, 3306444 req, miss ratio 0.0786, byte miss ratio 0.0786
result/tencentBlock.ns11930.oracleGeneral.zst S3FIFO-1 cache size    89892, 3306444 req, miss ratio 0.0383, byte miss ratio 0.0383
result/tencentBlock.ns11930.oracleGeneral.zst Clock cache size      112, 3306444 req, miss ratio 0.4332, byte miss ratio 0.4332
result/tencentBlock.ns11930.oracleGeneral.zst Clock cache size      337, 3306444 req, miss ratio 0.2307, byte miss ratio 0.2307
result/tencentBlock.ns11930.oracleGeneral.zst Clock cache size     1123, 3306444 req, miss ratio 0.1751, byte miss ratio 0.1751
result/tencentBlock.ns11930.oracleGeneral.zst Clock cache size     3370, 3306444 req, miss ratio 0.1551, byte miss ratio 0.1551
result/tencentBlock.ns11930.oracleGeneral.zst Clock cache size    11236, 3306444 req, miss ratio 0.1421, byte miss ratio 0.1421
result/tencentBlock.ns11930.oracleGeneral.zst Clock cache size    22473, 3306444 req, miss ratio 0.1298, byte miss ratio 0.1298
result/tencentBlock.ns11930.oracleGeneral.zst Clock cache size    44946, 3306444 req, miss ratio 0.1010, byte miss ratio 0.1010
result/tencentBlock.ns11930.oracleGeneral.zst Clock cache size    89892, 3306444 req, miss ratio 0.0384, byte miss ratio 0.0384
result/tencentBlock.ns11930.oracleGeneral.zst clock2 cache size      112, 3306444 req, miss ratio 0.4305, byte miss ratio 0.4305
result/tencentBlock.ns11930.oracleGeneral.zst clock2 cache size      337, 3306444 req, miss ratio 0.2262, byte miss ratio 0.2262
result/tencentBlock.ns11930.oracleGeneral.zst clock2 cache size     1123, 3306444 req, miss ratio 0.1743, byte miss ratio 0.1743
result/tencentBlock.ns11930.oracleGeneral.zst clock2 cache size     3370, 3306444 req, miss ratio 0.1547, byte miss ratio 0.1547
result/tencentBlock.ns11930.oracleGeneral.zst clock2 cache size    11236, 3306444 req, miss ratio 0.1415, byte miss ratio 0.1415
result/tencentBlock.ns11930.oracleGeneral.zst clock2 cache size    22473, 3306444 req, miss ratio 0.1277, byte miss ratio 0.1277
result/tencentBlock.ns11930.oracleGeneral.zst clock2 cache size    44946, 3306444 req, miss ratio 0.1113, byte miss ratio 0.1113
result/tencentBlock.ns11930.oracleGeneral.zst clock2 cache size    89892, 3306444 req, miss ratio 0.0389, byte miss ratio 0.0389
result/tencentBlock.ns11930.oracleGeneral.zst LHD cache size      112, 3306444 req, miss ratio 0.3737, byte miss ratio 0.3737
result/tencentBlock.ns11930.oracleGeneral.zst LHD cache size      337, 3306444 req, miss ratio 0.2203, byte miss ratio 0.2203
result/tencentBlock.ns11930.oracleGeneral.zst LHD cache size     1123, 3306444 req, miss ratio 0.1692, byte miss ratio 0.1692
result/tencentBlock.ns11930.oracleGeneral.zst LHD cache size     3370, 3306444 req, miss ratio 0.1522, byte miss ratio 0.1522
result/tencentBlock.ns11930.oracleGeneral.zst LHD cache size    11236, 3306444 req, miss ratio 0.1332, byte miss ratio 0.1332
result/tencentBlock.ns11930.oracleGeneral.zst LHD cache size    22473, 3306444 req, miss ratio 0.1173, byte miss ratio 0.1173
result/tencentBlock.ns11930.oracleGeneral.zst LHD cache size    44946, 3306444 req, miss ratio 0.0765, byte miss ratio 0.0765
result/tencentBlock.ns11930.oracleGeneral.zst LHD cache size    89892, 3306444 req, miss ratio 0.0375, byte miss ratio 0.0375
result/tencentBlock.ns11930.oracleGeneral.zst LIRS cache size      112, 3306444 req, miss ratio 0.3118, byte miss ratio 0.3118
result/tencentBlock.ns11930.oracleGeneral.zst LIRS cache size      337, 3306444 req, miss ratio 0.2153, byte miss ratio 0.2153
result/tencentBlock.ns11930.oracleGeneral.zst LIRS cache size     1123, 3306444 req, miss ratio 0.1680, byte miss ratio 0.1680
result/tencentBlock.ns11930.oracleGeneral.zst LIRS cache size     3370, 3306444 req, miss ratio 0.1482, byte miss ratio 0.1482
result/tencentBlock.ns11930.oracleGeneral.zst LIRS cache size    11236, 3306444 req, miss ratio 0.1319, byte miss ratio 0.1319
result/tencentBlock.ns11930.oracleGeneral.zst LIRS cache size    22473, 3306444 req, miss ratio 0.1093, byte miss ratio 0.1093
result/tencentBlock.ns11930.oracleGeneral.zst LIRS cache size    44946, 3306444 req, miss ratio 0.0752, byte miss ratio 0.0752
result/tencentBlock.ns11930.oracleGeneral.zst LIRS cache size    89892, 3306444 req, miss ratio 0.0354, byte miss ratio 0.0354
result/tencentBlock.ns11930.oracleGeneral.zst FIFO cache size      112, 3306444 req, miss ratio 0.5071, byte miss ratio 0.5071
result/tencentBlock.ns11930.oracleGeneral.zst FIFO cache size      337, 3306444 req, miss ratio 0.3006, byte miss ratio 0.3006
result/tencentBlock.ns11930.oracleGeneral.zst FIFO cache size     1123, 3306444 req, miss ratio 0.2011, byte miss ratio 0.2011
result/tencentBlock.ns11930.oracleGeneral.zst FIFO cache size     3370, 3306444 req, miss ratio 0.1703, byte miss ratio 0.1703
result/tencentBlock.ns11930.oracleGeneral.zst FIFO cache size    11236, 3306444 req, miss ratio 0.1467, byte miss ratio 0.1467
result/tencentBlock.ns11930.oracleGeneral.zst FIFO cache size    22473, 3306444 req, miss ratio 0.1360, byte miss ratio 0.1360
result/tencentBlock.ns11930.oracleGeneral.zst FIFO cache size    44946, 3306444 req, miss ratio 0.0927, byte miss ratio 0.0927
result/tencentBlock.ns11930.oracleGeneral.zst FIFO cache size    89892, 3306444 req, miss ratio 0.0455, byte miss ratio 0.0455
result/tencentBlock.ns11930.oracleGeneral.zst LRU cache size      112, 3306444 req, miss ratio 0.4444, byte miss ratio 0.4444
result/tencentBlock.ns11930.oracleGeneral.zst LRU cache size      337, 3306444 req, miss ratio 0.2367, byte miss ratio 0.2367
