result/tencentBlock.ns9046.oracleGeneral.zst S3FIFO-1 cache size      599, 1865934 req, miss ratio 0.5042, byte miss ratio 0.5042
result/tencentBlock.ns9046.oracleGeneral.zst S3FIFO-1 cache size     1797, 1865934 req, miss ratio 0.5013, byte miss ratio 0.5013
result/tencentBlock.ns9046.oracleGeneral.zst S3FIFO-1 cache size     5992, 1865934 req, miss ratio 0.4972, byte miss ratio 0.4972
result/tencentBlock.ns9046.oracleGeneral.zst S3FIFO-1 cache size    17976, 1865934 req, miss ratio 0.4708, byte miss ratio 0.4708
result/tencentBlock.ns9046.oracleGeneral.zst S3FIFO-1 cache size    59922, 1865934 req, miss ratio 0.3922, byte miss ratio 0.3922
result/tencentBlock.ns9046.oracleGeneral.zst S3FIFO-1 cache size   119845, 1865934 req, miss ratio 0.3499, byte miss ratio 0.3499
result/tencentBlock.ns9046.oracleGeneral.zst S3FIFO-1 cache size   239691, 1865934 req, miss ratio 0.3314, byte miss ratio 0.3314
result/tencentBlock.ns9046.oracleGeneral.zst S3FIFO-1 cache size   479383, 1865934 req, miss ratio 0.3224, byte miss ratio 0.3224
result/tencentBlock.ns9046.oracleGeneral.zst LIRS cache size      599, 1865934 req, miss ratio 0.6338, byte miss ratio 0.6338
result/tencentBlock.ns9046.oracleGeneral.zst LIRS cache size     1797, 1865934 req, miss ratio 0.5053, byte miss ratio 0.5053
result/tencentBlock.ns9046.oracleGeneral.zst LIRS cache size     5992, 1865934 req, miss ratio 0.4968, byte miss ratio 0.4968
result/tencentBlock.ns9046.oracleGeneral.zst LIRS cache size    17976, 1865934 req, miss ratio 0.4710, byte miss ratio 0.4710
result/tencentBlock.ns9046.oracleGeneral.zst LIRS cache size    59922, 1865934 req, miss ratio 0.4054, byte miss ratio 0.4054
result/tencentBlock.ns9046.oracleGeneral.zst LIRS cache size   119845, 1865934 req, miss ratio 0.3532, byte miss ratio 0.3532
result/tencentBlock.ns9046.oracleGeneral.zst LIRS cache size   239691, 1865934 req, miss ratio 0.3313, byte miss ratio 0.3313
result/tencentBlock.ns9046.oracleGeneral.zst LIRS cache size   479383, 1865934 req, miss ratio 0.3233, byte miss ratio 0.3233
result/tencentBlock.ns9046.oracleGeneral.zst clock2 cache size      599, 1865934 req, miss ratio 0.5052, byte miss ratio 0.5052
result/tencentBlock.ns9046.oracleGeneral.zst clock2 cache size     1797, 1865934 req, miss ratio 0.5019, byte miss ratio 0.5019
result/tencentBlock.ns9046.oracleGeneral.zst clock2 cache size     5992, 1865934 req, miss ratio 0.4995, byte miss ratio 0.4995
result/tencentBlock.ns9046.oracleGeneral.zst clock2 cache size    17976, 1865934 req, miss ratio 0.4959, byte miss ratio 0.4959
result/tencentBlock.ns9046.oracleGeneral.zst clock2 cache size    59922, 1865934 req, miss ratio 0.4270, byte miss ratio 0.4270
result/tencentBlock.ns9046.oracleGeneral.zst clock2 cache size   119845, 1865934 req, miss ratio 0.3678, byte miss ratio 0.3678
