result/tencentBlock.ns10602.oracleGeneral.zst LeCaR cache size      240, 4182724 req, miss ratio 0.5079, byte miss ratio 0.5079
result/tencentBlock.ns10602.oracleGeneral.zst LeCaR cache size      721, 4182724 req, miss ratio 0.4862, byte miss ratio 0.4862
result/tencentBlock.ns10602.oracleGeneral.zst LeCaR cache size     2406, 4182724 req, miss ratio 0.4777, byte miss ratio 0.4777
result/tencentBlock.ns10602.oracleGeneral.zst LeCaR cache size     7219, 4182724 req, miss ratio 0.4754, byte miss ratio 0.4754
result/tencentBlock.ns10602.oracleGeneral.zst LeCaR cache size    24066, 4182724 req, miss ratio 0.3243, byte miss ratio 0.3243
result/tencentBlock.ns10602.oracleGeneral.zst LeCaR cache size    48132, 4182724 req, miss ratio 0.1859, byte miss ratio 0.1859
result/tencentBlock.ns10602.oracleGeneral.zst LeCaR cache size    96264, 4182724 req, miss ratio 0.0846, byte miss ratio 0.0846
result/tencentBlock.ns10602.oracleGeneral.zst LeCaR cache size   192528, 4182724 req, miss ratio 0.0599, byte miss ratio 0.0599
result/tencentBlock.ns10602.oracleGeneral.zst S3FIFO-1 cache size      240, 4182724 req, miss ratio 0.4958, byte miss ratio 0.4958
result/tencentBlock.ns10602.oracleGeneral.zst S3FIFO-1 cache size      721, 4182724 req, miss ratio 0.4834, byte miss ratio 0.4834
result/tencentBlock.ns10602.oracleGeneral.zst S3FIFO-1 cache size     2406, 4182724 req, miss ratio 0.4758, byte miss ratio 0.4758
result/tencentBlock.ns10602.oracleGeneral.zst S3FIFO-1 cache size     7219, 4182724 req, miss ratio 0.4302, byte miss ratio 0.4302
result/tencentBlock.ns10602.oracleGeneral.zst S3FIFO-1 cache size    24066, 4182724 req, miss ratio 0.3116, byte miss ratio 0.3116
result/tencentBlock.ns10602.oracleGeneral.zst S3FIFO-1 cache size    48132, 4182724 req, miss ratio 0.1756, byte miss ratio 0.1756
result/tencentBlock.ns10602.oracleGeneral.zst S3FIFO-1 cache size    96264, 4182724 req, miss ratio 0.0922, byte miss ratio 0.0922
result/tencentBlock.ns10602.oracleGeneral.zst S3FIFO-1 cache size   192528, 4182724 req, miss ratio 0.0610, byte miss ratio 0.0610
result/tencentBlock.ns10602.oracleGeneral.zst LHD cache size      240, 4182724 req, miss ratio 0.5047, byte miss ratio 0.5047
result/tencentBlock.ns10602.oracleGeneral.zst LHD cache size      721, 4182724 req, miss ratio 0.4871, byte miss ratio 0.4871
result/tencentBlock.ns10602.oracleGeneral.zst LHD cache size     2406, 4182724 req, miss ratio 0.4755, byte miss ratio 0.4755
result/tencentBlock.ns10602.oracleGeneral.zst LHD cache size     7219, 4182724 req, miss ratio 0.4343, byte miss ratio 0.4343
result/tencentBlock.ns10602.oracleGeneral.zst LHD cache size    24066, 4182724 req, miss ratio 0.2984, byte miss ratio 0.2984
result/tencentBlock.ns10602.oracleGeneral.zst LHD cache size    48132, 4182724 req, miss ratio 0.1731, byte miss ratio 0.1731
result/tencentBlock.ns10602.oracleGeneral.zst LHD cache size    96264, 4182724 req, miss ratio 0.0851, byte miss ratio 0.0851
result/tencentBlock.ns10602.oracleGeneral.zst LHD cache size   192528, 4182724 req, miss ratio 0.0598, byte miss ratio 0.0598
result/tencentBlock.ns10602.oracleGeneral.zst Clock cache size      240, 4182724 req, miss ratio 0.5205, byte miss ratio 0.5205
result/tencentBlock.ns10602.oracleGeneral.zst Clock cache size      721, 4182724 req, miss ratio 0.4871, byte miss ratio 0.4871
result/tencentBlock.ns10602.oracleGeneral.zst Clock cache size     2406, 4182724 req, miss ratio 0.4785, byte miss ratio 0.4785
result/tencentBlock.ns10602.oracleGeneral.zst Clock cache size     7219, 4182724 req, miss ratio 0.4754, byte miss ratio 0.4754
result/tencentBlock.ns10602.oracleGeneral.zst Clock cache size    24066, 4182724 req, miss ratio 0.3417, byte miss ratio 0.3417
result/tencentBlock.ns10602.oracleGeneral.zst Clock cache size    48132, 4182724 req, miss ratio 0.2172, byte miss ratio 0.2172
result/tencentBlock.ns10602.oracleGeneral.zst Clock cache size    96264, 4182724 req, miss ratio 0.1145, byte miss ratio 0.1145
result/tencentBlock.ns10602.oracleGeneral.zst Clock cache size   192528, 4182724 req, miss ratio 0.0612, byte miss ratio 0.0612
result/tencentBlock.ns10602.oracleGeneral.zst clock2 cache size      240, 4182724 req, miss ratio 0.5167, byte miss ratio 0.5167
result/tencentBlock.ns10602.oracleGeneral.zst clock2 cache size      721, 4182724 req, miss ratio 0.4862, byte miss ratio 0.4862
result/tencentBlock.ns10602.oracleGeneral.zst clock2 cache size     2406, 4182724 req, miss ratio 0.4779, byte miss ratio 0.4779
result/tencentBlock.ns10602.oracleGeneral.zst clock2 cache size     7219, 4182724 req, miss ratio 0.4751, byte miss ratio 0.4751
result/tencentBlock.ns10602.oracleGeneral.zst clock2 cache size    24066, 4182724 req, miss ratio 0.3481, byte miss ratio 0.3481
result/tencentBlock.ns10602.oracleGeneral.zst clock2 cache size    48132, 4182724 req, miss ratio 0.2170, byte miss ratio 0.2170
result/tencentBlock.ns10602.oracleGeneral.zst clock2 cache size    96264, 4182724 req, miss ratio 0.1165, byte miss ratio 0.1165
result/tencentBlock.ns10602.oracleGeneral.zst clock2 cache size   192528, 4182724 req, miss ratio 0.0595, byte miss ratio 0.0595
result/tencentBlock.ns10602.oracleGeneral.zst ARC cache size      240, 4182724 req, miss ratio 0.4928, byte miss ratio 0.4928
result/tencentBlock.ns10602.oracleGeneral.zst ARC cache size      721, 4182724 req, miss ratio 0.4806, byte miss ratio 0.4806
result/tencentBlock.ns10602.oracleGeneral.zst ARC cache size     2406, 4182724 req, miss ratio 0.4756, byte miss ratio 0.4756
result/tencentBlock.ns10602.oracleGeneral.zst ARC cache size     7219, 4182724 req, miss ratio 0.4691, byte miss ratio 0.4691
result/tencentBlock.ns10602.oracleGeneral.zst ARC cache size    24066, 4182724 req, miss ratio 0.3157, byte miss ratio 0.3157
result/tencentBlock.ns10602.oracleGeneral.zst ARC cache size    48132, 4182724 req, miss ratio 0.1996, byte miss ratio 0.1996
result/tencentBlock.ns10602.oracleGeneral.zst ARC cache size    96264, 4182724 req, miss ratio 0.0889, byte miss ratio 0.0889
result/tencentBlock.ns10602.oracleGeneral.zst ARC cache size   192528, 4182724 req, miss ratio 0.0603, byte miss ratio 0.0603
result/tencentBlock.ns10602.oracleGeneral.zst LIRS cache size      240, 4182724 req, miss ratio 0.5144, byte miss ratio 0.5144
result/tencentBlock.ns10602.oracleGeneral.zst LIRS cache size      721, 4182724 req, miss ratio 0.4930, byte miss ratio 0.4930
result/tencentBlock.ns10602.oracleGeneral.zst LIRS cache size     2406, 4182724 req, miss ratio 0.4773, byte miss ratio 0.4773
result/tencentBlock.ns10602.oracleGeneral.zst LIRS cache size     7219, 4182724 req, miss ratio 0.4290, byte miss ratio 0.4290
result/tencentBlock.ns10602.oracleGeneral.zst LIRS cache size    24066, 4182724 req, miss ratio 0.3073, byte miss ratio 0.3073
result/tencentBlock.ns10602.oracleGeneral.zst LIRS cache size    48132, 4182724 req, miss ratio 0.1633, byte miss ratio 0.1633
result/tencentBlock.ns10602.oracleGeneral.zst LIRS cache size    96264, 4182724 req, miss ratio 0.0896, byte miss ratio 0.0896
result/tencentBlock.ns10602.oracleGeneral.zst LIRS cache size   192528, 4182724 req, miss ratio 0.0598, byte miss ratio 0.0598
result/tencentBlock.ns10602.oracleGeneral.zst Cacheus cache size      240, 4182724 req, miss ratio 0.4960, byte miss ratio 0.4960
result/tencentBlock.ns10602.oracleGeneral.zst Cacheus cache size      721, 4182724 req, miss ratio 0.4811, byte miss ratio 0.4811
result/tencentBlock.ns10602.oracleGeneral.zst Cacheus cache size     2406, 4182724 req, miss ratio 0.4756, byte miss ratio 0.4756
result/tencentBlock.ns10602.oracleGeneral.zst Cacheus cache size     7219, 4182724 req, miss ratio 0.4445, byte miss ratio 0.4445
result/tencentBlock.ns10602.oracleGeneral.zst Cacheus cache size    24066, 4182724 req, miss ratio 0.3234, byte miss ratio 0.3234
result/tencentBlock.ns10602.oracleGeneral.zst Cacheus cache size    48132, 4182724 req, miss ratio 0.1801, byte miss ratio 0.1801
result/tencentBlock.ns10602.oracleGeneral.zst Cacheus cache size    96264, 4182724 req, miss ratio 0.0949, byte miss ratio 0.0949
result/tencentBlock.ns10602.oracleGeneral.zst Cacheus cache size   192528, 4182724 req, miss ratio 0.0599, byte miss ratio 0.0599
result/tencentBlock.ns10602.oracleGeneral.zst FIFO cache size      240, 4182724 req, miss ratio 0.5874, byte miss ratio 0.5874
