result/tencentBlock.ns9099.oracleGeneral.zst LeCaR cache size      229, 3717005 req, miss ratio 0.4575, byte miss ratio 0.4575
result/tencentBlock.ns9099.oracleGeneral.zst LeCaR cache size      689, 3717005 req, miss ratio 0.3248, byte miss ratio 0.3248
result/tencentBlock.ns9099.oracleGeneral.zst LeCaR cache size     2299, 3717005 req, miss ratio 0.2872, byte miss ratio 0.2872
result/tencentBlock.ns9099.oracleGeneral.zst LeCaR cache size     6897, 3717005 req, miss ratio 0.2489, byte miss ratio 0.2489
result/tencentBlock.ns9099.oracleGeneral.zst LeCaR cache size    22993, 3717005 req, miss ratio 0.2369, byte miss ratio 0.2369
result/tencentBlock.ns9099.oracleGeneral.zst LeCaR cache size    45986, 3717005 req, miss ratio 0.1980, byte miss ratio 0.1980
result/tencentBlock.ns9099.oracleGeneral.zst LeCaR cache size    91972, 3717005 req, miss ratio 0.1025, byte miss ratio 0.1025
result/tencentBlock.ns9099.oracleGeneral.zst LeCaR cache size   183944, 3717005 req, miss ratio 0.0624, byte miss ratio 0.0624
result/tencentBlock.ns9099.oracleGeneral.zst clock2 cache size      229, 3717005 req, miss ratio 0.4836, byte miss ratio 0.4836
result/tencentBlock.ns9099.oracleGeneral.zst clock2 cache size      689, 3717005 req, miss ratio 0.3251, byte miss ratio 0.3251
result/tencentBlock.ns9099.oracleGeneral.zst clock2 cache size     2299, 3717005 req, miss ratio 0.2859, byte miss ratio 0.2859
result/tencentBlock.ns9099.oracleGeneral.zst clock2 cache size     6897, 3717005 req, miss ratio 0.2483, byte miss ratio 0.2483
result/tencentBlock.ns9099.oracleGeneral.zst clock2 cache size    22993, 3717005 req, miss ratio 0.2353, byte miss ratio 0.2353
result/tencentBlock.ns9099.oracleGeneral.zst clock2 cache size    45986, 3717005 req, miss ratio 0.2033, byte miss ratio 0.2033
result/tencentBlock.ns9099.oracleGeneral.zst clock2 cache size    91972, 3717005 req, miss ratio 0.1201, byte miss ratio 0.1201
result/tencentBlock.ns9099.oracleGeneral.zst clock2 cache size   183944, 3717005 req, miss ratio 0.0623, byte miss ratio 0.0623
result/tencentBlock.ns9099.oracleGeneral.zst ARC cache size      229, 3717005 req, miss ratio 0.4266, byte miss ratio 0.4266
