result/tencentBlock.ns11945.oracleGeneral.zst LRU cache size      743, 3417314 req, miss ratio 0.6243, byte miss ratio 0.6243
result/tencentBlock.ns11945.oracleGeneral.zst LRU cache size     2230, 3417314 req, miss ratio 0.6133, byte miss ratio 0.6133
result/tencentBlock.ns11945.oracleGeneral.zst LRU cache size     7436, 3417314 req, miss ratio 0.5866, byte miss ratio 0.5866
result/tencentBlock.ns11945.oracleGeneral.zst LRU cache size    22309, 3417314 req, miss ratio 0.5577, byte miss ratio 0.5577
result/tencentBlock.ns11945.oracleGeneral.zst LRU cache size    74363, 3417314 req, miss ratio 0.4413, byte miss ratio 0.4413
result/tencentBlock.ns11945.oracleGeneral.zst LRU cache size   148727, 3417314 req, miss ratio 0.3341, byte miss ratio 0.3341
result/tencentBlock.ns11945.oracleGeneral.zst LRU cache size   297454, 3417314 req, miss ratio 0.2285, byte miss ratio 0.2285
result/tencentBlock.ns11945.oracleGeneral.zst LRU cache size   594908, 3417314 req, miss ratio 0.2178, byte miss ratio 0.2178
result/tencentBlock.ns11945.oracleGeneral.zst S3FIFO-1 cache size      743, 3417314 req, miss ratio 0.6142, byte miss ratio 0.6142
result/tencentBlock.ns11945.oracleGeneral.zst S3FIFO-1 cache size     2230, 3417314 req, miss ratio 0.6080, byte miss ratio 0.6080
result/tencentBlock.ns11945.oracleGeneral.zst S3FIFO-1 cache size     7436, 3417314 req, miss ratio 0.5980, byte miss ratio 0.5980
result/tencentBlock.ns11945.oracleGeneral.zst S3FIFO-1 cache size    22309, 3417314 req, miss ratio 0.5312, byte miss ratio 0.5312
result/tencentBlock.ns11945.oracleGeneral.zst S3FIFO-1 cache size    74363, 3417314 req, miss ratio 0.4070, byte miss ratio 0.4070
result/tencentBlock.ns11945.oracleGeneral.zst S3FIFO-1 cache size   148727, 3417314 req, miss ratio 0.3129, byte miss ratio 0.3129
result/tencentBlock.ns11945.oracleGeneral.zst S3FIFO-1 cache size   297454, 3417314 req, miss ratio 0.2266, byte miss ratio 0.2266
result/tencentBlock.ns11945.oracleGeneral.zst S3FIFO-1 cache size   594908, 3417314 req, miss ratio 0.2178, byte miss ratio 0.2178
result/tencentBlock.ns11945.oracleGeneral.zst Clock cache size      743, 3417314 req, miss ratio 0.6228, byte miss ratio 0.6228
result/tencentBlock.ns11945.oracleGeneral.zst Clock cache size     2230, 3417314 req, miss ratio 0.6127, byte miss ratio 0.6127
result/tencentBlock.ns11945.oracleGeneral.zst Clock cache size     7436, 3417314 req, miss ratio 0.5873, byte miss ratio 0.5873
result/tencentBlock.ns11945.oracleGeneral.zst Clock cache size    22309, 3417314 req, miss ratio 0.5583, byte miss ratio 0.5583
result/tencentBlock.ns11945.oracleGeneral.zst Clock cache size    74363, 3417314 req, miss ratio 0.4472, byte miss ratio 0.4472
result/tencentBlock.ns11945.oracleGeneral.zst Clock cache size   148727, 3417314 req, miss ratio 0.3507, byte miss ratio 0.3507
result/tencentBlock.ns11945.oracleGeneral.zst Clock cache size   297454, 3417314 req, miss ratio 0.2313, byte miss ratio 0.2313
result/tencentBlock.ns11945.oracleGeneral.zst Clock cache size   594908, 3417314 req, miss ratio 0.2178, byte miss ratio 0.2178
result/tencentBlock.ns11945.oracleGeneral.zst LIRS cache size      743, 3417314 req, miss ratio 0.6306, byte miss ratio 0.6306
result/tencentBlock.ns11945.oracleGeneral.zst LIRS cache size     2230, 3417314 req, miss ratio 0.6163, byte miss ratio 0.6163
result/tencentBlock.ns11945.oracleGeneral.zst LIRS cache size     7436, 3417314 req, miss ratio 0.5996, byte miss ratio 0.5996
result/tencentBlock.ns11945.oracleGeneral.zst LIRS cache size    22309, 3417314 req, miss ratio 0.5408, byte miss ratio 0.5408
