result/tencentBlock.ns9754.oracleGeneral.zst LIRS cache size      124, 2907681 req, miss ratio 0.2662, byte miss ratio 0.2662
result/tencentBlock.ns9754.oracleGeneral.zst LIRS cache size      374, 2907681 req, miss ratio 0.1919, byte miss ratio 0.1919
result/tencentBlock.ns9754.oracleGeneral.zst LIRS cache size     1247, 2907681 req, miss ratio 0.1382, byte miss ratio 0.1382
result/tencentBlock.ns9754.oracleGeneral.zst LIRS cache size     3743, 2907681 req, miss ratio 0.1083, byte miss ratio 0.1083
result/tencentBlock.ns9754.oracleGeneral.zst LIRS cache size    12478, 2907681 req, miss ratio 0.0883, byte miss ratio 0.0883
result/tencentBlock.ns9754.oracleGeneral.zst LIRS cache size    24956, 2907681 req, miss ratio 0.0723, byte miss ratio 0.0723
result/tencentBlock.ns9754.oracleGeneral.zst LIRS cache size    49913, 2907681 req, miss ratio 0.0518, byte miss ratio 0.0518
result/tencentBlock.ns9754.oracleGeneral.zst LIRS cache size    99827, 2907681 req, miss ratio 0.0434, byte miss ratio 0.0434
result/tencentBlock.ns9754.oracleGeneral.zst LRU cache size      124, 2907681 req, miss ratio 0.2932, byte miss ratio 0.2932
result/tencentBlock.ns9754.oracleGeneral.zst LRU cache size      374, 2907681 req, miss ratio 0.1850, byte miss ratio 0.1850
result/tencentBlock.ns9754.oracleGeneral.zst LRU cache size     1247, 2907681 req, miss ratio 0.1386, byte miss ratio 0.1386
result/tencentBlock.ns9754.oracleGeneral.zst LRU cache size     3743, 2907681 req, miss ratio 0.1169, byte miss ratio 0.1169
result/tencentBlock.ns9754.oracleGeneral.zst LRU cache size    12478, 2907681 req, miss ratio 0.0872, byte miss ratio 0.0872
result/tencentBlock.ns9754.oracleGeneral.zst LRU cache size    24956, 2907681 req, miss ratio 0.0723, byte miss ratio 0.0723
result/tencentBlock.ns9754.oracleGeneral.zst LRU cache size    49913, 2907681 req, miss ratio 0.0518, byte miss ratio 0.0518
result/tencentBlock.ns9754.oracleGeneral.zst LRU cache size    99827, 2907681 req, miss ratio 0.0433, byte miss ratio 0.0433
result/tencentBlock.ns9754.oracleGeneral.zst ARC cache size      124, 2907681 req, miss ratio 0.2524, byte miss ratio 0.2524
result/tencentBlock.ns9754.oracleGeneral.zst ARC cache size      374, 2907681 req, miss ratio 0.1695, byte miss ratio 0.1695
result/tencentBlock.ns9754.oracleGeneral.zst ARC cache size     1247, 2907681 req, miss ratio 0.1310, byte miss ratio 0.1310
result/tencentBlock.ns9754.oracleGeneral.zst ARC cache size     3743, 2907681 req, miss ratio 0.1051, byte miss ratio 0.1051
result/tencentBlock.ns9754.oracleGeneral.zst ARC cache size    12478, 2907681 req, miss ratio 0.0863, byte miss ratio 0.0863
result/tencentBlock.ns9754.oracleGeneral.zst ARC cache size    24956, 2907681 req, miss ratio 0.0715, byte miss ratio 0.0715
result/tencentBlock.ns9754.oracleGeneral.zst ARC cache size    49913, 2907681 req, miss ratio 0.0513, byte miss ratio 0.0513
result/tencentBlock.ns9754.oracleGeneral.zst ARC cache size    99827, 2907681 req, miss ratio 0.0435, byte miss ratio 0.0435
result/tencentBlock.ns9754.oracleGeneral.zst Cacheus cache size      124, 2907681 req, miss ratio 0.2609, byte miss ratio 0.2609
result/tencentBlock.ns9754.oracleGeneral.zst Cacheus cache size      374, 2907681 req, miss ratio 0.1760, byte miss ratio 0.1760
result/tencentBlock.ns9754.oracleGeneral.zst Cacheus cache size     1247, 2907681 req, miss ratio 0.1321, byte miss ratio 0.1321
result/tencentBlock.ns9754.oracleGeneral.zst Cacheus cache size     3743, 2907681 req, miss ratio 0.1137, byte miss ratio 0.1137
result/tencentBlock.ns9754.oracleGeneral.zst Cacheus cache size    12478, 2907681 req, miss ratio 0.0866, byte miss ratio 0.0866
result/tencentBlock.ns9754.oracleGeneral.zst Cacheus cache size    24956, 2907681 req, miss ratio 0.0754, byte miss ratio 0.0754
result/tencentBlock.ns9754.oracleGeneral.zst Cacheus cache size    49913, 2907681 req, miss ratio 0.0513, byte miss ratio 0.0513
result/tencentBlock.ns9754.oracleGeneral.zst Cacheus cache size    99827, 2907681 req, miss ratio 0.0433, byte miss ratio 0.0433
result/tencentBlock.ns9754.oracleGeneral.zst LHD cache size      124, 2907681 req, miss ratio 0.2833, byte miss ratio 0.2833
result/tencentBlock.ns9754.oracleGeneral.zst LHD cache size      374, 2907681 req, miss ratio 0.1813, byte miss ratio 0.1813
result/tencentBlock.ns9754.oracleGeneral.zst LHD cache size     1247, 2907681 req, miss ratio 0.1346, byte miss ratio 0.1346
result/tencentBlock.ns9754.oracleGeneral.zst LHD cache size     3743, 2907681 req, miss ratio 0.1121, byte miss ratio 0.1121
result/tencentBlock.ns9754.oracleGeneral.zst LHD cache size    12478, 2907681 req, miss ratio 0.0859, byte miss ratio 0.0859
result/tencentBlock.ns9754.oracleGeneral.zst LHD cache size    24956, 2907681 req, miss ratio 0.0694, byte miss ratio 0.0694
result/tencentBlock.ns9754.oracleGeneral.zst LHD cache size    49913, 2907681 req, miss ratio 0.0526, byte miss ratio 0.0526
result/tencentBlock.ns9754.oracleGeneral.zst LHD cache size    99827, 2907681 req, miss ratio 0.0436, byte miss ratio 0.0436
result/tencentBlock.ns9754.oracleGeneral.zst LeCaR cache size      124, 2907681 req, miss ratio 0.2761, byte miss ratio 0.2761
result/tencentBlock.ns9754.oracleGeneral.zst LeCaR cache size      374, 2907681 req, miss ratio 0.1793, byte miss ratio 0.1793
result/tencentBlock.ns9754.oracleGeneral.zst LeCaR cache size     1247, 2907681 req, miss ratio 0.1368, byte miss ratio 0.1368
result/tencentBlock.ns9754.oracleGeneral.zst LeCaR cache size     3743, 2907681 req, miss ratio 0.1159, byte miss ratio 0.1159
result/tencentBlock.ns9754.oracleGeneral.zst LeCaR cache size    12478, 2907681 req, miss ratio 0.0868, byte miss ratio 0.0868
result/tencentBlock.ns9754.oracleGeneral.zst LeCaR cache size    24956, 2907681 req, miss ratio 0.0720, byte miss ratio 0.0720
result/tencentBlock.ns9754.oracleGeneral.zst LeCaR cache size    49913, 2907681 req, miss ratio 0.0514, byte miss ratio 0.0514
result/tencentBlock.ns9754.oracleGeneral.zst LeCaR cache size    99827, 2907681 req, miss ratio 0.0433, byte miss ratio 0.0433
result/tencentBlock.ns9754.oracleGeneral.zst Clock cache size      124, 2907681 req, miss ratio 0.2861, byte miss ratio 0.2861
result/tencentBlock.ns9754.oracleGeneral.zst Clock cache size      374, 2907681 req, miss ratio 0.1831, byte miss ratio 0.1831
result/tencentBlock.ns9754.oracleGeneral.zst Clock cache size     1247, 2907681 req, miss ratio 0.1383, byte miss ratio 0.1383
result/tencentBlock.ns9754.oracleGeneral.zst Clock cache size     3743, 2907681 req, miss ratio 0.1175, byte miss ratio 0.1175
result/tencentBlock.ns9754.oracleGeneral.zst Clock cache size    12478, 2907681 req, miss ratio 0.0883, byte miss ratio 0.0883
result/tencentBlock.ns9754.oracleGeneral.zst Clock cache size    24956, 2907681 req, miss ratio 0.0739, byte miss ratio 0.0739
result/tencentBlock.ns9754.oracleGeneral.zst Clock cache size    49913, 2907681 req, miss ratio 0.0538, byte miss ratio 0.0538
result/tencentBlock.ns9754.oracleGeneral.zst Clock cache size    99827, 2907681 req, miss ratio 0.0435, byte miss ratio 0.0435
result/tencentBlock.ns9754.oracleGeneral.zst S3FIFO-1 cache size      124, 2907681 req, miss ratio 0.2579, byte miss ratio 0.2579
result/tencentBlock.ns9754.oracleGeneral.zst S3FIFO-1 cache size      374, 2907681 req, miss ratio 0.1704, byte miss ratio 0.1704
