result/tencentBlock.ns9891.oracleGeneral.zst Cacheus cache size      175, 1500739 req, miss ratio 0.4634, byte miss ratio 0.4634
result/tencentBlock.ns9891.oracleGeneral.zst Cacheus cache size      526, 1500739 req, miss ratio 0.4503, byte miss ratio 0.4503
result/tencentBlock.ns9891.oracleGeneral.zst Cacheus cache size     1754, 1500739 req, miss ratio 0.3751, byte miss ratio 0.3751
result/tencentBlock.ns9891.oracleGeneral.zst Cacheus cache size     5262, 1500739 req, miss ratio 0.3134, byte miss ratio 0.3134
result/tencentBlock.ns9891.oracleGeneral.zst Cacheus cache size    17540, 1500739 req, miss ratio 0.2661, byte miss ratio 0.2661
result/tencentBlock.ns9891.oracleGeneral.zst Cacheus cache size    35081, 1500739 req, miss ratio 0.2002, byte miss ratio 0.2002
result/tencentBlock.ns9891.oracleGeneral.zst Cacheus cache size    70162, 1500739 req, miss ratio 0.1385, byte miss ratio 0.1385
result/tencentBlock.ns9891.oracleGeneral.zst Cacheus cache size   140325, 1500739 req, miss ratio 0.1176, byte miss ratio 0.1176
result/tencentBlock.ns9891.oracleGeneral.zst S3FIFO-1 cache size      175, 1500739 req, miss ratio 0.4807, byte miss ratio 0.4807
result/tencentBlock.ns9891.oracleGeneral.zst S3FIFO-1 cache size      526, 1500739 req, miss ratio 0.4510, byte miss ratio 0.4510
result/tencentBlock.ns9891.oracleGeneral.zst S3FIFO-1 cache size     1754, 1500739 req, miss ratio 0.3924, byte miss ratio 0.3924
result/tencentBlock.ns9891.oracleGeneral.zst S3FIFO-1 cache size     5262, 1500739 req, miss ratio 0.3205, byte miss ratio 0.3205
result/tencentBlock.ns9891.oracleGeneral.zst S3FIFO-1 cache size    17540, 1500739 req, miss ratio 0.2632, byte miss ratio 0.2632
result/tencentBlock.ns9891.oracleGeneral.zst S3FIFO-1 cache size    35081, 1500739 req, miss ratio 0.1960, byte miss ratio 0.1960
