result/tencentBlock.ns5170.oracleGeneral.zst clock2 cache size      174, 3028701 req, miss ratio 0.2722, byte miss ratio 0.2722
result/tencentBlock.ns5170.oracleGeneral.zst clock2 cache size      522, 3028701 req, miss ratio 0.2451, byte miss ratio 0.2451
result/tencentBlock.ns5170.oracleGeneral.zst clock2 cache size     1740, 3028701 req, miss ratio 0.2089, byte miss ratio 0.2089
result/tencentBlock.ns5170.oracleGeneral.zst clock2 cache size     5221, 3028701 req, miss ratio 0.1942, byte miss ratio 0.1942
result/tencentBlock.ns5170.oracleGeneral.zst clock2 cache size    17405, 3028701 req, miss ratio 0.1294, byte miss ratio 0.1294
result/tencentBlock.ns5170.oracleGeneral.zst clock2 cache size    34811, 3028701 req, miss ratio 0.0787, byte miss ratio 0.0787
result/tencentBlock.ns5170.oracleGeneral.zst clock2 cache size    69623, 3028701 req, miss ratio 0.0654, byte miss ratio 0.0654
result/tencentBlock.ns5170.oracleGeneral.zst clock2 cache size   139247, 3028701 req, miss ratio 0.0580, byte miss ratio 0.0580
result/tencentBlock.ns5170.oracleGeneral.zst Clock cache size      174, 3028701 req, miss ratio 0.2750, byte miss ratio 0.2750
result/tencentBlock.ns5170.oracleGeneral.zst Clock cache size      522, 3028701 req, miss ratio 0.2426, byte miss ratio 0.2426
result/tencentBlock.ns5170.oracleGeneral.zst Clock cache size     1740, 3028701 req, miss ratio 0.2104, byte miss ratio 0.2104
result/tencentBlock.ns5170.oracleGeneral.zst Clock cache size     5221, 3028701 req, miss ratio 0.1960, byte miss ratio 0.1960
result/tencentBlock.ns5170.oracleGeneral.zst Clock cache size    17405, 3028701 req, miss ratio 0.1230, byte miss ratio 0.1230
result/tencentBlock.ns5170.oracleGeneral.zst Clock cache size    34811, 3028701 req, miss ratio 0.0794, byte miss ratio 0.0794
result/tencentBlock.ns5170.oracleGeneral.zst Clock cache size    69623, 3028701 req, miss ratio 0.0693, byte miss ratio 0.0693
result/tencentBlock.ns5170.oracleGeneral.zst Clock cache size   139247, 3028701 req, miss ratio 0.0580, byte miss ratio 0.0580
result/tencentBlock.ns5170.oracleGeneral.zst Cacheus cache size      174, 3028701 req, miss ratio 0.2644, byte miss ratio 0.2644
result/tencentBlock.ns5170.oracleGeneral.zst Cacheus cache size      522, 3028701 req, miss ratio 0.2233, byte miss ratio 0.2233
result/tencentBlock.ns5170.oracleGeneral.zst Cacheus cache size     1740, 3028701 req, miss ratio 0.2027, byte miss ratio 0.2027
result/tencentBlock.ns5170.oracleGeneral.zst Cacheus cache size     5221, 3028701 req, miss ratio 0.1836, byte miss ratio 0.1836
result/tencentBlock.ns5170.oracleGeneral.zst Cacheus cache size    17405, 3028701 req, miss ratio 0.1224, byte miss ratio 0.1224
result/tencentBlock.ns5170.oracleGeneral.zst Cacheus cache size    34811, 3028701 req, miss ratio 0.0791, byte miss ratio 0.0791
result/tencentBlock.ns5170.oracleGeneral.zst Cacheus cache size    69623, 3028701 req, miss ratio 0.0655, byte miss ratio 0.0655
result/tencentBlock.ns5170.oracleGeneral.zst Cacheus cache size   139247, 3028701 req, miss ratio 0.0580, byte miss ratio 0.0580
result/tencentBlock.ns5170.oracleGeneral.zst LRU cache size      174, 3028701 req, miss ratio 0.2810, byte miss ratio 0.2810
result/tencentBlock.ns5170.oracleGeneral.zst LRU cache size      522, 3028701 req, miss ratio 0.2371, byte miss ratio 0.2371
result/tencentBlock.ns5170.oracleGeneral.zst LRU cache size     1740, 3028701 req, miss ratio 0.2119, byte miss ratio 0.2119
result/tencentBlock.ns5170.oracleGeneral.zst LRU cache size     5221, 3028701 req, miss ratio 0.1983, byte miss ratio 0.1983
result/tencentBlock.ns5170.oracleGeneral.zst LRU cache size    17405, 3028701 req, miss ratio 0.1205, byte miss ratio 0.1205
result/tencentBlock.ns5170.oracleGeneral.zst LRU cache size    34811, 3028701 req, miss ratio 0.0794, byte miss ratio 0.0794
result/tencentBlock.ns5170.oracleGeneral.zst LRU cache size    69623, 3028701 req, miss ratio 0.0670, byte miss ratio 0.0670
result/tencentBlock.ns5170.oracleGeneral.zst LRU cache size   139247, 3028701 req, miss ratio 0.0578, byte miss ratio 0.0578
result/tencentBlock.ns5170.oracleGeneral.zst ARC cache size      174, 3028701 req, miss ratio 0.2576, byte miss ratio 0.2576
result/tencentBlock.ns5170.oracleGeneral.zst ARC cache size      522, 3028701 req, miss ratio 0.2224, byte miss ratio 0.2224
result/tencentBlock.ns5170.oracleGeneral.zst ARC cache size     1740, 3028701 req, miss ratio 0.2018, byte miss ratio 0.2018
result/tencentBlock.ns5170.oracleGeneral.zst ARC cache size     5221, 3028701 req, miss ratio 0.1887, byte miss ratio 0.1887
result/tencentBlock.ns5170.oracleGeneral.zst ARC cache size    17405, 3028701 req, miss ratio 0.1225, byte miss ratio 0.1225
result/tencentBlock.ns5170.oracleGeneral.zst ARC cache size    34811, 3028701 req, miss ratio 0.0808, byte miss ratio 0.0808
result/tencentBlock.ns5170.oracleGeneral.zst ARC cache size    69623, 3028701 req, miss ratio 0.0671, byte miss ratio 0.0671
result/tencentBlock.ns5170.oracleGeneral.zst ARC cache size   139247, 3028701 req, miss ratio 0.0580, byte miss ratio 0.0580
result/tencentBlock.ns5170.oracleGeneral.zst LIRS cache size      174, 3028701 req, miss ratio 0.2688, byte miss ratio 0.2688
result/tencentBlock.ns5170.oracleGeneral.zst LIRS cache size      522, 3028701 req, miss ratio 0.2337, byte miss ratio 0.2337
result/tencentBlock.ns5170.oracleGeneral.zst LIRS cache size     1740, 3028701 req, miss ratio 0.2055, byte miss ratio 0.2055
result/tencentBlock.ns5170.oracleGeneral.zst LIRS cache size     5221, 3028701 req, miss ratio 0.1810, byte miss ratio 0.1810
result/tencentBlock.ns5170.oracleGeneral.zst LIRS cache size    17405, 3028701 req, miss ratio 0.1244, byte miss ratio 0.1244
result/tencentBlock.ns5170.oracleGeneral.zst LIRS cache size    34811, 3028701 req, miss ratio 0.0917, byte miss ratio 0.0917
result/tencentBlock.ns5170.oracleGeneral.zst LIRS cache size    69623, 3028701 req, miss ratio 0.0781, byte miss ratio 0.0781
result/tencentBlock.ns5170.oracleGeneral.zst LIRS cache size   139247, 3028701 req, miss ratio 0.0596, byte miss ratio 0.0596
result/tencentBlock.ns5170.oracleGeneral.zst S3FIFO-1 cache size      174, 3028701 req, miss ratio 0.2616, byte miss ratio 0.2616
result/tencentBlock.ns5170.oracleGeneral.zst S3FIFO-1 cache size      522, 3028701 req, miss ratio 0.2228, byte miss ratio 0.2228
result/tencentBlock.ns5170.oracleGeneral.zst S3FIFO-1 cache size     1740, 3028701 req, miss ratio 0.2021, byte miss ratio 0.2021
result/tencentBlock.ns5170.oracleGeneral.zst S3FIFO-1 cache size     5221, 3028701 req, miss ratio 0.1824, byte miss ratio 0.1824
result/tencentBlock.ns5170.oracleGeneral.zst S3FIFO-1 cache size    17405, 3028701 req, miss ratio 0.1290, byte miss ratio 0.1290
result/tencentBlock.ns5170.oracleGeneral.zst S3FIFO-1 cache size    34811, 3028701 req, miss ratio 0.0869, byte miss ratio 0.0869
result/tencentBlock.ns5170.oracleGeneral.zst S3FIFO-1 cache size    69623, 3028701 req, miss ratio 0.0680, byte miss ratio 0.0680
result/tencentBlock.ns5170.oracleGeneral.zst S3FIFO-1 cache size   139247, 3028701 req, miss ratio 0.0580, byte miss ratio 0.0580
result/tencentBlock.ns5170.oracleGeneral.zst LeCaR cache size      174, 3028701 req, miss ratio 0.2694, byte miss ratio 0.2694
result/tencentBlock.ns5170.oracleGeneral.zst LeCaR cache size      522, 3028701 req, miss ratio 0.2352, byte miss ratio 0.2352
result/tencentBlock.ns5170.oracleGeneral.zst LeCaR cache size     1740, 3028701 req, miss ratio 0.2081, byte miss ratio 0.2081
result/tencentBlock.ns5170.oracleGeneral.zst LeCaR cache size     5221, 3028701 req, miss ratio 0.1930, byte miss ratio 0.1930
result/tencentBlock.ns5170.oracleGeneral.zst LeCaR cache size    17405, 3028701 req, miss ratio 0.1201, byte miss ratio 0.1201
result/tencentBlock.ns5170.oracleGeneral.zst LeCaR cache size    34811, 3028701 req, miss ratio 0.0774, byte miss ratio 0.0774
result/tencentBlock.ns5170.oracleGeneral.zst LeCaR cache size    69623, 3028701 req, miss ratio 0.0672, byte miss ratio 0.0672
result/tencentBlock.ns5170.oracleGeneral.zst LeCaR cache size   139247, 3028701 req, miss ratio 0.0578, byte miss ratio 0.0578
result/tencentBlock.ns5170.oracleGeneral.zst LHD cache size      174, 3028701 req, miss ratio 0.2702, byte miss ratio 0.2702
result/tencentBlock.ns5170.oracleGeneral.zst LHD cache size      522, 3028701 req, miss ratio 0.2298, byte miss ratio 0.2298
result/tencentBlock.ns5170.oracleGeneral.zst LHD cache size     1740, 3028701 req, miss ratio 0.2072, byte miss ratio 0.2072
result/tencentBlock.ns5170.oracleGeneral.zst LHD cache size     5221, 3028701 req, miss ratio 0.1854, byte miss ratio 0.1854
