result/tencentBlock.ns23409.oracleGeneral.zst ARC cache size      180, 1372167 req, miss ratio 0.4705, byte miss ratio 0.4705
result/tencentBlock.ns23409.oracleGeneral.zst ARC cache size      540, 1372167 req, miss ratio 0.4642, byte miss ratio 0.4642
result/tencentBlock.ns23409.oracleGeneral.zst ARC cache size     1800, 1372167 req, miss ratio 0.4611, byte miss ratio 0.4611
result/tencentBlock.ns23409.oracleGeneral.zst ARC cache size     5402, 1372167 req, miss ratio 0.4603, byte miss ratio 0.4603
result/tencentBlock.ns23409.oracleGeneral.zst ARC cache size    18008, 1372167 req, miss ratio 0.4335, byte miss ratio 0.4335
result/tencentBlock.ns23409.oracleGeneral.zst ARC cache size    36016, 1372167 req, miss ratio 0.3427, byte miss ratio 0.3427
result/tencentBlock.ns23409.oracleGeneral.zst ARC cache size    72032, 1372167 req, miss ratio 0.2636, byte miss ratio 0.2636
result/tencentBlock.ns23409.oracleGeneral.zst ARC cache size   144064, 1372167 req, miss ratio 0.1401, byte miss ratio 0.1401
result/tencentBlock.ns23409.oracleGeneral.zst S3FIFO-1 cache size      180, 1372167 req, miss ratio 0.4696, byte miss ratio 0.4696
result/tencentBlock.ns23409.oracleGeneral.zst S3FIFO-1 cache size      540, 1372167 req, miss ratio 0.4630, byte miss ratio 0.4630
result/tencentBlock.ns23409.oracleGeneral.zst S3FIFO-1 cache size     1800, 1372167 req, miss ratio 0.4607, byte miss ratio 0.4607
result/tencentBlock.ns23409.oracleGeneral.zst S3FIFO-1 cache size     5402, 1372167 req, miss ratio 0.4600, byte miss ratio 0.4600
result/tencentBlock.ns23409.oracleGeneral.zst S3FIFO-1 cache size    18008, 1372167 req, miss ratio 0.4224, byte miss ratio 0.4224
result/tencentBlock.ns23409.oracleGeneral.zst S3FIFO-1 cache size    36016, 1372167 req, miss ratio 0.3829, byte miss ratio 0.3829
result/tencentBlock.ns23409.oracleGeneral.zst S3FIFO-1 cache size    72032, 1372167 req, miss ratio 0.2997, byte miss ratio 0.2997
result/tencentBlock.ns23409.oracleGeneral.zst S3FIFO-1 cache size   144064, 1372167 req, miss ratio 0.1484, byte miss ratio 0.1484
result/tencentBlock.ns23409.oracleGeneral.zst clock2 cache size      180, 1372167 req, miss ratio 0.4778, byte miss ratio 0.4778
result/tencentBlock.ns23409.oracleGeneral.zst clock2 cache size      540, 1372167 req, miss ratio 0.4672, byte miss ratio 0.4672
result/tencentBlock.ns23409.oracleGeneral.zst clock2 cache size     1800, 1372167 req, miss ratio 0.4625, byte miss ratio 0.4625
result/tencentBlock.ns23409.oracleGeneral.zst clock2 cache size     5402, 1372167 req, miss ratio 0.4606, byte miss ratio 0.4606
result/tencentBlock.ns23409.oracleGeneral.zst clock2 cache size    18008, 1372167 req, miss ratio 0.4599, byte miss ratio 0.4599
result/tencentBlock.ns23409.oracleGeneral.zst clock2 cache size    36016, 1372167 req, miss ratio 0.4054, byte miss ratio 0.4054
result/tencentBlock.ns23409.oracleGeneral.zst clock2 cache size    72032, 1372167 req, miss ratio 0.3346, byte miss ratio 0.3346
result/tencentBlock.ns23409.oracleGeneral.zst clock2 cache size   144064, 1372167 req, miss ratio 0.1437, byte miss ratio 0.1437
result/tencentBlock.ns23409.oracleGeneral.zst LHD cache size      180, 1372167 req, miss ratio 0.4846, byte miss ratio 0.4846
result/tencentBlock.ns23409.oracleGeneral.zst LHD cache size      540, 1372167 req, miss ratio 0.4674, byte miss ratio 0.4674
result/tencentBlock.ns23409.oracleGeneral.zst LHD cache size     1800, 1372167 req, miss ratio 0.4620, byte miss ratio 0.4620
result/tencentBlock.ns23409.oracleGeneral.zst LHD cache size     5402, 1372167 req, miss ratio 0.4605, byte miss ratio 0.4605
result/tencentBlock.ns23409.oracleGeneral.zst LHD cache size    18008, 1372167 req, miss ratio 0.4309, byte miss ratio 0.4309
result/tencentBlock.ns23409.oracleGeneral.zst LHD cache size    36016, 1372167 req, miss ratio 0.3751, byte miss ratio 0.3751
result/tencentBlock.ns23409.oracleGeneral.zst LHD cache size    72032, 1372167 req, miss ratio 0.2720, byte miss ratio 0.2720
result/tencentBlock.ns23409.oracleGeneral.zst LHD cache size   144064, 1372167 req, miss ratio 0.1401, byte miss ratio 0.1401
result/tencentBlock.ns23409.oracleGeneral.zst Clock cache size      180, 1372167 req, miss ratio 0.4772, byte miss ratio 0.4772
result/tencentBlock.ns23409.oracleGeneral.zst Clock cache size      540, 1372167 req, miss ratio 0.4674, byte miss ratio 0.4674
result/tencentBlock.ns23409.oracleGeneral.zst Clock cache size     1800, 1372167 req, miss ratio 0.4627, byte miss ratio 0.4627
result/tencentBlock.ns23409.oracleGeneral.zst Clock cache size     5402, 1372167 req, miss ratio 0.4606, byte miss ratio 0.4606
result/tencentBlock.ns23409.oracleGeneral.zst Clock cache size    18008, 1372167 req, miss ratio 0.4584, byte miss ratio 0.4584
result/tencentBlock.ns23409.oracleGeneral.zst Clock cache size    36016, 1372167 req, miss ratio 0.3985, byte miss ratio 0.3985
result/tencentBlock.ns23409.oracleGeneral.zst Clock cache size    72032, 1372167 req, miss ratio 0.3236, byte miss ratio 0.3236
result/tencentBlock.ns23409.oracleGeneral.zst Clock cache size   144064, 1372167 req, miss ratio 0.1475, byte miss ratio 0.1475
result/tencentBlock.ns23409.oracleGeneral.zst LeCaR cache size      180, 1372167 req, miss ratio 0.4765, byte miss ratio 0.4765
result/tencentBlock.ns23409.oracleGeneral.zst LeCaR cache size      540, 1372167 req, miss ratio 0.4667, byte miss ratio 0.4667
result/tencentBlock.ns23409.oracleGeneral.zst LeCaR cache size     1800, 1372167 req, miss ratio 0.4620, byte miss ratio 0.4620
result/tencentBlock.ns23409.oracleGeneral.zst LeCaR cache size     5402, 1372167 req, miss ratio 0.4605, byte miss ratio 0.4605
