result/tencentBlock.ns13139.oracleGeneral.zst LIRS cache size      356, 2832617 req, miss ratio 0.4968, byte miss ratio 0.4968
result/tencentBlock.ns13139.oracleGeneral.zst LIRS cache size     1070, 2832617 req, miss ratio 0.4681, byte miss ratio 0.4681
result/tencentBlock.ns13139.oracleGeneral.zst LIRS cache size     3568, 2832617 req, miss ratio 0.4096, byte miss ratio 0.4096
result/tencentBlock.ns13139.oracleGeneral.zst LIRS cache size    10704, 2832617 req, miss ratio 0.2118, byte miss ratio 0.2118
result/tencentBlock.ns13139.oracleGeneral.zst LIRS cache size    35680, 2832617 req, miss ratio 0.1591, byte miss ratio 0.1591
result/tencentBlock.ns13139.oracleGeneral.zst LIRS cache size    71361, 2832617 req, miss ratio 0.1454, byte miss ratio 0.1454
result/tencentBlock.ns13139.oracleGeneral.zst LIRS cache size   142723, 2832617 req, miss ratio 0.1359, byte miss ratio 0.1359
result/tencentBlock.ns13139.oracleGeneral.zst LIRS cache size   285446, 2832617 req, miss ratio 0.1270, byte miss ratio 0.1270
result/tencentBlock.ns13139.oracleGeneral.zst FIFO cache size      356, 2832617 req, miss ratio 0.5298, byte miss ratio 0.5298
result/tencentBlock.ns13139.oracleGeneral.zst FIFO cache size     1070, 2832617 req, miss ratio 0.5004, byte miss ratio 0.5004
result/tencentBlock.ns13139.oracleGeneral.zst FIFO cache size     3568, 2832617 req, miss ratio 0.4806, byte miss ratio 0.4806
result/tencentBlock.ns13139.oracleGeneral.zst FIFO cache size    10704, 2832617 req, miss ratio 0.4706, byte miss ratio 0.4706
result/tencentBlock.ns13139.oracleGeneral.zst FIFO cache size    35680, 2832617 req, miss ratio 0.2211, byte miss ratio 0.2211
result/tencentBlock.ns13139.oracleGeneral.zst FIFO cache size    71361, 2832617 req, miss ratio 0.1787, byte miss ratio 0.1787
result/tencentBlock.ns13139.oracleGeneral.zst FIFO cache size   142723, 2832617 req, miss ratio 0.1524, byte miss ratio 0.1524
result/tencentBlock.ns13139.oracleGeneral.zst FIFO cache size   285446, 2832617 req, miss ratio 0.1328, byte miss ratio 0.1328
result/tencentBlock.ns13139.oracleGeneral.zst clock2 cache size      356, 2832617 req, miss ratio 0.5049, byte miss ratio 0.5049
result/tencentBlock.ns13139.oracleGeneral.zst clock2 cache size     1070, 2832617 req, miss ratio 0.4897, byte miss ratio 0.4897
result/tencentBlock.ns13139.oracleGeneral.zst clock2 cache size     3568, 2832617 req, miss ratio 0.4735, byte miss ratio 0.4735
result/tencentBlock.ns13139.oracleGeneral.zst clock2 cache size    10704, 2832617 req, miss ratio 0.4503, byte miss ratio 0.4503
result/tencentBlock.ns13139.oracleGeneral.zst clock2 cache size    35680, 2832617 req, miss ratio 0.1756, byte miss ratio 0.1756
result/tencentBlock.ns13139.oracleGeneral.zst clock2 cache size    71361, 2832617 req, miss ratio 0.1483, byte miss ratio 0.1483
result/tencentBlock.ns13139.oracleGeneral.zst clock2 cache size   142723, 2832617 req, miss ratio 0.1368, byte miss ratio 0.1368
result/tencentBlock.ns13139.oracleGeneral.zst clock2 cache size   285446, 2832617 req, miss ratio 0.1266, byte miss ratio 0.1266
result/tencentBlock.ns13139.oracleGeneral.zst S3FIFO-1 cache size      356, 2832617 req, miss ratio 0.4901, byte miss ratio 0.4901
result/tencentBlock.ns13139.oracleGeneral.zst S3FIFO-1 cache size     1070, 2832617 req, miss ratio 0.4703, byte miss ratio 0.4703
result/tencentBlock.ns13139.oracleGeneral.zst S3FIFO-1 cache size     3568, 2832617 req, miss ratio 0.4490, byte miss ratio 0.4490
result/tencentBlock.ns13139.oracleGeneral.zst S3FIFO-1 cache size    10704, 2832617 req, miss ratio 0.2137, byte miss ratio 0.2137
result/tencentBlock.ns13139.oracleGeneral.zst S3FIFO-1 cache size    35680, 2832617 req, miss ratio 0.1569, byte miss ratio 0.1569
result/tencentBlock.ns13139.oracleGeneral.zst S3FIFO-1 cache size    71361, 2832617 req, miss ratio 0.1432, byte miss ratio 0.1432
result/tencentBlock.ns13139.oracleGeneral.zst S3FIFO-1 cache size   142723, 2832617 req, miss ratio 0.1367, byte miss ratio 0.1367
result/tencentBlock.ns13139.oracleGeneral.zst S3FIFO-1 cache size   285446, 2832617 req, miss ratio 0.1266, byte miss ratio 0.1266
result/tencentBlock.ns13139.oracleGeneral.zst Clock cache size      356, 2832617 req, miss ratio 0.5059, byte miss ratio 0.5059
result/tencentBlock.ns13139.oracleGeneral.zst Clock cache size     1070, 2832617 req, miss ratio 0.4898, byte miss ratio 0.4898
