result/tencentBlock.ns23734.oracleGeneral.zst clock2 cache size      201, 2254182 req, miss ratio 0.5342, byte miss ratio 0.5342
result/tencentBlock.ns23734.oracleGeneral.zst clock2 cache size      605, 2254182 req, miss ratio 0.4318, byte miss ratio 0.4318
result/tencentBlock.ns23734.oracleGeneral.zst clock2 cache size     2018, 2254182 req, miss ratio 0.3006, byte miss ratio 0.3006
result/tencentBlock.ns23734.oracleGeneral.zst clock2 cache size     6056, 2254182 req, miss ratio 0.2488, byte miss ratio 0.2488
result/tencentBlock.ns23734.oracleGeneral.zst clock2 cache size    20187, 2254182 req, miss ratio 0.2048, byte miss ratio 0.2048
result/tencentBlock.ns23734.oracleGeneral.zst clock2 cache size    40375, 2254182 req, miss ratio 0.1513, byte miss ratio 0.1513
result/tencentBlock.ns23734.oracleGeneral.zst clock2 cache size    80750, 2254182 req, miss ratio 0.1030, byte miss ratio 0.1030
result/tencentBlock.ns23734.oracleGeneral.zst clock2 cache size   161500, 2254182 req, miss ratio 0.0900, byte miss ratio 0.0900
result/tencentBlock.ns23734.oracleGeneral.zst Clock cache size      201, 2254182 req, miss ratio 0.5393, byte miss ratio 0.5393
result/tencentBlock.ns23734.oracleGeneral.zst Clock cache size      605, 2254182 req, miss ratio 0.4320, byte miss ratio 0.4320
result/tencentBlock.ns23734.oracleGeneral.zst Clock cache size     2018, 2254182 req, miss ratio 0.3140, byte miss ratio 0.3140
result/tencentBlock.ns23734.oracleGeneral.zst Clock cache size     6056, 2254182 req, miss ratio 0.2507, byte miss ratio 0.2507
result/tencentBlock.ns23734.oracleGeneral.zst Clock cache size    20187, 2254182 req, miss ratio 0.1955, byte miss ratio 0.1955
result/tencentBlock.ns23734.oracleGeneral.zst Clock cache size    40375, 2254182 req, miss ratio 0.1444, byte miss ratio 0.1444
result/tencentBlock.ns23734.oracleGeneral.zst Clock cache size    80750, 2254182 req, miss ratio 0.1012, byte miss ratio 0.1012
result/tencentBlock.ns23734.oracleGeneral.zst Clock cache size   161500, 2254182 req, miss ratio 0.0900, byte miss ratio 0.0900
result/tencentBlock.ns23734.oracleGeneral.zst Cacheus cache size      201, 2254182 req, miss ratio 0.4924, byte miss ratio 0.4924
result/tencentBlock.ns23734.oracleGeneral.zst Cacheus cache size      605, 2254182 req, miss ratio 0.4180, byte miss ratio 0.4180
result/tencentBlock.ns23734.oracleGeneral.zst Cacheus cache size     2018, 2254182 req, miss ratio 0.2920, byte miss ratio 0.2920
result/tencentBlock.ns23734.oracleGeneral.zst Cacheus cache size     6056, 2254182 req, miss ratio 0.2468, byte miss ratio 0.2468
result/tencentBlock.ns23734.oracleGeneral.zst Cacheus cache size    20187, 2254182 req, miss ratio 0.1970, byte miss ratio 0.1970
result/tencentBlock.ns23734.oracleGeneral.zst Cacheus cache size    40375, 2254182 req, miss ratio 0.1378, byte miss ratio 0.1378
result/tencentBlock.ns23734.oracleGeneral.zst Cacheus cache size    80750, 2254182 req, miss ratio 0.1026, byte miss ratio 0.1026
result/tencentBlock.ns23734.oracleGeneral.zst Cacheus cache size   161500, 2254182 req, miss ratio 0.0905, byte miss ratio 0.0905
result/tencentBlock.ns23734.oracleGeneral.zst LIRS cache size      201, 2254182 req, miss ratio 0.5078, byte miss ratio 0.5078
result/tencentBlock.ns23734.oracleGeneral.zst LIRS cache size      605, 2254182 req, miss ratio 0.4330, byte miss ratio 0.4330
result/tencentBlock.ns23734.oracleGeneral.zst LIRS cache size     2018, 2254182 req, miss ratio 0.2834, byte miss ratio 0.2834
result/tencentBlock.ns23734.oracleGeneral.zst LIRS cache size     6056, 2254182 req, miss ratio 0.2461, byte miss ratio 0.2461
result/tencentBlock.ns23734.oracleGeneral.zst LIRS cache size    20187, 2254182 req, miss ratio 0.1917, byte miss ratio 0.1917
result/tencentBlock.ns23734.oracleGeneral.zst LIRS cache size    40375, 2254182 req, miss ratio 0.1470, byte miss ratio 0.1470
result/tencentBlock.ns23734.oracleGeneral.zst LIRS cache size    80750, 2254182 req, miss ratio 0.1072, byte miss ratio 0.1072
result/tencentBlock.ns23734.oracleGeneral.zst LIRS cache size   161500, 2254182 req, miss ratio 0.0914, byte miss ratio 0.0914
result/tencentBlock.ns23734.oracleGeneral.zst ARC cache size      201, 2254182 req, miss ratio 0.4899, byte miss ratio 0.4899
result/tencentBlock.ns23734.oracleGeneral.zst ARC cache size      605, 2254182 req, miss ratio 0.4188, byte miss ratio 0.4188
result/tencentBlock.ns23734.oracleGeneral.zst ARC cache size     2018, 2254182 req, miss ratio 0.2691, byte miss ratio 0.2691
result/tencentBlock.ns23734.oracleGeneral.zst ARC cache size     6056, 2254182 req, miss ratio 0.2446, byte miss ratio 0.2446
result/tencentBlock.ns23734.oracleGeneral.zst ARC cache size    20187, 2254182 req, miss ratio 0.1914, byte miss ratio 0.1914
result/tencentBlock.ns23734.oracleGeneral.zst ARC cache size    40375, 2254182 req, miss ratio 0.1394, byte miss ratio 0.1394
result/tencentBlock.ns23734.oracleGeneral.zst ARC cache size    80750, 2254182 req, miss ratio 0.0978, byte miss ratio 0.0978
result/tencentBlock.ns23734.oracleGeneral.zst ARC cache size   161500, 2254182 req, miss ratio 0.0900, byte miss ratio 0.0900
result/tencentBlock.ns23734.oracleGeneral.zst FIFO cache size      201, 2254182 req, miss ratio 0.6478, byte miss ratio 0.6478
result/tencentBlock.ns23734.oracleGeneral.zst FIFO cache size      605, 2254182 req, miss ratio 0.4846, byte miss ratio 0.4846
result/tencentBlock.ns23734.oracleGeneral.zst FIFO cache size     2018, 2254182 req, miss ratio 0.3610, byte miss ratio 0.3610
result/tencentBlock.ns23734.oracleGeneral.zst FIFO cache size     6056, 2254182 req, miss ratio 0.2860, byte miss ratio 0.2860
result/tencentBlock.ns23734.oracleGeneral.zst FIFO cache size    20187, 2254182 req, miss ratio 0.2073, byte miss ratio 0.2073
result/tencentBlock.ns23734.oracleGeneral.zst FIFO cache size    40375, 2254182 req, miss ratio 0.1545, byte miss ratio 0.1545
result/tencentBlock.ns23734.oracleGeneral.zst FIFO cache size    80750, 2254182 req, miss ratio 0.1145, byte miss ratio 0.1145
result/tencentBlock.ns23734.oracleGeneral.zst FIFO cache size   161500, 2254182 req, miss ratio 0.0978, byte miss ratio 0.0978
result/tencentBlock.ns23734.oracleGeneral.zst LRU cache size      201, 2254182 req, miss ratio 0.5477, byte miss ratio 0.5477
result/tencentBlock.ns23734.oracleGeneral.zst LRU cache size      605, 2254182 req, miss ratio 0.4332, byte miss ratio 0.4332
result/tencentBlock.ns23734.oracleGeneral.zst LRU cache size     2018, 2254182 req, miss ratio 0.3222, byte miss ratio 0.3222
result/tencentBlock.ns23734.oracleGeneral.zst LRU cache size     6056, 2254182 req, miss ratio 0.2528, byte miss ratio 0.2528
result/tencentBlock.ns23734.oracleGeneral.zst LRU cache size    20187, 2254182 req, miss ratio 0.1861, byte miss ratio 0.1861
result/tencentBlock.ns23734.oracleGeneral.zst LRU cache size    40375, 2254182 req, miss ratio 0.1395, byte miss ratio 0.1395
result/tencentBlock.ns23734.oracleGeneral.zst LRU cache size    80750, 2254182 req, miss ratio 0.0991, byte miss ratio 0.0991
result/tencentBlock.ns23734.oracleGeneral.zst LRU cache size   161500, 2254182 req, miss ratio 0.0896, byte miss ratio 0.0896
result/tencentBlock.ns23734.oracleGeneral.zst LHD cache size      201, 2254182 req, miss ratio 0.5048, byte miss ratio 0.5048
