result/tencentBlock.ns7713.oracleGeneral.zst LeCaR cache size      126, 4904147 req, miss ratio 0.4234, byte miss ratio 0.4234
result/tencentBlock.ns7713.oracleGeneral.zst LeCaR cache size      378, 4904147 req, miss ratio 0.1780, byte miss ratio 0.1780
result/tencentBlock.ns7713.oracleGeneral.zst LeCaR cache size     1263, 4904147 req, miss ratio 0.1343, byte miss ratio 0.1343
result/tencentBlock.ns7713.oracleGeneral.zst LeCaR cache size     3789, 4904147 req, miss ratio 0.1172, byte miss ratio 0.1172
result/tencentBlock.ns7713.oracleGeneral.zst LeCaR cache size    12632, 4904147 req, miss ratio 0.1018, byte miss ratio 0.1018
result/tencentBlock.ns7713.oracleGeneral.zst LeCaR cache size    25265, 4904147 req, miss ratio 0.0972, byte miss ratio 0.0972
result/tencentBlock.ns7713.oracleGeneral.zst LeCaR cache size    50530, 4904147 req, miss ratio 0.0603, byte miss ratio 0.0603
result/tencentBlock.ns7713.oracleGeneral.zst LeCaR cache size   101061, 4904147 req, miss ratio 0.0263, byte miss ratio 0.0263
result/tencentBlock.ns7713.oracleGeneral.zst FIFO cache size      126, 4904147 req, miss ratio 0.5669, byte miss ratio 0.5669
result/tencentBlock.ns7713.oracleGeneral.zst FIFO cache size      378, 4904147 req, miss ratio 0.2625, byte miss ratio 0.2625
result/tencentBlock.ns7713.oracleGeneral.zst FIFO cache size     1263, 4904147 req, miss ratio 0.1657, byte miss ratio 0.1657
result/tencentBlock.ns7713.oracleGeneral.zst FIFO cache size     3789, 4904147 req, miss ratio 0.1372, byte miss ratio 0.1372
result/tencentBlock.ns7713.oracleGeneral.zst FIFO cache size    12632, 4904147 req, miss ratio 0.1146, byte miss ratio 0.1146
result/tencentBlock.ns7713.oracleGeneral.zst FIFO cache size    25265, 4904147 req, miss ratio 0.1051, byte miss ratio 0.1051
result/tencentBlock.ns7713.oracleGeneral.zst FIFO cache size    50530, 4904147 req, miss ratio 0.0709, byte miss ratio 0.0709
result/tencentBlock.ns7713.oracleGeneral.zst FIFO cache size   101061, 4904147 req, miss ratio 0.0293, byte miss ratio 0.0293
result/tencentBlock.ns7713.oracleGeneral.zst LIRS cache size      126, 4904147 req, miss ratio 0.3259, byte miss ratio 0.3259
result/tencentBlock.ns7713.oracleGeneral.zst LIRS cache size      378, 4904147 req, miss ratio 0.1871, byte miss ratio 0.1871
result/tencentBlock.ns7713.oracleGeneral.zst LIRS cache size     1263, 4904147 req, miss ratio 0.1387, byte miss ratio 0.1387
result/tencentBlock.ns7713.oracleGeneral.zst LIRS cache size     3789, 4904147 req, miss ratio 0.1135, byte miss ratio 0.1135
result/tencentBlock.ns7713.oracleGeneral.zst LIRS cache size    12632, 4904147 req, miss ratio 0.0996, byte miss ratio 0.0996
result/tencentBlock.ns7713.oracleGeneral.zst LIRS cache size    25265, 4904147 req, miss ratio 0.0823, byte miss ratio 0.0823
result/tencentBlock.ns7713.oracleGeneral.zst LIRS cache size    50530, 4904147 req, miss ratio 0.0533, byte miss ratio 0.0533
result/tencentBlock.ns7713.oracleGeneral.zst LIRS cache size   101061, 4904147 req, miss ratio 0.0261, byte miss ratio 0.0261
result/tencentBlock.ns7713.oracleGeneral.zst ARC cache size      126, 4904147 req, miss ratio 0.3606, byte miss ratio 0.3606
result/tencentBlock.ns7713.oracleGeneral.zst ARC cache size      378, 4904147 req, miss ratio 0.1759, byte miss ratio 0.1759
result/tencentBlock.ns7713.oracleGeneral.zst ARC cache size     1263, 4904147 req, miss ratio 0.1316, byte miss ratio 0.1316
result/tencentBlock.ns7713.oracleGeneral.zst ARC cache size     3789, 4904147 req, miss ratio 0.1131, byte miss ratio 0.1131
result/tencentBlock.ns7713.oracleGeneral.zst ARC cache size    12632, 4904147 req, miss ratio 0.0991, byte miss ratio 0.0991
result/tencentBlock.ns7713.oracleGeneral.zst ARC cache size    25265, 4904147 req, miss ratio 0.0894, byte miss ratio 0.0894
result/tencentBlock.ns7713.oracleGeneral.zst ARC cache size    50530, 4904147 req, miss ratio 0.0585, byte miss ratio 0.0585
result/tencentBlock.ns7713.oracleGeneral.zst ARC cache size   101061, 4904147 req, miss ratio 0.0261, byte miss ratio 0.0261
result/tencentBlock.ns7713.oracleGeneral.zst S3FIFO-1 cache size      126, 4904147 req, miss ratio 0.3673, byte miss ratio 0.3673
result/tencentBlock.ns7713.oracleGeneral.zst S3FIFO-1 cache size      378, 4904147 req, miss ratio 0.1734, byte miss ratio 0.1734
result/tencentBlock.ns7713.oracleGeneral.zst S3FIFO-1 cache size     1263, 4904147 req, miss ratio 0.1282, byte miss ratio 0.1282
result/tencentBlock.ns7713.oracleGeneral.zst S3FIFO-1 cache size     3789, 4904147 req, miss ratio 0.1116, byte miss ratio 0.1116
result/tencentBlock.ns7713.oracleGeneral.zst S3FIFO-1 cache size    12632, 4904147 req, miss ratio 0.0987, byte miss ratio 0.0987
result/tencentBlock.ns7713.oracleGeneral.zst S3FIFO-1 cache size    25265, 4904147 req, miss ratio 0.0913, byte miss ratio 0.0913
