result/tencentBlock.ns6033.oracleGeneral.zst Cacheus cache size      289, 3957915 req, miss ratio 0.2710, byte miss ratio 0.2710
result/tencentBlock.ns6033.oracleGeneral.zst Cacheus cache size      867, 3957915 req, miss ratio 0.2320, byte miss ratio 0.2320
result/tencentBlock.ns6033.oracleGeneral.zst Cacheus cache size     2892, 3957915 req, miss ratio 0.1879, byte miss ratio 0.1879
result/tencentBlock.ns6033.oracleGeneral.zst Cacheus cache size     8678, 3957915 req, miss ratio 0.1637, byte miss ratio 0.1637
result/tencentBlock.ns6033.oracleGeneral.zst Cacheus cache size    28929, 3957915 req, miss ratio 0.1395, byte miss ratio 0.1395
result/tencentBlock.ns6033.oracleGeneral.zst Cacheus cache size    57859, 3957915 req, miss ratio 0.1225, byte miss ratio 0.1225
result/tencentBlock.ns6033.oracleGeneral.zst Cacheus cache size   115718, 3957915 req, miss ratio 0.0934, byte miss ratio 0.0934
result/tencentBlock.ns6033.oracleGeneral.zst Cacheus cache size   231436, 3957915 req, miss ratio 0.0747, byte miss ratio 0.0747
result/tencentBlock.ns6033.oracleGeneral.zst S3FIFO-1 cache size      289, 3957915 req, miss ratio 0.2588, byte miss ratio 0.2588
result/tencentBlock.ns6033.oracleGeneral.zst S3FIFO-1 cache size      867, 3957915 req, miss ratio 0.2260, byte miss ratio 0.2260
result/tencentBlock.ns6033.oracleGeneral.zst S3FIFO-1 cache size     2892, 3957915 req, miss ratio 0.1797, byte miss ratio 0.1797
result/tencentBlock.ns6033.oracleGeneral.zst S3FIFO-1 cache size     8678, 3957915 req, miss ratio 0.1621, byte miss ratio 0.1621
result/tencentBlock.ns6033.oracleGeneral.zst S3FIFO-1 cache size    28929, 3957915 req, miss ratio 0.1343, byte miss ratio 0.1343
result/tencentBlock.ns6033.oracleGeneral.zst S3FIFO-1 cache size    57859, 3957915 req, miss ratio 0.1138, byte miss ratio 0.1138
result/tencentBlock.ns6033.oracleGeneral.zst S3FIFO-1 cache size   115718, 3957915 req, miss ratio 0.0889, byte miss ratio 0.0889
result/tencentBlock.ns6033.oracleGeneral.zst S3FIFO-1 cache size   231436, 3957915 req, miss ratio 0.0745, byte miss ratio 0.0745
result/tencentBlock.ns6033.oracleGeneral.zst Clock cache size      289, 3957915 req, miss ratio 0.2912, byte miss ratio 0.2912
result/tencentBlock.ns6033.oracleGeneral.zst Clock cache size      867, 3957915 req, miss ratio 0.2481, byte miss ratio 0.2481
result/tencentBlock.ns6033.oracleGeneral.zst Clock cache size     2892, 3957915 req, miss ratio 0.2061, byte miss ratio 0.2061
result/tencentBlock.ns6033.oracleGeneral.zst Clock cache size     8678, 3957915 req, miss ratio 0.1673, byte miss ratio 0.1673
result/tencentBlock.ns6033.oracleGeneral.zst Clock cache size    28929, 3957915 req, miss ratio 0.1471, byte miss ratio 0.1471
result/tencentBlock.ns6033.oracleGeneral.zst Clock cache size    57859, 3957915 req, miss ratio 0.1260, byte miss ratio 0.1260
result/tencentBlock.ns6033.oracleGeneral.zst Clock cache size   115718, 3957915 req, miss ratio 0.0910, byte miss ratio 0.0910
result/tencentBlock.ns6033.oracleGeneral.zst Clock cache size   231436, 3957915 req, miss ratio 0.0745, byte miss ratio 0.0745
result/tencentBlock.ns6033.oracleGeneral.zst LRU cache size      289, 3957915 req, miss ratio 0.2963, byte miss ratio 0.2963
result/tencentBlock.ns6033.oracleGeneral.zst LRU cache size      867, 3957915 req, miss ratio 0.2527, byte miss ratio 0.2527
result/tencentBlock.ns6033.oracleGeneral.zst LRU cache size     2892, 3957915 req, miss ratio 0.2098, byte miss ratio 0.2098
result/tencentBlock.ns6033.oracleGeneral.zst LRU cache size     8678, 3957915 req, miss ratio 0.1686, byte miss ratio 0.1686
result/tencentBlock.ns6033.oracleGeneral.zst LRU cache size    28929, 3957915 req, miss ratio 0.1480, byte miss ratio 0.1480
result/tencentBlock.ns6033.oracleGeneral.zst LRU cache size    57859, 3957915 req, miss ratio 0.1280, byte miss ratio 0.1280
result/tencentBlock.ns6033.oracleGeneral.zst LRU cache size   115718, 3957915 req, miss ratio 0.0915, byte miss ratio 0.0915
result/tencentBlock.ns6033.oracleGeneral.zst LRU cache size   231436, 3957915 req, miss ratio 0.0742, byte miss ratio 0.0742
result/tencentBlock.ns6033.oracleGeneral.zst LeCaR cache size      289, 3957915 req, miss ratio 0.2774, byte miss ratio 0.2774
result/tencentBlock.ns6033.oracleGeneral.zst LeCaR cache size      867, 3957915 req, miss ratio 0.2429, byte miss ratio 0.2429
result/tencentBlock.ns6033.oracleGeneral.zst LeCaR cache size     2892, 3957915 req, miss ratio 0.2041, byte miss ratio 0.2041
result/tencentBlock.ns6033.oracleGeneral.zst LeCaR cache size     8678, 3957915 req, miss ratio 0.1669, byte miss ratio 0.1669
result/tencentBlock.ns6033.oracleGeneral.zst LeCaR cache size    28929, 3957915 req, miss ratio 0.1452, byte miss ratio 0.1452
result/tencentBlock.ns6033.oracleGeneral.zst LeCaR cache size    57859, 3957915 req, miss ratio 0.1255, byte miss ratio 0.1255
result/tencentBlock.ns6033.oracleGeneral.zst LeCaR cache size   115718, 3957915 req, miss ratio 0.0908, byte miss ratio 0.0908
result/tencentBlock.ns6033.oracleGeneral.zst LeCaR cache size   231436, 3957915 req, miss ratio 0.0742, byte miss ratio 0.0742
result/tencentBlock.ns6033.oracleGeneral.zst LIRS cache size      289, 3957915 req, miss ratio 0.2611, byte miss ratio 0.2611
