result/tencentBlock.ns3580.oracleGeneral.zst LRU cache size      668, 172914234 req, miss ratio 0.9272, byte miss ratio 0.9272
result/tencentBlock.ns3580.oracleGeneral.zst LRU cache size     2005, 172914234 req, miss ratio 0.6166, byte miss ratio 0.6166
result/tencentBlock.ns3580.oracleGeneral.zst LRU cache size     6686, 172914234 req, miss ratio 0.0947, byte miss ratio 0.0947
result/tencentBlock.ns3580.oracleGeneral.zst LRU cache size    20059, 172914234 req, miss ratio 0.0352, byte miss ratio 0.0352
result/tencentBlock.ns3580.oracleGeneral.zst LRU cache size    66866, 172914234 req, miss ratio 0.0226, byte miss ratio 0.0226
result/tencentBlock.ns3580.oracleGeneral.zst LRU cache size   133733, 172914234 req, miss ratio 0.0176, byte miss ratio 0.0176
result/tencentBlock.ns3580.oracleGeneral.zst LRU cache size   267466, 172914234 req, miss ratio 0.0088, byte miss ratio 0.0088
result/tencentBlock.ns3580.oracleGeneral.zst LRU cache size   534932, 172914234 req, miss ratio 0.0039, byte miss ratio 0.0039
result/tencentBlock.ns3580.oracleGeneral.zst LeCaR cache size      668, 172914234 req, miss ratio 0.8376, byte miss ratio 0.8376
result/tencentBlock.ns3580.oracleGeneral.zst LeCaR cache size     2005, 172914234 req, miss ratio 0.5583, byte miss ratio 0.5583
result/tencentBlock.ns3580.oracleGeneral.zst LeCaR cache size     6686, 172914234 req, miss ratio 0.0832, byte miss ratio 0.0832
result/tencentBlock.ns3580.oracleGeneral.zst LeCaR cache size    20059, 172914234 req, miss ratio 0.0316, byte miss ratio 0.0316
result/tencentBlock.ns3580.oracleGeneral.zst LeCaR cache size    66866, 172914234 req, miss ratio 0.0215, byte miss ratio 0.0215
result/tencentBlock.ns3580.oracleGeneral.zst LeCaR cache size   133733, 172914234 req, miss ratio 0.0169, byte miss ratio 0.0169
result/tencentBlock.ns3580.oracleGeneral.zst LeCaR cache size   267466, 172914234 req, miss ratio 0.0075, byte miss ratio 0.0075
result/tencentBlock.ns3580.oracleGeneral.zst LeCaR cache size   534932, 172914234 req, miss ratio 0.0039, byte miss ratio 0.0039
result/tencentBlock.ns3580.oracleGeneral.zst Cacheus cache size      668, 172914234 req, miss ratio 0.7551, byte miss ratio 0.7551
result/tencentBlock.ns3580.oracleGeneral.zst Cacheus cache size     2005, 172914234 req, miss ratio 0.5747, byte miss ratio 0.5747
result/tencentBlock.ns3580.oracleGeneral.zst Cacheus cache size     6686, 172914234 req, miss ratio 0.0898, byte miss ratio 0.0898
result/tencentBlock.ns3580.oracleGeneral.zst Cacheus cache size    20059, 172914234 req, miss ratio 0.0331, byte miss ratio 0.0331
result/tencentBlock.ns3580.oracleGeneral.zst Cacheus cache size    66866, 172914234 req, miss ratio 0.0214, byte miss ratio 0.0214
result/tencentBlock.ns3580.oracleGeneral.zst Cacheus cache size   133733, 172914234 req, miss ratio 0.0173, byte miss ratio 0.0173
result/tencentBlock.ns3580.oracleGeneral.zst Cacheus cache size   267466, 172914234 req, miss ratio 0.0075, byte miss ratio 0.0075
result/tencentBlock.ns3580.oracleGeneral.zst Cacheus cache size   534932, 172914234 req, miss ratio 0.0039, byte miss ratio 0.0039
result/tencentBlock.ns3580.oracleGeneral.zst ARC cache size      668, 172914234 req, miss ratio 0.7881, byte miss ratio 0.7881
result/tencentBlock.ns3580.oracleGeneral.zst ARC cache size     2005, 172914234 req, miss ratio 0.4914, byte miss ratio 0.4914
result/tencentBlock.ns3580.oracleGeneral.zst ARC cache size     6686, 172914234 req, miss ratio 0.0793, byte miss ratio 0.0793
result/tencentBlock.ns3580.oracleGeneral.zst ARC cache size    20059, 172914234 req, miss ratio 0.0301, byte miss ratio 0.0301
result/tencentBlock.ns3580.oracleGeneral.zst ARC cache size    66866, 172914234 req, miss ratio 0.0208, byte miss ratio 0.0208
result/tencentBlock.ns3580.oracleGeneral.zst ARC cache size   133733, 172914234 req, miss ratio 0.0176, byte miss ratio 0.0176
result/tencentBlock.ns3580.oracleGeneral.zst ARC cache size   267466, 172914234 req, miss ratio 0.0087, byte miss ratio 0.0087
result/tencentBlock.ns3580.oracleGeneral.zst ARC cache size   534932, 172914234 req, miss ratio 0.0039, byte miss ratio 0.0039
result/tencentBlock.ns3580.oracleGeneral.zst LHD cache size      668, 172914234 req, miss ratio 0.7668, byte miss ratio 0.7668
result/tencentBlock.ns3580.oracleGeneral.zst LHD cache size     2005, 172914234 req, miss ratio 0.4300, byte miss ratio 0.4300
result/tencentBlock.ns3580.oracleGeneral.zst LHD cache size     6686, 172914234 req, miss ratio 0.0828, byte miss ratio 0.0828
result/tencentBlock.ns3580.oracleGeneral.zst LHD cache size    20059, 172914234 req, miss ratio 0.0301, byte miss ratio 0.0301
result/tencentBlock.ns3580.oracleGeneral.zst LHD cache size    66866, 172914234 req, miss ratio 0.0208, byte miss ratio 0.0208
result/tencentBlock.ns3580.oracleGeneral.zst LHD cache size   133733, 172914234 req, miss ratio 0.0173, byte miss ratio 0.0173
result/tencentBlock.ns3580.oracleGeneral.zst LHD cache size   267466, 172914234 req, miss ratio 0.0080, byte miss ratio 0.0080
result/tencentBlock.ns3580.oracleGeneral.zst LHD cache size   534932, 172914234 req, miss ratio 0.0040, byte miss ratio 0.0040
result/tencentBlock.ns3580.oracleGeneral.zst LIRS cache size      668, 172914234 req, miss ratio 0.7710, byte miss ratio 0.7710
result/tencentBlock.ns3580.oracleGeneral.zst LIRS cache size     2005, 172914234 req, miss ratio 0.4412, byte miss ratio 0.4412
result/tencentBlock.ns3580.oracleGeneral.zst LIRS cache size     6686, 172914234 req, miss ratio 0.0787, byte miss ratio 0.0787
result/tencentBlock.ns3580.oracleGeneral.zst LIRS cache size    20059, 172914234 req, miss ratio 0.0302, byte miss ratio 0.0302
result/tencentBlock.ns3580.oracleGeneral.zst LIRS cache size    66866, 172914234 req, miss ratio 0.0209, byte miss ratio 0.0209
result/tencentBlock.ns3580.oracleGeneral.zst LIRS cache size   133733, 172914234 req, miss ratio 0.0160, byte miss ratio 0.0160
result/tencentBlock.ns3580.oracleGeneral.zst LIRS cache size   267466, 172914234 req, miss ratio 0.0068, byte miss ratio 0.0068
result/tencentBlock.ns3580.oracleGeneral.zst LIRS cache size   534932, 172914234 req, miss ratio 0.0040, byte miss ratio 0.0040
result/tencentBlock.ns3580.oracleGeneral.zst FIFO cache size      668, 172914234 req, miss ratio 0.9246, byte miss ratio 0.9246
result/tencentBlock.ns3580.oracleGeneral.zst FIFO cache size     2005, 172914234 req, miss ratio 0.6346, byte miss ratio 0.6346
result/tencentBlock.ns3580.oracleGeneral.zst FIFO cache size     6686, 172914234 req, miss ratio 0.1686, byte miss ratio 0.1686
result/tencentBlock.ns3580.oracleGeneral.zst FIFO cache size    20059, 172914234 req, miss ratio 0.0519, byte miss ratio 0.0519
result/tencentBlock.ns3580.oracleGeneral.zst FIFO cache size    66866, 172914234 req, miss ratio 0.0278, byte miss ratio 0.0278
result/tencentBlock.ns3580.oracleGeneral.zst FIFO cache size   133733, 172914234 req, miss ratio 0.0198, byte miss ratio 0.0198
result/tencentBlock.ns3580.oracleGeneral.zst FIFO cache size   267466, 172914234 req, miss ratio 0.0111, byte miss ratio 0.0111
result/tencentBlock.ns3580.oracleGeneral.zst FIFO cache size   534932, 172914234 req, miss ratio 0.0052, byte miss ratio 0.0052
result/tencentBlock.ns3580.oracleGeneral.zst Clock cache size      668, 172914234 req, miss ratio 0.9270, byte miss ratio 0.9270
result/tencentBlock.ns3580.oracleGeneral.zst Clock cache size     2005, 172914234 req, miss ratio 0.5888, byte miss ratio 0.5888
result/tencentBlock.ns3580.oracleGeneral.zst Clock cache size     6686, 172914234 req, miss ratio 0.0909, byte miss ratio 0.0909
result/tencentBlock.ns3580.oracleGeneral.zst Clock cache size    20059, 172914234 req, miss ratio 0.0340, byte miss ratio 0.0340
result/tencentBlock.ns3580.oracleGeneral.zst Clock cache size    66866, 172914234 req, miss ratio 0.0220, byte miss ratio 0.0220
result/tencentBlock.ns3580.oracleGeneral.zst Clock cache size   133733, 172914234 req, miss ratio 0.0176, byte miss ratio 0.0176
result/tencentBlock.ns3580.oracleGeneral.zst Clock cache size   267466, 172914234 req, miss ratio 0.0089, byte miss ratio 0.0089
result/tencentBlock.ns3580.oracleGeneral.zst Clock cache size   534932, 172914234 req, miss ratio 0.0039, byte miss ratio 0.0039
result/tencentBlock.ns3580.oracleGeneral.zst clock2 cache size      668, 172914234 req, miss ratio 0.9264, byte miss ratio 0.9264
result/tencentBlock.ns3580.oracleGeneral.zst clock2 cache size     2005, 172914234 req, miss ratio 0.5705, byte miss ratio 0.5705
result/tencentBlock.ns3580.oracleGeneral.zst clock2 cache size     6686, 172914234 req, miss ratio 0.0871, byte miss ratio 0.0871
result/tencentBlock.ns3580.oracleGeneral.zst clock2 cache size    20059, 172914234 req, miss ratio 0.0322, byte miss ratio 0.0322
result/tencentBlock.ns3580.oracleGeneral.zst clock2 cache size    66866, 172914234 req, miss ratio 0.0211, byte miss ratio 0.0211
result/tencentBlock.ns3580.oracleGeneral.zst clock2 cache size   133733, 172914234 req, miss ratio 0.0173, byte miss ratio 0.0173
result/tencentBlock.ns3580.oracleGeneral.zst clock2 cache size   267466, 172914234 req, miss ratio 0.0092, byte miss ratio 0.0092
result/tencentBlock.ns3580.oracleGeneral.zst clock2 cache size   534932, 172914234 req, miss ratio 0.0039, byte miss ratio 0.0039
result/tencentBlock.ns3580.oracleGeneral.zst S3FIFO-1 cache size      668, 172914234 req, miss ratio 0.7705, byte miss ratio 0.7705
result/tencentBlock.ns3580.oracleGeneral.zst S3FIFO-1 cache size     2005, 172914234 req, miss ratio 0.4688, byte miss ratio 0.4688
result/tencentBlock.ns3580.oracleGeneral.zst S3FIFO-1 cache size     6686, 172914234 req, miss ratio 0.0787, byte miss ratio 0.0787
result/tencentBlock.ns3580.oracleGeneral.zst S3FIFO-1 cache size    20059, 172914234 req, miss ratio 0.0293, byte miss ratio 0.0293
result/tencentBlock.ns3580.oracleGeneral.zst S3FIFO-1 cache size    66866, 172914234 req, miss ratio 0.0202, byte miss ratio 0.0202
result/tencentBlock.ns3580.oracleGeneral.zst S3FIFO-1 cache size   133733, 172914234 req, miss ratio 0.0171, byte miss ratio 0.0171
result/tencentBlock.ns3580.oracleGeneral.zst S3FIFO-1 cache size   267466, 172914234 req, miss ratio 0.0079, byte miss ratio 0.0079
result/tencentBlock.ns3580.oracleGeneral.zst S3FIFO-1 cache size   534932, 172914234 req, miss ratio 0.0039, byte miss ratio 0.0039
result/tencentBlock.ns3580.oracleGeneral.zst S3FIFO-d-1 cache size      668, 172914234 req, miss ratio 0.7372, byte miss ratio 0.7372
result/tencentBlock.ns3580.oracleGeneral.zst S3FIFO-d-1 cache size     2005, 172914234 req, miss ratio 0.5164, byte miss ratio 0.5164
result/tencentBlock.ns3580.oracleGeneral.zst S3FIFO-d-1 cache size     6686, 172914234 req, miss ratio 0.0766, byte miss ratio 0.0766
result/tencentBlock.ns3580.oracleGeneral.zst S3FIFO-d-1 cache size    20059, 172914234 req, miss ratio 0.0292, byte miss ratio 0.0292
result/tencentBlock.ns3580.oracleGeneral.zst S3FIFO-d-1 cache size    66866, 172914234 req, miss ratio 0.0203, byte miss ratio 0.0203
result/tencentBlock.ns3580.oracleGeneral.zst S3FIFO-d-1 cache size   133733, 172914234 req, miss ratio 0.0170, byte miss ratio 0.0170
result/tencentBlock.ns3580.oracleGeneral.zst S3FIFO-d-1 cache size   267466, 172914234 req, miss ratio 0.0091, byte miss ratio 0.0091
result/tencentBlock.ns3580.oracleGeneral.zst S3FIFO-d-1 cache size   534932, 172914234 req, miss ratio 0.0039, byte miss ratio 0.0039
result/tencentBlock.ns3580.oracleGeneral.zst LRB cache size      668, 172914234 req, miss ratio 0.7466, byte miss ratio 0.7466
result/tencentBlock.ns3580.oracleGeneral.zst LRB cache size     2005, 172914234 req, miss ratio 0.3996, byte miss ratio 0.3996
result/tencentBlock.ns3580.oracleGeneral.zst LRB cache size     6686, 172914234 req, miss ratio 0.0771, byte miss ratio 0.0771
result/tencentBlock.ns3580.oracleGeneral.zst LRB cache size    20059, 172914234 req, miss ratio 0.0295, byte miss ratio 0.0295
result/tencentBlock.ns3580.oracleGeneral.zst LRB cache size    66866, 172914234 req, miss ratio 0.0204, byte miss ratio 0.0204
result/tencentBlock.ns3580.oracleGeneral.zst LRB cache size   133733, 172914234 req, miss ratio 0.0147, byte miss ratio 0.0147
result/tencentBlock.ns3580.oracleGeneral.zst LRB cache size   267466, 172914234 req, miss ratio 0.0068, byte miss ratio 0.0068
result/tencentBlock.ns3580.oracleGeneral.zst LRB cache size   534932, 172914234 req, miss ratio 0.0039, byte miss ratio 0.0039
result/tencentBlock.ns3580.oracleGeneral.zst B-LRU cache size      668, 172914234 req, miss ratio 0.9272, byte miss ratio 0.9272
result/tencentBlock.ns3580.oracleGeneral.zst B-LRU cache size     2005, 172914234 req, miss ratio 0.6155, byte miss ratio 0.6155
result/tencentBlock.ns3580.oracleGeneral.zst B-LRU cache size     6686, 172914234 req, miss ratio 0.0937, byte miss ratio 0.0937
result/tencentBlock.ns3580.oracleGeneral.zst B-LRU cache size    20059, 172914234 req, miss ratio 0.0355, byte miss ratio 0.0355
result/tencentBlock.ns3580.oracleGeneral.zst B-LRU cache size    66866, 172914234 req, miss ratio 0.0235, byte miss ratio 0.0235
result/tencentBlock.ns3580.oracleGeneral.zst B-LRU cache size   133733, 172914234 req, miss ratio 0.0188, byte miss ratio 0.0188
result/tencentBlock.ns3580.oracleGeneral.zst B-LRU cache size   267466, 172914234 req, miss ratio 0.0100, byte miss ratio 0.0100
result/tencentBlock.ns3580.oracleGeneral.zst B-LRU cache size   534932, 172914234 req, miss ratio 0.0069, byte miss ratio 0.0069
result/tencentBlock.ns3580.oracleGeneral.zst S4LRU(25:25:25:25) cache size      668, 172914234 req, miss ratio 0.7923, byte miss ratio 0.7923
result/tencentBlock.ns3580.oracleGeneral.zst S4LRU(25:25:25:25) cache size     2005, 172914234 req, miss ratio 0.4671, byte miss ratio 0.4671
result/tencentBlock.ns3580.oracleGeneral.zst S4LRU(25:25:25:25) cache size     6686, 172914234 req, miss ratio 0.0922, byte miss ratio 0.0922
result/tencentBlock.ns3580.oracleGeneral.zst S4LRU(25:25:25:25) cache size    20059, 172914234 req, miss ratio 0.0306, byte miss ratio 0.0306
result/tencentBlock.ns3580.oracleGeneral.zst S4LRU(25:25:25:25) cache size    66866, 172914234 req, miss ratio 0.0204, byte miss ratio 0.0204
result/tencentBlock.ns3580.oracleGeneral.zst S4LRU(25:25:25:25) cache size   133733, 172914234 req, miss ratio 0.0164, byte miss ratio 0.0164
result/tencentBlock.ns3580.oracleGeneral.zst S4LRU(25:25:25:25) cache size   267466, 172914234 req, miss ratio 0.0084, byte miss ratio 0.0084
result/tencentBlock.ns3580.oracleGeneral.zst S4LRU(25:25:25:25) cache size   534932, 172914234 req, miss ratio 0.0039, byte miss ratio 0.0039
result/tencentBlock.ns3580.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      668, 172914234 req, miss ratio 0.8810, byte miss ratio 0.8810
result/tencentBlock.ns3580.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     2005, 172914234 req, miss ratio 0.5621, byte miss ratio 0.5621
result/tencentBlock.ns3580.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     6686, 172914234 req, miss ratio 0.1177, byte miss ratio 0.1177
