result/tencentBlock.ns19516.oracleGeneral.zst clock2 cache size      285, 1616230 req, miss ratio 0.4911, byte miss ratio 0.4911
result/tencentBlock.ns19516.oracleGeneral.zst clock2 cache size      856, 1616230 req, miss ratio 0.4782, byte miss ratio 0.4782
result/tencentBlock.ns19516.oracleGeneral.zst clock2 cache size     2855, 1616230 req, miss ratio 0.4752, byte miss ratio 0.4752
result/tencentBlock.ns19516.oracleGeneral.zst clock2 cache size     8566, 1616230 req, miss ratio 0.4735, byte miss ratio 0.4735
result/tencentBlock.ns19516.oracleGeneral.zst clock2 cache size    28554, 1616230 req, miss ratio 0.4153, byte miss ratio 0.4153
result/tencentBlock.ns19516.oracleGeneral.zst clock2 cache size    57108, 1616230 req, miss ratio 0.3704, byte miss ratio 0.3704
result/tencentBlock.ns19516.oracleGeneral.zst clock2 cache size   114216, 1616230 req, miss ratio 0.2252, byte miss ratio 0.2252
result/tencentBlock.ns19516.oracleGeneral.zst clock2 cache size   228432, 1616230 req, miss ratio 0.1768, byte miss ratio 0.1768
result/tencentBlock.ns19516.oracleGeneral.zst LIRS cache size      285, 1616230 req, miss ratio 0.5720, byte miss ratio 0.5720
result/tencentBlock.ns19516.oracleGeneral.zst LIRS cache size      856, 1616230 req, miss ratio 0.4989, byte miss ratio 0.4989
result/tencentBlock.ns19516.oracleGeneral.zst LIRS cache size     2855, 1616230 req, miss ratio 0.4798, byte miss ratio 0.4798
result/tencentBlock.ns19516.oracleGeneral.zst LIRS cache size     8566, 1616230 req, miss ratio 0.4674, byte miss ratio 0.4674
result/tencentBlock.ns19516.oracleGeneral.zst LIRS cache size    28554, 1616230 req, miss ratio 0.3904, byte miss ratio 0.3904
result/tencentBlock.ns19516.oracleGeneral.zst LIRS cache size    57108, 1616230 req, miss ratio 0.3110, byte miss ratio 0.3110
result/tencentBlock.ns19516.oracleGeneral.zst LIRS cache size   114216, 1616230 req, miss ratio 0.1989, byte miss ratio 0.1989
result/tencentBlock.ns19516.oracleGeneral.zst LIRS cache size   228432, 1616230 req, miss ratio 0.1768, byte miss ratio 0.1768
result/tencentBlock.ns19516.oracleGeneral.zst Cacheus cache size      285, 1616230 req, miss ratio 0.4798, byte miss ratio 0.4798
result/tencentBlock.ns19516.oracleGeneral.zst Cacheus cache size      856, 1616230 req, miss ratio 0.4763, byte miss ratio 0.4763
result/tencentBlock.ns19516.oracleGeneral.zst Cacheus cache size     2855, 1616230 req, miss ratio 0.4744, byte miss ratio 0.4744
result/tencentBlock.ns19516.oracleGeneral.zst Cacheus cache size     8566, 1616230 req, miss ratio 0.4696, byte miss ratio 0.4696
result/tencentBlock.ns19516.oracleGeneral.zst Cacheus cache size    28554, 1616230 req, miss ratio 0.4081, byte miss ratio 0.4081
result/tencentBlock.ns19516.oracleGeneral.zst Cacheus cache size    57108, 1616230 req, miss ratio 0.3327, byte miss ratio 0.3327
result/tencentBlock.ns19516.oracleGeneral.zst Cacheus cache size   114216, 1616230 req, miss ratio 0.2092, byte miss ratio 0.2092
result/tencentBlock.ns19516.oracleGeneral.zst Cacheus cache size   228432, 1616230 req, miss ratio 0.1769, byte miss ratio 0.1769
result/tencentBlock.ns19516.oracleGeneral.zst FIFO cache size      285, 1616230 req, miss ratio 0.5432, byte miss ratio 0.5432
result/tencentBlock.ns19516.oracleGeneral.zst FIFO cache size      856, 1616230 req, miss ratio 0.4987, byte miss ratio 0.4987
result/tencentBlock.ns19516.oracleGeneral.zst FIFO cache size     2855, 1616230 req, miss ratio 0.4818, byte miss ratio 0.4818
result/tencentBlock.ns19516.oracleGeneral.zst FIFO cache size     8566, 1616230 req, miss ratio 0.4759, byte miss ratio 0.4759
result/tencentBlock.ns19516.oracleGeneral.zst FIFO cache size    28554, 1616230 req, miss ratio 0.4307, byte miss ratio 0.4307
result/tencentBlock.ns19516.oracleGeneral.zst FIFO cache size    57108, 1616230 req, miss ratio 0.3255, byte miss ratio 0.3255
result/tencentBlock.ns19516.oracleGeneral.zst FIFO cache size   114216, 1616230 req, miss ratio 0.2485, byte miss ratio 0.2485
result/tencentBlock.ns19516.oracleGeneral.zst FIFO cache size   228432, 1616230 req, miss ratio 0.1977, byte miss ratio 0.1977
result/tencentBlock.ns19516.oracleGeneral.zst ARC cache size      285, 1616230 req, miss ratio 0.4794, byte miss ratio 0.4794
result/tencentBlock.ns19516.oracleGeneral.zst ARC cache size      856, 1616230 req, miss ratio 0.4767, byte miss ratio 0.4767
result/tencentBlock.ns19516.oracleGeneral.zst ARC cache size     2855, 1616230 req, miss ratio 0.4747, byte miss ratio 0.4747
result/tencentBlock.ns19516.oracleGeneral.zst ARC cache size     8566, 1616230 req, miss ratio 0.4723, byte miss ratio 0.4723
result/tencentBlock.ns19516.oracleGeneral.zst ARC cache size    28554, 1616230 req, miss ratio 0.4031, byte miss ratio 0.4031
result/tencentBlock.ns19516.oracleGeneral.zst ARC cache size    57108, 1616230 req, miss ratio 0.3183, byte miss ratio 0.3183
result/tencentBlock.ns19516.oracleGeneral.zst ARC cache size   114216, 1616230 req, miss ratio 0.1976, byte miss ratio 0.1976
result/tencentBlock.ns19516.oracleGeneral.zst ARC cache size   228432, 1616230 req, miss ratio 0.1768, byte miss ratio 0.1768
result/tencentBlock.ns19516.oracleGeneral.zst LeCaR cache size      285, 1616230 req, miss ratio 0.4920, byte miss ratio 0.4920
result/tencentBlock.ns19516.oracleGeneral.zst LeCaR cache size      856, 1616230 req, miss ratio 0.4772, byte miss ratio 0.4772
result/tencentBlock.ns19516.oracleGeneral.zst LeCaR cache size     2855, 1616230 req, miss ratio 0.4748, byte miss ratio 0.4748
result/tencentBlock.ns19516.oracleGeneral.zst LeCaR cache size     8566, 1616230 req, miss ratio 0.4732, byte miss ratio 0.4732
result/tencentBlock.ns19516.oracleGeneral.zst LeCaR cache size    28554, 1616230 req, miss ratio 0.4027, byte miss ratio 0.4027
result/tencentBlock.ns19516.oracleGeneral.zst LeCaR cache size    57108, 1616230 req, miss ratio 0.3430, byte miss ratio 0.3430
result/tencentBlock.ns19516.oracleGeneral.zst LeCaR cache size   114216, 1616230 req, miss ratio 0.1980, byte miss ratio 0.1980
result/tencentBlock.ns19516.oracleGeneral.zst LeCaR cache size   228432, 1616230 req, miss ratio 0.1767, byte miss ratio 0.1767
