result/tencentBlock.ns17295.oracleGeneral.zst S3FIFO-1 cache size      402, 5925262 req, miss ratio 0.4565, byte miss ratio 0.4565
result/tencentBlock.ns17295.oracleGeneral.zst S3FIFO-1 cache size     1208, 5925262 req, miss ratio 0.4289, byte miss ratio 0.4289
result/tencentBlock.ns17295.oracleGeneral.zst S3FIFO-1 cache size     4027, 5925262 req, miss ratio 0.3863, byte miss ratio 0.3863
result/tencentBlock.ns17295.oracleGeneral.zst S3FIFO-1 cache size    12081, 5925262 req, miss ratio 0.3197, byte miss ratio 0.3197
result/tencentBlock.ns17295.oracleGeneral.zst S3FIFO-1 cache size    40273, 5925262 req, miss ratio 0.1829, byte miss ratio 0.1829
result/tencentBlock.ns17295.oracleGeneral.zst S3FIFO-1 cache size    80546, 5925262 req, miss ratio 0.1270, byte miss ratio 0.1270
result/tencentBlock.ns17295.oracleGeneral.zst S3FIFO-1 cache size   161092, 5925262 req, miss ratio 0.0852, byte miss ratio 0.0852
result/tencentBlock.ns17295.oracleGeneral.zst S3FIFO-1 cache size   322185, 5925262 req, miss ratio 0.0688, byte miss ratio 0.0688
result/tencentBlock.ns17295.oracleGeneral.zst LRU cache size      402, 5925262 req, miss ratio 0.4793, byte miss ratio 0.4793
result/tencentBlock.ns17295.oracleGeneral.zst LRU cache size     1208, 5925262 req, miss ratio 0.4434, byte miss ratio 0.4434
result/tencentBlock.ns17295.oracleGeneral.zst LRU cache size     4027, 5925262 req, miss ratio 0.4187, byte miss ratio 0.4187
result/tencentBlock.ns17295.oracleGeneral.zst LRU cache size    12081, 5925262 req, miss ratio 0.3702, byte miss ratio 0.3702
result/tencentBlock.ns17295.oracleGeneral.zst LRU cache size    40273, 5925262 req, miss ratio 0.2090, byte miss ratio 0.2090
result/tencentBlock.ns17295.oracleGeneral.zst LRU cache size    80546, 5925262 req, miss ratio 0.1365, byte miss ratio 0.1365
result/tencentBlock.ns17295.oracleGeneral.zst LRU cache size   161092, 5925262 req, miss ratio 0.0852, byte miss ratio 0.0852
result/tencentBlock.ns17295.oracleGeneral.zst LRU cache size   322185, 5925262 req, miss ratio 0.0686, byte miss ratio 0.0686
result/tencentBlock.ns17295.oracleGeneral.zst LIRS cache size      402, 5925262 req, miss ratio 0.4713, byte miss ratio 0.4713
result/tencentBlock.ns17295.oracleGeneral.zst LIRS cache size     1208, 5925262 req, miss ratio 0.4443, byte miss ratio 0.4443
result/tencentBlock.ns17295.oracleGeneral.zst LIRS cache size     4027, 5925262 req, miss ratio 0.3936, byte miss ratio 0.3936
result/tencentBlock.ns17295.oracleGeneral.zst LIRS cache size    12081, 5925262 req, miss ratio 0.3165, byte miss ratio 0.3165
result/tencentBlock.ns17295.oracleGeneral.zst LIRS cache size    40273, 5925262 req, miss ratio 0.1808, byte miss ratio 0.1808
result/tencentBlock.ns17295.oracleGeneral.zst LIRS cache size    80546, 5925262 req, miss ratio 0.1274, byte miss ratio 0.1274
result/tencentBlock.ns17295.oracleGeneral.zst LIRS cache size   161092, 5925262 req, miss ratio 0.0893, byte miss ratio 0.0893
result/tencentBlock.ns17295.oracleGeneral.zst LIRS cache size   322185, 5925262 req, miss ratio 0.0743, byte miss ratio 0.0743
