result/tencentBlock.ns6057.oracleGeneral.zst LeCaR cache size      330, 1607659 req, miss ratio 0.5044, byte miss ratio 0.5044
result/tencentBlock.ns6057.oracleGeneral.zst LeCaR cache size      990, 1607659 req, miss ratio 0.4930, byte miss ratio 0.4930
result/tencentBlock.ns6057.oracleGeneral.zst LeCaR cache size     3300, 1607659 req, miss ratio 0.4816, byte miss ratio 0.4816
result/tencentBlock.ns6057.oracleGeneral.zst LeCaR cache size     9902, 1607659 req, miss ratio 0.4735, byte miss ratio 0.4735
result/tencentBlock.ns6057.oracleGeneral.zst LeCaR cache size    33008, 1607659 req, miss ratio 0.3983, byte miss ratio 0.3983
result/tencentBlock.ns6057.oracleGeneral.zst LeCaR cache size    66016, 1607659 req, miss ratio 0.3308, byte miss ratio 0.3308
result/tencentBlock.ns6057.oracleGeneral.zst LeCaR cache size   132032, 1607659 req, miss ratio 0.2158, byte miss ratio 0.2158
result/tencentBlock.ns6057.oracleGeneral.zst LeCaR cache size   264065, 1607659 req, miss ratio 0.2053, byte miss ratio 0.2053
result/tencentBlock.ns6057.oracleGeneral.zst LRU cache size      330, 1607659 req, miss ratio 0.5068, byte miss ratio 0.5068
result/tencentBlock.ns6057.oracleGeneral.zst LRU cache size      990, 1607659 req, miss ratio 0.4937, byte miss ratio 0.4937
result/tencentBlock.ns6057.oracleGeneral.zst LRU cache size     3300, 1607659 req, miss ratio 0.4819, byte miss ratio 0.4819
result/tencentBlock.ns6057.oracleGeneral.zst LRU cache size     9902, 1607659 req, miss ratio 0.4748, byte miss ratio 0.4748
result/tencentBlock.ns6057.oracleGeneral.zst LRU cache size    33008, 1607659 req, miss ratio 0.4021, byte miss ratio 0.4021
result/tencentBlock.ns6057.oracleGeneral.zst LRU cache size    66016, 1607659 req, miss ratio 0.3338, byte miss ratio 0.3338
result/tencentBlock.ns6057.oracleGeneral.zst LRU cache size   132032, 1607659 req, miss ratio 0.2215, byte miss ratio 0.2215
result/tencentBlock.ns6057.oracleGeneral.zst LRU cache size   264065, 1607659 req, miss ratio 0.2053, byte miss ratio 0.2053
result/tencentBlock.ns6057.oracleGeneral.zst ARC cache size      330, 1607659 req, miss ratio 0.4976, byte miss ratio 0.4976
result/tencentBlock.ns6057.oracleGeneral.zst ARC cache size      990, 1607659 req, miss ratio 0.4880, byte miss ratio 0.4880
result/tencentBlock.ns6057.oracleGeneral.zst ARC cache size     3300, 1607659 req, miss ratio 0.4793, byte miss ratio 0.4793
result/tencentBlock.ns6057.oracleGeneral.zst ARC cache size     9902, 1607659 req, miss ratio 0.4637, byte miss ratio 0.4637
result/tencentBlock.ns6057.oracleGeneral.zst ARC cache size    33008, 1607659 req, miss ratio 0.3850, byte miss ratio 0.3850
result/tencentBlock.ns6057.oracleGeneral.zst ARC cache size    66016, 1607659 req, miss ratio 0.3294, byte miss ratio 0.3294
result/tencentBlock.ns6057.oracleGeneral.zst ARC cache size   132032, 1607659 req, miss ratio 0.2289, byte miss ratio 0.2289
result/tencentBlock.ns6057.oracleGeneral.zst ARC cache size   264065, 1607659 req, miss ratio 0.2054, byte miss ratio 0.2054
result/tencentBlock.ns6057.oracleGeneral.zst Cacheus cache size      330, 1607659 req, miss ratio 0.4985, byte miss ratio 0.4985
