result/tencentBlock.ns20257.oracleGeneral.zst S3FIFO-1 cache size      290, 1099001 req, miss ratio 0.6235, byte miss ratio 0.6235
result/tencentBlock.ns20257.oracleGeneral.zst S3FIFO-1 cache size      872, 1099001 req, miss ratio 0.6176, byte miss ratio 0.6176
result/tencentBlock.ns20257.oracleGeneral.zst S3FIFO-1 cache size     2908, 1099001 req, miss ratio 0.6145, byte miss ratio 0.6145
result/tencentBlock.ns20257.oracleGeneral.zst S3FIFO-1 cache size     8724, 1099001 req, miss ratio 0.6131, byte miss ratio 0.6131
result/tencentBlock.ns20257.oracleGeneral.zst S3FIFO-1 cache size    29082, 1099001 req, miss ratio 0.5096, byte miss ratio 0.5096
result/tencentBlock.ns20257.oracleGeneral.zst S3FIFO-1 cache size    58165, 1099001 req, miss ratio 0.4140, byte miss ratio 0.4140
result/tencentBlock.ns20257.oracleGeneral.zst S3FIFO-1 cache size   116330, 1099001 req, miss ratio 0.3032, byte miss ratio 0.3032
result/tencentBlock.ns20257.oracleGeneral.zst S3FIFO-1 cache size   232660, 1099001 req, miss ratio 0.2653, byte miss ratio 0.2653
result/tencentBlock.ns20257.oracleGeneral.zst LeCaR cache size      290, 1099001 req, miss ratio 0.6257, byte miss ratio 0.6257
result/tencentBlock.ns20257.oracleGeneral.zst LeCaR cache size      872, 1099001 req, miss ratio 0.6189, byte miss ratio 0.6189
result/tencentBlock.ns20257.oracleGeneral.zst LeCaR cache size     2908, 1099001 req, miss ratio 0.6155, byte miss ratio 0.6155
result/tencentBlock.ns20257.oracleGeneral.zst LeCaR cache size     8724, 1099001 req, miss ratio 0.6142, byte miss ratio 0.6142
result/tencentBlock.ns20257.oracleGeneral.zst LeCaR cache size    29082, 1099001 req, miss ratio 0.5490, byte miss ratio 0.5490
result/tencentBlock.ns20257.oracleGeneral.zst LeCaR cache size    58165, 1099001 req, miss ratio 0.4854, byte miss ratio 0.4854
result/tencentBlock.ns20257.oracleGeneral.zst LeCaR cache size   116330, 1099001 req, miss ratio 0.3129, byte miss ratio 0.3129
result/tencentBlock.ns20257.oracleGeneral.zst LeCaR cache size   232660, 1099001 req, miss ratio 0.2652, byte miss ratio 0.2652
result/tencentBlock.ns20257.oracleGeneral.zst Clock cache size      290, 1099001 req, miss ratio 0.6261, byte miss ratio 0.6261
result/tencentBlock.ns20257.oracleGeneral.zst Clock cache size      872, 1099001 req, miss ratio 0.6190, byte miss ratio 0.6190
result/tencentBlock.ns20257.oracleGeneral.zst Clock cache size     2908, 1099001 req, miss ratio 0.6156, byte miss ratio 0.6156
result/tencentBlock.ns20257.oracleGeneral.zst Clock cache size     8724, 1099001 req, miss ratio 0.6143, byte miss ratio 0.6143
result/tencentBlock.ns20257.oracleGeneral.zst Clock cache size    29082, 1099001 req, miss ratio 0.5584, byte miss ratio 0.5584
result/tencentBlock.ns20257.oracleGeneral.zst Clock cache size    58165, 1099001 req, miss ratio 0.5067, byte miss ratio 0.5067
result/tencentBlock.ns20257.oracleGeneral.zst Clock cache size   116330, 1099001 req, miss ratio 0.3199, byte miss ratio 0.3199
result/tencentBlock.ns20257.oracleGeneral.zst Clock cache size   232660, 1099001 req, miss ratio 0.2653, byte miss ratio 0.2653
result/tencentBlock.ns20257.oracleGeneral.zst FIFO cache size      290, 1099001 req, miss ratio 0.6784, byte miss ratio 0.6784
result/tencentBlock.ns20257.oracleGeneral.zst FIFO cache size      872, 1099001 req, miss ratio 0.6388, byte miss ratio 0.6388
result/tencentBlock.ns20257.oracleGeneral.zst FIFO cache size     2908, 1099001 req, miss ratio 0.6226, byte miss ratio 0.6226
result/tencentBlock.ns20257.oracleGeneral.zst FIFO cache size     8724, 1099001 req, miss ratio 0.6171, byte miss ratio 0.6171
result/tencentBlock.ns20257.oracleGeneral.zst FIFO cache size    29082, 1099001 req, miss ratio 0.5733, byte miss ratio 0.5733
result/tencentBlock.ns20257.oracleGeneral.zst FIFO cache size    58165, 1099001 req, miss ratio 0.4661, byte miss ratio 0.4661
result/tencentBlock.ns20257.oracleGeneral.zst FIFO cache size   116330, 1099001 req, miss ratio 0.3820, byte miss ratio 0.3820
result/tencentBlock.ns20257.oracleGeneral.zst FIFO cache size   232660, 1099001 req, miss ratio 0.2798, byte miss ratio 0.2798
result/tencentBlock.ns20257.oracleGeneral.zst LIRS cache size      290, 1099001 req, miss ratio 0.6576, byte miss ratio 0.6576
result/tencentBlock.ns20257.oracleGeneral.zst LIRS cache size      872, 1099001 req, miss ratio 0.6404, byte miss ratio 0.6404
result/tencentBlock.ns20257.oracleGeneral.zst LIRS cache size     2908, 1099001 req, miss ratio 0.6186, byte miss ratio 0.6186
result/tencentBlock.ns20257.oracleGeneral.zst LIRS cache size     8724, 1099001 req, miss ratio 0.6090, byte miss ratio 0.6090
result/tencentBlock.ns20257.oracleGeneral.zst LIRS cache size    29082, 1099001 req, miss ratio 0.5066, byte miss ratio 0.5066
result/tencentBlock.ns20257.oracleGeneral.zst LIRS cache size    58165, 1099001 req, miss ratio 0.3913, byte miss ratio 0.3913
result/tencentBlock.ns20257.oracleGeneral.zst LIRS cache size   116330, 1099001 req, miss ratio 0.2960, byte miss ratio 0.2960
result/tencentBlock.ns20257.oracleGeneral.zst LIRS cache size   232660, 1099001 req, miss ratio 0.2653, byte miss ratio 0.2653
result/tencentBlock.ns20257.oracleGeneral.zst Cacheus cache size      290, 1099001 req, miss ratio 0.6212, byte miss ratio 0.6212
result/tencentBlock.ns20257.oracleGeneral.zst Cacheus cache size      872, 1099001 req, miss ratio 0.6167, byte miss ratio 0.6167
result/tencentBlock.ns20257.oracleGeneral.zst Cacheus cache size     2908, 1099001 req, miss ratio 0.6146, byte miss ratio 0.6146
result/tencentBlock.ns20257.oracleGeneral.zst Cacheus cache size     8724, 1099001 req, miss ratio 0.6134, byte miss ratio 0.6134
result/tencentBlock.ns20257.oracleGeneral.zst Cacheus cache size    29082, 1099001 req, miss ratio 0.5429, byte miss ratio 0.5429
result/tencentBlock.ns20257.oracleGeneral.zst Cacheus cache size    58165, 1099001 req, miss ratio 0.4406, byte miss ratio 0.4406
result/tencentBlock.ns20257.oracleGeneral.zst Cacheus cache size   116330, 1099001 req, miss ratio 0.3129, byte miss ratio 0.3129
result/tencentBlock.ns20257.oracleGeneral.zst Cacheus cache size   232660, 1099001 req, miss ratio 0.2655, byte miss ratio 0.2655
result/tencentBlock.ns20257.oracleGeneral.zst ARC cache size      290, 1099001 req, miss ratio 0.6207, byte miss ratio 0.6207
result/tencentBlock.ns20257.oracleGeneral.zst ARC cache size      872, 1099001 req, miss ratio 0.6170, byte miss ratio 0.6170
result/tencentBlock.ns20257.oracleGeneral.zst ARC cache size     2908, 1099001 req, miss ratio 0.6151, byte miss ratio 0.6151
result/tencentBlock.ns20257.oracleGeneral.zst ARC cache size     8724, 1099001 req, miss ratio 0.6135, byte miss ratio 0.6135
result/tencentBlock.ns20257.oracleGeneral.zst ARC cache size    29082, 1099001 req, miss ratio 0.5184, byte miss ratio 0.5184
result/tencentBlock.ns20257.oracleGeneral.zst ARC cache size    58165, 1099001 req, miss ratio 0.4174, byte miss ratio 0.4174
result/tencentBlock.ns20257.oracleGeneral.zst ARC cache size   116330, 1099001 req, miss ratio 0.3054, byte miss ratio 0.3054
result/tencentBlock.ns20257.oracleGeneral.zst ARC cache size   232660, 1099001 req, miss ratio 0.2653, byte miss ratio 0.2653
result/tencentBlock.ns20257.oracleGeneral.zst clock2 cache size      290, 1099001 req, miss ratio 0.6252, byte miss ratio 0.6252
result/tencentBlock.ns20257.oracleGeneral.zst clock2 cache size      872, 1099001 req, miss ratio 0.6185, byte miss ratio 0.6185
result/tencentBlock.ns20257.oracleGeneral.zst clock2 cache size     2908, 1099001 req, miss ratio 0.6154, byte miss ratio 0.6154
result/tencentBlock.ns20257.oracleGeneral.zst clock2 cache size     8724, 1099001 req, miss ratio 0.6141, byte miss ratio 0.6141
result/tencentBlock.ns20257.oracleGeneral.zst clock2 cache size    29082, 1099001 req, miss ratio 0.5580, byte miss ratio 0.5580
result/tencentBlock.ns20257.oracleGeneral.zst clock2 cache size    58165, 1099001 req, miss ratio 0.5023, byte miss ratio 0.5023
result/tencentBlock.ns20257.oracleGeneral.zst clock2 cache size   116330, 1099001 req, miss ratio 0.3131, byte miss ratio 0.3131
result/tencentBlock.ns20257.oracleGeneral.zst clock2 cache size   232660, 1099001 req, miss ratio 0.2653, byte miss ratio 0.2653
result/tencentBlock.ns20257.oracleGeneral.zst LRU cache size      290, 1099001 req, miss ratio 0.6271, byte miss ratio 0.6271
result/tencentBlock.ns20257.oracleGeneral.zst LRU cache size      872, 1099001 req, miss ratio 0.6194, byte miss ratio 0.6194
result/tencentBlock.ns20257.oracleGeneral.zst LRU cache size     2908, 1099001 req, miss ratio 0.6158, byte miss ratio 0.6158
result/tencentBlock.ns20257.oracleGeneral.zst LRU cache size     8724, 1099001 req, miss ratio 0.6145, byte miss ratio 0.6145
result/tencentBlock.ns20257.oracleGeneral.zst LRU cache size    29082, 1099001 req, miss ratio 0.5608, byte miss ratio 0.5608
result/tencentBlock.ns20257.oracleGeneral.zst LRU cache size    58165, 1099001 req, miss ratio 0.4923, byte miss ratio 0.4923
result/tencentBlock.ns20257.oracleGeneral.zst LRU cache size   116330, 1099001 req, miss ratio 0.3267, byte miss ratio 0.3267
result/tencentBlock.ns20257.oracleGeneral.zst LRU cache size   232660, 1099001 req, miss ratio 0.2652, byte miss ratio 0.2652
result/tencentBlock.ns20257.oracleGeneral.zst LHD cache size      290, 1099001 req, miss ratio 0.6251, byte miss ratio 0.6251
result/tencentBlock.ns20257.oracleGeneral.zst LHD cache size      872, 1099001 req, miss ratio 0.6192, byte miss ratio 0.6192
