result/tencentBlock.ns10664.oracleGeneral.zst S3FIFO-1 cache size      471, 5673278 req, miss ratio 0.5302, byte miss ratio 0.5302
result/tencentBlock.ns10664.oracleGeneral.zst S3FIFO-1 cache size     1413, 5673278 req, miss ratio 0.4531, byte miss ratio 0.4531
result/tencentBlock.ns10664.oracleGeneral.zst S3FIFO-1 cache size     4713, 5673278 req, miss ratio 0.4273, byte miss ratio 0.4273
result/tencentBlock.ns10664.oracleGeneral.zst S3FIFO-1 cache size    14139, 5673278 req, miss ratio 0.3872, byte miss ratio 0.3872
result/tencentBlock.ns10664.oracleGeneral.zst S3FIFO-1 cache size    47132, 5673278 req, miss ratio 0.2650, byte miss ratio 0.2650
result/tencentBlock.ns10664.oracleGeneral.zst S3FIFO-1 cache size    94265, 5673278 req, miss ratio 0.2280, byte miss ratio 0.2280
result/tencentBlock.ns10664.oracleGeneral.zst S3FIFO-1 cache size   188530, 5673278 req, miss ratio 0.1300, byte miss ratio 0.1300
result/tencentBlock.ns10664.oracleGeneral.zst S3FIFO-1 cache size   377060, 5673278 req, miss ratio 0.0839, byte miss ratio 0.0839
result/tencentBlock.ns10664.oracleGeneral.zst LHD cache size      471, 5673278 req, miss ratio 0.5470, byte miss ratio 0.5470
result/tencentBlock.ns10664.oracleGeneral.zst LHD cache size     1413, 5673278 req, miss ratio 0.4824, byte miss ratio 0.4824
result/tencentBlock.ns10664.oracleGeneral.zst LHD cache size     4713, 5673278 req, miss ratio 0.4387, byte miss ratio 0.4387
result/tencentBlock.ns10664.oracleGeneral.zst LHD cache size    14139, 5673278 req, miss ratio 0.3923, byte miss ratio 0.3923
result/tencentBlock.ns10664.oracleGeneral.zst LHD cache size    47132, 5673278 req, miss ratio 0.2774, byte miss ratio 0.2774
result/tencentBlock.ns10664.oracleGeneral.zst LHD cache size    94265, 5673278 req, miss ratio 0.2146, byte miss ratio 0.2146
result/tencentBlock.ns10664.oracleGeneral.zst LHD cache size   188530, 5673278 req, miss ratio 0.1227, byte miss ratio 0.1227
result/tencentBlock.ns10664.oracleGeneral.zst LHD cache size   377060, 5673278 req, miss ratio 0.0848, byte miss ratio 0.0848
