result/tencentBlock.ns15045.oracleGeneral.zst LeCaR cache size      136, 1217915 req, miss ratio 0.5447, byte miss ratio 0.5447
result/tencentBlock.ns15045.oracleGeneral.zst LeCaR cache size      410, 1217915 req, miss ratio 0.5186, byte miss ratio 0.5186
result/tencentBlock.ns15045.oracleGeneral.zst LeCaR cache size     1369, 1217915 req, miss ratio 0.4962, byte miss ratio 0.4962
result/tencentBlock.ns15045.oracleGeneral.zst LeCaR cache size     4109, 1217915 req, miss ratio 0.4938, byte miss ratio 0.4938
result/tencentBlock.ns15045.oracleGeneral.zst LeCaR cache size    13699, 1217915 req, miss ratio 0.4921, byte miss ratio 0.4921
result/tencentBlock.ns15045.oracleGeneral.zst LeCaR cache size    27398, 1217915 req, miss ratio 0.4101, byte miss ratio 0.4101
result/tencentBlock.ns15045.oracleGeneral.zst LeCaR cache size    54796, 1217915 req, miss ratio 0.2695, byte miss ratio 0.2695
result/tencentBlock.ns15045.oracleGeneral.zst LeCaR cache size   109592, 1217915 req, miss ratio 0.1276, byte miss ratio 0.1276
result/tencentBlock.ns15045.oracleGeneral.zst LRU cache size      136, 1217915 req, miss ratio 0.5500, byte miss ratio 0.5500
result/tencentBlock.ns15045.oracleGeneral.zst LRU cache size      410, 1217915 req, miss ratio 0.5214, byte miss ratio 0.5214
result/tencentBlock.ns15045.oracleGeneral.zst LRU cache size     1369, 1217915 req, miss ratio 0.4982, byte miss ratio 0.4982
result/tencentBlock.ns15045.oracleGeneral.zst LRU cache size     4109, 1217915 req, miss ratio 0.4941, byte miss ratio 0.4941
result/tencentBlock.ns15045.oracleGeneral.zst LRU cache size    13699, 1217915 req, miss ratio 0.4926, byte miss ratio 0.4926
result/tencentBlock.ns15045.oracleGeneral.zst LRU cache size    27398, 1217915 req, miss ratio 0.4265, byte miss ratio 0.4265
result/tencentBlock.ns15045.oracleGeneral.zst LRU cache size    54796, 1217915 req, miss ratio 0.2635, byte miss ratio 0.2635
result/tencentBlock.ns15045.oracleGeneral.zst LRU cache size   109592, 1217915 req, miss ratio 0.1265, byte miss ratio 0.1265
