result/tencentBlock.ns5284.oracleGeneral.zst ARC cache size      138, 1057131 req, miss ratio 0.5908, byte miss ratio 0.5908
result/tencentBlock.ns5284.oracleGeneral.zst ARC cache size      416, 1057131 req, miss ratio 0.5619, byte miss ratio 0.5619
result/tencentBlock.ns5284.oracleGeneral.zst ARC cache size     1388, 1057131 req, miss ratio 0.5563, byte miss ratio 0.5563
result/tencentBlock.ns5284.oracleGeneral.zst ARC cache size     4166, 1057131 req, miss ratio 0.5540, byte miss ratio 0.5540
result/tencentBlock.ns5284.oracleGeneral.zst ARC cache size    13888, 1057131 req, miss ratio 0.5518, byte miss ratio 0.5518
result/tencentBlock.ns5284.oracleGeneral.zst ARC cache size    27776, 1057131 req, miss ratio 0.4659, byte miss ratio 0.4659
result/tencentBlock.ns5284.oracleGeneral.zst ARC cache size    55552, 1057131 req, miss ratio 0.3009, byte miss ratio 0.3009
result/tencentBlock.ns5284.oracleGeneral.zst ARC cache size   111104, 1057131 req, miss ratio 0.1423, byte miss ratio 0.1423
result/tencentBlock.ns5284.oracleGeneral.zst S3FIFO-1 cache size      138, 1057131 req, miss ratio 0.5918, byte miss ratio 0.5918
result/tencentBlock.ns5284.oracleGeneral.zst S3FIFO-1 cache size      416, 1057131 req, miss ratio 0.5616, byte miss ratio 0.5616
result/tencentBlock.ns5284.oracleGeneral.zst S3FIFO-1 cache size     1388, 1057131 req, miss ratio 0.5557, byte miss ratio 0.5557
result/tencentBlock.ns5284.oracleGeneral.zst S3FIFO-1 cache size     4166, 1057131 req, miss ratio 0.5535, byte miss ratio 0.5535
result/tencentBlock.ns5284.oracleGeneral.zst S3FIFO-1 cache size    13888, 1057131 req, miss ratio 0.5311, byte miss ratio 0.5311
result/tencentBlock.ns5284.oracleGeneral.zst S3FIFO-1 cache size    27776, 1057131 req, miss ratio 0.4485, byte miss ratio 0.4485
result/tencentBlock.ns5284.oracleGeneral.zst S3FIFO-1 cache size    55552, 1057131 req, miss ratio 0.3267, byte miss ratio 0.3267
result/tencentBlock.ns5284.oracleGeneral.zst S3FIFO-1 cache size   111104, 1057131 req, miss ratio 0.1511, byte miss ratio 0.1511
result/tencentBlock.ns5284.oracleGeneral.zst LeCaR cache size      138, 1057131 req, miss ratio 0.6092, byte miss ratio 0.6092
result/tencentBlock.ns5284.oracleGeneral.zst LeCaR cache size      416, 1057131 req, miss ratio 0.5760, byte miss ratio 0.5760
result/tencentBlock.ns5284.oracleGeneral.zst LeCaR cache size     1388, 1057131 req, miss ratio 0.5582, byte miss ratio 0.5582
result/tencentBlock.ns5284.oracleGeneral.zst LeCaR cache size     4166, 1057131 req, miss ratio 0.5548, byte miss ratio 0.5548
result/tencentBlock.ns5284.oracleGeneral.zst LeCaR cache size    13888, 1057131 req, miss ratio 0.5535, byte miss ratio 0.5535
result/tencentBlock.ns5284.oracleGeneral.zst LeCaR cache size    27776, 1057131 req, miss ratio 0.4668, byte miss ratio 0.4668
result/tencentBlock.ns5284.oracleGeneral.zst LeCaR cache size    55552, 1057131 req, miss ratio 0.2864, byte miss ratio 0.2864
result/tencentBlock.ns5284.oracleGeneral.zst LeCaR cache size   111104, 1057131 req, miss ratio 0.1397, byte miss ratio 0.1397
result/tencentBlock.ns5284.oracleGeneral.zst LRU cache size      138, 1057131 req, miss ratio 0.6129, byte miss ratio 0.6129
result/tencentBlock.ns5284.oracleGeneral.zst LRU cache size      416, 1057131 req, miss ratio 0.5766, byte miss ratio 0.5766
result/tencentBlock.ns5284.oracleGeneral.zst LRU cache size     1388, 1057131 req, miss ratio 0.5610, byte miss ratio 0.5610
result/tencentBlock.ns5284.oracleGeneral.zst LRU cache size     4166, 1057131 req, miss ratio 0.5550, byte miss ratio 0.5550
result/tencentBlock.ns5284.oracleGeneral.zst LRU cache size    13888, 1057131 req, miss ratio 0.5536, byte miss ratio 0.5536
result/tencentBlock.ns5284.oracleGeneral.zst LRU cache size    27776, 1057131 req, miss ratio 0.4763, byte miss ratio 0.4763
result/tencentBlock.ns5284.oracleGeneral.zst LRU cache size    55552, 1057131 req, miss ratio 0.2830, byte miss ratio 0.2830
result/tencentBlock.ns5284.oracleGeneral.zst LRU cache size   111104, 1057131 req, miss ratio 0.1399, byte miss ratio 0.1399
result/tencentBlock.ns5284.oracleGeneral.zst clock2 cache size      138, 1057131 req, miss ratio 0.6100, byte miss ratio 0.6100
result/tencentBlock.ns5284.oracleGeneral.zst clock2 cache size      416, 1057131 req, miss ratio 0.5772, byte miss ratio 0.5772
result/tencentBlock.ns5284.oracleGeneral.zst clock2 cache size     1388, 1057131 req, miss ratio 0.5584, byte miss ratio 0.5584
result/tencentBlock.ns5284.oracleGeneral.zst clock2 cache size     4166, 1057131 req, miss ratio 0.5548, byte miss ratio 0.5548
