result/tencentBlock.ns24948.oracleGeneral.zst ARC cache size      239, 3127706 req, miss ratio 0.5556, byte miss ratio 0.5556
result/tencentBlock.ns24948.oracleGeneral.zst ARC cache size      718, 3127706 req, miss ratio 0.4341, byte miss ratio 0.4341
result/tencentBlock.ns24948.oracleGeneral.zst ARC cache size     2394, 3127706 req, miss ratio 0.2676, byte miss ratio 0.2676
result/tencentBlock.ns24948.oracleGeneral.zst ARC cache size     7182, 3127706 req, miss ratio 0.2445, byte miss ratio 0.2445
result/tencentBlock.ns24948.oracleGeneral.zst ARC cache size    23942, 3127706 req, miss ratio 0.1776, byte miss ratio 0.1776
result/tencentBlock.ns24948.oracleGeneral.zst ARC cache size    47884, 3127706 req, miss ratio 0.1305, byte miss ratio 0.1305
result/tencentBlock.ns24948.oracleGeneral.zst ARC cache size    95769, 3127706 req, miss ratio 0.0864, byte miss ratio 0.0864
result/tencentBlock.ns24948.oracleGeneral.zst ARC cache size   191539, 3127706 req, miss ratio 0.0779, byte miss ratio 0.0779
result/tencentBlock.ns24948.oracleGeneral.zst LIRS cache size      239, 3127706 req, miss ratio 0.5637, byte miss ratio 0.5637
result/tencentBlock.ns24948.oracleGeneral.zst LIRS cache size      718, 3127706 req, miss ratio 0.4397, byte miss ratio 0.4397
result/tencentBlock.ns24948.oracleGeneral.zst LIRS cache size     2394, 3127706 req, miss ratio 0.2860, byte miss ratio 0.2860
result/tencentBlock.ns24948.oracleGeneral.zst LIRS cache size     7182, 3127706 req, miss ratio 0.2473, byte miss ratio 0.2473
result/tencentBlock.ns24948.oracleGeneral.zst LIRS cache size    23942, 3127706 req, miss ratio 0.1893, byte miss ratio 0.1893
result/tencentBlock.ns24948.oracleGeneral.zst LIRS cache size    47884, 3127706 req, miss ratio 0.1420, byte miss ratio 0.1420
result/tencentBlock.ns24948.oracleGeneral.zst LIRS cache size    95769, 3127706 req, miss ratio 0.0957, byte miss ratio 0.0957
result/tencentBlock.ns24948.oracleGeneral.zst LIRS cache size   191539, 3127706 req, miss ratio 0.0798, byte miss ratio 0.0798
result/tencentBlock.ns24948.oracleGeneral.zst S3FIFO-1 cache size      239, 3127706 req, miss ratio 0.5654, byte miss ratio 0.5654
result/tencentBlock.ns24948.oracleGeneral.zst S3FIFO-1 cache size      718, 3127706 req, miss ratio 0.4345, byte miss ratio 0.4345
result/tencentBlock.ns24948.oracleGeneral.zst S3FIFO-1 cache size     2394, 3127706 req, miss ratio 0.2699, byte miss ratio 0.2699
result/tencentBlock.ns24948.oracleGeneral.zst S3FIFO-1 cache size     7182, 3127706 req, miss ratio 0.2448, byte miss ratio 0.2448
