result/tencentBlock.ns22739.oracleGeneral.zst LHD cache size      127, 1090807 req, miss ratio 0.5081, byte miss ratio 0.5081
result/tencentBlock.ns22739.oracleGeneral.zst LHD cache size      383, 1090807 req, miss ratio 0.4001, byte miss ratio 0.4001
result/tencentBlock.ns22739.oracleGeneral.zst LHD cache size     1278, 1090807 req, miss ratio 0.3925, byte miss ratio 0.3925
result/tencentBlock.ns22739.oracleGeneral.zst LHD cache size     3834, 1090807 req, miss ratio 0.3898, byte miss ratio 0.3898
result/tencentBlock.ns22739.oracleGeneral.zst LHD cache size    12781, 1090807 req, miss ratio 0.3671, byte miss ratio 0.3671
result/tencentBlock.ns22739.oracleGeneral.zst LHD cache size    25563, 1090807 req, miss ratio 0.2918, byte miss ratio 0.2918
result/tencentBlock.ns22739.oracleGeneral.zst LHD cache size    51127, 1090807 req, miss ratio 0.2023, byte miss ratio 0.2023
result/tencentBlock.ns22739.oracleGeneral.zst LHD cache size   102254, 1090807 req, miss ratio 0.1301, byte miss ratio 0.1301
result/tencentBlock.ns22739.oracleGeneral.zst LeCaR cache size      127, 1090807 req, miss ratio 0.4130, byte miss ratio 0.4130
result/tencentBlock.ns22739.oracleGeneral.zst LeCaR cache size      383, 1090807 req, miss ratio 0.3992, byte miss ratio 0.3992
result/tencentBlock.ns22739.oracleGeneral.zst LeCaR cache size     1278, 1090807 req, miss ratio 0.3927, byte miss ratio 0.3927
result/tencentBlock.ns22739.oracleGeneral.zst LeCaR cache size     3834, 1090807 req, miss ratio 0.3898, byte miss ratio 0.3898
result/tencentBlock.ns22739.oracleGeneral.zst LeCaR cache size    12781, 1090807 req, miss ratio 0.3470, byte miss ratio 0.3470
result/tencentBlock.ns22739.oracleGeneral.zst LeCaR cache size    25563, 1090807 req, miss ratio 0.2709, byte miss ratio 0.2709
result/tencentBlock.ns22739.oracleGeneral.zst LeCaR cache size    51127, 1090807 req, miss ratio 0.1935, byte miss ratio 0.1935
result/tencentBlock.ns22739.oracleGeneral.zst LeCaR cache size   102254, 1090807 req, miss ratio 0.1326, byte miss ratio 0.1326
result/tencentBlock.ns22739.oracleGeneral.zst Clock cache size      127, 1090807 req, miss ratio 0.4153, byte miss ratio 0.4153
result/tencentBlock.ns22739.oracleGeneral.zst Clock cache size      383, 1090807 req, miss ratio 0.4000, byte miss ratio 0.4000
result/tencentBlock.ns22739.oracleGeneral.zst Clock cache size     1278, 1090807 req, miss ratio 0.3931, byte miss ratio 0.3931
result/tencentBlock.ns22739.oracleGeneral.zst Clock cache size     3834, 1090807 req, miss ratio 0.3900, byte miss ratio 0.3900
result/tencentBlock.ns22739.oracleGeneral.zst Clock cache size    12781, 1090807 req, miss ratio 0.3888, byte miss ratio 0.3888
result/tencentBlock.ns22739.oracleGeneral.zst Clock cache size    25563, 1090807 req, miss ratio 0.3048, byte miss ratio 0.3048
result/tencentBlock.ns22739.oracleGeneral.zst Clock cache size    51127, 1090807 req, miss ratio 0.2107, byte miss ratio 0.2107
result/tencentBlock.ns22739.oracleGeneral.zst Clock cache size   102254, 1090807 req, miss ratio 0.1412, byte miss ratio 0.1412
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO-1 cache size      127, 1090807 req, miss ratio 0.4097, byte miss ratio 0.4097
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO-1 cache size      383, 1090807 req, miss ratio 0.3944, byte miss ratio 0.3944
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO-1 cache size     1278, 1090807 req, miss ratio 0.3904, byte miss ratio 0.3904
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO-1 cache size     3834, 1090807 req, miss ratio 0.3897, byte miss ratio 0.3897
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO-1 cache size    12781, 1090807 req, miss ratio 0.3480, byte miss ratio 0.3480
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO-1 cache size    25563, 1090807 req, miss ratio 0.2911, byte miss ratio 0.2911
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO-1 cache size    51127, 1090807 req, miss ratio 0.1933, byte miss ratio 0.1933
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO-1 cache size   102254, 1090807 req, miss ratio 0.1439, byte miss ratio 0.1439
result/tencentBlock.ns22739.oracleGeneral.zst LIRS cache size      127, 1090807 req, miss ratio 0.5042, byte miss ratio 0.5042
result/tencentBlock.ns22739.oracleGeneral.zst LIRS cache size      383, 1090807 req, miss ratio 0.4714, byte miss ratio 0.4714
result/tencentBlock.ns22739.oracleGeneral.zst LIRS cache size     1278, 1090807 req, miss ratio 0.3945, byte miss ratio 0.3945
result/tencentBlock.ns22739.oracleGeneral.zst LIRS cache size     3834, 1090807 req, miss ratio 0.3905, byte miss ratio 0.3905
result/tencentBlock.ns22739.oracleGeneral.zst LIRS cache size    12781, 1090807 req, miss ratio 0.3449, byte miss ratio 0.3449
result/tencentBlock.ns22739.oracleGeneral.zst LIRS cache size    25563, 1090807 req, miss ratio 0.2925, byte miss ratio 0.2925
result/tencentBlock.ns22739.oracleGeneral.zst LIRS cache size    51127, 1090807 req, miss ratio 0.2022, byte miss ratio 0.2022
result/tencentBlock.ns22739.oracleGeneral.zst LIRS cache size   102254, 1090807 req, miss ratio 0.1319, byte miss ratio 0.1319
result/tencentBlock.ns22739.oracleGeneral.zst Cacheus cache size      127, 1090807 req, miss ratio 0.4067, byte miss ratio 0.4067
result/tencentBlock.ns22739.oracleGeneral.zst Cacheus cache size      383, 1090807 req, miss ratio 0.3968, byte miss ratio 0.3968
result/tencentBlock.ns22739.oracleGeneral.zst Cacheus cache size     1278, 1090807 req, miss ratio 0.3910, byte miss ratio 0.3910
result/tencentBlock.ns22739.oracleGeneral.zst Cacheus cache size     3834, 1090807 req, miss ratio 0.3897, byte miss ratio 0.3897
result/tencentBlock.ns22739.oracleGeneral.zst Cacheus cache size    12781, 1090807 req, miss ratio 0.3576, byte miss ratio 0.3576
result/tencentBlock.ns22739.oracleGeneral.zst Cacheus cache size    25563, 1090807 req, miss ratio 0.2834, byte miss ratio 0.2834
result/tencentBlock.ns22739.oracleGeneral.zst Cacheus cache size    51127, 1090807 req, miss ratio 0.1894, byte miss ratio 0.1894
result/tencentBlock.ns22739.oracleGeneral.zst Cacheus cache size   102254, 1090807 req, miss ratio 0.1325, byte miss ratio 0.1325
result/tencentBlock.ns22739.oracleGeneral.zst FIFO cache size      127, 1090807 req, miss ratio 0.4661, byte miss ratio 0.4661
result/tencentBlock.ns22739.oracleGeneral.zst FIFO cache size      383, 1090807 req, miss ratio 0.4220, byte miss ratio 0.4220
result/tencentBlock.ns22739.oracleGeneral.zst FIFO cache size     1278, 1090807 req, miss ratio 0.4021, byte miss ratio 0.4021
result/tencentBlock.ns22739.oracleGeneral.zst FIFO cache size     3834, 1090807 req, miss ratio 0.3941, byte miss ratio 0.3941
result/tencentBlock.ns22739.oracleGeneral.zst FIFO cache size    12781, 1090807 req, miss ratio 0.3345, byte miss ratio 0.3345
result/tencentBlock.ns22739.oracleGeneral.zst FIFO cache size    25563, 1090807 req, miss ratio 0.2995, byte miss ratio 0.2995
result/tencentBlock.ns22739.oracleGeneral.zst FIFO cache size    51127, 1090807 req, miss ratio 0.2193, byte miss ratio 0.2193
result/tencentBlock.ns22739.oracleGeneral.zst FIFO cache size   102254, 1090807 req, miss ratio 0.1469, byte miss ratio 0.1469
result/tencentBlock.ns22739.oracleGeneral.zst ARC cache size      127, 1090807 req, miss ratio 0.4079, byte miss ratio 0.4079
result/tencentBlock.ns22739.oracleGeneral.zst ARC cache size      383, 1090807 req, miss ratio 0.3970, byte miss ratio 0.3970
result/tencentBlock.ns22739.oracleGeneral.zst ARC cache size     1278, 1090807 req, miss ratio 0.3909, byte miss ratio 0.3909
result/tencentBlock.ns22739.oracleGeneral.zst ARC cache size     3834, 1090807 req, miss ratio 0.3899, byte miss ratio 0.3899
result/tencentBlock.ns22739.oracleGeneral.zst ARC cache size    12781, 1090807 req, miss ratio 0.3469, byte miss ratio 0.3469
result/tencentBlock.ns22739.oracleGeneral.zst ARC cache size    25563, 1090807 req, miss ratio 0.2809, byte miss ratio 0.2809
result/tencentBlock.ns22739.oracleGeneral.zst ARC cache size    51127, 1090807 req, miss ratio 0.1906, byte miss ratio 0.1906
result/tencentBlock.ns22739.oracleGeneral.zst ARC cache size   102254, 1090807 req, miss ratio 0.1328, byte miss ratio 0.1328
result/tencentBlock.ns22739.oracleGeneral.zst LRU cache size      127, 1090807 req, miss ratio 0.4152, byte miss ratio 0.4152
result/tencentBlock.ns22739.oracleGeneral.zst LRU cache size      383, 1090807 req, miss ratio 0.3998, byte miss ratio 0.3998
result/tencentBlock.ns22739.oracleGeneral.zst LRU cache size     1278, 1090807 req, miss ratio 0.3932, byte miss ratio 0.3932
result/tencentBlock.ns22739.oracleGeneral.zst LRU cache size     3834, 1090807 req, miss ratio 0.3899, byte miss ratio 0.3899
result/tencentBlock.ns22739.oracleGeneral.zst LRU cache size    12781, 1090807 req, miss ratio 0.3483, byte miss ratio 0.3483
result/tencentBlock.ns22739.oracleGeneral.zst LRU cache size    25563, 1090807 req, miss ratio 0.2708, byte miss ratio 0.2708
result/tencentBlock.ns22739.oracleGeneral.zst LRU cache size    51127, 1090807 req, miss ratio 0.1854, byte miss ratio 0.1854
result/tencentBlock.ns22739.oracleGeneral.zst LRU cache size   102254, 1090807 req, miss ratio 0.1315, byte miss ratio 0.1315
result/tencentBlock.ns22739.oracleGeneral.zst clock2 cache size      127, 1090807 req, miss ratio 0.4169, byte miss ratio 0.4169
result/tencentBlock.ns22739.oracleGeneral.zst clock2 cache size      383, 1090807 req, miss ratio 0.4005, byte miss ratio 0.4005
result/tencentBlock.ns22739.oracleGeneral.zst clock2 cache size     1278, 1090807 req, miss ratio 0.3930, byte miss ratio 0.3930
result/tencentBlock.ns22739.oracleGeneral.zst clock2 cache size     3834, 1090807 req, miss ratio 0.3901, byte miss ratio 0.3901
result/tencentBlock.ns22739.oracleGeneral.zst clock2 cache size    12781, 1090807 req, miss ratio 0.3890, byte miss ratio 0.3890
result/tencentBlock.ns22739.oracleGeneral.zst clock2 cache size    25563, 1090807 req, miss ratio 0.3166, byte miss ratio 0.3166
result/tencentBlock.ns22739.oracleGeneral.zst clock2 cache size    51127, 1090807 req, miss ratio 0.2351, byte miss ratio 0.2351
result/tencentBlock.ns22739.oracleGeneral.zst clock2 cache size   102254, 1090807 req, miss ratio 0.1334, byte miss ratio 0.1334
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO-d-1 cache size      127, 1090807 req, miss ratio 0.4059, byte miss ratio 0.4059
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO-d-1 cache size      383, 1090807 req, miss ratio 0.3941, byte miss ratio 0.3941
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO-d-1 cache size     1278, 1090807 req, miss ratio 0.3904, byte miss ratio 0.3904
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO-d-1 cache size     3834, 1090807 req, miss ratio 0.3897, byte miss ratio 0.3897
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO-d-1 cache size    12781, 1090807 req, miss ratio 0.3483, byte miss ratio 0.3483
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO-d-1 cache size    25563, 1090807 req, miss ratio 0.2957, byte miss ratio 0.2957
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO-d-1 cache size    51127, 1090807 req, miss ratio 0.1961, byte miss ratio 0.1961
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO-d-1 cache size   102254, 1090807 req, miss ratio 0.1438, byte miss ratio 0.1438
result/tencentBlock.ns22739.oracleGeneral.zst LRB cache size      127, 1090807 req, miss ratio 0.5848, byte miss ratio 0.5848
result/tencentBlock.ns22739.oracleGeneral.zst LRB cache size      383, 1090807 req, miss ratio 0.4819, byte miss ratio 0.4819
result/tencentBlock.ns22739.oracleGeneral.zst LRB cache size     1278, 1090807 req, miss ratio 0.4152, byte miss ratio 0.4152
result/tencentBlock.ns22739.oracleGeneral.zst LRB cache size     3834, 1090807 req, miss ratio 0.3806, byte miss ratio 0.3806
result/tencentBlock.ns22739.oracleGeneral.zst LRB cache size    12781, 1090807 req, miss ratio 0.3216, byte miss ratio 0.3216
result/tencentBlock.ns22739.oracleGeneral.zst LRB cache size    25563, 1090807 req, miss ratio 0.2361, byte miss ratio 0.2361
result/tencentBlock.ns22739.oracleGeneral.zst LRB cache size    51127, 1090807 req, miss ratio 0.1641, byte miss ratio 0.1641
result/tencentBlock.ns22739.oracleGeneral.zst LRB cache size   102254, 1090807 req, miss ratio 0.1315, byte miss ratio 0.1315
result/tencentBlock.ns22739.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      127, 1090807 req, miss ratio 0.4381, byte miss ratio 0.4381
result/tencentBlock.ns22739.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      383, 1090807 req, miss ratio 0.4031, byte miss ratio 0.4031
result/tencentBlock.ns22739.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     1278, 1090807 req, miss ratio 0.3943, byte miss ratio 0.3943
result/tencentBlock.ns22739.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     3834, 1090807 req, miss ratio 0.3907, byte miss ratio 0.3907
result/tencentBlock.ns22739.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    12781, 1090807 req, miss ratio 0.3881, byte miss ratio 0.3881
result/tencentBlock.ns22739.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    25563, 1090807 req, miss ratio 0.3466, byte miss ratio 0.3466
result/tencentBlock.ns22739.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    51127, 1090807 req, miss ratio 0.2492, byte miss ratio 0.2492
result/tencentBlock.ns22739.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   102254, 1090807 req, miss ratio 0.1417, byte miss ratio 0.1417
result/tencentBlock.ns22739.oracleGeneral.zst B-LRU cache size      127, 1090807 req, miss ratio 0.4955, byte miss ratio 0.4955
result/tencentBlock.ns22739.oracleGeneral.zst B-LRU cache size      383, 1090807 req, miss ratio 0.4817, byte miss ratio 0.4817
result/tencentBlock.ns22739.oracleGeneral.zst B-LRU cache size     1278, 1090807 req, miss ratio 0.4754, byte miss ratio 0.4754
result/tencentBlock.ns22739.oracleGeneral.zst B-LRU cache size     3834, 1090807 req, miss ratio 0.4726, byte miss ratio 0.4726
result/tencentBlock.ns22739.oracleGeneral.zst B-LRU cache size    12781, 1090807 req, miss ratio 0.4202, byte miss ratio 0.4202
result/tencentBlock.ns22739.oracleGeneral.zst B-LRU cache size    25563, 1090807 req, miss ratio 0.3681, byte miss ratio 0.3681
result/tencentBlock.ns22739.oracleGeneral.zst B-LRU cache size    51127, 1090807 req, miss ratio 0.2923, byte miss ratio 0.2923
result/tencentBlock.ns22739.oracleGeneral.zst B-LRU cache size   102254, 1090807 req, miss ratio 0.2458, byte miss ratio 0.2458
result/tencentBlock.ns22739.oracleGeneral.zst TwoQ cache size      127, 1090807 req, miss ratio 0.4041, byte miss ratio 0.4041
result/tencentBlock.ns22739.oracleGeneral.zst TwoQ cache size      383, 1090807 req, miss ratio 0.3942, byte miss ratio 0.3942
result/tencentBlock.ns22739.oracleGeneral.zst TwoQ cache size     1278, 1090807 req, miss ratio 0.3911, byte miss ratio 0.3911
result/tencentBlock.ns22739.oracleGeneral.zst TwoQ cache size     3834, 1090807 req, miss ratio 0.3897, byte miss ratio 0.3897
result/tencentBlock.ns22739.oracleGeneral.zst TwoQ cache size    12781, 1090807 req, miss ratio 0.3314, byte miss ratio 0.3314
result/tencentBlock.ns22739.oracleGeneral.zst TwoQ cache size    25563, 1090807 req, miss ratio 0.2465, byte miss ratio 0.2465
result/tencentBlock.ns22739.oracleGeneral.zst TwoQ cache size    51127, 1090807 req, miss ratio 0.1875, byte miss ratio 0.1875
result/tencentBlock.ns22739.oracleGeneral.zst TwoQ cache size   102254, 1090807 req, miss ratio 0.1469, byte miss ratio 0.1469
result/tencentBlock.ns22739.oracleGeneral.zst S4LRU(25:25:25:25) cache size      127, 1090807 req, miss ratio 0.4209, byte miss ratio 0.4209
result/tencentBlock.ns22739.oracleGeneral.zst S4LRU(25:25:25:25) cache size      383, 1090807 req, miss ratio 0.4003, byte miss ratio 0.4003
result/tencentBlock.ns22739.oracleGeneral.zst S4LRU(25:25:25:25) cache size     1278, 1090807 req, miss ratio 0.3922, byte miss ratio 0.3922
result/tencentBlock.ns22739.oracleGeneral.zst S4LRU(25:25:25:25) cache size     3834, 1090807 req, miss ratio 0.3901, byte miss ratio 0.3901
result/tencentBlock.ns22739.oracleGeneral.zst S4LRU(25:25:25:25) cache size    12781, 1090807 req, miss ratio 0.3863, byte miss ratio 0.3863
result/tencentBlock.ns22739.oracleGeneral.zst S4LRU(25:25:25:25) cache size    25563, 1090807 req, miss ratio 0.3603, byte miss ratio 0.3603
result/tencentBlock.ns22739.oracleGeneral.zst S4LRU(25:25:25:25) cache size    51127, 1090807 req, miss ratio 0.2328, byte miss ratio 0.2328
result/tencentBlock.ns22739.oracleGeneral.zst S4LRU(25:25:25:25) cache size   102254, 1090807 req, miss ratio 0.1306, byte miss ratio 0.1306
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO cache size      127, 1090807 req, miss ratio 0.4121, byte miss ratio 0.4121
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO cache size      383, 1090807 req, miss ratio 0.3955, byte miss ratio 0.3955
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO cache size     1278, 1090807 req, miss ratio 0.3911, byte miss ratio 0.3911
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO cache size     3834, 1090807 req, miss ratio 0.3898, byte miss ratio 0.3898
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO cache size    12781, 1090807 req, miss ratio 0.3474, byte miss ratio 0.3474
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO cache size    25563, 1090807 req, miss ratio 0.2875, byte miss ratio 0.2875
result/tencentBlock.ns22739.oracleGeneral.zst S3FIFO cache size    51127, 1090807 req, miss ratio 0.1957, byte miss ratio 0.1957
